explained_variance,nupdates,policy_entropy,policy_loss,value_loss,total_timesteps,fps,ep_len_mean,ep_reward_mean
0.00048363208770751953,12400,-3.8586971759796143,-0.06838975846767426,3.8810367584228516,1748259,296,1000.0,124817.08338259
0.0021890997886657715,12500,-3.8407297134399414,0.15667679905891418,3.853947639465332,1762359,297,1000.0,124921.81615816001
-0.0034143924713134766,12600,-3.8948938846588135,-0.02434152364730835,3.790153741836548,1776459,297,1000.0,124851.06855178
0.003187835216522217,12700,-3.9198734760284424,-0.0010465122759342194,3.7436554431915283,1790559,297,1000.0,124883.75808295002
-0.0029158592224121094,12800,-3.9071075916290283,0.17486169934272766,3.761854410171509,1804659,297,1000.0,124948.74533244001
0.0022536516189575195,12900,-3.9047329425811768,0.04115476831793785,3.783351421356201,1818759,297,1000.0,125029.88762967
0.004187285900115967,13000,-3.916442394256592,0.23352420330047607,3.6978180408477783,1832859,297,1000.0,125091.5335861
-0.001568913459777832,13100,-3.9436123371124268,0.3739606440067291,3.667362689971924,1846959,297,1000.0,125196.76665293997
-0.0031588077545166016,13200,-3.940349817276001,0.14508812129497528,3.6701343059539795,1861059,297,1000.0,125269.62632766
0.003782033920288086,13300,-3.9407589435577393,-0.055762022733688354,3.634706974029541,1875159,297,1000.0,125415.60567492
-0.0035239458084106445,13400,-3.934544086456299,0.1717173308134079,3.598672389984131,1889259,297,1000.0,125436.78592976001
0.0002262592315673828,13500,-3.941922426223755,0.20447000861167908,3.5618369579315186,1903359,297,1000.0,125530.88814801002
-0.004068493843078613,13600,-3.9005510807037354,-0.011931132525205612,3.499495267868042,1917459,297,1000.0,125547.41940667
0.0007164478302001953,13700,-3.8708181381225586,-0.1609104871749878,3.4623568058013916,1931559,297,1000.0,125615.68397163
-0.0017547607421875,13800,-3.8611292839050293,0.3268958628177643,3.422269582748413,1945659,297,1000.0,125627.51456071003
0.0002090930938720703,13900,-3.8490400314331055,-0.08736445009708405,3.3827502727508545,1959759,297,1000.0,125586.49632051002
3.4689903259277344e-05,14000,-3.8477210998535156,0.17158159613609314,3.3474111557006836,1973859,297,1000.0,125556.72658822
0.00027686357498168945,14100,-3.8339755535125732,0.0728464424610138,3.323620557785034,1987959,297,1000.0,125571.61134146998
0.0019267797470092773,14200,-3.8248507976531982,0.09917276352643967,3.3086092472076416,2002059,297,1000.0,125568.37443895999
