policy_entropy,nupdates,value_loss,total_timesteps,policy_loss,explained_variance,fps,ep_len_mean,ep_reward_mean
9.934082984924316,4900,0.4980875849723816,396819,-0.590161919593811,-1.244960069656372,258,1000.0,521.93524239
9.934098243713379,5000,0.18776661157608032,404919,-0.08303467929363251,-141.31837463378906,257,1000.0,520.9326586400001
9.934113502502441,5100,0.17930090427398682,413019,-0.20830267667770386,-35.31690216064453,257,1000.0,518.77994197
9.934126853942871,5200,0.160893052816391,421119,0.26204806566238403,-37.1003532409668,257,1000.0,504.9047747900001
9.934136390686035,5300,0.05296672135591507,429219,-0.0663372203707695,-15.539762496948242,257,1000.0,503.5369712600001
9.934165000915527,5400,0.07724051922559738,437319,-0.3747901916503906,-243.03091430664062,257,1000.0,507.5570450200001
9.934197425842285,5500,0.10901276767253876,445419,-0.268441379070282,-227.0537872314453,256,1000.0,504.62393328999997
9.934226036071777,5600,0.09103299677371979,453519,-0.1477465182542801,-2.702063798904419,256,1000.0,498.40676209
9.934247970581055,5700,0.21750931441783905,461619,-0.011786594986915588,-98.78597259521484,256,1000.0,489.9335810199999
9.9342679977417,5800,0.13605189323425293,469719,-0.3074805438518524,-95.38751983642578,256,1000.0,499.77711793000003
9.93428897857666,5900,0.13323725759983063,477819,-0.33623644709587097,-270.6546936035156,256,1000.0,492.85980657000005
9.934297561645508,6000,0.2372736632823944,485919,-0.14136849343776703,-0.051378846168518066,256,1000.0,498.3152359999999
9.93431282043457,6100,0.14495965838432312,494019,-0.28495219349861145,-28.38435173034668,256,1000.0,501.54977584999995
9.934341430664062,6200,0.0877869576215744,502119,0.08145304769277573,-6.825519561767578,256,1000.0,506.59611814999994
9.934349060058594,6300,0.11907479912042618,510219,-0.2571835517883301,-7311.63427734375,256,1000.0,500.56370222
9.934379577636719,6400,0.11028184741735458,518319,-0.11789490282535553,-2.550895929336548,255,1000.0,505.92127619000007
9.934401512145996,6500,0.25719302892684937,526419,0.02795286476612091,-0.7030537128448486,255,1000.0,521.50116153
9.934415817260742,6600,0.5740776062011719,534519,-0.30979663133621216,-1.773428201675415,255,1000.0,521.41652235
9.934433937072754,6700,0.3245915472507477,542619,-0.30419930815696716,-0.6021591424942017,255,1000.0,520.57983271
9.934447288513184,6800,0.22428183257579803,550719,0.09058224409818649,-12.72177505493164,255,1000.0,514.25233287
9.934484481811523,6900,0.19753801822662354,558819,0.15664666891098022,-646.9440307617188,255,1000.0,510.81779566000006
9.934515953063965,7000,0.26493486762046814,566919,0.0569583997130394,-3.9872145652770996,255,1000.0,512.34189528
9.934536933898926,7100,0.12061498314142227,575019,-0.05709055811166763,-458.1056823730469,255,1000.0,516.86725444
9.934561729431152,7200,0.07010219991207123,583119,-0.4761601686477661,-5.550967693328857,255,1000.0,528.48567954
9.934577941894531,7300,0.4709859788417816,591219,-0.04477566480636597,-1.4971537590026855,255,1000.0,531.66432874
9.93458366394043,7400,0.14733760058879852,599319,-0.18975959718227386,-382278.75,255,1000.0,526.8840942100001
9.934595108032227,7500,0.09609303623437881,607419,-0.06047394871711731,-1210.6463623046875,254,1000.0,525.11708499
9.934623718261719,7600,0.061015836894512177,615519,0.06481243669986725,-3934.06201171875,254,1000.0,525.83075856
9.934632301330566,7700,0.1110757365822792,623619,-0.5695192813873291,-4.465343952178955,254,1000.0,517.43642207
9.934639930725098,7800,0.1833135187625885,631719,-0.10086531937122345,-174.1042022705078,254,1000.0,508.78245512999996
9.934646606445312,7900,0.15424957871437073,639819,0.0895831361413002,-8.06906795501709,254,1000.0,503.82433004
9.934648513793945,8000,0.08773179352283478,647919,-0.23633864521980286,-515.4180297851562,254,1000.0,501.65359642000004
9.934660911560059,8100,0.05766497924923897,656019,-0.009932726621627808,-11244.7568359375,254,1000.0,493.43470449000006
9.934676170349121,8200,0.15126100182533264,664119,-0.24965234100818634,-0.29285645484924316,254,1000.0,494.86362877999994
9.9346923828125,8300,0.4805380702018738,672219,0.10232117772102356,-0.0759347677230835,254,1000.0,491.73651197000004
9.934704780578613,8400,0.06902630627155304,680319,-0.6400829553604126,-430.4454040527344,254,1000.0,469.51951538000003
9.934710502624512,8500,0.14171871542930603,688419,0.03228411078453064,-4.46297025680542,254,1000.0,481.42189674
9.934725761413574,8600,0.07015945762395859,696519,-0.5646230578422546,-204.49057006835938,254,1000.0,482.92432324999993
9.934725761413574,8700,0.48613637685775757,704619,0.08493786305189133,-0.18764984607696533,254,1000.0,489.56436171
9.934730529785156,8800,0.1187077984213829,712719,0.17251387238502502,-20.887216567993164,254,1000.0,489.35782158999996
9.934747695922852,8900,0.2245151549577713,720819,-0.42505574226379395,-1.7841706275939941,254,1000.0,493.72397082
9.934752464294434,9000,0.17574581503868103,728919,0.12753307819366455,-190.44110107421875,253,1000.0,492.09893034
9.934759140014648,9100,0.18221235275268555,737019,-0.06466352939605713,-0.7705614566802979,253,1000.0,508.66321658999993
9.934761047363281,9200,0.05995370075106621,745119,-0.18048745393753052,-47.65332794189453,253,1000.0,518.19901463
9.934769630432129,9300,0.39548274874687195,753219,0.13418330252170563,-0.7450127601623535,253,1000.0,513.72651195
9.934786796569824,9400,0.13275356590747833,761319,-0.22200103104114532,-2.2856059074401855,253,1000.0,513.8959329700001
9.934796333312988,9500,0.31342124938964844,769419,0.02467237412929535,-1.1601183414459229,253,1000.0,522.05428093
9.934798240661621,9600,0.0795779749751091,777519,0.11848819255828857,-227.79623413085938,253,1000.0,523.83239503
9.93481159210205,9700,0.15097074210643768,785619,-0.2497144639492035,-2.0642282962799072,253,1000.0,527.40475393
9.934821128845215,9800,0.39871785044670105,793719,0.09195930510759354,-0.40739238262176514,253,1000.0,535.2606965699999
9.934823989868164,9900,0.4661939740180969,801819,-0.02808423340320587,-2.603869676589966,253,1000.0,537.0355027600002
9.93483829498291,10000,0.14393344521522522,809919,-0.36972111463546753,0.2509031295776367,253,1000.0,526.83803396
9.934843063354492,10100,0.11348412185907364,818019,-0.14853832125663757,-1704.1993408203125,253,1000.0,527.02595837
9.93485164642334,10200,0.398820161819458,826119,0.19092503190040588,-1.9137423038482666,253,1000.0,523.7454224300001
9.934857368469238,10300,0.16167771816253662,834219,-0.41908809542655945,-71.5709457397461,253,1000.0,513.66703438
9.93486213684082,10400,0.35967740416526794,842319,0.03301072120666504,-0.43131721019744873,253,1000.0,505.68089486
9.934867858886719,10500,0.066902294754982,850419,-0.11442867666482925,-20873.00390625,253,1000.0,503.53342746999994
9.934874534606934,10600,0.8863338232040405,858519,-0.07586528360843658,-0.015208005905151367,253,1000.0,517.9871760999999
9.934877395629883,10700,0.16165617108345032,866619,-0.01757553219795227,-104.27495574951172,252,1000.0,510.27070612000006
9.934882164001465,10800,0.10653150081634521,874719,-0.17434784770011902,-4.891823768615723,252,1000.0,507.31055833000005
9.934884071350098,10900,0.16606707870960236,882819,-0.15891094505786896,-0.7730767726898193,252,1000.0,509.28206888
9.934885025024414,11000,0.12140194326639175,890919,-0.13886214792728424,-13.40727424621582,252,1000.0,500.8100414
9.934889793395996,11100,0.19841304421424866,899019,-0.07339860498905182,-14484.029296875,252,1000.0,513.1753464100001
9.934891700744629,11200,0.1422368437051773,907119,0.10653974115848541,-4.277063369750977,252,1000.0,503.55996756
9.934892654418945,11300,0.24593257904052734,915219,-0.15416260063648224,-1.607990026473999,252,1000.0,505.97560895999993
9.934897422790527,11400,0.0761978030204773,923319,0.18808776140213013,-56.811954498291016,252,1000.0,519.6124748699999
9.93489933013916,11500,0.3796650767326355,931419,-0.2345169186592102,-1.3492612838745117,252,1000.0,509.78119790999995
9.934905052185059,11600,0.17759688198566437,939519,-0.1725769340991974,-17.624086380004883,252,1000.0,504.95965779000005
9.934908866882324,11700,0.0652904063463211,947619,-0.2083282172679901,-62.672019958496094,252,1000.0,513.48043511
9.934907913208008,11800,0.3235524594783783,955719,-0.14755530655384064,-3.022958278656006,252,1000.0,519.00771646
9.934911727905273,11900,0.09886004030704498,963819,0.16197261214256287,-1.6225943565368652,252,1000.0,529.6873657900001
9.93491268157959,12000,0.16645722091197968,971919,-0.11926019936800003,-1285.5743408203125,252,1000.0,535.0658640500001
9.934913635253906,12100,0.26885536313056946,980019,-0.01738704741001129,-0.5877948999404907,252,1000.0,536.8136839
9.934913635253906,12200,0.14683374762535095,988119,-0.43782538175582886,-5500.02099609375,252,1000.0,545.12134257
9.934913635253906,12300,0.17820397019386292,996219,-0.11609689891338348,-4.231686592102051,252,1000.0,550.19418813
9.934913635253906,12400,0.10353555530309677,1004319,-0.30360180139541626,-19.61370277404785,252,1000.0,537.2012213300001
9.934913635253906,12500,0.1925305724143982,1012419,0.1027492806315422,-1.265115737915039,252,1000.0,532.1118793999999
