policy_entropy,nupdates,value_loss,total_timesteps,policy_loss,explained_variance,fps,ep_len_mean,ep_reward_mean
9.932570457458496,1,28.373859405517578,0,0.11191323399543762,-0.010480046272277832,73,,
9.932639122009277,100,0.2387581318616867,8019,-0.036984458565711975,-1.0368537902832031,252,1000.0,473.64438687499995
9.9326810836792,200,0.1482565850019455,16119,0.009030163288116455,-1.6935200691223145,259,1000.0,538.7117986875
9.932718276977539,300,0.1216302290558815,24219,0.07798824459314346,-3405.829833984375,262,1000.0,523.8409645
9.932732582092285,400,0.08524292707443237,32319,0.06571927666664124,-431.5018615722656,264,1000.0,503.056718875
9.932766914367676,500,0.20748181641101837,40419,-0.20367416739463806,-11.118579864501953,265,1000.0,494.3168304750001
9.932812690734863,600,0.08189805597066879,48519,0.05325200408697128,-7.345000267028809,265,1000.0,483.47022820833337
9.932854652404785,700,0.8484708666801453,56619,-0.21909259259700775,0.1094098687171936,266,1000.0,506.4286470535714
9.932907104492188,800,0.2852681875228882,64719,-0.3211560547351837,-2.1889350414276123,266,1000.0,494.7809913125001
9.932931900024414,900,0.39312106370925903,72819,-0.0817091315984726,-1.171766757965088,267,1000.0,490.64035406944447
9.932950019836426,1000,0.18646197021007538,80919,0.2956870198249817,-8.573110580444336,267,1000.0,506.52456216250005
9.932989120483398,1100,0.197047621011734,89019,-0.01122497022151947,-9.371635437011719,268,1000.0,508.2331387954546
9.933012962341309,1200,0.19691535830497742,97119,0.06975997984409332,-18.202993392944336,268,1000.0,503.9772179479167
9.933022499084473,1300,0.37240567803382874,105219,0.1949954628944397,-0.16700875759124756,269,1000.0,509.37702291999994
9.933062553405762,1400,0.0865265280008316,113319,-0.0002342313528060913,-1457.493408203125,268,1000.0,495.77292271
9.933082580566406,1500,0.24586758017539978,121419,0.21206411719322205,-1.2882721424102783,269,1000.0,491.76876353
9.933121681213379,1600,0.04708021879196167,129519,-0.2653729319572449,-3.4345970153808594,269,1000.0,502.51496333999995
9.933117866516113,1700,0.3805616497993469,137619,-0.13914312422275543,-0.021309733390808105,269,1000.0,517.80641087
9.933128356933594,1800,0.7219504714012146,145719,0.039071373641490936,0.1038777232170105,269,1000.0,514.9647179799999
9.933173179626465,1900,0.5804701447486877,153819,0.1763487458229065,-0.8451752662658691,269,1000.0,524.4902039399999
9.93316650390625,2000,0.25633540749549866,161919,-0.0030273422598838806,-4.061929225921631,269,1000.0,511.36735618
9.933188438415527,2100,0.4041750431060791,170019,-0.07077949494123459,-0.7880398035049438,269,1000.0,528.0865029900001
9.9332275390625,2200,0.08469952642917633,178119,0.09951859712600708,-15793.6591796875,269,1000.0,522.1461507099999
9.933271408081055,2300,0.377868115901947,186219,-0.2031482756137848,0.42834383249282837,268,1000.0,516.76447012
9.933310508728027,2400,0.1672738939523697,194319,-0.22342830896377563,-446.7951965332031,268,1000.0,515.24562971
9.933340072631836,2500,0.15003547072410583,202419,-0.04683627188205719,-226.7798309326172,267,1000.0,511.49854579
9.933379173278809,2600,0.10196702182292938,210519,0.40432432293891907,-3.0584259033203125,267,1000.0,517.9327644499999
9.933409690856934,2700,0.07063689827919006,218619,-0.07664809376001358,-28.46066665649414,266,1000.0,524.1436358100001
9.933465003967285,2800,0.15427303314208984,226719,-0.12789291143417358,-5.539286136627197,265,1000.0,532.33421652
9.933518409729004,2900,0.4285649359226227,234819,-0.013049133121967316,-0.2854180335998535,265,1000.0,529.57098245
9.933564186096191,3000,0.2863143980503082,242919,0.21475926041603088,-2.820924997329712,264,1000.0,528.25874073
9.933594703674316,3100,0.12357635796070099,251019,-0.31342706084251404,-6.328020095825195,264,1000.0,534.5214685
9.933636665344238,3200,0.5054923295974731,259119,-0.15335588157176971,-1.0944414138793945,263,1000.0,542.36961306
9.933640480041504,3300,0.09755243360996246,267219,0.13170380890369415,-1631.5899658203125,262,1000.0,549.6033744700001
9.933672904968262,3400,0.21036824584007263,275319,0.0554511696100235,-2.2464792728424072,262,1000.0,531.08536826
9.933707237243652,3500,0.16345585882663727,283419,0.03905005753040314,-0.9804096221923828,261,1000.0,536.53613914
9.933728218078613,3600,0.8677050471305847,291519,-0.4841392934322357,-0.5229755640029907,261,1000.0,550.9189476199999
9.93377685546875,3700,0.15784594416618347,299619,-0.16941112279891968,-1.395707368850708,260,1000.0,559.9578849699999
9.933823585510254,3800,0.3860618472099304,307719,0.11622634530067444,-0.5142223834991455,260,1000.0,573.2413719499999
9.933845520019531,3900,0.06831823289394379,315819,-0.13312064111232758,-45.78724670410156,260,1000.0,579.8957735500001
9.933884620666504,4000,0.07750298082828522,323919,-0.3681473731994629,-1091.425048828125,259,1000.0,569.76554386
9.933890342712402,4100,0.26767870783805847,332019,-0.5133040547370911,-2.6088221073150635,259,1000.0,570.1866902999999
9.933935165405273,4200,0.2672041654586792,340119,-0.28132200241088867,-1.2474570274353027,259,1000.0,565.7909596000001
9.93393611907959,4300,0.08588935434818268,348219,-0.01013919711112976,-14.699639320373535,259,1000.0,555.71818667
9.93395709991455,4400,0.1533087193965912,356319,0.005917124450206757,-26.320823669433594,258,1000.0,559.2811307400001
9.933990478515625,4500,0.14293894171714783,364419,0.027783676981925964,-11811.068359375,258,1000.0,555.79486705
9.934004783630371,4600,1.2592017650604248,372519,-7.258355617523193e-05,-0.22574782371520996,258,1000.0,558.7894271700001
9.934045791625977,4700,0.14506018161773682,380619,-0.5139418244361877,-9.555874824523926,258,1000.0,564.17917415
9.934069633483887,4800,0.05379714444279671,388719,-0.1133590117096901,-8293.134765625,258,1000.0,539.11346681
