policy_entropy,policy_loss,explained_variance,nupdates,fps,value_loss,total_timesteps
4.136981010437012,-0.23674774169921875,0.0,5700,88,8463.3203125,803559
4.134929180145264,-0.06471164524555206,1.1920928955078125e-07,5800,88,9501.67578125,817659
4.133658409118652,0.12726855278015137,0.0,5900,88,9847.3017578125,831759
4.133659839630127,-0.017801890149712563,0.0,6000,88,9326.9462890625,845859
4.1319804191589355,-0.159653902053833,1.7881393432617188e-07,6100,88,11089.2119140625,859959
4.1323041915893555,-0.05702023208141327,0.0,6200,88,8642.98046875,874059
4.1289448738098145,0.0569043904542923,0.0,6300,89,10080.6572265625,888159
4.127833366394043,0.0008866190910339355,0.0,6400,89,10715.7783203125,902259
4.126372814178467,-0.07487015426158905,1.1920928955078125e-07,6500,89,9182.4375,916359
4.124748706817627,-0.19936800003051758,2.384185791015625e-07,6600,89,9103.70703125,930459
4.125442028045654,-0.058258526027202606,1.1920928955078125e-07,6700,89,9198.248046875,944559
4.125030994415283,-0.24354463815689087,0.0,6800,89,9963.376953125,958659
4.125468730926514,-0.23260827362537384,-1.1920928955078125e-07,6900,89,9583.9423828125,972759
4.123367786407471,-0.028209960088133812,0.0,7000,90,8897.0,986859
4.1223907470703125,0.023385457694530487,0.0,7100,90,10396.0185546875,1000959
4.121153831481934,-0.17555460333824158,0.0,7200,90,9104.3720703125,1015059
4.117796897888184,-0.134690061211586,0.0,7300,90,9755.1337890625,1029159
4.114439964294434,0.05310552194714546,0.0,7400,90,9514.0869140625,1043259
4.1138386726379395,-0.13675834238529205,1.1920928955078125e-07,7500,90,7823.90380859375,1057359
4.111271381378174,-0.16951367259025574,0.0,7600,90,9925.9951171875,1071459
4.109669208526611,-0.022072087973356247,0.0,7700,91,9268.904296875,1085559
4.109172344207764,-0.065972238779068,0.0,7800,91,9784.57421875,1099659
4.108116626739502,-0.20317304134368896,0.0,7900,91,9264.3369140625,1113759
4.107574462890625,-0.2259797751903534,0.0,8000,91,7732.10986328125,1127859
4.107232093811035,-0.3988895118236542,0.0,8100,91,9956.306640625,1141959
4.10628080368042,0.041522201150655746,0.0,8200,91,8911.2490234375,1156059
4.104983806610107,-0.06205251067876816,0.0,8300,91,9172.8359375,1170159
4.105132102966309,-0.08987465500831604,0.0,8400,91,10526.595703125,1184259
4.105335712432861,-0.06436551362276077,0.0,8500,92,9536.517578125,1198359
4.10385799407959,-0.02038300223648548,0.0,8600,92,9016.244140625,1212459
4.1031975746154785,-0.1643804907798767,-1.1920928955078125e-07,8700,92,9066.73828125,1226559
4.102879047393799,-0.057412125170230865,0.0,8800,92,9039.2626953125,1240659
4.1036529541015625,-0.23765473067760468,5.960464477539063e-08,8900,92,7543.5400390625,1254759
4.10302734375,0.05304647982120514,-1.1920928955078125e-07,9000,92,7766.64990234375,1268859
4.10288143157959,-0.15634168684482574,5.960464477539063e-08,9100,92,7945.341796875,1282959
4.102297782897949,-0.043255433440208435,0.0,9200,92,9522.671875,1297059
4.1030049324035645,0.22651657462120056,-1.1920928955078125e-07,9300,92,8769.5751953125,1311159
4.103419780731201,-0.08292838931083679,0.0,9400,92,9111.3369140625,1325259
4.104071617126465,0.0014033503830432892,0.0,9500,92,8971.783203125,1339359
4.103950023651123,-0.1275826394557953,0.0,9600,92,9364.5986328125,1353459
4.101417064666748,-0.07701229304075241,0.0,9700,92,8825.7197265625,1367559
4.101313591003418,-0.13559551537036896,0.0,9800,92,9494.8486328125,1381659
4.100729942321777,0.01079217717051506,0.0,9900,92,8488.7158203125,1395759
4.098221778869629,0.02011996880173683,0.0,10000,93,9350.58984375,1409859
4.097552299499512,-0.005435936152935028,0.0,10100,93,8323.1826171875,1423959
4.098278522491455,-0.14296391606330872,-1.1920928955078125e-07,10200,93,9294.2138671875,1438059
4.096543312072754,-0.06137261539697647,0.0,10300,93,9731.2734375,1452159
4.096653461456299,-0.1410285234451294,0.0,10400,93,8146.79296875,1466259
4.096740245819092,-0.07590040564537048,-1.1920928955078125e-07,10500,93,9248.9990234375,1480359
4.095614433288574,0.031208354979753494,0.0,10600,93,8480.0224609375,1494459
4.096031665802002,-0.23791401088237762,0.0,10700,93,9263.2861328125,1508559
4.09444522857666,-0.14479875564575195,0.0,10800,93,9225.220703125,1522659
4.093735694885254,-0.07731454074382782,1.7881393432617188e-07,10900,93,8906.7978515625,1536759
4.092825889587402,0.12475244700908661,0.0,11000,93,7392.20556640625,1550859
4.091907978057861,-0.21757906675338745,0.0,11100,93,8491.1474609375,1564959
4.091563701629639,0.08726456761360168,0.0,11200,93,8980.8662109375,1579059
4.090685844421387,-0.018299218267202377,0.0,11300,93,8089.05908203125,1593159
4.090133190155029,-0.033231377601623535,5.960464477539063e-08,11400,93,8656.1865234375,1607259
4.090465068817139,0.07020607590675354,0.0,11500,93,9101.1494140625,1621359
4.090390682220459,-0.07356059551239014,-1.1920928955078125e-07,11600,93,8646.9931640625,1635459
4.0906147956848145,-0.14701546728610992,0.0,11700,93,8195.4716796875,1649559
4.0886759757995605,-0.07702809572219849,1.1920928955078125e-07,11800,93,8231.861328125,1663659
4.087700843811035,-0.08273744583129883,0.0,11900,93,8099.21630859375,1677759
4.088134765625,-0.06176042556762695,-1.1920928955078125e-07,12000,93,8470.5927734375,1691859
4.090003967285156,-0.09099724888801575,0.0,12100,93,7576.771484375,1705959
4.08903169631958,-0.16540852189064026,5.960464477539063e-08,12200,93,8077.4267578125,1720059
4.089367389678955,-0.1362030804157257,0.0,12300,93,8846.4599609375,1734159
4.089271068572998,-0.03617888689041138,0.0,12400,93,8125.4599609375,1748259
4.0882182121276855,-0.14860239624977112,0.0,12500,93,8629.509765625,1762359
4.087075233459473,-0.058029886335134506,0.0,12600,93,8818.3876953125,1776459
4.0843586921691895,0.044799063354730606,0.0,12700,93,6819.33544921875,1790559
4.084853172302246,0.11219117790460587,0.0,12800,93,8307.412109375,1804659
4.083884239196777,-0.18206147849559784,0.0,12900,93,7673.7080078125,1818759
4.080676555633545,-0.24508363008499146,0.0,13000,93,7691.45263671875,1832859
4.077820777893066,-0.006253726780414581,-1.1920928955078125e-07,13100,93,8305.0283203125,1846959
4.077298164367676,0.06788380444049835,-1.1920928955078125e-07,13200,93,7834.99658203125,1861059
4.0759124755859375,0.034458696842193604,-1.1920928955078125e-07,13300,93,7434.923828125,1875159
4.074408531188965,-0.14223900437355042,0.0,13400,93,8041.15087890625,1889259
4.072761058807373,0.009441163390874863,5.960464477539063e-08,13500,93,8268.8349609375,1903359
4.071865558624268,-0.14776484668254852,0.0,13600,93,8281.796875,1917459
4.071270942687988,-0.058726415038108826,-1.1920928955078125e-07,13700,93,6560.69482421875,1931559
4.0706353187561035,0.0014283284544944763,0.0,13800,93,8106.49560546875,1945659
4.068363666534424,0.0703701302409172,0.0,13900,93,7161.27392578125,1959759
4.068596363067627,-0.21319177746772766,0.0,14000,93,7666.720703125,1973859
4.067413806915283,-0.09632183611392975,0.0,14100,93,7406.4638671875,1987959
4.066971302032471,-0.12109608948230743,-1.1920928955078125e-07,14200,93,8245.7158203125,2002059
