policy_entropy,policy_loss,explained_variance,nupdates,fps,value_loss,total_timesteps
4.2568159103393555,-0.06135398522019386,0.0045588016510009766,1,57,38.04392623901367,0
4.253180503845215,0.1205337792634964,0.32277876138687134,100,86,893.2831420898438,13959
4.2528910636901855,-0.012818841263651848,0.3874853849411011,200,86,540.4359741210938,28059
4.254706382751465,-0.04500962793827057,0.017742156982421875,300,86,1125.819091796875,42159
4.254000663757324,-0.1977129876613617,0.009698092937469482,400,86,1763.6009521484375,56259
4.25217342376709,-0.13121448457241058,0.001682281494140625,500,86,2814.140625,70359
4.250765800476074,-0.20120438933372498,0.001577615737915039,600,86,2267.567626953125,84459
4.243019104003906,-0.31135493516921997,0.0001010894775390625,700,86,2591.923583984375,98559
4.23785400390625,-0.02678092196583748,0.00019097328186035156,800,86,3958.311279296875,112659
4.231834411621094,-0.12968187034130096,0.00015676021575927734,900,86,4069.094970703125,126759
4.226806163787842,-0.0582757443189621,7.933378219604492e-05,1000,86,3142.7021484375,140859
4.222480773925781,-0.13473917543888092,2.5391578674316406e-05,1100,86,4223.43603515625,154959
4.217179298400879,0.03177978843450546,2.1755695343017578e-05,1200,86,4863.98095703125,169059
4.212521076202393,-0.18012133240699768,2.980232238769531e-07,1300,86,7127.025390625,183159
4.210944175720215,0.09334418177604675,0.0,1400,86,6345.24365234375,197259
4.207221984863281,-0.04927053675055504,1.1920928955078125e-07,1500,86,5798.07568359375,211359
4.206676006317139,-0.1545780897140503,0.0,1600,86,6954.001953125,225459
4.203812599182129,-0.21528172492980957,5.960464477539063e-08,1700,86,5825.8564453125,239559
4.200405597686768,-0.1388114094734192,-2.384185791015625e-07,1800,86,8392.845703125,253659
4.196388244628906,-0.0558873787522316,0.0,1900,86,7810.01953125,267759
4.1925859451293945,-0.038697969168424606,0.0,2000,86,6475.38037109375,281859
4.191860675811768,-0.1745312213897705,0.0,2100,86,10335.046875,295959
4.189986705780029,-0.20284020900726318,0.0,2200,86,7218.4091796875,310059
4.188015460968018,0.1749470829963684,0.0,2300,86,7899.43994140625,324159
4.183758735656738,-0.12735095620155334,0.0,2400,86,8862.0439453125,338259
4.181702613830566,-0.19760726392269135,0.0,2500,86,8598.2626953125,352359
4.1793437004089355,-0.0996299535036087,0.0,2600,86,8929.171875,366459
4.178871154785156,-0.21165244281291962,1.1920928955078125e-07,2700,86,6900.9814453125,380559
4.17781925201416,-0.052405569702386856,0.0,2800,87,9290.173828125,394659
4.176674842834473,-0.0658632218837738,0.0,2900,87,9815.3798828125,408759
4.1740498542785645,0.0464567169547081,0.0,3000,87,8372.138671875,422859
4.1721720695495605,0.03500324860215187,0.0,3100,87,8077.11962890625,436959
4.170475482940674,0.039651770144701004,0.0,3200,87,9683.2353515625,451059
4.169243335723877,-0.1765500158071518,1.1920928955078125e-07,3300,87,10440.783203125,465159
4.167160511016846,-0.2126995027065277,1.1920928955078125e-07,3400,87,9674.0458984375,479259
4.166319847106934,-0.11251270771026611,1.1920928955078125e-07,3500,87,7338.6796875,493359
4.16745662689209,-0.052799027413129807,-1.1920928955078125e-07,3600,87,8823.6748046875,507459
4.164786338806152,-0.1974281668663025,0.0,3700,87,10747.9716796875,521559
4.163020133972168,-0.035296157002449036,1.1920928955078125e-07,3800,87,8007.978515625,535659
4.162585735321045,-0.04536417871713638,0.0,3900,87,9856.015625,549759
4.160618305206299,-0.13780763745307922,0.0,4000,87,9842.59765625,563859
4.158806800842285,-0.14435207843780518,0.0,4100,87,11431.072265625,577959
4.156649589538574,-0.09504035115242004,0.0,4200,87,8462.466796875,592059
4.154567241668701,-0.2558538317680359,0.0,4300,87,8976.2255859375,606159
4.1515421867370605,-0.09924288094043732,0.0,4400,87,9311.4541015625,620259
4.149738788604736,-0.0835656225681305,0.0,4500,87,9794.8603515625,634359
4.148072242736816,-0.14083826541900635,0.0,4600,87,7841.2724609375,648459
4.147366523742676,-0.10272997617721558,-1.1920928955078125e-07,4700,87,8765.5439453125,662559
4.145863056182861,0.12625059485435486,0.0,4800,87,9975.732421875,676659
4.144355297088623,-0.10927781462669373,0.0,4900,87,8895.2763671875,690759
4.142680644989014,-0.10168351233005524,0.0,5000,87,9241.98046875,704859
4.141926288604736,-0.18940198421478271,0.0,5100,87,10651.8408203125,718959
4.141800880432129,-0.1837717890739441,0.0,5200,87,8848.134765625,733059
4.141758441925049,-0.013979732990264893,0.0,5300,87,8611.8427734375,747159
4.139418601989746,-0.22766783833503723,1.1920928955078125e-07,5400,87,9084.63671875,761259
4.135790824890137,-0.059201620519161224,0.0,5500,87,9431.8359375,775359
4.135554313659668,-0.09451566636562347,0.0,5600,88,9477.0966796875,789459
