explained_variance,total_timesteps,value_loss,fps,nupdates,policy_entropy,ep_reward_mean,ep_len_mean
0.04989558458328247,416500,0.002826441777870059,99,11900,14.847999572753906,1590.62647915,301.0
0.2626255750656128,420000,0.0024931589141488075,99,12000,14.938794136047363,1567.23394738,301.0
0.502251535654068,423500,0.0016308249905705452,99,12100,15.033527374267578,1558.1262847499997,301.0
0.2636798024177551,427000,0.002792325569316745,99,12200,15.10313892364502,1536.1320890999998,301.0
0.43997013568878174,430500,0.0021863819565624,99,12300,15.177894592285156,1525.7157028000001,301.0
0.3878614902496338,434000,0.0007663078722544014,99,12400,15.270221710205078,1504.95487808,301.0
-0.6350241899490356,437500,0.0017580643761903048,99,12500,15.35106372833252,1503.4798855600002,301.0
0.06786179542541504,441000,0.0027518311981111765,99,12600,15.424792289733887,1496.1323330499997,301.0
-0.020017385482788086,444500,0.0016910128761082888,99,12700,15.508498191833496,1486.1837579599999,301.0
-0.1460953950881958,448000,0.003824778599664569,99,12800,15.601579666137695,1472.6332481599995,301.0
0.10424864292144775,451500,0.005927261430770159,99,12900,15.715275764465332,1456.5143958399997,301.0
0.29148536920547485,455000,0.0015011803479865193,99,13000,15.803443908691406,1449.2460050999998,301.0
0.08834266662597656,458500,0.004067953210324049,99,13100,15.884767532348633,1431.54589936,301.0
0.1270357370376587,462000,0.006318395491689444,99,13200,15.967093467712402,1405.6714953,301.0
0.5393989980220795,465500,0.0043563139624893665,99,13300,16.04909896850586,1388.21672678,301.0
0.016094863414764404,469000,0.001607269630767405,99,13400,16.126766204833984,1355.60204467,301.0
0.4304511547088623,472500,0.005573969800025225,99,13500,16.180524826049805,1330.04855015,301.0
0.4873921871185303,476000,0.0034506802912801504,99,13600,16.267711639404297,1313.23075473,301.0
0.606827437877655,479500,0.003206950379535556,99,13700,16.342025756835938,1289.78053352,301.0
0.2723259925842285,483000,0.0028685552533715963,99,13800,16.4329891204834,1271.2469233000002,301.0
0.6925035119056702,486500,0.006606996990740299,99,13900,16.51272964477539,1254.18589858,301.0
0.049533724784851074,490000,0.006155714392662048,99,14000,16.598430633544922,1246.9920817400002,301.0
-0.44161999225616455,493500,0.003945469856262207,99,14100,16.71450424194336,1236.87134296,301.0
0.8108092844486237,497000,0.0021960909944027662,99,14200,16.811567306518555,1234.5437683300001,301.0
