,ent_coef,gamma,kfac_clip,learning_rate,lr_schedule,max_grad_norm,n_steps,vf_coef,vf_fisher_coef,mean_auc,std_auc,mean_fer,std_fer
1,0.001,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,37132.0,18116.0,10459.0,7682.0
2,0.0,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,37210.0,18639.0,12170.0,9293.0
3,0.01,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,37802.0,17778.0,12695.0,2220.0
4,0.001,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,38039.0,17442.0,17331.0,8394.0
5,0.0,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,38137.0,17580.0,13683.0,14598.0
6,0.001,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,38240.0,18308.0,10910.0,6462.0
7,0.0,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,38298.0,17098.0,14280.0,13416.0
8,0.0,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,38359.0,17843.0,11828.0,8542.0
9,0.01,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,38363.0,17784.0,14133.0,7517.0
10,0.001,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,38565.0,17712.0,13143.0,11368.0
11,0.001,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,38736.0,16819.0,14809.0,14936.0
12,0.001,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,38825.0,16629.0,18117.0,10601.0
13,0.001,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,39037.0,17537.0,14475.0,8640.0
14,0.001,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,39076.0,17048.0,14805.0,9769.0
15,0.001,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,39296.0,17263.0,12773.0,10209.0
16,0.001,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,39339.0,17077.0,17247.0,8288.0
17,0.01,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,39469.0,16425.0,19161.0,4252.0
18,0.01,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,39473.0,15553.0,21217.0,11829.0
19,0.01,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,39820.0,16438.0,15702.0,9417.0
20,0.001,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,40000.0,15156.0,20470.0,21363.0
21,0.0,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,40103.0,16330.0,20560.0,14670.0
22,0.01,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,40169.0,16752.0,14888.0,5677.0
23,0.0,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,40444.0,15897.0,17116.0,17296.0
24,0.01,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,40496.0,17125.0,15716.0,8790.0
25,0.01,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,40580.0,15986.0,16766.0,11270.0
26,0.0,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,40598.0,15699.0,16797.0,16731.0
27,0.001,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,40894.0,15199.0,19464.0,19525.0
28,0.0,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,40934.0,14888.0,18793.0,16270.0
29,0.001,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,40942.0,15802.0,17726.0,18101.0
30,0.0,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,40972.0,16573.0,16127.0,15455.0
31,0.001,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,41013.0,15887.0,17693.0,14488.0
32,0.0,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,41269.0,15216.0,19946.0,18676.0
33,0.0,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,41274.0,16320.0,15876.0,16667.0
34,0.01,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,41444.0,15796.0,20013.0,11996.0
35,0.01,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,41500.0,14636.0,18916.0,15065.0
36,0.0,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,41542.0,15497.0,22283.0,14664.0
37,0.01,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,41551.0,15077.0,18939.0,9994.0
38,0.0,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,42222.0,14646.0,21192.0,19597.0
39,0.001,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,42236.0,14137.0,24305.0,15012.0
40,0.001,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,42236.0,15758.0,21912.0,16286.0
41,0.001,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,42281.0,14788.0,21558.0,17239.0
42,0.0,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,42410.0,15146.0,18620.0,16555.0
