,ent_coef,gamma,kfac_clip,learning_rate,lr_schedule,max_grad_norm,n_steps,vf_coef,vf_fisher_coef,mean_auc,std_auc,mean_fer,std_fer
43,0.0,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,42432.0,14980.0,20706.0,13033.0
44,0.0,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,42456.0,15098.0,20080.0,13895.0
45,0.0,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,42469.0,14174.0,24099.0,14039.0
46,0.01,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,42596.0,14257.0,25654.0,13621.0
47,0.001,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,42704.0,13644.0,23933.0,20847.0
48,0.0,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,42780.0,15135.0,18581.0,10835.0
49,0.001,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,42876.0,14027.0,22500.0,19167.0
50,0.01,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,43325.0,13484.0,24096.0,12983.0
51,0.01,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,43342.0,12914.0,29076.0,6423.0
52,0.001,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,43350.0,14142.0,23322.0,17960.0
53,0.01,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,43581.0,13921.0,24219.0,14468.0
54,0.01,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,43705.0,14017.0,23254.0,16542.0
55,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,43734.0,13510.0,24625.0,22243.0
56,0.01,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,43894.0,13872.0,24519.0,17668.0
57,0.001,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,43984.0,14355.0,22591.0,15422.0
58,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,44023.0,14647.0,21287.0,16815.0
59,0.001,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,44104.0,13779.0,22938.0,16746.0
60,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,44407.0,14106.0,23486.0,20143.0
61,0.001,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,44552.0,12364.0,30691.0,12248.0
62,0.0,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,44644.0,12031.0,31985.0,13175.0
63,0.0,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,44762.0,13214.0,24721.0,17072.0
64,0.01,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,45049.0,13386.0,24196.0,17627.0
65,0.01,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,45050.0,12463.0,27551.0,16470.0
66,0.001,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,45071.0,12656.0,25076.0,16858.0
67,0.01,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,45229.0,12174.0,29899.0,17567.0
68,0.0,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,45250.0,13439.0,23224.0,14948.0
69,0.01,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,45720.0,12943.0,25572.0,17041.0
70,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,45838.0,13261.0,23440.0,10273.0
71,0.0,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,45845.0,14047.0,22520.0,11336.0
72,0.01,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,46228.0,12541.0,29220.0,13902.0
73,0.01,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,46306.0,11550.0,32417.0,10584.0
74,0.0,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,46306.0,10968.0,32790.0,9056.0
75,0.001,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,46445.0,12126.0,26862.0,19419.0
76,0.0,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,46676.0,11548.0,32041.0,19113.0
77,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,46764.0,11935.0,26183.0,9856.0
78,0.01,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,46940.0,11754.0,27854.0,12014.0
79,0.01,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,46945.0,10695.0,34185.0,10360.0
80,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,47010.0,11248.0,28702.0,12912.0
81,0.001,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,47065.0,10495.0,34263.0,12279.0
82,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,47282.0,11601.0,30251.0,22998.0
83,0.0,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,47596.0,11687.0,29005.0,18877.0
84,0.0,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,47609.0,11149.0,33765.0,7627.0
85,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,47644.0,10781.0,32622.0,21887.0
86,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,47656.0,11596.0,26897.0,7371.0
87,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,47766.0,11170.0,26782.0,10622.0
88,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,47807.0,11188.0,30716.0,21953.0
89,0.0,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,47852.0,10572.0,32742.0,21334.0
90,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,47963.0,10861.0,29519.0,18115.0
91,0.0,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,48039.0,10203.0,35577.0,11793.0
92,0.001,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,48195.0,9708.0,36442.0,15155.0
93,0.0,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,48273.0,10609.0,31411.0,18709.0
94,0.001,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,48343.0,10746.0,32374.0,20096.0
95,0.0,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,48402.0,10841.0,32648.0,18143.0
96,0.001,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,49136.0,9644.0,37590.0,13021.0
97,0.01,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,49194.0,9368.0,36266.0,20729.0
98,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,49263.0,9852.0,31766.0,13346.0
99,0.01,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,49448.0,9656.0,36100.0,16768.0
100,0.001,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,49599.0,10028.0,32409.0,18928.0
101,0.0,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,49804.0,9367.0,35634.0,16972.0
102,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,49825.0,9146.0,35631.0,16309.0
103,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,49849.0,9345.0,34370.0,16180.0
104,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,50096.0,9562.0,32919.0,14285.0
105,0.001,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,50153.0,10726.0,31877.0,19338.0
106,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,50169.0,9364.0,34355.0,14859.0
107,0.0,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,50233.0,10540.0,33588.0,19541.0
108,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,50319.0,9378.0,32689.0,15208.0
109,0.1,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,50625.0,7941.0,45156.0,4615.0
110,0.01,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,50739.0,8507.0,40360.0,13674.0
111,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,50748.0,9374.0,34773.0,15686.0
112,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,50778.0,9142.0,35404.0,17796.0
113,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,51723.0,8007.0,40083.0,16250.0
114,0.1,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,51754.0,6823.0,45457.0,4329.0
115,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,51794.0,6774.0,40609.0,10272.0
116,0.1,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,51920.0,7092.0,45037.0,5197.0
117,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,51984.0,7228.0,38238.0,7605.0
118,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,52041.0,8298.0,37544.0,16117.0
119,0.01,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,52055.0,8017.0,39663.0,16592.0
120,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,52203.0,7769.0,38543.0,14106.0
121,0.1,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,52333.0,6872.0,45677.0,4981.0
122,0.1,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,52336.0,6624.0,47381.0,5049.0
123,0.1,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,52385.0,6537.0,46573.0,4735.0
124,0.01,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,52422.0,8496.0,37817.0,17303.0
125,0.1,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,52476.0,6747.0,46388.0,3925.0
126,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,52590.0,6839.0,40564.0,9791.0
127,0.1,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,52600.0,6639.0,46552.0,3753.0
128,0.1,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,53215.0,6300.0,46466.0,7574.0
129,0.1,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,53248.0,6936.0,45824.0,3838.0
130,0.01,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,53571.0,7261.0,41458.0,17555.0
131,0.001,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,53676.0,7542.0,42044.0,18584.0
132,0.1,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,53711.0,6818.0,46607.0,4818.0
133,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,53895.0,6162.0,42541.0,6691.0
134,0.1,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,53918.0,5410.0,49100.0,5073.0
135,0.1,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,53935.0,6111.0,48591.0,5141.0
136,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,53985.0,6605.0,41394.0,12422.0
137,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,53988.0,5791.0,43973.0,8478.0
138,0.1,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,54041.0,5933.0,48539.0,6172.0
139,0.1,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,54166.0,5884.0,48528.0,4760.0
140,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,54182.0,5377.0,46382.0,5784.0
141,0.1,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,54248.0,5964.0,47081.0,3853.0
142,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,54356.0,5820.0,48250.0,3908.0
143,0.1,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,54540.0,5438.0,48453.0,6190.0
144,0.1,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,54602.0,5512.0,49361.0,4038.0
145,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,54643.0,5632.0,43507.0,6161.0
146,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,54663.0,4928.0,46098.0,8710.0
147,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,54670.0,6143.0,42396.0,7965.0
148,0.1,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,54685.0,5579.0,48541.0,4726.0
149,0.1,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,54745.0,5241.0,50487.0,5285.0
150,0.1,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,54827.0,5182.0,49459.0,7099.0
151,0.1,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,54964.0,5044.0,50512.0,4607.0
152,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,55030.0,5191.0,44907.0,9738.0
153,0.1,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,55069.0,5179.0,50541.0,3824.0
154,0.1,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,55084.0,4746.0,50612.0,3731.0
155,0.1,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,55132.0,4880.0,50348.0,4985.0
156,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,55377.0,5611.0,45002.0,8149.0
157,0.1,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,55466.0,4822.0,52099.0,4535.0
158,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,55699.0,5015.0,50889.0,6223.0
159,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,55705.0,4931.0,49002.0,4604.0
160,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,56214.0,4524.0,51492.0,4926.0
161,0.1,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,56225.0,4512.0,51742.0,4083.0
162,0.1,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,56390.0,4166.0,52141.0,4208.0
163,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,56402.0,4715.0,47026.0,7717.0
164,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,56474.0,3699.0,52257.0,3902.0
165,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,56764.0,3533.0,51734.0,5756.0
166,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,56929.0,3298.0,52193.0,4030.0
167,0.1,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,57055.0,3983.0,53341.0,3400.0
168,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,57077.0,4088.0,50238.0,5592.0
169,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,57124.0,3958.0,49483.0,7237.0
170,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,57200.0,3316.0,52958.0,2609.0
171,0.1,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,57245.0,3593.0,54920.0,2950.0
172,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,57255.0,3208.0,53132.0,2987.0
173,0.1,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,57330.0,4088.0,53717.0,6081.0
174,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,57367.0,3069.0,53988.0,3655.0
175,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,57394.0,3298.0,53087.0,4474.0
176,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,57447.0,2931.0,54010.0,4776.0
177,0.1,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,57453.0,4199.0,52454.0,4249.0
178,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,57573.0,3809.0,51876.0,2932.0
179,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,57648.0,2957.0,53838.0,4103.0
180,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,57653.0,3183.0,53533.0,3019.0
181,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,57686.0,3717.0,54133.0,2140.0
182,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,57738.0,2966.0,54545.0,3349.0
183,0.01,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,57757.0,4222.0,51155.0,11428.0
184,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,58129.0,2846.0,54699.0,3536.0
185,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,58264.0,2918.0,54074.0,3207.0
186,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,58474.0,2719.0,55006.0,6005.0
187,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,58574.0,2934.0,54138.0,3755.0
188,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,58675.0,2552.0,55603.0,2472.0
189,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,58744.0,2552.0,55419.0,5653.0
190,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,58868.0,2497.0,56334.0,1872.0
191,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,59196.0,2129.0,56959.0,2891.0
192,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,59310.0,2159.0,57159.0,4221.0
