,cliprange,cliprange_vf,ent_coef,gamma,lam,learning_rate,max_grad_norm,n_steps,nminibatches,noptepochs,vf_coef,
1,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,0.75,27936.02,18106.92,52273.21,16109.45
2,0.2,0.2,0.0,0.99,0.95,0.00072,0.5,32,4,4,0.75,37549.25,16930.61,50017.74,17178.82
3,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,1.0,36286.8,17290.9,48225.69,10075.92
4,0.2,0.2,0.0,0.99,0.95,0.001,0.5,32,4,4,1.0,34387.08,15235.51,45983.19,19583.3
5,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,1.0,34007.39,16293.39,45721.14,17049.89
6,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.75,30621.68,14451.09,43118.44,22395.5
7,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,1.0,30021.43,14582.34,42974.3,17293.93
8,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,1.0,24696.04,14274.66,42636.49,21364.86
9,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.25,28417.42,13730.16,40997.5,22867.23
10,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.25,21840.99,14110.22,40539.61,23306.7
11,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,0.5,23219.32,11698.61,38209.19,21147.85
12,0.2,0.2,0.0,0.99,0.95,0.001,0.5,32,4,4,0.25,27076.46,12307.85,38044.73,25513.63
13,0.2,0.2,0.0,0.99,0.95,0.00072,0.5,32,4,4,1.0,26616.7,13049.83,37790.36,17654.85
14,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.75,20058.84,12478.86,37128.61,19782.62
15,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,1.0,21073.59,11893.01,36985.37,19263.21
16,0.2,0.2,0.01,0.99,0.95,0.001,0.5,32,4,4,0.75,24345.22,9480.83,36966.32,17616.74
17,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,1.0,16205.77,9873.04,36744.77,17206.4
18,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,0.5,25042.58,11707.89,35948.77,23221.5
19,0.2,0.2,0.0,0.99,0.95,0.00072,0.5,32,4,4,0.25,24893.38,11789.77,35839.32,23769.31
20,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.25,21808.27,11826.28,35418.87,19827.87
21,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.75,23755.61,11747.67,35329.18,22102.49
22,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,0.25,24315.93,11327.53,35062.63,21875.58
23,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,1.0,15360.41,10274.51,34592.41,19850.64
24,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.5,14263.83,9856.69,34573.74,22813.54
25,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.5,22985.96,11105.78,34280.77,20043.99
26,0.2,0.2,0.01,0.99,0.95,0.001,0.5,32,4,4,1.0,25779.24,11463.18,34277.32,14301.4
27,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,1.0,16941.7,9897.34,33779.92,18944.96
28,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,0.25,26098.06,12315.13,33130.87,21506.79
29,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.75,20491.86,11407.54,33072.62,21344.97
30,0.2,0.2,0.0,0.99,0.95,0.00019,0.5,32,4,4,0.5,15586.23,9591.05,32910.31,20908.93
31,0.2,0.2,0.001,0.99,0.95,0.001,0.5,32,4,4,0.5,16803.33,7590.1,32595.13,20808.04
32,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,1.0,20203.06,11131.35,32021.7,23971.24
33,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.75,16416.11,10231.14,31970.62,22869.91
34,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.5,17910.77,10308.38,31552.23,20570.79
35,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,0.5,17580.6,8483.16,31186.22,21377.75
36,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.5,19365.93,9817.07,29630.48,19803.16
37,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,0.75,16180.5,8321.71,29483.06,19789.1
38,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,0.75,18579.06,10300.8,28789.63,25871.15
39,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.25,20313.13,9839.76,28589.25,24894.0
40,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.25,19317.16,10320.27,27938.12,25466.68
