,ent_coef,gamma,kfac_clip,learning_rate,lr_schedule,max_grad_norm,n_steps,vf_coef,vf_fisher_coef,
60,0.0,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,14611.02,10555.21,
61,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,14575.18,10744.18,
62,0.0,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,14555.7,8538.03,
63,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,14536.49,9923.47,
64,0.0,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,14145.44,10318.25,
65,0.0,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,14115.28,9491.26,
66,0.01,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,14053.64,9213.68,
67,0.001,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,13876.1,7926.88,
68,0.001,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,13737.35,9289.05,
69,0.01,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,13603.74,7955.02,
70,0.001,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,13586.95,9285.31,
71,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,13418.05,8943.52,
72,0.01,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,13339.47,8631.52,
73,0.01,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,13100.08,7434.98,
74,0.01,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,13076.73,8539.83,
75,0.01,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,13070.99,8240.45,
76,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,13039.94,8285.23,
77,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,12854.52,7510.68,
78,0.0,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,12823.09,8009.4,
79,0.001,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,12787.88,7571.29,
80,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,12743.01,7239.79,
81,0.01,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,12705.3,7290.79,
82,0.01,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,12650.2,9378.01,
83,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,12635.91,8024.02,
84,0.0,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,12296.35,8395.47,
85,0.0,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,12159.94,8379.96,
86,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,12046.22,8486.78,
87,0.0,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,11994.04,8989.72,
88,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,11891.95,7560.89,
89,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,11660.31,8083.14,
90,0.001,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,11618.91,7765.03,
91,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,11477.78,6121.35,
92,0.1,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,11432.73,6464.88,
93,0.01,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,11421.9,6740.56,
94,0.0,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,11333.57,6055.7,
95,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,11253.07,8009.46,
96,0.0,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,11205.7,6927.68,
97,0.0,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,11157.43,6441.09,
98,0.01,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,11130.45,6984.34,
99,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,11085.12,6463.97,
100,0.001,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,10984.28,7128.22,
101,0.01,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,10950.94,6380.89,
102,0.001,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,10928.97,7173.23,
103,0.001,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,10720.07,6174.51,
104,0.01,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,10644.27,7732.18,
105,0.1,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,10202.59,5051.58,
106,0.01,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,10129.9,6174.57,
107,0.1,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,10066.26,5578.72,
108,0.1,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,10050.67,5148.39,
109,0.001,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,9913.36,6470.87,
110,0.0,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,9818.9,5969.85,
111,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,9798.55,4494.45,
112,0.1,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,9692.33,5115.32,
113,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,9655.33,5551.92,
114,0.01,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,9608.5,5187.81,
115,0.1,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,9441.42,4985.25,
116,0.1,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,9413.51,5481.61,
117,0.1,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,9327.56,4891.26,
118,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,9274.88,4626.43,
119,0.1,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,9168.7,5029.48,
120,0.01,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,9163.78,4813.38,
121,0.1,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,9054.49,4830.32,
122,0.1,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,9010.15,4797.82,
123,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,8932.05,5434.8,
124,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,8923.98,5389.99,
125,0.1,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,8828.03,4978.64,
126,0.1,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,8789.2,5042.32,
127,0.001,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,8787.83,5277.09,
128,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,8753.53,6375.1,
129,0.1,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,8718.47,5102.72,
130,0.1,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,8689.74,6175.27,
131,0.1,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,8681.31,4960.5,
132,0.1,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,8622.34,4162.04,
133,0.1,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,8607.26,5071.17,
134,0.1,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,8601.26,4169.77,
135,0.01,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,8592.86,4964.85,
136,0.1,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,8519.01,4556.09,
137,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,8497.73,4308.6,
138,0.0,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,8476.1,5969.14,
139,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,8413.84,4455.39,
140,0.1,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,8315.62,3876.54,
141,0.1,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,8254.02,4599.5,
142,0.1,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,8088.66,5008.46,
143,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,8074.32,5225.19,
