,cliprange,cliprange_vf,ent_coef,gamma,lam,learning_rate,max_grad_norm,n_steps,nminibatches,noptepochs,vf_coef,
1,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,1.0,40922.42,19505.85,61147.62,1169.37
2,0.2,0.2,0.0,0.99,0.95,0.001,0.5,32,4,4,0.25,46533.51,17899.28,58793.2,1868.48
3,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,1.0,44738.13,18301.53,55552.11,9760.86
4,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,1.0,31505.3,17468.72,54808.37,10944.1
5,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,0.25,34367.94,19058.84,53625.97,12846.95
6,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.75,41652.58,17312.11,52717.66,11734.05
7,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.25,32953.0,18463.81,52624.58,14207.83
8,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.5,26608.26,15178.06,51051.85,15307.53
9,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,1.0,36571.89,15517.28,50180.71,20079.37
10,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,0.25,38004.11,15620.57,50044.34,21137.15
11,0.2,0.2,0.0,0.99,0.95,0.001,0.5,32,4,4,1.0,43029.2,16660.37,48726.87,20453.29
12,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,1.0,30383.46,16190.9,48594.68,14771.72
13,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.5,33410.11,15042.81,48332.31,14025.28
14,0.2,0.2,0.001,0.99,0.95,0.001,0.5,32,4,4,0.75,36225.29,12553.15,47980.26,16242.78
15,0.2,0.2,0.001,0.99,0.95,0.001,0.5,32,4,4,0.5,45626.29,16994.79,46877.82,22288.12
16,0.2,0.2,0.001,0.99,0.95,0.001,0.5,32,4,4,0.25,34410.97,14797.65,45957.14,19960.64
17,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,1.0,26468.93,15079.45,45734.99,18494.21
18,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,0.75,30607.18,14608.45,45600.79,20934.05
19,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.5,23650.61,14915.79,45011.3,20320.31
20,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.75,22921.25,14496.48,43594.02,20984.53
21,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.25,22221.17,12330.23,43402.03,14919.0
22,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.75,26011.11,14021.63,42570.85,22588.51
