,ent_coef,gamma,kfac_clip,learning_rate,lr_schedule,max_grad_norm,n_steps,vf_coef,vf_fisher_coef,mean_auc,std_auc,mean_fer,std_fer
27,0.0,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,47075.0,11765.0,27745.0,11778.0
28,0.0,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,47219.0,11228.0,27763.0,14758.0
29,0.0,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,47258.0,12551.0,24962.0,9952.0
30,0.001,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,47415.0,11415.0,29213.0,12600.0
31,0.001,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,47438.0,10931.0,29872.0,19197.0
32,0.0,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,47496.0,11928.0,26936.0,13688.0
33,0.01,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,47593.0,11173.0,34640.0,9625.0
34,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,47857.0,12264.0,27244.0,13130.0
35,0.01,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,47916.0,10734.0,32521.0,11922.0
36,0.001,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,48189.0,11257.0,27407.0,8871.0
37,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,48331.0,9905.0,32950.0,14448.0
38,0.01,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,48336.0,11246.0,30009.0,13025.0
39,0.001,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,48495.0,11217.0,33390.0,10293.0
40,0.0,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,48541.0,11422.0,29295.0,9849.0
41,0.001,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,48552.0,10280.0,30042.0,15425.0
42,0.01,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,48628.0,10247.0,35564.0,9641.0
43,0.01,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,48670.0,10949.0,30418.0,14644.0
44,0.01,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,48683.0,10538.0,32044.0,10902.0
45,0.01,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,48713.0,10711.0,31430.0,11285.0
46,0.001,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,48773.0,11518.0,29262.0,8081.0
47,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,48817.0,10413.0,33353.0,15704.0
48,0.01,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,48981.0,10472.0,32518.0,7247.0
49,0.0,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,49468.0,9872.0,36558.0,11513.0
50,0.0,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,49515.0,9555.0,37654.0,4837.0
51,0.0,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,49546.0,10234.0,31091.0,14381.0
52,0.001,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,49692.0,8926.0,38477.0,5190.0
53,0.001,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,49838.0,9483.0,34642.0,17282.0
54,0.01,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,49951.0,9692.0,34944.0,15921.0
55,0.01,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,50189.0,9263.0,37616.0,9693.0
56,0.0,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,50288.0,10173.0,33641.0,12191.0
57,0.0,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,50291.0,9517.0,35051.0,13793.0
58,0.01,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,50319.0,9417.0,33799.0,9895.0
59,0.0,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,50478.0,9394.0,33630.0,16003.0
60,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,50666.0,10056.0,35018.0,5756.0
61,0.001,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,50976.0,9362.0,35081.0,12478.0
62,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,51006.0,8505.0,36920.0,7156.0
63,0.001,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,51013.0,8891.0,36769.0,14309.0
64,0.01,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,51034.0,9730.0,35731.0,8184.0
65,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,51092.0,8492.0,35727.0,4699.0
66,0.001,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,51108.0,9342.0,35579.0,12941.0
67,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,51133.0,8594.0,36038.0,7638.0
68,0.01,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,51349.0,8576.0,38316.0,9066.0
69,0.01,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,51450.0,9152.0,37052.0,9942.0
70,0.0,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,51518.0,8171.0,42084.0,7216.0
71,0.001,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,51597.0,8678.0,37964.0,18484.0
72,0.0,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,51707.0,8461.0,37968.0,14587.0
73,0.0,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,51725.0,8563.0,38505.0,11413.0
74,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,51733.0,8560.0,36946.0,14285.0
75,0.001,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,51736.0,9092.0,36864.0,15827.0
76,0.0,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,51820.0,8185.0,38079.0,18767.0
77,0.001,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,51838.0,7485.0,42482.0,7872.0
78,0.0,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,51882.0,8455.0,36840.0,16589.0
79,0.01,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,52102.0,8814.0,38398.0,10906.0
80,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,52317.0,8221.0,38526.0,7551.0
81,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,52378.0,7710.0,37677.0,8186.0
82,0.01,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,52498.0,7536.0,44647.0,7363.0
83,0.01,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,52503.0,7413.0,40492.0,12478.0
84,0.001,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,52566.0,7133.0,44159.0,7268.0
85,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,52570.0,8574.0,36088.0,6505.0
86,0.01,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,52571.0,7215.0,42519.0,9780.0
87,0.01,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,52581.0,7655.0,44017.0,6306.0
88,0.0,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,52598.0,8144.0,38784.0,17335.0
89,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,52613.0,8222.0,38942.0,16020.0
90,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,52623.0,7242.0,39983.0,9402.0
91,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,52757.0,8210.0,39427.0,9389.0
92,0.001,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,52834.0,7665.0,43052.0,6775.0
93,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,52879.0,7094.0,41169.0,9707.0
94,0.01,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,52897.0,7264.0,41797.0,13674.0
95,0.01,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,52911.0,7890.0,40208.0,14396.0
96,0.0,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,53207.0,7537.0,40725.0,13317.0
97,0.001,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,53331.0,7007.0,44643.0,11044.0
98,0.001,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,53354.0,7204.0,40953.0,16577.0
99,0.001,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,53452.0,7812.0,40240.0,12819.0
100,0.01,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,53680.0,7140.0,41127.0,10293.0
101,0.01,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,53724.0,6277.0,45908.0,9548.0
102,0.0,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,54064.0,6252.0,42353.0,11560.0
103,0.0,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,54165.0,6033.0,47736.0,7576.0
104,0.0,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,54186.0,6509.0,46854.0,10483.0
105,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,54191.0,6595.0,43988.0,13541.0
106,0.001,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,54233.0,6326.0,43811.0,10244.0
107,0.01,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,54413.0,6417.0,44629.0,12068.0
108,0.1,0.99,0.001,0.12,constant,0.5,32,1.0,1.0,54618.0,5590.0,49687.0,2924.0
109,0.001,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,54668.0,7439.0,40884.0,10259.0
110,0.0,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,54707.0,7137.0,43037.0,14786.0
111,0.1,0.99,0.001,0.12,linear,0.5,32,1.0,1.0,54755.0,5940.0,48728.0,2782.0
112,0.1,0.99,0.001,0.02,constant,0.5,32,0.75,1.0,54921.0,5428.0,48877.0,3059.0
113,0.1,0.99,0.001,0.02,constant,0.5,32,0.5,1.0,55114.0,5046.0,51046.0,3574.0
114,0.1,0.99,0.001,0.12,constant,0.5,32,0.5,1.0,55121.0,5205.0,51695.0,2826.0
115,0.01,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,55159.0,6299.0,43548.0,7354.0
116,0.1,0.99,0.001,0.05,linear,0.5,32,0.5,1.0,55241.0,5145.0,50063.0,4600.0
117,0.01,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,55315.0,5174.0,48637.0,5544.0
118,0.1,0.99,0.001,0.02,constant,0.5,32,1.0,1.0,55324.0,5503.0,48524.0,4983.0
119,0.1,0.99,0.001,0.05,linear,0.5,32,0.75,1.0,55813.0,4960.0,50550.0,3090.0
120,0.01,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,55829.0,5454.0,47480.0,10050.0
121,0.1,0.99,0.001,0.12,linear,0.5,32,0.5,1.0,55852.0,4807.0,51090.0,3716.0
122,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,55854.0,6331.0,44784.0,13517.0
123,0.1,0.99,0.001,0.05,linear,0.5,32,1.0,1.0,55856.0,4899.0,51007.0,4904.0
124,0.0,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,55863.0,5367.0,45410.0,14595.0
125,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,55914.0,4746.0,48092.0,4978.0
126,0.1,0.99,0.001,0.05,constant,0.5,32,0.75,1.0,55950.0,4960.0,51978.0,2552.0
127,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,56015.0,4210.0,49571.0,4827.0
128,0.1,0.99,0.001,0.12,linear,0.5,32,0.75,1.0,56097.0,4790.0,50710.0,3887.0
129,0.1,0.99,0.001,0.3,constant,0.5,32,0.75,1.0,56168.0,5016.0,51546.0,4356.0
130,0.1,0.99,0.001,0.02,linear,0.5,32,0.75,1.0,56178.0,4861.0,50531.0,3936.0
131,0.1,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,56233.0,4576.0,51487.0,2389.0
132,0.1,0.99,0.001,0.02,linear,0.5,32,1.0,1.0,56334.0,4784.0,50832.0,4514.0
133,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,56340.0,3990.0,51978.0,2101.0
134,0.1,0.99,0.001,0.02,linear,0.5,32,0.5,1.0,56401.0,4441.0,52139.0,2645.0
135,0.1,0.99,0.001,0.12,constant,0.5,32,0.75,1.0,56517.0,4273.0,52461.0,3952.0
136,0.1,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,56531.0,3948.0,53708.0,2223.0
137,0.1,0.99,0.001,0.3,constant,0.5,32,1.0,1.0,56574.0,4869.0,51069.0,4619.0
138,0.1,0.99,0.001,0.02,linear,0.5,32,0.25,1.0,56678.0,4822.0,51492.0,4274.0
139,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,56699.0,4140.0,49510.0,3343.0
140,0.01,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,56728.0,5126.0,48694.0,11632.0
141,0.0,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,56738.0,5298.0,47951.0,13372.0
142,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,56809.0,5953.0,46473.0,12847.0
143,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,1.0,1.0,56908.0,4913.0,51184.0,3808.0
144,0.1,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,56913.0,4411.0,51231.0,3499.0
145,0.1,0.99,0.001,0.05,constant,0.5,32,0.5,1.0,56927.0,3888.0,53503.0,4112.0
146,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,56939.0,3457.0,52350.0,4722.0
147,0.1,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,56953.0,4386.0,51692.0,4175.0
148,0.1,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,56961.0,4431.0,53115.0,3095.0
149,0.1,0.99,0.001,0.02,constant,0.5,32,0.25,1.0,57054.0,4596.0,52351.0,4395.0
150,0.1,0.99,0.001,0.05,linear,0.5,32,0.25,1.0,57158.0,4124.0,52827.0,3904.0
151,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,57160.0,4052.0,50264.0,4659.0
152,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,57276.0,5027.0,48543.0,8948.0
153,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,57308.0,4038.0,49644.0,4906.0
154,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,57462.0,5203.0,47818.0,14296.0
155,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,57492.0,3719.0,51119.0,4061.0
156,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,57646.0,3543.0,51240.0,5004.0
157,0.1,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,57648.0,3284.0,55184.0,3599.0
158,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,57664.0,3433.0,55340.0,4024.0
159,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,57671.0,3743.0,52673.0,3089.0
160,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,57685.0,3580.0,52157.0,5107.0
161,0.0,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,57686.0,5669.0,47860.0,13218.0
162,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,57785.0,3600.0,51798.0,3319.0
163,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,57887.0,3846.0,52792.0,3984.0
164,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,58027.0,3648.0,54896.0,4859.0
165,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,58199.0,2751.0,55087.0,2355.0
166,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,58254.0,2751.0,55109.0,4514.0
167,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,58308.0,3115.0,53176.0,4873.0
168,0.1,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,58389.0,3504.0,54440.0,3507.0
169,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,58410.0,2871.0,54365.0,5028.0
170,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,58478.0,2737.0,55195.0,4422.0
171,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,58601.0,3164.0,53556.0,4199.0
172,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,58662.0,2867.0,55451.0,2844.0
173,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,58698.0,2841.0,54955.0,2108.0
174,0.1,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,58705.0,3167.0,55401.0,3213.0
175,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,58767.0,3079.0,54983.0,3388.0
176,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,58829.0,3446.0,51665.0,6962.0
177,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,58831.0,2503.0,56314.0,2596.0
178,0.1,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,59084.0,3300.0,56982.0,1842.0
179,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,59127.0,2458.0,55680.0,2970.0
180,0.1,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,59303.0,3052.0,55709.0,3754.0
181,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,59353.0,2728.0,55394.0,2554.0
182,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,59624.0,2247.0,57300.0,1748.0
183,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,59762.0,2308.0,56420.0,3694.0
184,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,59826.0,2063.0,57842.0,3422.0
185,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,59829.0,2780.0,56892.0,4242.0
186,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,59862.0,2262.0,56919.0,4729.0
187,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,59913.0,2152.0,57322.0,1965.0
188,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,60323.0,1755.0,58620.0,3040.0
189,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,60450.0,1884.0,58268.0,1983.0
190,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,60766.0,1878.0,57723.0,3170.0
191,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,60860.0,1723.0,59250.0,1720.0
192,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,61181.0,1499.0,59346.0,2859.0
