policy_loss,total_timesteps,value_loss,policy_entropy,nupdates,explained_variance,fps,ep_len_mean,ep_reward_mean
0.010273147374391556,0,5.090731620788574,4.2568159103393555,1,0.04734879732131958,55,,
-0.028971590101718903,8019,0.01575467362999916,4.256859302520752,100,0.7597721964120865,114,1001.0,643.9854445000001
0.1373225301504135,16119,0.037112414836883545,4.2568817138671875,200,-0.22030556201934814,110,1001.0,488.93849616666665
-0.12199975550174713,24219,0.0639151781797409,4.256889820098877,300,0.2649538516998291,108,1001.0,533.46552315
-0.2369440495967865,32319,0.026708373799920082,4.256910800933838,400,0.7202837467193604,108,1001.0,496.1536253571429
0.08910220861434937,40419,0.27716630697250366,4.256950855255127,500,-0.13339054584503174,107,1001.0,580.5600851944444
-0.08271375298500061,48519,0.0998920351266861,4.256977081298828,600,-1.063845157623291,107,1001.0,590.4382744545454
0.07626201212406158,56619,0.605749249458313,4.257018566131592,700,0.4137535095214844,107,1001.0,603.9250294423077
-0.08056311309337616,64719,0.03831407427787781,4.257030487060547,800,-5.700174331665039,107,1001.0,600.7879420000002
0.07910379767417908,72819,0.05734375864267349,4.257046222686768,900,-3.125899314880371,107,1001.0,577.3163898823527
-0.11240694671869278,80919,0.0488281324505806,4.257078647613525,1000,-0.12391245365142822,107,1001.0,569.8613119342104
-0.13062556087970734,89019,0.04236499220132828,4.257110118865967,1100,0.01132667064666748,106,1001.0,571.8616969166666
-0.09408847242593765,97119,0.07541511952877045,4.257132053375244,1200,-1.8033368587493896,106,1001.0,571.8180970869565
0.01490877941250801,105219,0.06618518382310867,4.257165431976318,1300,0.2506927251815796,106,1001.0,569.0749388400001
0.022936534136533737,113319,0.051026202738285065,4.257183074951172,1400,-1.3409204483032227,106,1001.0,578.42791413
-0.05929248034954071,121419,0.04519807547330856,4.257221698760986,1500,-1.7305521965026855,106,1001.0,570.24954954
0.05061792954802513,129519,0.0665992870926857,4.257225036621094,1600,-1.315582275390625,106,1001.0,567.4459813899999
-0.11355901509523392,137619,0.10634201765060425,4.257262706756592,1700,-0.24355757236480713,106,1001.0,572.6423104500001
-0.06131306290626526,145719,0.25429466366767883,4.257297039031982,1800,-0.0016613006591796875,106,1001.0,561.8471657700001
0.04010636359453201,153819,0.0323786661028862,4.257313251495361,1900,0.0923052430152893,106,1001.0,547.5938875699999
0.10045409202575684,161919,0.1007506400346756,4.257324695587158,2000,-0.8773034811019897,106,1001.0,533.73240512
0.3716193437576294,170019,0.1501055210828781,4.257373332977295,2100,-0.8587642908096313,106,1001.0,558.42412492
-0.21615642309188843,178119,0.17012569308280945,4.2574076652526855,2200,-0.22484731674194336,106,1001.0,565.8472458199999
0.02646564319729805,186219,0.030694210901856422,4.257434368133545,2300,0.7791421711444855,107,1001.0,556.6127119500001
0.0926072895526886,194319,0.11237221956253052,4.257452487945557,2400,-0.6033772230148315,107,1001.0,553.57687233
-0.2098294049501419,202419,0.02879328466951847,4.257445335388184,2500,0.8312156945466995,108,1001.0,555.84974898
0.26792189478874207,210519,0.03452835604548454,4.257472991943359,2600,-0.665683388710022,108,1001.0,559.87368804
-0.036382149904966354,218619,0.04933794587850571,4.257502555847168,2700,-0.6177264451980591,109,1001.0,563.9900095799999
