policy_loss,total_timesteps,value_loss,policy_entropy,nupdates,explained_variance,fps,ep_len_mean,ep_reward_mean
-0.0092460997402668,226719,0.13863946497440338,4.257528781890869,2800,-0.7617529630661011,109,1001.0,582.43421205
0.13072064518928528,234819,0.09632564336061478,4.257572650909424,2900,-0.018659353256225586,109,1001.0,589.54935129
-0.18682672083377838,242919,0.055318236351013184,4.257606029510498,3000,-0.9283913373947144,110,1001.0,583.52348571
-0.13015618920326233,251019,0.03079848363995552,4.257625579833984,3100,0.5482859909534454,110,1001.0,583.16540107
0.1355893462896347,259119,0.04951263591647148,4.257640361785889,3200,0.2770589590072632,110,1001.0,579.58889808
0.001600261777639389,267219,0.025479476898908615,4.257667541503906,3300,-0.23400366306304932,111,1001.0,582.44595972
-0.1566203534603119,275319,0.0841013640165329,4.257701396942139,3400,0.0274086594581604,111,1001.0,577.91148797
-0.3096052408218384,283419,0.04506044462323189,4.257697582244873,3500,0.3593984842300415,111,1001.0,581.5015696300001
0.2295946627855301,291519,0.030356835573911667,4.2577128410339355,3600,0.18853282928466797,111,1001.0,601.6789394299999
0.06477218121290207,299619,0.9920101165771484,4.257739543914795,3700,0.11421632766723633,112,1001.0,596.13545745
-0.10876764357089996,307719,0.052609462291002274,4.257760047912598,3800,-1.5901849269866943,112,1001.0,601.06873428
-0.037745703011751175,315819,0.030657697468996048,4.257747173309326,3900,0.07304376363754272,112,1001.0,592.60344293
0.1397610902786255,323919,0.04360654950141907,4.257781505584717,4000,-0.3408728837966919,112,1001.0,586.02465883
-0.041838597506284714,332019,0.06390944868326187,4.2578125,4100,-0.3046753406524658,113,1001.0,592.10816843
0.08210574090480804,340119,0.06954673677682877,4.25783109664917,4200,-0.06884872913360596,113,1001.0,589.2989059
-0.39039891958236694,348219,0.032029151916503906,4.257845878601074,4300,0.23447775840759277,113,1001.0,592.1781150400001
-0.15422818064689636,356319,0.04639864340424538,4.257859230041504,4400,-0.7207320928573608,113,1001.0,589.55268745
-0.04985349252820015,364419,0.13371773064136505,4.257896423339844,4500,0.49752771854400635,113,1001.0,597.22740521
-0.018897686153650284,372519,0.026325318962335587,4.257894992828369,4600,0.4117794632911682,113,1001.0,599.7438726
-0.010446444153785706,380619,0.025313327088952065,4.257946491241455,4700,0.4775354862213135,114,1001.0,607.76674212
-0.09742872416973114,388719,0.04673054814338684,4.257960319519043,4800,0.5374733209609985,114,1001.0,607.6483394800001
-0.023827990517020226,396819,0.05084395408630371,4.257983684539795,4900,-0.4829143285751343,114,1001.0,614.50578214
-0.2581648528575897,404919,0.024259444326162338,4.257995128631592,5000,0.5322686433792114,114,1001.0,612.98697502
0.23809459805488586,413019,0.07012653350830078,4.258021831512451,5100,0.06880319118499756,114,1001.0,629.20946042
0.12466505169868469,421119,0.0666286051273346,4.258045673370361,5200,-1.7201831340789795,114,1001.0,635.01852451
0.022656947374343872,429219,0.04910462722182274,4.258056163787842,5300,0.0744396448135376,114,1001.0,626.8336570800001
0.01280738040804863,437319,0.1257583647966385,4.258065223693848,5400,0.07216918468475342,115,1001.0,624.3622988100001
-0.06017858535051346,445419,0.04777590185403824,4.258091926574707,5500,-0.04347431659698486,115,1001.0,637.96452358
-0.3071681559085846,453519,0.050111304968595505,4.258098125457764,5600,0.3871457576751709,115,1001.0,653.2371624000001
-0.21393084526062012,461619,0.04547693580389023,4.258117198944092,5700,-2.1482245922088623,115,1001.0,657.4574024699999
-0.3567318022251129,469719,0.08290982246398926,4.258117198944092,5800,0.6166990697383881,115,1001.0,657.45277604
0.013345256447792053,477819,0.029044121503829956,4.2581329345703125,5900,-3.2604846954345703,115,1001.0,666.4557431300001
0.15397538244724274,485919,0.13696162402629852,4.258141040802002,6000,0.2333458662033081,115,1001.0,653.43570507
-0.020423967391252518,494019,0.027528664097189903,4.258147716522217,6100,-4.20470666885376,115,1001.0,661.2243827699999
0.16277951002120972,502119,0.47423678636550903,4.2581706047058105,6200,0.14584898948669434,115,1001.0,654.69753132
