value_loss,fps,explained_variance,total_timesteps,nupdates,policy_entropy,ep_len_mean,ep_reward_mean
733.3594970703125,295,-1.7642974853515625e-05,458500,13100,8.519734382629395,1000.0,12272.83113155
233639.15625,295,1.0967254638671875e-05,462000,13200,8.516923904418945,1000.0,12337.651602689999
851.25634765625,295,-4.172325134277344e-06,465500,13300,8.490354537963867,1000.0,12337.651602689999
257067.828125,295,2.3305416107177734e-05,469000,13400,8.466009140014648,1000.0,12320.454632649999
590.8109741210938,296,2.4497509002685547e-05,472500,13500,8.498361587524414,1000.0,12320.454632649999
255494.0625,295,6.735324859619141e-06,476000,13600,8.509332656860352,1000.0,12248.28394295
461.7738037109375,296,4.827976226806641e-06,479500,13700,8.510839462280273,1000.0,12248.28394295
257101.0,295,5.7220458984375e-06,483000,13800,8.510446548461914,1000.0,12178.022573110002
714.170654296875,296,2.384185791015625e-07,486500,13900,8.52397346496582,1000.0,12178.022573110002
268266.90625,296,1.3113021850585938e-06,490000,14000,8.47525691986084,1000.0,12283.949466959999
440.49365234375,296,2.5212764739990234e-05,493500,14100,8.444260597229004,1000.0,12283.949466959999
281080.8125,296,-4.5299530029296875e-06,497000,14200,8.451570510864258,1000.0,12276.39316146
424.01824951171875,296,-1.1920928955078125e-06,500500,14300,8.435617446899414,1000.0,12276.39316146
277587.9375,296,1.4901161193847656e-06,504000,14400,8.431489944458008,1000.0,12289.14669951
366.0848083496094,296,7.152557373046875e-07,507500,14500,8.43067741394043,1000.0,12289.14669951
308104.875,296,0.0,511000,14600,8.432441711425781,1000.0,12219.21910625
802.1558837890625,296,1.1682510375976562e-05,514500,14700,8.435461044311523,1000.0,12219.21910625
302887.34375,296,-7.033348083496094e-06,518000,14800,8.433860778808594,1000.0,12233.087046749999
297.8626708984375,296,7.450580596923828e-06,521500,14900,8.423287391662598,1000.0,12233.087046749999
312961.59375,296,4.827976226806641e-06,525000,15000,8.384093284606934,1000.0,12292.53186754
858.130126953125,296,-6.794929504394531e-06,528500,15100,8.362104415893555,1000.0,12292.53186754
311682.21875,296,8.106231689453125e-06,532000,15200,8.332030296325684,1000.0,12227.361785399997
739.62255859375,296,-2.384185791015625e-06,535500,15300,8.288668632507324,1000.0,12227.361785399997
328283.0625,296,-2.0265579223632812e-06,539000,15400,8.292359352111816,1000.0,12319.968970379998
920.507080078125,296,2.0265579223632812e-06,542500,15500,8.312911033630371,1000.0,12319.968970379998
339211.625,296,-2.86102294921875e-06,546000,15600,8.30836296081543,1000.0,12348.241659739997
63.4368782043457,296,2.6166439056396484e-05,549500,15700,8.31377124786377,1000.0,12348.241659739997
337899.15625,296,-1.430511474609375e-06,553000,15800,8.294246673583984,1000.0,12561.703070019998
17115.55078125,296,8.940696716308594e-07,556500,15900,8.295218467712402,1000.0,12561.703070019998
327095.875,296,1.0132789611816406e-06,560000,16000,8.27522087097168,1000.0,13510.36360486
837.6679077148438,297,-4.410743713378906e-06,563500,16100,8.277214050292969,1000.0,13510.36360486
306189.5,296,3.5762786865234375e-07,567000,16200,8.231136322021484,1000.0,14020.928205720002
5065.04296875,297,1.0132789611816406e-06,570500,16300,8.218503952026367,1000.0,14020.928205720002
317768.03125,296,-3.5762786865234375e-07,574000,16400,8.175118446350098,1000.0,15169.10241814
20929.568359375,297,7.152557373046875e-07,577500,16500,8.160964012145996,1000.0,15169.10241814
337017.90625,296,-1.1920928955078125e-07,581000,16600,8.159174919128418,1000.0,16465.52706603
15618.458984375,297,-1.1920928955078125e-07,584500,16700,8.140279769897461,1000.0,16465.52706603
421850.15625,296,1.4960765838623047e-05,588000,16800,8.13927173614502,1000.0,17290.978517900003
258.5082092285156,297,2.086162567138672e-06,591500,16900,8.173405647277832,1000.0,17290.978517900003
420404.6875,296,-1.3113021850585938e-06,595000,17000,8.177882194519043,1000.0,16577.178835259998
402.89959716796875,297,-4.5299530029296875e-06,598500,17100,8.173189163208008,1000.0,16577.178835259998
376882.28125,296,-3.5762786865234375e-07,602000,17200,8.171351432800293,1000.0,16100.733878169998
8077.30517578125,297,-1.1920928955078125e-07,605500,17300,8.158522605895996,1000.0,16100.733878169998
388965.21875,296,8.64267349243164e-06,609000,17400,8.160857200622559,1000.0,16498.0074328
30942.82421875,297,-3.5762786865234375e-07,612500,17500,8.149072647094727,1000.0,16498.0074328
345214.6875,296,-3.5762786865234375e-07,616000,17600,8.120984077453613,1000.0,17345.006043639998
5407.63720703125,297,-1.6689300537109375e-06,619500,17700,8.072822570800781,1000.0,17345.006043639998
265444.25,297,8.940696716308594e-07,623000,17800,8.07322883605957,1000.0,19087.867651760003
47902.3203125,297,-2.384185791015625e-07,626500,17900,8.06086254119873,1000.0,19087.867651760003
347426.84375,297,0.0,630000,18000,8.018641471862793,1000.0,20807.47116105
5772.75244140625,297,5.364418029785156e-07,633500,18100,7.9780755043029785,1000.0,20807.47116105
213455.421875,297,4.172325134277344e-07,637000,18200,7.935579776763916,1000.0,23140.78982057
60301.3359375,297,-4.76837158203125e-07,640500,18300,7.8906378746032715,1000.0,23140.78982057
394131.1875,297,2.384185791015625e-07,644000,18400,7.870216369628906,1000.0,25668.905702209995
67460.6484375,297,-2.384185791015625e-07,647500,18500,7.8434576988220215,1000.0,25668.905702209995
440197.625,297,-1.0728836059570312e-06,651000,18600,7.804699897766113,1000.0,28233.80095983
31477.052734375,297,-1.1920928955078125e-07,654500,18700,7.782995700836182,1000.0,28233.80095983
331341.84375,297,-1.1920928955078125e-07,658000,18800,7.7432355880737305,1000.0,30668.25889891
36079.89453125,297,1.7881393432617188e-07,661500,18900,7.688113689422607,1000.0,30668.25889891
449687.15625,297,1.7881393432617188e-07,665000,19000,7.655323028564453,1000.0,33510.455412259995
71778.0,297,-1.1920928955078125e-07,668500,19100,7.6207780838012695,1000.0,33510.455412259995
335152.90625,297,2.384185791015625e-07,672000,19200,7.61572265625,1000.0,36521.33626560001
70384.65625,297,0.0,675500,19300,7.574495315551758,1000.0,36521.33626560001
237955.40625,297,-1.1920928955078125e-07,679000,19400,7.562625408172607,1000.0,38857.20487588
101091.875,297,1.7881393432617188e-07,682500,19500,7.541896343231201,1000.0,38857.20487588
266038.15625,297,1.1920928955078125e-07,686000,19600,7.524077415466309,1000.0,42509.60691644999
103754.8203125,297,2.384185791015625e-07,689500,19700,7.498902320861816,1000.0,42509.60691644999
341599.21875,297,1.7881393432617188e-07,693000,19800,7.464439392089844,1000.0,47593.167961890016
