explained_variance,policy_loss,fps,nupdates,value_loss,total_timesteps,policy_entropy,ep_len_mean,ep_reward_mean
-0.8496731519699097,-0.16134408116340637,23,1,8.639636993408203,0,9.93256950378418,,
-5649.3173828125,-0.03282368928194046,153,100,3.081695795059204,2079,10.124706268310547,1000.0,441.415076
-67.41645050048828,0.3641904592514038,161,200,4.213952541351318,4179,10.15732192993164,1000.0,500.1001655
-1.0399954319000244,-0.21562540531158447,164,300,6.062199592590332,6279,10.150120735168457,1000.0,609.1351378333334
-0.9012528657913208,-0.9080406427383423,167,400,10.561544418334961,8379,10.11528491973877,1000.0,888.8731805
0.11179953813552856,-0.3860112428665161,167,500,14.134546279907227,10479,10.115577697753906,1000.0,1092.5764798
-0.49811816215515137,-0.3571263551712036,167,600,16.819162368774414,12579,10.159160614013672,1000.0,1261.9178255833333
0.3772215247154236,-0.2536185383796692,166,700,22.88947296142578,14679,10.164536476135254,1000.0,1403.8492103571427
-1.0103237628936768,0.23186355829238892,165,800,27.843852996826172,16779,10.158571243286133,1000.0,1513.1673966875
-1.4136312007904053,0.30592891573905945,165,900,36.22890090942383,18879,10.147636413574219,1000.0,1664.878799
-0.16135787963867188,0.4590126872062683,164,1000,42.69993591308594,20979,10.177624702453613,1000.0,1815.3689037
-0.19414007663726807,0.20418725907802582,163,1100,49.23345184326172,23079,10.166983604431152,1000.0,1970.3746383181817
-0.1686185598373413,0.2816406190395355,163,1200,57.23383712768555,25179,10.1459321975708,1000.0,2073.6784055000003
-0.0036870241165161133,-0.5220121145248413,162,1300,62.88880157470703,27279,10.168338775634766,1000.0,2173.8653699615384
-0.0834512710571289,0.06713241338729858,162,1400,66.86652374267578,29379,10.195938110351562,1000.0,2236.9244757857145
0.2318914532661438,-0.8128105401992798,162,1500,66.4028549194336,31479,10.231748580932617,1000.0,2291.8042657333335
0.030157148838043213,-0.40890127420425415,162,1600,68.96409606933594,33579,10.221372604370117,1000.0,2347.16694184375
0.028313100337982178,-0.14321556687355042,162,1700,70.154541015625,35679,10.231095314025879,1000.0,2411.4549578529413
-0.39045536518096924,-0.19845983386039734,162,1800,93.27924346923828,37779,10.282690048217773,1000.0,2533.4478425555553
-0.008744120597839355,0.47646498680114746,162,1900,102.81182861328125,39879,10.312043190002441,1000.0,2657.905558315789
0.21936368942260742,-0.6559755802154541,162,2000,105.41312408447266,41979,10.313990592956543,1000.0,2735.813000325
-8.339938163757324,-0.21931952238082886,162,2100,109.98274230957031,44079,10.331647872924805,1000.0,2905.0785496666667
0.11605620384216309,-0.4972507655620575,162,2200,129.86865234375,46179,10.322306632995605,1000.0,3040.056691818182
-0.26104915142059326,0.5413476228713989,162,2300,147.36007690429688,48279,10.276744842529297,1000.0,3272.0955184347827
0.003180563449859619,0.17977489531040192,162,2400,154.18409729003906,50379,10.268054962158203,1000.0,3459.4940341250003
-0.007307529449462891,0.6210188865661621,163,2500,152.00613403320312,52479,10.3187255859375,1000.0,3596.4768282000005
0.015686750411987305,0.03394526243209839,162,2600,168.01806640625,54579,10.299016952514648,1000.0,3755.966157442308
-0.015950679779052734,-0.8132177591323853,163,2700,170.2304229736328,56679,10.300162315368652,1000.0,3957.941714425926
-0.01486504077911377,0.7317584753036499,163,2800,169.33802795410156,58779,10.275500297546387,1000.0,4167.492203482143
0.005729973316192627,-0.24833440780639648,164,2900,160.7192840576172,60879,10.226468086242676,1000.0,4380.097880706897
0.020336508750915527,-0.07902132719755173,165,3000,175.32989501953125,62979,10.205313682556152,1000.0,4593.732275483334
