value_loss,policy_loss,nupdates,policy_entropy,explained_variance,fps,total_timesteps,ep_reward_mean,ep_len_mean
299.5479431152344,0.19129018485546112,1,9.932570457458496,0.004540920257568359,125,0,,
266.0133056640625,-0.08160222321748734,100,9.938996315002441,-0.9674701690673828,284,13959,406.1827713571429,1000.0
251.51470947265625,-0.13532856106758118,200,9.956816673278809,-0.47481536865234375,280,28059,411.3062837857143,1000.0
238.55856323242188,-0.22814470529556274,300,9.971095085144043,-6.177235126495361,280,42159,364.57189761904766,1000.0
255.2351531982422,0.046640545129776,400,9.997293472290039,-0.05062532424926758,277,56259,383.6658152857143,1000.0
449.305419921875,-0.12030082941055298,500,10.005049705505371,0.05036270618438721,276,70359,428.7921579571428,1000.0
857.3970336914062,-0.15396761894226074,600,10.017243385314941,0.015025973320007324,277,84459,558.3602293095238,1000.0
1051.5181884765625,0.1150667741894722,700,10.022050857543945,0.3133038878440857,277,98559,713.9177684795918,1000.0
1228.5035400390625,-0.34743499755859375,800,10.036534309387207,0.03541302680969238,277,112659,869.0601118199999,1000.0
1194.7071533203125,-0.026318736374378204,900,10.049896240234375,0.08704423904418945,277,126759,1038.8316165899998,1000.0
1382.2259521484375,-0.027900412678718567,1000,10.058146476745605,0.10883015394210815,279,140859,1271.1490572,1000.0
1921.4517822265625,0.035623155534267426,1100,10.065286636352539,0.13392138481140137,279,154959,1449.32045406,1000.0
1808.2308349609375,-0.25630849599838257,1200,10.072281837463379,0.1827101707458496,281,169059,1622.6100413399995,1000.0
2157.844970703125,-0.0027805715799331665,1300,10.079560279846191,0.10642397403717041,282,183159,1781.8757936600002,1000.0
3811.6240234375,0.0809824988245964,1400,10.083639144897461,0.025650382041931152,283,197259,1898.2088096499997,1000.0
1750.7027587890625,0.21741250157356262,1500,10.089675903320312,0.0175856351852417,283,211359,2042.71983067,1000.0
3017.840087890625,-0.4239642918109894,1600,10.090677261352539,0.11695754528045654,284,225459,2179.0253080899997,1000.0
2387.80078125,-0.5108420252799988,1700,10.097956657409668,0.026525437831878662,284,239559,2362.42486878,1000.0
2071.606201171875,-0.18858256936073303,1800,10.102631568908691,0.01861780881881714,285,253659,2556.48890086,1000.0
3212.64306640625,-0.13802772760391235,1900,10.112395286560059,0.052078068256378174,285,267759,2717.54292408,1000.0
3117.051513671875,-0.06380248069763184,2000,10.119340896606445,0.005991816520690918,285,281859,2866.1517207299994,1000.0
3585.878173828125,-0.21650730073451996,2100,10.122431755065918,0.09343749284744263,285,295959,3009.90395627,1000.0
3390.640380859375,0.08007347583770752,2200,10.131098747253418,0.06797182559967041,285,310059,3142.18789935,1000.0
4406.37353515625,-0.386120080947876,2300,10.138209342956543,0.06927686929702759,286,324159,3276.68584309,1000.0
3028.990966796875,-0.09136602282524109,2400,10.145777702331543,0.05594003200531006,286,338259,3413.32070873,1000.0
4228.216796875,-0.27028724551200867,2500,10.151310920715332,0.004636049270629883,286,352359,3525.5494181300005,1000.0
20133.26171875,-0.12368422746658325,2600,10.160063743591309,0.006748616695404053,286,366459,3756.37247514,1000.0
5397.72607421875,-0.023380659520626068,2700,10.165231704711914,0.0757799744606018,286,380559,3988.2295372899994,1000.0
4417.79931640625,-0.238026425242424,2800,10.167776107788086,0.09228318929672241,286,394659,4215.593029799999,1000.0
5090.16552734375,-0.09990499168634415,2900,10.177949905395508,0.014615416526794434,286,408759,4426.177303459999,1000.0
5475.91943359375,0.03440120071172714,3000,10.188217163085938,0.026041507720947266,286,422859,4668.208789529999,1000.0
