fps,approxkl,serial_timesteps,total_timesteps,policy_entropy,explained_variance,value_loss,time_elapsed,policy_loss,n_updates,clipfrac,ep_reward_mean,ep_len_mean
267,0.038992837,50816,203264,7.323064,-0.004776120185852051,0.00018197327,1134.2316451072693,0.03126047,1588,0.3671875,58639.31879039999,500.0
270,0.013862745,50848,203392,7.32148,-0.010651588439941406,0.00013197685,1134.7114851474762,0.0072958213,1589,0.1640625,58639.31879039999,500.0
269,0.02892192,50880,203520,7.319704,-0.0025049448013305664,0.0001367944,1135.185434103012,0.0035446659,1590,0.3125,58639.31879039999,500.0
283,0.060796227,50912,203648,7.3145666,0.002706468105316162,0.00010152267,1135.6610698699951,-0.006046572,1591,0.45703125,58639.31879039999,500.0
266,0.04290485,50944,203776,7.3111115,-0.031726956367492676,0.00010791027,1136.11394906044,0.020470414,1592,0.38867188,58639.31879039999,500.0
265,0.02122305,50976,203904,7.313806,0.0016264915466308594,0.00010149123,1136.5954310894012,0.0065272227,1593,0.2421875,58639.31879039999,500.0
32,0.027494002,51008,204032,7.3169928,-0.013691544532775879,0.82592976,1137.0798494815826,-0.015088339,1594,0.26757812,58689.49535294999,500.0
259,0.04682113,51040,204160,7.3191752,-0.14092814922332764,0.004320272,1140.9964735507965,-0.030650733,1595,0.3359375,58689.49535294999,500.0
265,0.1056729,51072,204288,7.3247395,-0.016284465789794922,0.00062902324,1141.4913856983185,0.06603912,1596,0.5390625,58689.49535294999,500.0
251,0.01651023,51104,204416,7.332149,0.0014843344688415527,0.0008462964,1141.9738216400146,0.0031309999,1597,0.22851562,58689.49535294999,500.0
239,0.040548112,51136,204544,7.343157,0.0010641813278198242,0.00068880373,1142.4835953712463,0.032399356,1598,0.33007812,58689.49535294999,500.0
251,0.08592852,51168,204672,7.3464046,-0.01615893840789795,0.0008386383,1143.0195047855377,0.07700542,1599,0.515625,58689.49535294999,500.0
260,0.052293114,51200,204800,7.3493776,-0.015363812446594238,0.00080278167,1143.5294177532196,0.025369864,1600,0.33789062,58689.49535294999,500.0
262,0.032600045,51232,204928,7.350387,-0.0025388002395629883,0.00044946538,1144.0221574306488,-0.008929963,1601,0.34179688,58689.49535294999,500.0
265,0.029834,51264,205056,7.351134,0.013947665691375732,0.0003698362,1144.509581565857,0.019669522,1602,0.28125,58689.49535294999,500.0
267,0.014461984,51296,205184,7.346495,-0.04093050956726074,0.00021822828,1144.993859052658,-0.0055493345,1603,0.19726562,58689.49535294999,500.0
268,0.017224511,51328,205312,7.3441954,-0.022080302238464355,0.00027851635,1145.4729726314545,-0.010817999,1604,0.24414062,58689.49535294999,500.0
271,0.02049807,51360,205440,7.34702,-0.03649616241455078,0.0003045206,1145.9513037204742,-0.0011656936,1605,0.26171875,58689.49535294999,500.0
268,0.04953102,51392,205568,7.352963,-0.00825643539428711,0.00012648171,1146.4241516590118,0.0027481797,1606,0.45507812,58689.49535294999,500.0
253,0.01950289,51424,205696,7.35633,0.00011241436004638672,0.00042037404,1146.901967048645,-0.0058375397,1607,0.23632812,58689.49535294999,500.0
246,0.018980505,51456,205824,7.3603735,0.004882156848907471,0.00012218805,1147.4080374240875,0.009868641,1608,0.26367188,58689.49535294999,500.0
282,0.02930957,51488,205952,7.358008,0.010012984275817871,6.531531e-05,1147.9293217658997,-0.0069713625,1609,0.29492188,58689.49535294999,500.0
33,0.03509476,51520,206080,7.356585,0.005327105522155762,0.67497045,1148.3835282325745,-0.017215818,1610,0.33984375,58664.317417239996,500.0
278,0.040825855,51552,206208,7.359042,0.018101274967193604,0.0014329158,1152.1681199073792,-0.00537977,1611,0.40820312,58664.317417239996,500.0
278,0.046093628,51584,206336,7.364331,-0.010903358459472656,0.00050625607,1152.6277558803558,0.036507197,1612,0.43359375,58664.317417239996,500.0
273,0.020116327,51616,206464,7.3609676,-0.01005864143371582,0.00056436856,1153.0873620510101,-0.011210289,1613,0.26367188,58664.317417239996,500.0
259,0.014600074,51648,206592,7.354025,-0.024773001670837402,0.00061387545,1153.5561492443085,-0.010249305,1614,0.19140625,58664.317417239996,500.0
255,0.030916044,51680,206720,7.3483815,0.040149807929992676,0.00030874746,1154.0512397289276,-0.010267461,1615,0.34960938,58664.317417239996,500.0
262,0.060911432,51712,206848,7.3536997,-0.018967866897583008,0.00050414354,1154.5537683963776,0.009814032,1616,0.40234375,58664.317417239996,500.0
262,0.03357571,51744,206976,7.3583803,-0.08049821853637695,0.00028380076,1155.0425324440002,0.008291831,1617,0.33789062,58664.317417239996,500.0
263,0.027559187,51776,207104,7.3628387,-0.07321226596832275,0.0001387693,1155.5316987037659,0.016875332,1618,0.32421875,58664.317417239996,500.0
247,0.03616284,51808,207232,7.3496647,-0.07155871391296387,0.0003086751,1156.0187537670135,-0.0050150105,1619,0.30859375,58664.317417239996,500.0
249,0.087933406,51840,207360,7.342122,-0.038294196128845215,0.00023171409,1156.536048412323,0.07091783,1620,0.48242188,58664.317417239996,500.0
269,0.02913218,51872,207488,7.3379517,-0.09330737590789795,0.00017627011,1157.0497872829437,0.011913015,1621,0.22460938,58664.317417239996,500.0
274,0.024054531,51904,207616,7.339153,-0.019589543342590332,0.00024827378,1157.5254173278809,-0.04099289,1622,0.29882812,58664.317417239996,500.0
275,0.03181091,51936,207744,7.3453927,-0.028389692306518555,0.00036607517,1157.9931178092957,0.01493538,1623,0.29101562,58664.317417239996,500.0
279,0.046315324,51968,207872,7.3452435,-0.010510683059692383,8.797816e-05,1158.4585556983948,0.031118428,1624,0.39453125,58664.317417239996,500.0
31,0.028320935,52000,208000,7.3404455,-1.049041748046875e-05,0.81102806,1158.9174802303314,0.00063888426,1625,0.35351562,58666.82640625999,500.0
265,0.15861031,52032,208128,7.336662,-0.3170020580291748,0.005624702,1162.9605493545532,-0.0512773,1626,0.328125,58666.82640625999,500.0
252,0.04502591,52064,208256,7.3431478,-0.006704568862915039,0.0011454129,1163.443877696991,0.013534248,1627,0.37890625,58666.82640625999,500.0
269,0.06670774,52096,208384,7.3471923,-0.002741694450378418,0.0013913431,1163.9514532089233,0.040741973,1628,0.44140625,58666.82640625999,500.0
248,0.075481,52128,208512,7.3461246,-0.00625765323638916,0.0011500099,1164.4275023937225,0.0194677,1629,0.453125,58666.82640625999,500.0
255,0.0307957,52160,208640,7.3463845,-0.015693306922912598,0.000698621,1164.9431357383728,-0.005312506,1630,0.28515625,58666.82640625999,500.0
251,0.019317864,52192,208768,7.3485794,-0.014760017395019531,0.00060106174,1165.4458193778992,0.011814591,1631,0.21289062,58666.82640625999,500.0
252,0.01788938,52224,208896,7.352596,-0.019147515296936035,0.0005499984,1165.956420660019,-0.0007010149,1632,0.25585938,58666.82640625999,500.0
245,0.05353732,52256,209024,7.3475842,-0.027069807052612305,0.00038348127,1166.4641273021698,-0.006395414,1633,0.421875,58666.82640625999,500.0
260,0.035959683,52288,209152,7.34716,-0.028113842010498047,0.00036010044,1166.9870150089264,-0.001909487,1634,0.30664062,58666.82640625999,500.0
253,0.0400948,52320,209280,7.35708,-0.05613970756530762,0.0002444108,1167.4789547920227,0.014500624,1635,0.37695312,58666.82640625999,500.0
259,0.046006534,52352,209408,7.3630004,-0.1093132495880127,0.00027914374,1167.9844484329224,0.00541606,1636,0.44921875,58666.82640625999,500.0
254,0.03976153,52384,209536,7.3625755,-0.13920652866363525,0.00020244883,1168.4783244132996,0.015209847,1637,0.35546875,58666.82640625999,500.0
265,0.047479406,52416,209664,7.3580656,-0.15108144283294678,0.0001946967,1168.9823071956635,0.028536296,1638,0.41210938,58666.82640625999,500.0
278,0.04138946,52448,209792,7.3577623,-0.21278786659240723,0.0001278431,1169.465271472931,0.015380335,1639,0.3046875,58666.82640625999,500.0
276,0.037840553,52480,209920,7.3531766,-0.3606243133544922,0.00013277652,1169.926156759262,-0.015325787,1640,0.3828125,58666.82640625999,500.0
33,0.047753636,52512,210048,7.350483,-0.042780160903930664,0.77835464,1170.3898606300354,-0.014597455,1641,0.36132812,58758.762620940004,500.0
280,0.027692003,52544,210176,7.3582687,-0.09928381443023682,0.0033188006,1174.20836019516,-0.019123528,1642,0.25976562,58758.762620940004,500.0
261,0.09572425,52576,210304,7.370754,-0.004814863204956055,0.0011751484,1174.664939880371,0.040948473,1643,0.54296875,58758.762620940004,500.0
276,0.05628659,52608,210432,7.3716908,-0.012041091918945312,0.00085333304,1175.1545507907867,0.0010943471,1644,0.46289062,58758.762620940004,500.0
272,0.02025288,52640,210560,7.3734922,-0.008801460266113281,0.00079191645,1175.6182599067688,0.019261718,1645,0.21679688,58758.762620940004,500.0
269,0.027452342,52672,210688,7.3736916,0.013429105281829834,0.00069620594,1176.088900566101,-0.0013392128,1646,0.30859375,58758.762620940004,500.0
256,0.03002772,52704,210816,7.3637824,-0.0060083866119384766,0.000379332,1176.565211057663,0.017755087,1647,0.3046875,58758.762620940004,500.0
263,0.037792664,52736,210944,7.3531284,-0.03348970413208008,0.00050098146,1177.0657405853271,0.012108536,1648,0.34179688,58758.762620940004,500.0
258,0.025896508,52768,211072,7.349175,-0.019826412200927734,0.0003633985,1177.5521349906921,0.008851415,1649,0.33203125,58758.762620940004,500.0
249,0.01995471,52800,211200,7.3427467,-0.01994168758392334,0.00028088177,1178.048618555069,-0.006291445,1650,0.2890625,58758.762620940004,500.0
258,0.05856014,52832,211328,7.339607,-0.03296172618865967,0.0001968451,1178.5624651908875,-0.014638576,1651,0.44921875,58758.762620940004,500.0
261,0.021077264,52864,211456,7.3399487,-0.07193338871002197,0.0001752057,1179.0579047203064,-0.022935975,1652,0.25390625,58758.762620940004,500.0
264,0.0347343,52896,211584,7.343312,-0.08308076858520508,0.00015082699,1179.5487163066864,-0.013886056,1653,0.37304688,58758.762620940004,500.0
279,0.06649445,52928,211712,7.342004,-0.03511917591094971,0.0003374021,1180.0324342250824,0.009332923,1654,0.43359375,58758.762620940004,500.0
286,0.014794539,52960,211840,7.338511,-0.07915043830871582,0.00013755742,1180.4915871620178,0.004742343,1655,0.20117188,58758.762620940004,500.0
283,0.023700453,52992,211968,7.3481174,-0.12485134601593018,9.160732e-05,1180.9385559558868,-0.021808233,1656,0.28710938,58758.762620940004,500.0
32,0.03910564,53024,212096,7.3624835,-0.005956292152404785,0.57371897,1181.3909351825714,-0.027237296,1657,0.3671875,58814.04656609001,500.0
273,0.028764736,53056,212224,7.366425,-0.045093655586242676,0.0010502894,1185.3849494457245,-0.009797147,1658,0.31445312,58814.04656609001,500.0
277,0.07557048,53088,212352,7.360613,-0.02890491485595703,0.00060935155,1185.8542103767395,0.044275317,1659,0.5097656,58814.04656609001,500.0
259,0.029475797,53120,212480,7.359214,-0.01646244525909424,0.0006625058,1186.3177721500397,-0.00045378506,1660,0.2890625,58814.04656609001,500.0
261,0.045458358,53152,212608,7.360128,-0.015793919563293457,0.00035852403,1186.8124010562897,-0.0015762616,1661,0.41210938,58814.04656609001,500.0
263,0.024993539,53184,212736,7.356437,-0.04692363739013672,0.00033033112,1187.303112745285,-0.0060668513,1662,0.28320312,58814.04656609001,500.0
254,0.042506743,53216,212864,7.362697,-0.03726649284362793,0.00030548178,1187.7903425693512,-0.0064537087,1663,0.38671875,58814.04656609001,500.0
259,0.027474053,53248,212992,7.375126,0.0023572444915771484,0.00031293574,1188.2932336330414,-0.007345181,1664,0.32421875,58814.04656609001,500.0
259,0.02249631,53280,213120,7.3854547,-0.021478891372680664,0.00020981263,1188.7874903678894,0.0036176518,1665,0.3359375,58814.04656609001,500.0
258,0.07601067,53312,213248,7.3873053,-0.005858898162841797,0.0002000376,1189.282726764679,0.028950103,1666,0.49609375,58814.04656609001,500.0
264,0.025807481,53344,213376,7.3892264,-0.0019936561584472656,0.00018079164,1189.7799038887024,-0.0041808854,1667,0.31835938,58814.04656609001,500.0
258,0.052567035,53376,213504,7.3952017,-0.07694053649902344,0.00013964617,1190.265023946762,0.024040276,1668,0.44726562,58814.04656609001,500.0
235,0.021712411,53408,213632,7.4037185,-0.10262465476989746,0.000108607936,1190.7613861560822,-0.0008769692,1669,0.26953125,58814.04656609001,500.0
288,0.017669907,53440,213760,7.4000764,0.015573263168334961,0.00020741459,1191.305153131485,-0.011370974,1670,0.23242188,58814.04656609001,500.0
283,0.016011575,53472,213888,7.3976684,-0.13018810749053955,9.026157e-05,1191.7495052814484,-0.004450989,1671,0.23046875,58814.04656609001,500.0
33,0.016614147,53504,214016,7.3961616,-0.01984691619873047,0.8390724,1192.2021877765656,-0.027311414,1672,0.22265625,58902.228311360006,500.0
245,0.1212112,53536,214144,7.3962955,-0.08005952835083008,0.004015103,1196.0530226230621,-0.0068027386,1673,0.36132812,58902.228311360006,500.0
261,0.02062905,53568,214272,7.399405,-0.020486950874328613,0.0011857608,1196.5762071609497,-0.00841165,1674,0.25390625,58902.228311360006,500.0
257,0.012520021,53600,214400,7.402205,0.013548195362091064,0.0009425302,1197.0666224956512,-0.003839774,1675,0.18164062,58902.228311360006,500.0
251,0.04351449,53632,214528,7.4058347,0.015187621116638184,0.0006624114,1197.5656621456146,0.013452474,1676,0.3828125,58902.228311360006,500.0
256,0.017575836,53664,214656,7.412298,0.01079779863357544,0.0006537708,1198.0759634971619,-0.003066245,1677,0.25976562,58902.228311360006,500.0
258,0.012792857,53696,214784,7.413968,0.001757204532623291,0.00054155826,1198.5754189491272,-0.0001250531,1678,0.18945312,58902.228311360006,500.0
252,0.03895959,53728,214912,7.4186807,-0.020038723945617676,0.0005242999,1199.0712504386902,0.031383738,1679,0.37109375,58902.228311360006,500.0
266,0.019365741,53760,215040,7.423857,-0.007923364639282227,0.00032018076,1199.5782191753387,-0.006768277,1680,0.3046875,58902.228311360006,500.0
263,0.028912257,53792,215168,7.428091,-0.03425741195678711,0.00026808633,1200.0589363574982,0.00031537702,1681,0.3359375,58902.228311360006,500.0
265,0.027005594,53824,215296,7.4187346,0.01093226671218872,0.00039366377,1200.5450747013092,-0.020657094,1682,0.28125,58902.228311360006,500.0
267,0.04357172,53856,215424,7.408064,-0.02756810188293457,0.000222913,1201.0287108421326,-0.004346882,1683,0.4140625,58902.228311360006,500.0
260,0.053807504,53888,215552,7.409809,0.008545875549316406,0.00026932827,1201.5072877407074,0.019399798,1684,0.41601562,58902.228311360006,500.0
277,0.020438578,53920,215680,7.412275,-0.0295487642288208,0.00025743345,1201.9997153282166,0.012348297,1685,0.18554688,58902.228311360006,500.0
272,0.010323642,53952,215808,7.4113135,0.009845614433288574,0.00027399923,1202.4616124629974,-0.007532543,1686,0.13476562,58902.228311360006,500.0
287,0.035024405,53984,215936,7.415813,-0.008780241012573242,0.00024481723,1202.9318432807922,-0.020787861,1687,0.36328125,58902.228311360006,500.0
33,0.050009485,54016,216064,7.422576,-0.015906333923339844,0.73557305,1203.3775148391724,-0.005295536,1688,0.39453125,58894.449305919996,500.0
261,0.022276334,54048,216192,7.4210134,-0.1542491912841797,0.0021125744,1207.2486019134521,-0.02042523,1689,0.265625,58894.449305919996,500.0
244,0.039270036,54080,216320,7.4163747,-0.04920363426208496,0.0010765613,1207.7393140792847,0.011561327,1690,0.33007812,58894.449305919996,500.0
248,0.03506537,54112,216448,7.4156356,-0.00980830192565918,0.0008683655,1208.2645485401154,-0.00015301071,1691,0.28710938,58894.449305919996,500.0
277,0.09037776,54144,216576,7.4124565,-0.006804227828979492,0.0007810652,1208.7809035778046,0.05806992,1692,0.5058594,58894.449305919996,500.0
242,0.02034045,54176,216704,7.4115906,-0.05862390995025635,0.0007394374,1209.2423341274261,0.006901566,1693,0.265625,58894.449305919996,500.0
271,0.0454929,54208,216832,7.4158087,-0.06446182727813721,0.00045958057,1209.7702820301056,0.0026735486,1694,0.37695312,58894.449305919996,500.0
268,0.019513162,54240,216960,7.419919,-0.07748353481292725,0.0004530374,1210.2423882484436,0.005100422,1695,0.2578125,58894.449305919996,500.0
272,0.020150833,54272,217088,7.4242935,-0.05173754692077637,0.0003008374,1210.7200257778168,0.022813195,1696,0.26367188,58894.449305919996,500.0
270,0.0054336484,54304,217216,7.422985,-0.08371269702911377,0.00030212922,1211.1895892620087,-0.004533163,1697,0.05859375,58894.449305919996,500.0
265,0.04569721,54336,217344,7.416577,-0.09755659103393555,0.00013962931,1211.662947177887,-0.023266612,1698,0.35351562,58894.449305919996,500.0
267,0.08179577,54368,217472,7.4190626,-0.07654118537902832,0.00022024199,1212.146332502365,0.018126808,1699,0.45703125,58894.449305919996,500.0
250,0.046308294,54400,217600,7.418372,-0.15775775909423828,0.00016410944,1212.6249253749847,0.038182765,1700,0.35742188,58894.449305919996,500.0
280,0.05794133,54432,217728,7.4124804,-0.2753690481185913,0.00015100086,1213.1364288330078,0.0138859,1701,0.41992188,58894.449305919996,500.0
273,0.019428652,54464,217856,7.411675,-0.21763396263122559,8.125743e-05,1213.5938708782196,-0.005931182,1702,0.24609375,58894.449305919996,500.0
268,0.023374531,54496,217984,7.4124637,-0.15827739238739014,8.709937e-05,1214.0622854232788,-0.0039655836,1703,0.30273438,58894.449305919996,500.0
31,0.028060861,54528,218112,7.420703,0.00044590234756469727,0.3792921,1214.5396411418915,0.014056965,1704,0.32226562,58967.42519513001,500.0
259,0.077074945,54560,218240,7.4252253,-0.020041704177856445,0.0018101467,1218.6018934249878,0.029053796,1705,0.40039062,58967.42519513001,500.0
263,0.028376417,54592,218368,7.4228215,-0.006917119026184082,0.00042916514,1219.097395658493,0.0037045819,1706,0.28710938,58967.42519513001,500.0
256,0.021193884,54624,218496,7.413043,-0.0770728588104248,0.00038246697,1219.5834755897522,-0.011211475,1707,0.2265625,58967.42519513001,500.0
272,0.037776977,54656,218624,7.411709,-0.04069650173187256,0.00030688877,1220.0838997364044,0.020438675,1708,0.3515625,58967.42519513001,500.0
266,0.031243067,54688,218752,7.413228,-0.06564271450042725,0.00026646638,1220.5546116828918,-0.01086466,1709,0.31835938,58967.42519513001,500.0
269,0.036054615,54720,218880,7.418036,-0.018513202667236328,0.00028928905,1221.0350270271301,0.013198961,1710,0.33789062,58967.42519513001,500.0
266,0.017607214,54752,219008,7.4129276,-0.1681206226348877,0.00017762205,1221.5108172893524,-0.0062413504,1711,0.24609375,58967.42519513001,500.0
266,0.031197375,54784,219136,7.41176,0.0006927847862243652,0.00021123663,1221.9927008152008,0.009641345,1712,0.27929688,58967.42519513001,500.0
281,0.020682508,54816,219264,7.414208,-0.10234951972961426,0.00012155705,1222.4735596179962,-0.013345182,1713,0.19726562,58967.42519513001,500.0
271,0.053231347,54848,219392,7.4191346,-0.18445229530334473,7.061775e-05,1222.929027557373,0.00040202064,1714,0.38867188,58967.42519513001,500.0
269,0.034309853,54880,219520,7.420419,-0.05980241298675537,0.0001679777,1223.4007034301758,0.005460882,1715,0.328125,58967.42519513001,500.0
256,0.039343007,54912,219648,7.4233875,-0.03457295894622803,0.00013400159,1223.876850605011,0.0006250655,1716,0.41601562,58967.42519513001,500.0
260,0.045365702,54944,219776,7.4285693,-0.12214052677154541,7.3123636e-05,1224.376594543457,-0.0070420997,1717,0.41601562,58967.42519513001,500.0
281,0.023568874,54976,219904,7.42613,-0.34616971015930176,6.506032e-05,1224.8676578998566,-0.0146905985,1718,0.26367188,58967.42519513001,500.0
33,0.03996004,55008,220032,7.42242,-0.018115878105163574,0.8416526,1225.3227863311768,-0.01966722,1719,0.43164062,59052.178863559995,500.0
273,0.044355117,55040,220160,7.4203386,-0.06022334098815918,0.0025195593,1229.116560459137,-0.0016232494,1720,0.33398438,59052.178863559995,500.0
254,0.017949834,55072,220288,7.417438,-0.007181763648986816,0.0011374579,1229.5844383239746,-0.012987694,1721,0.25,59052.178863559995,500.0
266,0.034876816,55104,220416,7.417348,-0.02259218692779541,0.0006941038,1230.0887632369995,0.0051227063,1722,0.33398438,59052.178863559995,500.0
267,0.025182854,55136,220544,7.414932,0.0005969405174255371,0.00047212525,1230.5705347061157,0.011364368,1723,0.27148438,59052.178863559995,500.0
267,0.02368915,55168,220672,7.414234,-0.03250241279602051,0.00052854914,1231.0498163700104,0.022858148,1724,0.23242188,59052.178863559995,500.0
272,0.01292133,55200,220800,7.417223,-0.05055522918701172,0.00030140294,1231.5292303562164,-0.0045018,1725,0.18164062,59052.178863559995,500.0
277,0.038073394,55232,220928,7.4212055,-0.04781496524810791,0.00047805192,1231.9999890327454,0.007070952,1726,0.41992188,59052.178863559995,500.0
270,0.031706497,55264,221056,7.424626,-0.06120097637176514,0.0003691266,1232.4617564678192,0.03525965,1727,0.31640625,59052.178863559995,500.0
255,0.031760804,55296,221184,7.4265213,-0.11023914813995361,0.00021227126,1232.9364733695984,-0.00042175455,1728,0.24023438,59052.178863559995,500.0
250,0.020697884,55328,221312,7.4252853,-0.048241376876831055,0.00023687011,1233.4374296665192,-0.0031204328,1729,0.24609375,59052.178863559995,500.0
252,0.045109015,55360,221440,7.425688,-0.0553516149520874,0.0004988352,1233.9498660564423,-0.0049217567,1730,0.39257812,59052.178863559995,500.0
276,0.09228494,55392,221568,7.432043,-0.17776572704315186,0.00022503246,1234.45751953125,0.07618912,1731,0.52734375,59052.178863559995,500.0
275,0.02244316,55424,221696,7.436478,-0.05776667594909668,0.0003060425,1234.9212334156036,-0.01261458,1732,0.26953125,59052.178863559995,500.0
254,0.016506953,55456,221824,7.4391904,-0.21844780445098877,0.00016825151,1235.3869032859802,-0.0041575665,1733,0.23046875,59052.178863559995,500.0
272,0.031536367,55488,221952,7.444171,-0.1627969741821289,0.000105691564,1235.8901653289795,-0.00085687335,1734,0.33398438,59052.178863559995,500.0
31,0.04280635,55520,222080,7.449944,0.006412982940673828,0.6834185,1236.3604621887207,-0.032550193,1735,0.375,59041.667567959994,500.0
261,0.032092396,55552,222208,7.457216,-0.14732813835144043,0.0012648277,1240.3904836177826,0.012736034,1736,0.30078125,59041.667567959994,500.0
274,0.031377412,55584,222336,7.464849,-0.07911860942840576,0.00073975674,1240.880206823349,0.010873942,1737,0.3359375,59041.667567959994,500.0
269,0.03651117,55616,222464,7.4677925,-0.0507817268371582,0.00062719284,1241.3475060462952,-0.0075754877,1738,0.37695312,59041.667567959994,500.0
257,0.02308826,55648,222592,7.4642277,-0.03328657150268555,0.00054320996,1241.8225054740906,-0.021789337,1739,0.26367188,59041.667567959994,500.0
253,0.033034015,55680,222720,7.4618177,-0.12383997440338135,0.00046567206,1242.3202590942383,-0.0003709693,1740,0.3359375,59041.667567959994,500.0
277,0.036369886,55712,222848,7.4600577,-0.1653602123260498,0.00040605824,1242.8259754180908,-0.023328356,1741,0.31640625,59041.667567959994,500.0
288,0.026609737,55744,222976,7.4577174,-0.13724172115325928,0.0003179086,1243.2886562347412,0.004814211,1742,0.24414062,59041.667567959994,500.0
271,0.06790416,55776,223104,7.452528,-0.13546788692474365,0.00025319916,1243.7335777282715,0.0070758313,1743,0.43554688,59041.667567959994,500.0
269,0.03051509,55808,223232,7.4489784,-0.21871435642242432,0.00025215637,1244.2058699131012,-0.02002922,1744,0.33789062,59041.667567959994,500.0
270,0.021831036,55840,223360,7.4447975,-0.3187772035598755,0.00019289719,1244.6818969249725,0.0047043934,1745,0.25,59041.667567959994,500.0
280,0.018853344,55872,223488,7.436922,-0.2814164161682129,0.00015333947,1245.155164718628,-0.007813282,1746,0.26367188,59041.667567959994,500.0
276,0.0555758,55904,223616,7.438366,-0.041519880294799805,0.0002098186,1245.6123247146606,0.015014885,1747,0.4140625,59041.667567959994,500.0
276,0.037150856,55936,223744,7.44373,-0.12977349758148193,0.000120481935,1246.0763313770294,-0.007396765,1748,0.3828125,59041.667567959994,500.0
265,0.041226577,55968,223872,7.441647,-0.5667188167572021,0.00010722095,1246.5401673316956,0.033495937,1749,0.37109375,59041.667567959994,500.0
33,0.023870626,56000,224000,7.4391007,-0.0002319812774658203,0.82405233,1247.0223093032837,-0.029798208,1750,0.31835938,59117.987863289985,500.0
282,0.06744065,56032,224128,7.4381175,-0.2663564682006836,0.006927449,1250.850471496582,-0.03911028,1751,0.375,59117.987863289985,500.0
266,0.05212138,56064,224256,7.439935,-0.00685429573059082,0.0026272032,1251.306888103485,-0.0029903357,1752,0.37695312,59117.987863289985,500.0
274,0.016421607,56096,224384,7.4444003,-0.0026024580001831055,0.001483779,1251.7876715660095,-0.0047274935,1753,0.22070312,59117.987863289985,500.0
240,0.029874597,56128,224512,7.453095,0.0003719925880432129,0.0009811833,1252.2553880214691,-0.0068267584,1754,0.31640625,59117.987863289985,500.0
257,0.046761885,56160,224640,7.448347,-0.00064849853515625,0.00091466313,1252.7873377799988,0.005563331,1755,0.3828125,59117.987863289985,500.0
274,0.050233766,56192,224768,7.445777,-0.0033512115478515625,0.0006695931,1253.2860479354858,0.04926972,1756,0.36523438,59117.987863289985,500.0
261,0.013037158,56224,224896,7.443615,0.019471466541290283,0.0006319149,1253.7534446716309,-0.0025303494,1757,0.1640625,59117.987863289985,500.0
289,0.04290002,56256,225024,7.4438214,-0.013704061508178711,0.00039406345,1254.2434287071228,0.008071853,1758,0.34765625,59117.987863289985,500.0
251,0.019567182,56288,225152,7.448573,-0.03312408924102783,0.00027855937,1254.686849117279,0.009428079,1759,0.26171875,59117.987863289985,500.0
256,0.010494625,56320,225280,7.453101,-0.008581161499023438,0.00029455932,1255.1966133117676,0.0013300404,1760,0.16796875,59117.987863289985,500.0
271,0.02139499,56352,225408,7.457879,-0.038007378578186035,0.00023137034,1255.6960158348083,-0.006012434,1761,0.31640625,59117.987863289985,500.0
265,0.042810973,56384,225536,7.463803,-0.046652913093566895,0.00021608535,1256.1675019264221,0.028661786,1762,0.36132812,59117.987863289985,500.0
271,0.022110103,56416,225664,7.4670887,-0.08786356449127197,0.00012766452,1256.6511833667755,-0.023138123,1763,0.296875,59117.987863289985,500.0
269,0.018068654,56448,225792,7.4620447,-0.029715538024902344,0.00014467609,1257.123766899109,-0.00568,1764,0.22070312,59117.987863289985,500.0
264,0.038719412,56480,225920,7.453869,-0.09941959381103516,7.05992e-05,1257.6001605987549,0.008135315,1765,0.39648438,59117.987863289985,500.0
32,0.08483417,56512,226048,7.4493647,-0.05398869514465332,0.7872374,1258.0846557617188,-0.022781786,1766,0.5214844,59138.27969347999,500.0
267,0.024135852,56544,226176,7.4485555,-0.13297569751739502,0.0017017011,1262.0093839168549,-0.017735846,1767,0.28515625,59138.27969347999,500.0
272,0.035743322,56576,226304,7.4451847,-0.0507199764251709,0.00081057847,1262.489515542984,0.016231269,1768,0.359375,59138.27969347999,500.0
269,0.022721294,56608,226432,7.4449525,-0.011909723281860352,0.0007730921,1262.9597404003143,-0.0068061585,1769,0.296875,59138.27969347999,500.0
271,0.030473102,56640,226560,7.4527664,-0.022545456886291504,0.0007677354,1263.4360311031342,-0.0013733236,1770,0.35351562,59138.27969347999,500.0
260,0.020374032,56672,226688,7.4590025,0.002403080463409424,0.0005408538,1263.9084694385529,0.010251559,1771,0.2734375,59138.27969347999,500.0
270,0.018953625,56704,226816,7.463455,-0.0601353645324707,0.000342993,1264.400737285614,-0.016928628,1772,0.2265625,59138.27969347999,500.0
272,0.092526294,56736,226944,7.4689612,-0.016963481903076172,0.0003758325,1264.875423192978,0.0054158485,1773,0.4375,59138.27969347999,500.0
243,0.03998328,56768,227072,7.476407,0.007115662097930908,0.00042463045,1265.346215724945,0.011485352,1774,0.35546875,59138.27969347999,500.0
270,0.049579546,56800,227200,7.4775324,-0.049817800521850586,0.00030124726,1265.873098373413,0.0050141546,1775,0.42773438,59138.27969347999,500.0
263,0.019843856,56832,227328,7.476914,-0.0371241569519043,0.0002758657,1266.347674369812,-0.013818817,1776,0.28320312,59138.27969347999,500.0
250,0.027975168,56864,227456,7.473427,-0.0467984676361084,0.0003552743,1266.834156036377,0.013185388,1777,0.34375,59138.27969347999,500.0
268,0.022189835,56896,227584,7.4744244,-0.07371330261230469,0.00019030091,1267.3469252586365,-0.011514607,1778,0.31640625,59138.27969347999,500.0
