policy_entropy,fps,total_timesteps,value_loss,explained_variance,policy_loss,nupdates,ep_reward_mean,ep_len_mean
4.2568159103393555,58,0,7.986376762390137,-0.003596663475036621,-0.08756530284881592,1,,
4.261325836181641,124,8019,0.027505170553922653,-1.4815115928649902,0.15197959542274475,100,408.98068275,1001.0
4.262023448944092,122,16119,0.06558084487915039,-0.07268309593200684,-0.11214283853769302,200,644.3526508333333,1001.0
4.264098167419434,121,24219,0.19490259885787964,-0.1449909210205078,-0.1242716908454895,300,902.2644412,1001.0
4.265017986297607,121,32319,0.22633859515190125,-0.5486462116241455,0.05617119371891022,400,1505.5288966428573,1001.0
4.262448310852051,122,40419,0.489346981048584,-0.08371472358703613,-0.20310723781585693,500,2139.990318527778,1001.0
4.261211395263672,123,48519,0.20026066899299622,-0.022962212562561035,-0.15842653810977936,600,2660.4921452045455,1001.0
4.258872032165527,123,56619,0.14658810198307037,-0.6270794868469238,-0.06261274218559265,700,3121.0286864615387,1001.0
4.2561421394348145,123,64719,0.10515917837619781,-0.7898225784301758,-0.05252009257674217,800,3468.3557267833326,1001.0
4.253345489501953,123,72819,0.07781411707401276,-0.27150487899780273,0.1585320085287094,900,3826.82125,1001.0
4.251059532165527,123,80919,0.08099554479122162,-1.3121602535247803,-0.08895671367645264,1000,4097.809838736842,1001.0
4.249175548553467,123,89019,0.09272468090057373,-0.0595935583114624,0.030734233558177948,1100,4334.51110175,1001.0
4.246584892272949,123,97119,0.041828565299510956,0.08133929967880249,-0.33262187242507935,1200,4487.896572913043,1001.0
4.244609832763672,123,105219,0.031309716403484344,-0.1951671838760376,-0.03063124231994152,1300,4626.21243034,1001.0
4.243057727813721,123,113319,0.03475441783666611,-0.30487751960754395,-0.13064946234226227,1400,5096.420727690001,1001.0
4.243083477020264,123,121419,0.04939373582601547,-0.07132720947265625,-0.3610575795173645,1500,5492.2732178000015,1001.0
4.242885112762451,123,129519,0.3773401975631714,-0.13682186603546143,-0.038265299052000046,1600,5782.565108119999,1001.0
4.244152545928955,123,137619,0.2353164702653885,0.0607609748840332,0.027993246912956238,1700,5953.944293980001,1001.0
4.242921352386475,123,145719,0.33783644437789917,0.0053861141204833984,0.12631788849830627,1800,6090.2234863,1001.0
4.241028785705566,122,153819,0.0977935791015625,-0.007087826728820801,-0.04354339465498924,1900,6161.546065280001,1001.0
4.238426685333252,122,161919,0.07919003069400787,-0.33778536319732666,-0.32746416330337524,2000,6191.367597749999,1001.0
4.236071586608887,121,170019,0.07002117484807968,0.016470134258270264,-0.33687877655029297,2100,6192.802698210001,1001.0
4.233236789703369,121,178119,0.06272343546152115,-0.03499913215637207,-0.05733175575733185,2200,6189.381236279999,1001.0
4.23323392868042,120,186219,0.023916026577353477,-0.0635141134262085,-0.14615747332572937,2300,6196.5458187799995,1001.0
4.229458332061768,120,194319,0.14981429278850555,0.026532471179962158,0.1376316249370575,2400,6221.68472086,1001.0
4.22648286819458,120,202419,0.1306961476802826,-0.3476041555404663,-0.20321300625801086,2500,6256.25861779,1001.0
4.22373104095459,119,210519,0.024323981255292892,0.19801199436187744,-0.23552769422531128,2600,6300.02893608,1001.0
4.219539165496826,119,218619,0.02789153717458248,-0.06097722053527832,-0.1901700794696808,2700,6374.762445309999,1001.0
4.216632843017578,119,226719,0.04233098775148392,-0.2903010845184326,0.015076447278261185,2800,6391.9628835899985,1001.0
4.214816093444824,118,234819,0.03270718827843666,0.14403998851776123,-0.21436895430088043,2900,6483.819524080001,1001.0
4.212490081787109,118,242919,0.08470167219638824,-0.3245011568069458,-0.10838225483894348,3000,6503.760273299999,1001.0
4.211757183074951,118,251019,0.2509538531303406,-0.016320347785949707,-0.3401902914047241,3100,6584.511731560001,1001.0
4.209105014801025,118,259119,0.02041044645011425,0.7058745920658112,-0.05708368122577667,3200,6656.8019619199995,1001.0
4.206210613250732,117,267219,0.059814147651195526,-0.08328890800476074,-0.09268423169851303,3300,6657.608161619999,1001.0
4.203583240509033,117,275319,0.06292378157377243,-0.19346678256988525,0.015341117978096008,3400,6730.551620329999,1001.0
4.200606822967529,117,283419,0.062208037823438644,-0.26631617546081543,-0.45297619700431824,3500,6798.354189220001,1001.0
