value_loss,nupdates,explained_variance,policy_entropy,policy_loss,fps,total_timesteps,ep_reward_mean,ep_len_mean
6.04050350189209,4300,0.005163311958312988,8.874770164489746,0.2538679540157318,263,348219,15713.68280694,1000.0
5.993155002593994,4400,0.014436841011047363,8.857464790344238,0.029739215970039368,263,356319,15709.998671760002,1000.0
5.9933953285217285,4500,0.0034009218215942383,8.902320861816406,0.011125944554805756,263,364419,15715.816513680002,1000.0
5.925055027008057,4600,-0.00011456012725830078,8.849505424499512,-0.20149371027946472,263,372519,15713.451185360002,1000.0
5.943256855010986,4700,3.427267074584961e-05,8.830313682556152,-0.06954879313707352,263,380619,15705.43979711,1000.0
6.092456817626953,4800,0.002249002456665039,8.82420539855957,-0.1518421620130539,263,388719,15704.72622305,1000.0
6.166167259216309,4900,0.0006089210510253906,8.869810104370117,-0.05860437825322151,262,396819,15704.406214849998,1000.0
6.147184371948242,5000,0.001214444637298584,8.811285972595215,0.10329529643058777,262,404919,15704.91297438,1000.0
6.110145568847656,5100,-0.0017838478088378906,8.823882102966309,0.14205382764339447,262,413019,15712.25646395,1000.0
6.101390838623047,5200,0.001543879508972168,8.86926555633545,-0.33202579617500305,262,421119,15706.470805669996,1000.0
6.2063307762146,5300,0.0027154088020324707,8.941351890563965,0.034577518701553345,262,429219,15707.86672144,1000.0
6.386508464813232,5400,-0.00014793872833251953,9.0340576171875,-0.045045625418424606,263,437319,15716.305266080002,1000.0
6.2505903244018555,5500,-0.0006726980209350586,9.110196113586426,0.2896617650985718,262,445419,15720.9246857,1000.0
6.171318054199219,5600,-0.005868077278137207,9.191789627075195,0.026933051645755768,262,453519,15717.800200269998,1000.0
6.203420162200928,5700,-0.022017717361450195,9.138544082641602,0.035062432289123535,262,461619,15706.042787980003,1000.0
6.266787528991699,5800,0.0017718672752380371,9.11959171295166,-0.002045564353466034,262,469719,15707.089843830001,1000.0
