approxkl,policy_loss,clipfrac,policy_entropy,n_updates,explained_variance,serial_timesteps,total_timesteps,fps,value_loss,time_elapsed,ep_len_mean,ep_reward_mean
0.10797255,-0.05178849,0.49804688,11.234633,70,-0.0799025297164917,2240,8960,246,0.03514385,48.37106800079346,500.0,551.3906955625
0.17225254,-0.041826967,0.60546875,11.264805,71,0.18998360633850098,2272,9088,260,0.05536183,48.89039468765259,500.0,551.3906955625
0.09893223,-0.03216924,0.55078125,11.27459,72,0.08749330043792725,2304,9216,219,0.028322188,49.38273859024048,500.0,551.3906955625
0.09322718,-0.036958355,0.546875,11.255715,73,0.23806488513946533,2336,9344,238,0.03598588,49.96632194519043,500.0,551.3906955625
0.09507911,-0.023000982,0.5019531,11.359035,74,0.22115188837051392,2368,9472,243,0.033970933,50.50421762466431,500.0,551.3906955625
0.09174073,-0.059945572,0.484375,11.389895,75,-0.1930220127105713,2400,9600,260,0.035767432,51.03044676780701,500.0,551.3906955625
0.10591383,-0.032845,0.49414062,11.355379,76,0.3228214383125305,2432,9728,251,0.09816985,51.52237868309021,500.0,551.3906955625
0.16502284,-0.05499201,0.58984375,11.344172,77,0.7654796689748764,2464,9856,255,0.03324785,52.03231954574585,500.0,551.3906955625
0.21765517,-0.048825327,0.5722656,11.309002,78,-0.3398362398147583,2496,9984,248,0.052470203,52.534494161605835,500.0,551.3906955625
0.15624152,-0.042176127,0.5625,11.295125,79,-0.07627463340759277,2528,10112,34,0.5187241,53.050392150878906,500.0,691.33066605
0.13565367,-0.04390096,0.56640625,11.288273,80,-0.40190815925598145,2560,10240,241,0.02303475,56.7999267578125,500.0,691.33066605
0.13368735,-0.0401673,0.55859375,11.287392,81,0.31633299589157104,2592,10368,253,0.01931615,57.330283880233765,500.0,691.33066605
0.10194429,-0.02707041,0.5058594,11.221007,82,0.1593075394630432,2624,10496,252,0.029218148,57.836204290390015,500.0,691.33066605
0.07642221,-0.02649568,0.5253906,11.227995,83,0.03977072238922119,2656,10624,244,0.1129213,58.34382128715515,500.0,691.33066605
0.10388102,-0.031034337,0.5449219,11.212,84,0.33545005321502686,2688,10752,239,0.019577434,58.86753749847412,500.0,691.33066605
0.21944107,-0.06536758,0.6191406,11.176191,85,0.3366734981536865,2720,10880,244,0.05885643,59.40210771560669,500.0,691.33066605
0.1296517,-0.042602878,0.5214844,11.183457,86,0.5769468247890472,2752,11008,243,0.026345313,59.92642068862915,500.0,691.33066605
0.19440512,-0.03976628,0.640625,11.216181,87,0.342512309551239,2784,11136,241,0.08728993,60.45214605331421,500.0,691.33066605
0.17400923,-0.04674948,0.5058594,11.304647,88,0.1311282515525818,2816,11264,257,0.1162515,60.98335671424866,500.0,691.33066605
0.19740757,-0.071459286,0.6074219,11.298915,89,0.24776428937911987,2848,11392,237,0.07376423,61.48107576370239,500.0,691.33066605
0.09224488,-0.031739384,0.5449219,11.190591,90,-0.4471278190612793,2880,11520,254,0.11326175,62.021393060684204,500.0,691.33066605
0.08548394,-0.002215174,0.54296875,11.23455,91,-0.1429659128189087,2912,11648,224,0.10237247,62.52466869354248,500.0,691.33066605
0.085747354,-0.0014952729,0.49023438,11.287478,92,0.10140848159790039,2944,11776,235,0.1996116,63.09500861167908,500.0,691.33066605
0.12329674,-0.022605214,0.609375,11.291768,93,0.44502347707748413,2976,11904,219,0.038675386,63.639023542404175,500.0,691.33066605
0.08919516,-0.030088382,0.515625,11.334873,94,-0.7585698366165161,3008,12032,33,2.471973,64.22168326377869,500.0,988.9925129583334
0.088602,-0.034157462,0.53125,11.445731,95,-0.05054354667663574,3040,12160,249,0.1658397,68.04274654388428,500.0,988.9925129583334
0.08713861,-0.029989818,0.48828125,11.479931,96,0.05746716260910034,3072,12288,225,0.12449613,68.55690479278564,500.0,988.9925129583334
0.049527485,-0.022492275,0.375,11.479954,97,0.2520708441734314,3104,12416,204,0.49400935,69.12521696090698,500.0,988.9925129583334
0.10478757,-0.054950763,0.5488281,11.480257,98,0.17293083667755127,3136,12544,224,0.056341946,69.75061345100403,500.0,988.9925129583334
0.14973266,-0.050013706,0.625,11.576227,99,0.2979678511619568,3168,12672,239,0.052958354,70.3216609954834,500.0,988.9925129583334
0.23561195,-0.04093213,0.6503906,11.675064,100,0.4924509525299072,3200,12800,237,0.043757584,70.85622239112854,500.0,988.9925129583334
0.08644842,-0.0045752153,0.4921875,11.715833,101,0.47162431478500366,3232,12928,244,0.07804373,71.39641451835632,500.0,988.9925129583334
0.1055249,-0.036892883,0.5488281,11.731625,102,-0.5488983392715454,3264,13056,244,0.042532664,71.92171120643616,500.0,988.9925129583334
0.15079746,-0.024653705,0.5097656,11.770874,103,0.35525941848754883,3296,13184,218,0.09410602,72.4466118812561,500.0,988.9925129583334
0.07092532,-0.035918582,0.42382812,11.744825,104,0.5506018698215485,3328,13312,224,0.06988041,73.03393244743347,500.0,988.9925129583334
0.07765422,-0.02437675,0.4921875,11.75733,105,0.9162784367799759,3360,13440,225,0.017707476,73.60422420501709,500.0,988.9925129583334
0.0532073,-0.007184452,0.4375,11.798769,106,0.786868616938591,3392,13568,213,0.077163085,74.17251324653625,500.0,988.9925129583334
0.06453282,-0.039651617,0.515625,11.855023,107,0.5617541074752808,3424,13696,234,0.115385115,74.7732617855072,500.0,988.9925129583334
0.066746876,-0.017401056,0.4765625,11.924293,108,-0.8881369829177856,3456,13824,227,0.033936244,75.31965231895447,500.0,988.9925129583334
0.068919666,-0.04204724,0.515625,11.9205885,109,0.0783390998840332,3488,13952,238,0.017763996,75.88291716575623,500.0,988.9925129583334
0.11318096,-0.025414782,0.5136719,11.925394,110,-0.7129184007644653,3520,14080,32,1.7498178,76.42009115219116,500.0,1419.247940607143
0.11437704,-0.0067658396,0.5683594,11.93429,111,0.30780869722366333,3552,14208,250,0.014619,80.40012502670288,500.0,1419.247940607143
0.10619055,-0.00019663014,0.5488281,11.982277,112,-0.03179121017456055,3584,14336,242,0.013615995,80.91211199760437,500.0,1419.247940607143
0.08521946,-0.026701488,0.5,11.9795685,113,0.22411668300628662,3616,14464,239,0.0037154895,81.44095230102539,500.0,1419.247940607143
0.11530555,-0.018594893,0.59375,12.105636,114,0.08644849061965942,3648,14592,233,0.008219976,81.97614312171936,500.0,1419.247940607143
0.08377114,-0.047661472,0.51953125,12.221188,115,0.22242069244384766,3680,14720,234,0.020352686,82.52448296546936,500.0,1419.247940607143
0.084150314,-0.021629214,0.5097656,12.326827,116,0.46394455432891846,3712,14848,250,0.02479975,83.07091069221497,500.0,1419.247940607143
0.08031358,0.0117835235,0.5097656,12.374193,117,0.7883241176605225,3744,14976,225,0.0098016495,83.58232355117798,500.0,1419.247940607143
0.104996406,-0.024231352,0.53515625,12.374689,118,0.4862229824066162,3776,15104,251,0.011016872,84.15019297599792,500.0,1419.247940607143
0.045846175,-0.015704876,0.3359375,12.405483,119,-0.26908111572265625,3808,15232,239,0.008347841,84.66027665138245,500.0,1419.247940607143
0.063178904,-0.024682969,0.43359375,12.41092,120,0.3768985867500305,3840,15360,245,0.0055154213,85.19430446624756,500.0,1419.247940607143
0.09255302,-0.0065318933,0.5371094,12.419482,121,-0.06306469440460205,3872,15488,229,0.0095401835,85.71679639816284,500.0,1419.247940607143
0.06108563,0.014452148,0.51953125,12.387189,122,0.05015188455581665,3904,15616,233,0.011105009,86.27582955360413,500.0,1419.247940607143
0.034058306,0.004448262,0.38867188,12.447804,123,0.3943644165992737,3936,15744,241,0.010362854,86.82465958595276,500.0,1419.247940607143
0.07214268,-0.01061753,0.5253906,12.5696945,124,0.8283933252096176,3968,15872,237,0.00941777,87.35528707504272,500.0,1419.247940607143
0.04902647,0.009673557,0.41992188,12.587101,125,-0.10492312908172607,4000,16000,34,1.1578358,87.89495944976807,500.0,1656.76772778125
0.10610547,-0.041050646,0.5644531,12.640474,126,0.14410626888275146,4032,16128,244,0.022480097,91.61233043670654,500.0,1656.76772778125
0.07000125,-0.008666104,0.5097656,12.753135,127,0.35102081298828125,4064,16256,247,0.010016269,92.13557863235474,500.0,1656.76772778125
0.17819862,-0.036891412,0.60546875,12.7656,128,-0.39626169204711914,4096,16384,235,0.0039894166,92.65259170532227,500.0,1656.76772778125
0.059404023,-0.0019386804,0.48632812,12.736526,129,0.032054126262664795,4128,16512,244,0.0006071196,93.19671511650085,500.0,1656.76772778125
0.086003534,-0.030402208,0.5175781,12.7662,130,0.4844028353691101,4160,16640,226,0.0060143843,93.7202525138855,500.0,1656.76772778125
0.1453254,-0.029103402,0.6425781,12.759307,131,0.012094318866729736,4192,16768,239,0.043728705,94.28594946861267,500.0,1656.76772778125
0.080256835,0.010672284,0.5371094,12.790361,132,0.18634575605392456,4224,16896,230,0.01830301,94.82112264633179,500.0,1656.76772778125
0.07893011,-0.009964641,0.48828125,12.811789,133,0.6315847039222717,4256,17024,224,0.016163407,95.37598514556885,500.0,1656.76772778125
0.053191047,0.0020218627,0.47851562,12.831475,134,0.6316916048526764,4288,17152,242,0.020692209,95.94715404510498,500.0,1656.76772778125
0.079288356,-0.00034625293,0.49414062,12.881193,135,0.35080236196517944,4320,17280,228,0.006763172,96.47527837753296,500.0,1656.76772778125
0.040634178,-0.0014551103,0.40039062,12.981357,136,0.14168769121170044,4352,17408,228,0.0147308735,97.0376992225647,500.0,1656.76772778125
0.07881495,-0.012798833,0.49023438,13.007206,137,-0.8891750574111938,4384,17536,216,0.0037161019,97.59893703460693,500.0,1656.76772778125
0.071017474,-0.014814373,0.47070312,13.018891,138,0.2575985789299011,4416,17664,210,0.039227124,98.19210505485535,500.0,1656.76772778125
0.10784008,-0.02607945,0.5683594,13.038601,139,0.21225768327713013,4448,17792,237,0.023030797,98.79991745948792,500.0,1656.76772778125
0.10431953,-0.027936127,0.5058594,12.988011,140,0.06298720836639404,4480,17920,245,0.029733397,99.33906817436218,500.0,1656.76772778125
0.18916486,-0.03404355,0.5527344,13.013699,141,-0.30797338485717773,4512,18048,30,0.8248739,99.86056089401245,500.0,1863.860709333333
0.15679066,-0.06604265,0.5625,13.0648775,142,0.0333864688873291,4544,18176,235,0.009159522,104.0572578907013,500.0,1863.860709333333
0.14597952,-0.05427347,0.49804688,13.110561,143,0.09318429231643677,4576,18304,253,0.006070652,104.60229277610779,500.0,1863.860709333333
0.17483291,-0.056144517,0.5078125,13.088935,144,0.044016242027282715,4608,18432,247,0.009461378,105.10761880874634,500.0,1863.860709333333
0.11245422,-0.04092773,0.5488281,13.128146,145,0.19193851947784424,4640,18560,242,0.009795608,105.62503433227539,500.0,1863.860709333333
0.10379257,-0.056511153,0.5488281,13.264018,146,0.5060886144638062,4672,18688,247,0.0066515096,106.15420699119568,500.0,1863.860709333333
0.0990901,-0.03849994,0.5292969,13.368082,147,0.17170655727386475,4704,18816,231,0.0038626883,106.67249178886414,500.0,1863.860709333333
0.115697496,-0.055038165,0.5449219,13.491299,148,0.05772513151168823,4736,18944,247,0.030830555,107.22688007354736,500.0,1863.860709333333
0.06893766,-0.06025109,0.48828125,13.615895,149,0.14088839292526245,4768,19072,231,0.030198298,107.7444257736206,500.0,1863.860709333333
0.09309435,-0.045788225,0.5097656,13.741036,150,0.4690241813659668,4800,19200,228,0.009215363,108.29902911186218,500.0,1863.860709333333
0.10545367,-0.0051091462,0.50390625,13.830477,151,0.25070881843566895,4832,19328,221,0.011208976,108.86067771911621,500.0,1863.860709333333
0.08706628,-0.03787636,0.484375,13.779726,152,0.2323523759841919,4864,19456,244,0.02129608,109.43845295906067,500.0,1863.860709333333
0.041353088,-0.02080077,0.4375,13.834185,153,0.12068122625350952,4896,19584,245,0.02699757,109.96221327781677,500.0,1863.860709333333
0.07063343,-0.036905576,0.47851562,13.881674,154,0.1239277720451355,4928,19712,238,0.010080795,110.48486614227295,500.0,1863.860709333333
0.062241178,-0.04426121,0.46484375,13.836544,155,0.22328680753707886,4960,19840,226,0.032036062,111.02210354804993,500.0,1863.860709333333
0.09550504,-0.03329169,0.5410156,13.841482,156,-1.2078008651733398,4992,19968,218,0.015030951,111.58690428733826,500.0,1863.860709333333
0.06945807,-0.0535554,0.48242188,13.900602,157,-0.24055790901184082,5024,20096,32,0.41737536,112.17325019836426,500.0,1986.1785618999997
0.061442234,-0.024024295,0.4765625,14.036714,158,0.05278432369232178,5056,20224,241,0.011372058,116.16336131095886,500.0,1986.1785618999997
0.084440105,-0.029649979,0.5292969,14.0973425,159,0.45550787448883057,5088,20352,238,0.009781038,116.69417357444763,500.0,1986.1785618999997
0.08222495,-0.032663554,0.45117188,14.0196495,160,0.7339504957199097,5120,20480,259,0.014544069,117.23162817955017,500.0,1986.1785618999997
0.06166264,-0.014362148,0.40429688,14.024007,161,-0.02890610694885254,5152,20608,240,0.035812214,117.72469711303711,500.0,1986.1785618999997
0.04187277,-0.04091926,0.35742188,14.008452,162,0.5671133995056152,5184,20736,238,0.024370255,118.25739526748657,500.0,1986.1785618999997
0.081194945,-0.034070626,0.41015625,13.973924,163,0.12355047464370728,5216,20864,231,0.11362283,118.79482078552246,500.0,1986.1785618999997
0.11500433,-0.043165248,0.50390625,13.91977,164,0.2667387127876282,5248,20992,232,0.038868155,119.34916543960571,500.0,1986.1785618999997
0.10351181,-0.034981,0.4921875,13.859237,165,-0.059543728828430176,5280,21120,222,0.059447616,119.89926981925964,500.0,1986.1785618999997
0.13008863,-0.041011535,0.5175781,13.896995,166,0.21183383464813232,5312,21248,231,0.06945816,120.47454285621643,500.0,1986.1785618999997
0.055931132,-0.046474785,0.38476562,13.887148,167,0.1351076364517212,5344,21376,233,0.028989438,121.02755308151245,500.0,1986.1785618999997
0.102111615,-0.06506072,0.46289062,13.850902,168,0.625920444726944,5376,21504,235,0.06827271,121.57666993141174,500.0,1986.1785618999997
0.07058847,-0.053741723,0.44726562,13.957893,169,0.04839634895324707,5408,21632,239,0.01662819,122.12114214897156,500.0,1986.1785618999997
0.0688827,-0.05571228,0.45703125,13.921225,170,0.16848695278167725,5440,21760,218,0.037154358,122.65622091293335,500.0,1986.1785618999997
0.06416484,-0.034485403,0.48632812,13.884587,171,0.16635364294052124,5472,21888,216,0.09021529,123.24274110794067,500.0,1986.1785618999997
0.071928985,-0.045703694,0.4375,13.873336,172,-0.4995993375778198,5504,22016,32,1.1197904,123.83584904670715,500.0,2198.8514405681817
0.060103603,-0.019067682,0.36914062,13.874199,173,0.367221474647522,5536,22144,270,0.010609582,127.79823350906372,500.0,2198.8514405681817
0.0577394,-0.020754095,0.44921875,13.843758,174,0.20808881521224976,5568,22272,246,0.058887664,128.27194356918335,500.0,2198.8514405681817
0.07022085,-0.01713382,0.43554688,13.848862,175,0.45175886154174805,5600,22400,241,0.019981183,128.79219460487366,500.0,2198.8514405681817
0.046430692,-0.0038373345,0.41015625,13.801338,176,0.0018370747566223145,5632,22528,232,0.06206731,129.32200407981873,500.0,2198.8514405681817
0.07524848,-0.050063066,0.5097656,13.836706,177,-0.08425652980804443,5664,22656,225,0.11965471,129.87210655212402,500.0,2198.8514405681817
0.08035436,-0.032204453,0.5292969,13.79873,178,-5.7220458984375e-05,5696,22784,226,0.03196581,130.44140601158142,500.0,2198.8514405681817
0.05553658,-0.0024211644,0.43945312,13.712086,179,0.03643321990966797,5728,22912,223,0.053624652,131.00780868530273,500.0,2198.8514405681817
0.07987503,-0.018396555,0.46875,13.725822,180,0.4802865982055664,5760,23040,223,0.057551555,131.5823380947113,500.0,2198.8514405681817
0.06646487,-0.019550499,0.5019531,13.780504,181,0.45531606674194336,5792,23168,223,0.09039692,132.15629601478577,500.0,2198.8514405681817
0.028272728,-0.030060261,0.34765625,13.765693,182,0.8432945758104324,5824,23296,226,0.017966084,132.72881507873535,500.0,2198.8514405681817
0.05173546,-0.0061740847,0.4296875,13.779186,183,0.09576386213302612,5856,23424,213,0.015444604,133.29536294937134,500.0,2198.8514405681817
0.035789404,-0.012270629,0.42773438,13.7829685,184,0.09191244840621948,5888,23552,198,0.03681735,133.8948712348938,500.0,2198.8514405681817
0.058703307,0.00510471,0.42578125,13.73235,185,0.2155323624610901,5920,23680,217,0.0126971835,134.54056644439697,500.0,2198.8514405681817
0.050649434,-0.019424556,0.42578125,13.665578,186,0.34559422731399536,5952,23808,209,0.03232096,135.12885570526123,500.0,2198.8514405681817
0.042509764,-0.012106932,0.37695312,13.616704,187,0.7279203832149506,5984,23936,207,0.021599434,135.74062991142273,500.0,2198.8514405681817
0.069736235,-0.029134661,0.48046875,13.650328,188,-1.2488090991973877,6016,24064,31,1.7306312,136.35960292816162,500.0,2675.3831385416665
0.11900713,-0.0016525905,0.58203125,13.750115,189,-0.582004189491272,6048,24192,249,0.012873567,140.4729437828064,500.0,2675.3831385416665
0.04527076,-0.019455258,0.41210938,13.824303,190,0.08275240659713745,6080,24320,238,0.008819558,140.985933303833,500.0,2675.3831385416665
0.034270998,-0.002515607,0.375,13.868417,191,0.16326510906219482,6112,24448,231,0.0135605065,141.52361416816711,500.0,2675.3831385416665
0.047775097,-0.006574805,0.4609375,13.920816,192,0.08943641185760498,6144,24576,220,0.03112031,142.07792448997498,500.0,2675.3831385416665
0.037920948,-0.011682717,0.40234375,13.989968,193,0.3672640919685364,6176,24704,216,0.017095653,142.65879106521606,500.0,2675.3831385416665
0.05497326,-0.0120000485,0.4453125,14.0058775,194,0.4153621792793274,6208,24832,226,0.035983454,143.25028824806213,500.0,2675.3831385416665
0.055385016,-0.025930934,0.4140625,14.039244,195,0.4345185160636902,6240,24960,229,0.041615665,143.81658244132996,500.0,2675.3831385416665
0.07023371,-0.0073505323,0.453125,14.025336,196,0.593552976846695,6272,25088,211,0.033996448,144.37520337104797,500.0,2675.3831385416665
0.101486236,-0.015105302,0.48632812,13.963472,197,0.3713989853858948,6304,25216,211,0.037834227,144.9800305366516,500.0,2675.3831385416665
0.050476905,-0.0083145965,0.41210938,13.957816,198,0.3369762897491455,6336,25344,213,0.09643239,145.5856637954712,500.0,2675.3831385416665
0.08110595,-0.011410203,0.47265625,13.983978,199,0.10878902673721313,6368,25472,198,0.049174942,146.18705558776855,500.0,2675.3831385416665
0.04612231,-0.01380802,0.421875,13.978871,200,0.3631477952003479,6400,25600,213,0.05627385,146.83258485794067,500.0,2675.3831385416665
0.08206855,-0.03070509,0.5390625,13.944236,201,0.6090281903743744,6432,25728,203,0.03764985,147.43275690078735,500.0,2675.3831385416665
0.062056765,0.0067699743,0.47460938,13.948259,202,0.38918036222457886,6464,25856,220,0.057728875,148.06236457824707,500.0,2675.3831385416665
0.08146972,-0.0043533877,0.5,13.948145,203,-1.3561210632324219,6496,25984,232,0.044731315,148.6441252231598,500.0,2675.3831385416665
