value_loss,explained_variance,nupdates,total_timesteps,policy_loss,policy_entropy,fps,ep_reward_mean,ep_len_mean
0.26557791233062744,0.05861330032348633,1,0,0.05478593707084656,9.932570457458496,111,,
0.2717152535915375,0.18492913246154785,100,13959,-0.2034532129764557,10.025162696838379,216,5.603526714285715,1000.0
0.5334032773971558,-0.23157072067260742,200,28059,-0.03157629817724228,10.024259567260742,225,9.30298957142857,1000.0
1.0210871696472168,-0.6835818290710449,300,42159,0.018223054707050323,10.046525001525879,233,11.983018642857143,1000.0
1.737796425819397,0.03636711835861206,400,56259,-0.1899665892124176,10.11125373840332,236,13.777743357142857,1000.0
2.3651368618011475,0.09353876113891602,500,70359,-0.3737276494503021,10.089522361755371,238,15.548013942857143,1000.0
4.197432518005371,-0.32562875747680664,600,84459,0.05167847126722336,10.163652420043945,240,18.126804892857145,1000.0
36.69130325317383,0.17133599519729614,700,98559,-0.06259777396917343,10.189457893371582,242,28.69274931632653,1000.0
112.7552261352539,0.0221518874168396,800,112659,-0.23131826519966125,10.232026100158691,244,54.24529605,1000.0
148.85902404785156,-1.7044763565063477,900,126759,-0.12221400439739227,10.272282600402832,244,82.63593312,1000.0
56.377166748046875,-149.75242614746094,1000,140859,0.25376689434051514,10.314377784729004,246,112.37642655999998,1000.0
222.6905059814453,-4.501631259918213,1100,154959,0.3492864966392517,10.331559181213379,248,153.80005414,1000.0
409.54071044921875,0.06083709001541138,1200,169059,-0.06440048664808273,10.365117073059082,249,222.8444098,1000.0
415.8268127441406,0.2013358473777771,1300,183159,0.09614475816488266,10.373636245727539,249,304.11409388,1000.0
743.2959594726562,0.09131544828414917,1400,197259,0.04883076995611191,10.379701614379883,250,414.0977598200001,1000.0
432.6220703125,0.16653001308441162,1500,211359,-0.371013343334198,10.396271705627441,250,485.90118565000006,1000.0
580.7237548828125,0.0019307136535644531,1600,225459,-0.03164634853601456,10.408574104309082,250,557.25171128,1000.0
1010.4548950195312,0.10494047403335571,1700,239559,-0.09002907574176788,10.426915168762207,250,623.8160999899999,1000.0
221.9642333984375,-68.24838256835938,1800,253659,0.19643712043762207,10.436506271362305,249,652.65398204,1000.0
1167.3699951171875,0.03149610757827759,1900,267759,-0.05423498526215553,10.45930290222168,250,734.21541272,1000.0
882.437255859375,-0.3671492338180542,2000,281859,-0.1769215166568756,10.474827766418457,251,836.7804486599999,1000.0
1049.4100341796875,-0.03899228572845459,2100,295959,0.2408914864063263,10.476499557495117,251,879.50992152,1000.0
1548.143798828125,-6.97245979309082,2200,310059,-0.06844490766525269,10.496109962463379,252,951.70043457,1000.0
1354.0997314453125,0.16303908824920654,2300,324159,0.07465583831071854,10.51982593536377,253,1036.8570052300001,1000.0
1465.849609375,-8.18709659576416,2400,338259,-0.2262023389339447,10.531709671020508,253,1140.2370641700002,1000.0
1525.0465087890625,0.20983147621154785,2500,352359,-0.23859573900699615,10.544363021850586,254,1309.70196855,1000.0
1604.7166748046875,0.15016871690750122,2600,366459,-0.1942746639251709,10.555479049682617,254,1436.95794947,1000.0
1364.104248046875,0.19380611181259155,2700,380559,-0.3125518560409546,10.575773239135742,255,1523.2633122199998,1000.0
1902.6500244140625,0.17183130979537964,2800,394659,0.12539204955101013,10.590421676635742,255,1653.43272768,1000.0
1862.480224609375,0.0668523907661438,2900,408759,-0.09327849745750427,10.59479808807373,256,1735.49834806,1000.0
1425.225830078125,0.11948537826538086,3000,422859,-0.1845986247062683,10.600851058959961,257,1886.6243811400002,1000.0
1806.7056884765625,0.09286510944366455,3100,436959,0.20750132203102112,10.605653762817383,257,2014.82496734,1000.0
2084.9072265625,0.17199796438217163,3200,451059,-0.012327775359153748,10.611546516418457,257,2122.77748572,1000.0
2365.319580078125,0.1990315318107605,3300,465159,-0.1770407259464264,10.614197731018066,258,2276.15138377,1000.0
2475.791748046875,0.018067598342895508,3400,479259,-0.18237841129302979,10.620664596557617,259,2396.93273292,1000.0
2508.865234375,0.180833637714386,3500,493359,-0.2598492503166199,10.624410629272461,259,2559.1387287800003,1000.0
2698.037353515625,0.15105611085891724,3600,507459,0.12384745478630066,10.63092041015625,260,2696.5491924099997,1000.0
3189.6923828125,0.07267886400222778,3700,521559,-0.41705945134162903,10.639005661010742,260,2823.8966118499998,1000.0
2226.34326171875,0.36122238636016846,3800,535659,0.1731407195329666,10.641889572143555,260,2868.53562569,1000.0
2661.97900390625,0.1540447473526001,3900,549759,-0.16419830918312073,10.640707015991211,260,2897.0488084999997,1000.0
2931.278076171875,0.014242887496948242,4000,563859,-0.029027491807937622,10.656825065612793,261,2956.1115926299994,1000.0
3814.063720703125,0.06692391633987427,4100,577959,-0.15508218109607697,10.66343879699707,261,2998.74584327,1000.0
3672.216796875,0.17532455921173096,4200,592059,-0.03261081874370575,10.672938346862793,261,2999.7449731899997,1000.0
3679.228271484375,0.0023716092109680176,4300,606159,-0.12224424630403519,10.67970085144043,262,3058.140996,1000.0
4086.101806640625,-1.2159347534179688e-05,4400,620259,-0.3468833267688751,10.682719230651855,262,3125.06153627,1000.0
4212.7392578125,0.13034874200820923,4500,634359,-0.06793351471424103,10.689026832580566,263,3164.1083530799992,1000.0
4272.7412109375,0.04256486892700195,4600,648459,-0.17726996541023254,10.693995475769043,263,3279.4454930800002,1000.0
4592.02294921875,0.009399116039276123,4700,662559,0.17335715889930725,10.70277214050293,263,3367.390467020001,1000.0
4730.69580078125,0.2056298851966858,4800,676659,-0.006134986877441406,10.710719108581543,263,3372.5252070300003,1000.0
5258.36279296875,0.06126570701599121,4900,690759,-0.03324844688177109,10.721894264221191,264,3446.41937481,1000.0
5959.34130859375,0.24046647548675537,5000,704859,-0.30792567133903503,10.72474479675293,264,3451.5757331299997,1000.0
5106.302734375,-1.823902130126953e-05,5100,718959,-0.019299305975437164,10.726731300354004,265,3490.494696880001,1000.0
5429.3603515625,0.028722763061523438,5200,733059,-0.0662805587053299,10.73149299621582,265,3513.1507680500004,1000.0
5065.07861328125,5.4836273193359375e-05,5300,747159,0.0544845312833786,10.73890495300293,265,3534.0489494999993,1000.0
4430.95556640625,-0.3803379535675049,5400,761259,-0.40248358249664307,10.749771118164062,265,3495.13119414,1000.0
7229.45361328125,0.1759345531463623,5500,775359,0.000364154577255249,10.757725715637207,265,3559.128011770001,1000.0
5967.5771484375,0.09652161598205566,5600,789459,0.04505646973848343,10.758809089660645,265,3547.81002789,1000.0
6820.650390625,0.12530499696731567,5700,803559,-0.011302359402179718,10.764872550964355,266,3568.0419945199997,1000.0
6542.78369140625,0.0001342296600341797,5800,817659,-0.058364979922771454,10.769267082214355,266,3630.58891853,1000.0
8581.8056640625,-0.00011360645294189453,5900,831759,-0.2704864740371704,10.774229049682617,266,3722.1229411100003,1000.0
6626.068359375,-0.24008941650390625,6000,845859,-0.010861195623874664,10.774687767028809,266,3720.9325340999994,1000.0
8208.0048828125,0.003316938877105713,6100,859959,-0.23045992851257324,10.783080101013184,267,3828.22775631,1000.0
9320.6171875,0.00030040740966796875,6200,874059,-0.030553653836250305,10.785588264465332,267,3914.8812556499997,1000.0
9219.177734375,6.556510925292969e-06,6300,888159,-0.16782473027706146,10.798035621643066,267,3992.0489336500004,1000.0
10860.9873046875,-1.5139579772949219e-05,6400,902259,-0.07607804238796234,10.804856300354004,267,4050.18028012,1000.0
11237.51171875,-3.7670135498046875e-05,6500,916359,0.09759218990802765,10.819458961486816,268,4078.0942234399995,1000.0
10020.337890625,-0.6913444995880127,6600,930459,-0.1673891246318817,10.822794914245605,268,4067.6588843,1000.0
