value_loss,explained_variance,nupdates,total_timesteps,policy_loss,policy_entropy,fps,ep_reward_mean,ep_len_mean
11339.955078125,0.05907684564590454,6700,944559,-0.04946852847933769,10.830933570861816,268,4128.11822557,1000.0
11707.158203125,0.09480422735214233,6800,958659,0.010645933449268341,10.839798927307129,268,4135.549615669999,1000.0
13202.0908203125,-3.814697265625e-06,6900,972759,-0.022634834051132202,10.844117164611816,268,4142.8523009,1000.0
13454.017578125,8.529424667358398e-05,7000,986859,-0.03751528263092041,10.843235969543457,269,4169.99490249,1000.0
13049.333984375,0.19886010885238647,7100,1000959,0.200539231300354,10.848536491394043,269,4164.78002507,1000.0
13085.826171875,-0.25973594188690186,7200,1015059,-0.2303968220949173,10.857253074645996,269,4149.15270566,1000.0
15325.9052734375,0.183962881565094,7300,1029159,-0.2643461227416992,10.862730979919434,269,4195.83052043,1000.0
15908.1015625,0.18786174058914185,7400,1043259,-0.23235714435577393,10.864253044128418,269,4148.62767521,1000.0
16228.525390625,0.03255176544189453,7500,1057359,-0.35710906982421875,10.86674976348877,269,4156.78373255,1000.0
16329.8857421875,0.0001443624496459961,7600,1071459,-0.13495980203151703,10.871198654174805,270,4168.697431729999,1000.0
16806.27734375,0.02418828010559082,7700,1085559,-0.1462762951850891,10.877103805541992,270,4169.54449486,1000.0
17174.65625,-0.008619308471679688,7800,1099659,-0.10657718032598495,10.882463455200195,270,4217.28029935,1000.0
15979.2763671875,1.913309097290039e-05,7900,1113759,-0.2877688407897949,10.892851829528809,270,4256.510958620001,1000.0
17292.603515625,-0.0003014802932739258,8000,1127859,0.012008421123027802,10.893233299255371,270,4200.3457181700005,1000.0
14371.6220703125,-1.0264203548431396,8100,1141959,-0.29210636019706726,10.89897632598877,270,4212.63092207,1000.0
17864.759765625,-0.007926225662231445,8200,1156059,-0.13938653469085693,10.910415649414062,270,4223.22990198,1000.0
16795.162109375,-1.595184087753296,8300,1170159,0.03966584801673889,10.916960716247559,270,4233.122358089999,1000.0
17543.40625,-2.10072922706604,8400,1184259,-0.19394353032112122,10.921858787536621,271,4192.12752683,1000.0
17615.4296875,-4.887580871582031e-05,8500,1198359,-0.17429181933403015,10.922307014465332,271,4207.108489470001,1000.0
18412.208984375,-1.2289214134216309,8600,1212459,0.08259539306163788,10.924238204956055,271,4171.29658931,1000.0
21395.583984375,-5.7697296142578125e-05,8700,1226559,0.03349816054105759,10.927412986755371,271,4288.670083090001,1000.0
19697.2109375,3.713369369506836e-05,8800,1240659,-0.22565890848636627,10.936650276184082,271,4326.1632745,1000.0
22066.904296875,-0.0004826784133911133,8900,1254759,-0.049302708357572556,10.951051712036133,271,4397.4486436,1000.0
21684.52734375,0.24232232570648193,9000,1268859,-0.10731054842472076,10.949204444885254,271,4463.66703658,1000.0
18930.365234375,-4.935264587402344e-05,9100,1282959,-0.1817048043012619,10.947667121887207,272,4534.08795333,1000.0
23247.560546875,0.13474494218826294,9200,1297059,0.13905054330825806,10.950724601745605,272,4581.74371088,1000.0
23452.5859375,0.20853376388549805,9300,1311159,-0.05581393837928772,10.950986862182617,272,4670.5119933099995,1000.0
25547.12109375,-0.0043097734451293945,9400,1325259,-0.1585235297679901,10.949843406677246,272,4725.887509750001,1000.0
22050.251953125,0.25982606410980225,9500,1339359,0.012915298342704773,10.94762134552002,272,4825.00493466,1000.0
20764.03515625,-3.0517578125e-05,9600,1353459,-0.30556339025497437,10.948180198669434,273,4916.0581683,1000.0
23900.466796875,-2.849102020263672e-05,9700,1367559,-0.14349542558193207,10.94926929473877,273,5004.3103264500005,1000.0
22902.740234375,4.0411949157714844e-05,9800,1381659,-0.06479881703853607,10.952973365783691,273,5160.052542199999,1000.0
25323.486328125,0.18483388423919678,9900,1395759,-0.283521831035614,10.956709861755371,273,5294.83783846,1000.0
22309.69140625,-1.2040138244628906e-05,10000,1409859,-0.06459202617406845,10.960881233215332,273,5463.45203151,1000.0
22700.068359375,-5.9604644775390625e-06,10100,1423959,0.012094736099243164,10.962372779846191,273,5591.8341962700015,1000.0
24398.84375,3.5822391510009766e-05,10200,1438059,-0.23115479946136475,10.97081470489502,274,5704.430606239999,1000.0
27016.15234375,0.24369877576828003,10300,1452159,-0.26427942514419556,10.970550537109375,274,5758.049745169999,1000.0
28036.6328125,0.18698829412460327,10400,1466259,-0.033773645758628845,10.969664573669434,274,5873.574596439999,1000.0
25531.525390625,-2.6226043701171875e-06,10500,1480359,0.06246457248926163,10.975743293762207,274,5947.62225665,1000.0
26205.83984375,-4.5299530029296875e-06,10600,1494459,0.04196837544441223,10.979090690612793,274,5995.886802250001,1000.0
26515.2421875,-4.0531158447265625e-06,10700,1508559,-0.08147906512022018,10.982314109802246,274,6041.8507063,1000.0
28873.025390625,6.026029586791992e-05,10800,1522659,-0.06563816964626312,10.985920906066895,274,6101.350704140001,1000.0
29602.453125,0.22169506549835205,10900,1536759,-0.01949792355298996,10.991333961486816,274,6170.45373004,1000.0
29616.37890625,2.2470951080322266e-05,11000,1550859,0.021530330181121826,10.992894172668457,275,6239.007361249999,1000.0
29011.5703125,-5.364418029785156e-06,11100,1564959,-0.06295842677354813,10.99879264831543,275,6227.67169787,1000.0
29780.552734375,3.17692756652832e-05,11200,1579059,0.0629405826330185,11.0029296875,275,6319.99220543,1000.0
32869.28515625,0.0005263686180114746,11300,1593159,0.07334696501493454,11.003911018371582,275,6358.5112899999995,1000.0
31430.34375,5.0067901611328125e-06,11400,1607259,-0.16555865108966827,11.008488655090332,275,6379.089659329999,1000.0
35005.78515625,0.25739872455596924,11500,1621359,-0.10660045593976974,11.010157585144043,275,6407.39019834,1000.0
34972.04296875,0.26223379373550415,11600,1635459,-0.23609450459480286,11.013534545898438,275,6438.864056369999,1000.0
34942.2265625,0.010281801223754883,11700,1649559,-0.08558087050914764,11.017441749572754,275,6450.119616719999,1000.0
33442.3125,2.6226043701171875e-06,11800,1663659,-0.12448196858167648,11.01826286315918,275,6495.105859610002,1000.0
33623.65625,-7.152557373046875e-07,11900,1677759,-0.4214450418949127,11.021819114685059,276,6505.62359285,1000.0
36883.63671875,5.0187110900878906e-05,12000,1691859,-0.05993610620498657,11.024918556213379,276,6463.48443217,1000.0
36072.6171875,2.8014183044433594e-06,12100,1705959,-0.4239445626735687,11.02910041809082,276,6504.419367950001,1000.0
35821.328125,7.748603820800781e-07,12200,1720059,-0.08065985143184662,11.037476539611816,276,6543.13769812,1000.0
36654.79296875,2.9325485229492188e-05,12300,1734159,-0.13610124588012695,11.046467781066895,276,6532.86457349,1000.0
38025.2578125,0.22236371040344238,12400,1748259,-0.28968048095703125,11.053364753723145,276,6605.57800668,1000.0
37589.62109375,5.662441253662109e-06,12500,1762359,-0.05607566982507706,11.058039665222168,276,6660.712119709999,1000.0
38505.6875,4.172325134277344e-07,12600,1776459,-0.04043438285589218,11.065293312072754,276,6671.74490974,1000.0
38960.07421875,2.384185791015625e-06,12700,1790559,-0.13105745613574982,11.067397117614746,276,6734.899169659999,1000.0
40675.60546875,0.0011758804321289062,12800,1804659,-0.1430004984140396,11.068358421325684,276,6735.78425815,1000.0
41374.7734375,2.384185791015625e-07,12900,1818759,0.07017997652292252,11.070784568786621,277,6754.41914453,1000.0
43179.08984375,-0.017261385917663574,13000,1832859,-0.059560492634773254,11.077422142028809,277,6771.100378929999,1000.0
42179.2890625,2.980232238769531e-07,13100,1846959,0.015452668070793152,11.078608512878418,277,6745.608409879999,1000.0
45259.98046875,8.255243301391602e-05,13200,1861059,0.07793018966913223,11.085569381713867,277,6718.73346029,1000.0
43686.14453125,1.8715858459472656e-05,13300,1875159,-0.3187442123889923,11.087905883789062,277,6733.00437452,1000.0
46826.6015625,0.0003694891929626465,13400,1889259,-0.17626067996025085,11.087370872497559,277,6641.053275890001,1000.0
45780.328125,0.00017112493515014648,13500,1903359,0.12177810817956924,11.095930099487305,277,6659.203671789999,1000.0
46761.37890625,-2.5033950805664062e-06,13600,1917459,-0.07788161933422089,11.102447509765625,277,6697.28992079,1000.0
50744.64453125,0.04679840803146362,13700,1931559,-0.13543421030044556,11.105378150939941,278,6715.2562840599985,1000.0
50384.18359375,6.812810897827148e-05,13800,1945659,-0.067832812666893,11.110625267028809,278,6712.256856000001,1000.0
43113.81640625,-1.8065412044525146,13900,1959759,0.06682741641998291,11.110167503356934,278,6693.044968060001,1000.0
43892.28125,-1.0091121196746826,14000,1973859,0.14795362949371338,11.112092018127441,278,6632.746824070001,1000.0
51134.12109375,-4.76837158203125e-07,14100,1987959,-0.1967577338218689,11.112793922424316,278,6751.405568960001,1000.0
51630.65234375,1.430511474609375e-06,14200,2002059,0.057322099804878235,11.11607551574707,279,6758.228837649999,1000.0
