explained_variance,total_timesteps,value_loss,nupdates,fps,policy_entropy,policy_loss,ep_reward_mean,ep_len_mean
-0.0017534494400024414,575019,5.756687641143799,7100,244,9.789519309997559,-0.058174438774585724,96221.80829893998,1000.0
0.016772925853729248,583119,5.769336223602295,7200,244,9.814727783203125,-0.22339026629924774,96613.25326887,1000.0
0.00527423620223999,591219,5.770856857299805,7300,244,9.801841735839844,-0.29833200573921204,96848.23000308001,1000.0
0.004941165447235107,599319,5.924403190612793,7400,245,9.772787094116211,-0.3138338029384613,96768.89102298999,1000.0
-0.006911635398864746,607419,5.784248352050781,7500,245,9.75885009765625,0.2581603229045868,96810.70435632003,1000.0
0.005979299545288086,615519,5.942131996154785,7600,245,9.785553932189941,-0.06494371592998505,96796.97798019,1000.0
-0.005861043930053711,623619,5.838275909423828,7700,245,9.806747436523438,0.1364683210849762,96869.46995869999,1000.0
0.015189826488494873,631719,5.901518821716309,7800,246,9.834013938903809,0.03548114001750946,97003.03638601003,1000.0
0.007414519786834717,639819,5.914438247680664,7900,246,9.835981369018555,0.37658149003982544,97172.44115281,1000.0
-0.016194462776184082,647919,6.036325454711914,8000,246,9.848761558532715,-0.17319154739379883,97219.26486999,1000.0
-0.011616706848144531,656019,6.099706649780273,8100,246,9.7999906539917,-0.592900812625885,97430.32845162001,1000.0
-0.013018608093261719,664119,6.019417762756348,8200,246,9.811700820922852,0.2162952870130539,97559.42466373002,1000.0
-0.0022889375686645508,672219,6.043619632720947,8300,247,9.851409912109375,-0.19185253977775574,97650.17920196001,1000.0
-0.0011290311813354492,680319,6.0484514236450195,8400,247,9.849265098571777,-0.07661822438240051,97774.79228291,1000.0
-0.0009058713912963867,688419,6.119616508483887,8500,247,9.904768943786621,-0.1344648152589798,97795.21763773,1000.0
-0.033817172050476074,696519,6.137420654296875,8600,247,9.9576997756958,-0.10494491457939148,97758.46722696001,1000.0
0.009325146675109863,704619,6.088967323303223,8700,247,9.971120834350586,-0.20787616074085236,97826.33655883,1000.0
-0.010030984878540039,712719,6.144413948059082,8800,247,10.013631820678711,-0.049865998327732086,97829.66601835,1000.0
-0.013936877250671387,720819,6.267028331756592,8900,248,10.007399559020996,-0.3186185359954834,97869.00329123998,1000.0
0.02299278974533081,728919,6.133721828460693,9000,248,10.046002388000488,-0.17086803913116455,97830.11733794998,1000.0
-0.009478926658630371,737019,6.242217063903809,9100,248,10.090278625488281,0.1325627714395523,97847.13756618001,1000.0
-0.023407340049743652,745119,6.244805812835693,9200,248,10.067598342895508,-0.17124047875404358,97842.21600187002,1000.0
-0.0399627685546875,753219,6.208209991455078,9300,248,10.042708396911621,-0.39461231231689453,97808.94343461002,1000.0
0.01718318462371826,761319,6.243243217468262,9400,248,10.068893432617188,-0.3651679456233978,97819.80952010998,1000.0
0.007812678813934326,769419,6.1966142654418945,9500,249,10.098215103149414,-0.2852928340435028,97899.82707052,1000.0
-0.00451207160949707,777519,6.273703098297119,9600,249,10.129265785217285,-0.00978212058544159,97854.90336583002,1000.0
-0.014787673950195312,785619,6.253175258636475,9700,249,10.185647964477539,-0.44998908042907715,97937.30074692998,1000.0
-0.015154480934143066,793719,6.240659236907959,9800,249,10.190558433532715,0.060523465275764465,98026.04233436,1000.0
0.01842743158340454,801819,6.360228061676025,9900,249,10.177156448364258,-0.1672181785106659,98214.12041920003,1000.0
-0.032341599464416504,809919,6.344111919403076,10000,249,10.157761573791504,-0.2540833353996277,98208.96595607999,1000.0
-0.009187459945678711,818019,6.411405086517334,10100,249,10.165824890136719,0.09261374920606613,98187.20800323,1000.0
0.007419884204864502,826119,6.345617294311523,10200,249,10.20350456237793,-0.09628157317638397,98193.20523189002,1000.0
0.007116258144378662,834219,6.448670387268066,10300,249,10.257330894470215,-0.05632773041725159,98154.56481591999,1000.0
0.0007895827293395996,842319,6.469282627105713,10400,250,10.282822608947754,-0.2129356563091278,98121.36170549998,1000.0
0.010347068309783936,850419,6.490723609924316,10500,250,10.311308860778809,0.1663549244403839,98072.76609488,1000.0
0.012531101703643799,858519,6.502235412597656,10600,250,10.339476585388184,0.11731427907943726,98119.82407697002,1000.0
-0.008174657821655273,866619,6.51965856552124,10700,250,10.368749618530273,-0.08334223926067352,98094.72030714,1000.0
0.013961255550384521,874719,6.51755428314209,10800,250,10.363221168518066,0.2119864821434021,98022.84353219002,1000.0
-0.0023726224899291992,882819,6.558691501617432,10900,250,10.4013090133667,0.22068887948989868,98107.86147951,1000.0
0.010038793087005615,890919,6.449643611907959,11000,250,10.414031028747559,-0.2114691138267517,98056.55468567999,1000.0
-0.0025911331176757812,899019,6.399694442749023,11100,251,10.45573616027832,-0.16274493932724,97974.75436762001,1000.0
-0.007104635238647461,907119,6.405148983001709,11200,251,10.497535705566406,-0.11071079969406128,97968.48348024,1000.0
0.00867539644241333,915219,6.368210792541504,11300,251,10.502228736877441,-0.23903894424438477,97890.54602398,1000.0
-0.021149516105651855,923319,6.276894569396973,11400,251,10.511878967285156,-0.21006733179092407,97960.83044430999,1000.0
0.013171255588531494,931419,6.304444789886475,11500,251,10.511300086975098,-0.21428415179252625,98063.03723107,1000.0
0.004623591899871826,939519,6.1788225173950195,11600,251,10.514128684997559,0.0010536909103393555,98105.49385984002,1000.0
-0.0011737346649169922,947619,6.2934794425964355,11700,251,10.525453567504883,-0.29271838068962097,98186.85385853001,1000.0
0.001690208911895752,955719,6.221632957458496,11800,251,10.526314735412598,-0.5419756174087524,98243.29103402002,1000.0
0.009954512119293213,963819,6.182002067565918,11900,251,10.52960205078125,-0.4715973138809204,98239.4675892,1000.0
-0.00019681453704833984,971919,6.159331321716309,12000,251,10.529616355895996,-0.04849734902381897,98303.29163125,1000.0
0.010439157485961914,980019,6.196262359619141,12100,252,10.538900375366211,-0.20607750117778778,98356.04808789001,1000.0
-0.007399916648864746,988119,6.072915554046631,12200,252,10.538660049438477,-0.17618733644485474,98459.37088202,1000.0
-0.005747079849243164,996219,6.109189033508301,12300,252,10.541402816772461,0.319118857383728,98571.4911527,1000.0
-0.01051318645477295,1004319,6.118232727050781,12400,252,10.54720401763916,-0.22398871183395386,98729.24137599,1000.0
0.010828077793121338,1012419,6.028932094573975,12500,252,10.548758506774902,-0.3628065884113312,98840.13348970002,1000.0
