fps,nupdates,total_timesteps,explained_variance,policy_entropy,value_loss,policy_loss,ep_len_mean,ep_reward_mean
171,1,0,-0.07030785083770752,4.2568159103393555,5.180572032928467,-0.19004370272159576,,
299,100,13959,0.5872431397438049,2.7981364727020264,0.07828211784362793,-0.07077671587467194,1001.0,3162.4281602857145
251,200,28059,0.01727759838104248,2.630279779434204,0.10410799086093903,-0.13775864243507385,1001.0,4100.703895761905
237,300,42159,0.6983063817024231,2.514721393585205,0.008320948109030724,-0.005833461880683899,1001.0,5202.875594114286
232,400,56259,0.9784483890980482,2.555478572845459,0.00013497949112206697,0.0655072033405304,1001.0,3865.4880413469386
229,500,70359,0.7493882179260254,2.630446195602417,0.007635962218046188,0.12187657505273819,1001.0,3006.5086205396824
227,600,84459,0.6015740036964417,2.675123929977417,0.004011738114058971,0.04497528448700905,1001.0,2460.963003311688
225,700,98559,0.8489241302013397,2.7208330631256104,0.0032892078161239624,-0.15052570402622223,1001.0,2099.6540817912087
224,800,112659,0.42340534925460815,2.7391788959503174,0.004600278101861477,-0.01290192548185587,1001.0,1771.0395493599997
223,900,126759,0.6943839490413666,2.6783711910247803,0.020282557234168053,-0.13137400150299072,1001.0,1293.5375003400002
222,1000,140859,0.9574452675879002,2.613495349884033,0.010557696223258972,-0.22917109727859497,1001.0,596.2132968000001
190,1100,154959,0.9717039223760366,2.490508794784546,0.025393225252628326,-0.062154822051525116,1001.0,873.5717908400001
184,1200,169059,0.9896126994863153,2.4184603691101074,0.016545481979846954,-0.11343853175640106,1001.0,1562.8180047600001
187,1300,183159,0.9444360174238682,2.2876381874084473,0.06333282589912415,-0.2100946307182312,1001.0,2426.75324924
189,1400,197259,0.4787103533744812,2.1458420753479004,0.163071408867836,-0.2078987956047058,1001.0,3858.7571429699997
190,1500,211359,-0.027872323989868164,1.9471698999404907,0.1228920966386795,-0.15559804439544678,1001.0,6044.917059630001
192,1600,225459,0.03156161308288574,1.7502245903015137,0.05851232632994652,-0.27315518260002136,1001.0,8558.429081580001
193,1700,239559,0.3525180220603943,1.5191019773483276,0.06432948261499405,0.0010085711255669594,1001.0,11824.629367579999
195,1800,253659,0.4071018099784851,1.2535229921340942,0.05454104021191597,-0.32820039987564087,1001.0,16058.64535716
196,1900,267759,0.7614767402410507,0.9867247343063354,0.03088441863656044,-0.21248173713684082,1001.0,21047.786210360002
197,2000,281859,0.6744458675384521,0.677955687046051,0.026537328958511353,-0.3398989140987396,1001.0,27996.444855310005
198,2100,295959,0.914432555437088,0.3598394989967346,0.005545062478631735,-0.2488965392112732,1001.0,35738.36484455
199,2200,310059,0.9236121848225594,0.045598745346069336,0.005185279995203018,-0.313691109418869,1001.0,44413.678962000005
200,2300,324159,0.8660553842782974,-0.25307348370552063,0.005001391284167767,-0.29297447204589844,1001.0,54471.685462769994
200,2400,338259,0.9788239616900682,-0.45422980189323425,0.014980231411755085,-0.03718572109937668,1001.0,64533.39820159
201,2500,352359,0.9899330334737897,-0.6571168303489685,0.015525063499808311,-0.25061050057411194,1001.0,73770.03084937
202,2600,366459,0.6781842410564423,-0.8699902892112732,0.004205915145576,0.009398357011377811,1001.0,81940.89207813
202,2700,380559,0.7579551488161087,-1.0913231372833252,0.0006521681207232177,-0.15242944657802582,1001.0,90135.41694363
203,2800,394659,0.737497091293335,-1.2361583709716797,0.0013484053779393435,-0.11133506894111633,1001.0,97480.67628033
204,2900,408759,-0.18883860111236572,-1.4029923677444458,0.00040949482354335487,-0.017455197870731354,1001.0,103039.24000815002
204,3000,422859,0.24063760042190552,-1.5399209260940552,0.0007316022529266775,-0.21988530457019806,1001.0,107121.29671976002
205,3100,436959,0.6170700490474701,-1.6675896644592285,0.00014135082892607898,-0.09551110863685608,1001.0,110296.81814031997
205,3200,451059,0.6192461550235748,-1.7665976285934448,0.00013014268188271672,0.1263483613729477,1001.0,113519.39203647999
206,3300,465159,0.06408131122589111,-1.8671857118606567,0.00043331971392035484,-0.08808252215385437,1001.0,116719.07710445998
206,3400,479259,0.9998728630307596,-1.8934367895126343,0.00021856834064237773,0.023777397349476814,1001.0,114560.18027825998
207,3500,493359,0.9999245301878545,-1.9607805013656616,0.00016936106840148568,0.007633564993739128,1001.0,108079.07497529
207,3600,507459,0.9997361381829251,-1.9796297550201416,0.0005419366643764079,0.019292457029223442,1001.0,100456.99651502
207,3700,521559,0.9997871525847586,-2.0020997524261475,0.00028649609885178506,0.03308434784412384,1001.0,89063.93503979
208,3800,535659,0.9998181809787638,-2.079296112060547,0.00018776897923089564,0.05662447214126587,1001.0,78560.12992183998
208,3900,549759,0.9999114465608727,-2.1324048042297363,0.00012517930008471012,0.0032229069620370865,1001.0,75257.74606408001
209,4000,563859,0.9999298355542123,-2.1747591495513916,0.00010048508556792513,0.14378221333026886,1001.0,69467.38398734
209,4100,577959,0.9999426403664984,-2.203493356704712,8.749147673370317e-05,-0.2810734808444977,1001.0,62535.41103815999
209,4200,592059,0.9999542575060332,-2.2475225925445557,6.396832031896338e-05,0.0657849833369255,1001.0,61592.41643823999
210,4300,606159,0.9999202811522991,-2.3223788738250732,9.395906090503559e-05,0.1002056822180748,1001.0,64149.864902849986
210,4400,620259,0.9999768183624838,-2.3309102058410645,3.2958516385406256e-05,0.08953569829463959,1001.0,70515.66088745
210,4500,634359,0.9999691338671255,-2.3800158500671387,4.069038914167322e-05,0.01582503877580166,1001.0,71957.99234619999
211,4600,648459,0.999964144306432,-2.3850033283233643,2.553206832089927e-05,-0.04448316991329193,1001.0,72168.79369677
211,4700,662559,-2.7057077884674072,-2.4156041145324707,6.472229870269075e-05,-0.04650066792964935,1001.0,64716.98501548001
211,4800,676659,0.9999781668320793,-2.465305805206299,3.400096102268435e-05,-0.1546436995267868,1001.0,70984.58922990001
211,4900,690759,0.999943984363199,-2.5358774662017822,8.898690430214629e-05,0.0060975030064582825,1001.0,74744.06499612
212,5000,704859,0.999536762421485,-2.5635294914245605,0.0006693151080980897,-0.054740868508815765,1001.0,72236.380457
212,5100,718959,0.9998485541291302,-2.577955961227417,0.0002694128779694438,-0.07817276567220688,1001.0,65971.92546889
212,5200,733059,0.9999216182477539,-2.6058387756347656,0.00010837584704859182,-0.1046491265296936,1001.0,68478.21650998999
212,5300,747159,0.9999436864818563,-2.627164363861084,9.618044714443386e-05,0.07034242898225784,1001.0,63343.84009401999
212,5400,761259,0.9999638052613591,-2.6814463138580322,8.229386730818078e-05,-0.0356595441699028,1001.0,65769.39351752
213,5500,775359,0.9999765749544167,-2.7207415103912354,3.9169804949779063e-05,0.15618883073329926,1001.0,65845.80067977
213,5600,789459,0.9999799160559633,-2.750365734100342,2.8033986382069997e-05,-0.1364668607711792,1001.0,63426.83700392
213,5700,803559,0.9999789478770253,-2.7936739921569824,2.965777093777433e-05,-0.015310721471905708,1001.0,62300.27810857
213,5800,817659,0.9999767710087326,-2.8130152225494385,2.747293547145091e-05,-0.0413883775472641,1001.0,66170.07568906
213,5900,831759,0.9999252344059641,-2.836719036102295,4.810265454580076e-05,-0.1034393310546875,1001.0,66160.12787864
214,6000,845859,0.999974123258653,-2.8571622371673584,3.595843008952215e-05,0.2058117538690567,1001.0,65044.76321471
214,6100,859959,0.9998920368088875,-2.8740551471710205,0.00017351756105199456,0.021709859371185303,1001.0,60118.34260706
214,6200,874059,0.9999599197908537,-2.894512176513672,7.40213508834131e-05,0.014600690454244614,1001.0,56308.08050779001
214,6300,888159,0.9999610425147694,-2.9273922443389893,8.545967284590006e-05,-0.03127897530794144,1001.0,56207.95187118
214,6400,902259,0.9999771896709717,-2.922050952911377,1.4966313756303862e-05,-0.157730370759964,1001.0,56187.49322606999
214,6500,916359,0.9999615624110447,-2.9338643550872803,2.7325510018272325e-05,-0.0638379454612732,1001.0,53515.62344318
215,6600,930459,0.9999757824771223,-2.9655544757843018,4.5817141653969884e-05,0.1016455590724945,1001.0,52272.26246127
215,6700,944559,0.9999817107927811,-3.0154407024383545,2.374642645008862e-05,-0.07161648571491241,1001.0,53557.35996319001
215,6800,958659,0.9999854073030292,-3.0418918132781982,1.9788869394687936e-05,0.09955315291881561,1001.0,59837.483629480004
215,6900,972759,0.9999415109414258,-3.086829662322998,6.480822048615664e-05,-0.12648959457874298,1001.0,61021.05073829001
215,7000,986859,0.9999553091365669,-3.0935511589050293,6.09436392551288e-05,-0.058815911412239075,1001.0,62394.124310729996
215,7100,1000959,0.9999674979044357,-3.135120153427124,4.470694329938851e-05,-0.014235679060220718,1001.0,62311.088352030005
215,7200,1015059,0.9999318173431675,-3.1594393253326416,7.132869359338656e-05,-0.4083954095840454,1001.0,66259.85721064
216,7300,1029159,0.9999653312224837,-3.2131435871124268,6.235247565200552e-05,0.045984793454408646,1001.0,67479.05546324
216,7400,1043259,0.9999906894554442,-3.232208490371704,1.0532349733693991e-05,0.08918306231498718,1001.0,67446.44596708
216,7500,1057359,0.9999693436766393,-3.259549140930176,4.500883733271621e-05,0.07910150289535522,1001.0,62343.69148453
216,7600,1071459,0.9999642444345227,-3.303450584411621,3.7263329431880265e-05,-0.18884451687335968,1001.0,63635.118099479994
216,7700,1085559,0.9999764926124044,-3.3328819274902344,3.3992462704190984e-05,-0.09778885543346405,1001.0,63592.376313229994
216,7800,1099659,0.9999543148333032,-3.376101493835449,6.65625702822581e-05,0.06517298519611359,1001.0,57373.56870869001
216,7900,1113759,0.9999749008893559,-3.390350103378296,3.7640958908014e-05,-0.0631907731294632,1001.0,56045.180168970015
216,8000,1127859,0.9999722005286458,-3.4351587295532227,3.9527109038317576e-05,-0.005220159888267517,1001.0,50981.909769909995
216,8100,1141959,0.9999499228215427,-3.4691972732543945,8.54554382385686e-05,0.16032670438289642,1001.0,55961.090670519996
217,8200,1156059,0.999963496975397,-3.5005452632904053,6.229512655409053e-05,-0.04713381081819534,1001.0,58515.93393808
217,8300,1170159,0.9999682425732317,-3.5232057571411133,6.607367686228827e-05,0.08421023935079575,1001.0,59920.81291418999
217,8400,1184259,0.9999787808028486,-3.5395278930664062,2.6083431293955073e-05,0.02715419791638851,1001.0,63671.14230794
217,8500,1198359,0.9999373620667029,-3.5552899837493896,5.43621790711768e-05,0.023828774690628052,1001.0,69999.60132013001
217,8600,1212459,0.9999934393890726,-3.5808868408203125,8.687202353030443e-06,0.09748408198356628,1001.0,68861.87143877
217,8700,1226559,0.9999201655737124,-3.6107091903686523,8.468281157547608e-05,0.18821687996387482,1001.0,72671.16744753
217,8800,1240659,0.9999688923380745,-3.6188814640045166,4.743664976558648e-05,0.16384027898311615,1001.0,73991.32362277
217,8900,1254759,0.9999854637108001,-3.6397664546966553,1.799645906430669e-05,-0.03441930189728737,1001.0,73980.61482070999
217,9000,1268859,0.9999653136401321,-3.6785342693328857,4.491830259212293e-05,-0.02851131558418274,1001.0,72602.83843506
217,9100,1282959,0.9999596046363877,-3.695265769958496,5.681758193532005e-05,0.013768451288342476,1001.0,73881.82068677
217,9200,1297059,0.9999816077797732,-3.6800014972686768,1.8771903341985308e-05,-0.018846780061721802,1001.0,68875.98475149
217,9300,1311159,0.9999639200905222,-3.6913788318634033,4.0479622839484364e-05,-0.00474659726023674,1001.0,65097.971035800016
