value_loss,nupdates,policy_entropy,fps,explained_variance,policy_loss,total_timesteps,ep_reward_mean,ep_len_mean
11.585490226745605,1,4.2568159103393555,53,-0.04654848575592041,0.08139295876026154,0,,
0.043144695460796356,100,4.256867408752441,107,-4.497491359710693,-0.12516500055789948,8019,578.88955575,1001.0
0.40069764852523804,200,4.256870269775391,106,0.060043394565582275,0.026573460549116135,16119,533.1553580000001,1001.0
0.059344686567783356,300,4.256881237030029,105,-0.576056957244873,0.10059348493814468,24219,535.15272745,1001.0
0.20041663944721222,400,4.256885528564453,105,-0.33324646949768066,0.14552780985832214,32319,529.1933223928571,1001.0
0.12545782327651978,500,4.25691556930542,105,-0.6442874670028687,-0.13970166444778442,40419,540.6943548333333,1001.0
0.12348459661006927,600,4.256942272186279,105,-0.7057175636291504,-0.1979590654373169,48519,531.5788072954546,1001.0
0.06896504014730453,700,4.256977081298828,105,-3.318580150604248,0.0061614736914634705,56619,535.0815888461537,1001.0
0.06452122330665588,800,4.2570037841796875,106,0.12453562021255493,-0.11867314577102661,64719,540.5983403,1001.0
0.037137992680072784,900,4.257057189941406,107,0.16351598501205444,0.09923098981380463,72819,559.4321166911766,1001.0
0.063454769551754,1000,4.257083892822266,107,-3.913499355316162,-0.07829034328460693,80919,571.3455569078947,1001.0
0.05090004950761795,1100,4.257095813751221,107,-0.16788196563720703,0.08642517775297165,89019,563.0796953333333,1001.0
0.0955256000161171,1200,4.2571120262146,108,-1.0183022022247314,-0.19712123274803162,97119,569.0234164130435,1001.0
0.031114894896745682,1300,4.257127285003662,108,-0.8756198883056641,-0.04701382294297218,105219,563.18523657,1001.0
0.0743841677904129,1400,4.257184028625488,108,-0.5100483894348145,-0.12881939113140106,113319,558.45618248,1001.0
0.2422974556684494,1500,4.257209300994873,108,0.012101173400878906,-0.045459091663360596,121419,547.2698607499999,1001.0
0.03560575470328331,1600,4.257229804992676,109,-2.3511037826538086,-0.2698191702365875,129519,546.53150949,1001.0
3.686127185821533,1700,4.257252216339111,109,-0.021952509880065918,0.04058060795068741,137619,544.3818618399999,1001.0
0.3674599528312683,1800,4.257252216339111,108,0.07819461822509766,-0.007188349962234497,145719,544.06035081,1001.0
0.04065385088324547,1900,4.257266521453857,108,-0.8909622430801392,-0.16126088798046112,153819,553.94713466,1001.0
0.0311351977288723,2000,4.257301330566406,108,-0.495988130569458,0.04094334691762924,161919,539.2810110099999,1001.0
0.04257228225469589,2100,4.257324695587158,108,-1.5291759967803955,-0.05213192477822304,170019,538.9699054700001,1001.0
0.05603308603167534,2200,4.257350921630859,107,-6.211935997009277,-0.12036378681659698,178119,530.75795336,1001.0
0.06771416962146759,2300,4.257357597351074,107,-0.27734804153442383,0.0276440791785717,186219,524.46280775,1001.0
0.8849369287490845,2400,4.257388591766357,107,0.08190244436264038,0.3177911043167114,194319,529.37363308,1001.0
0.028606286272406578,2500,4.257419586181641,107,-1.0909674167633057,-0.20911091566085815,202419,537.34562562,1001.0
0.96368807554245,2600,4.257423400878906,107,-0.18891668319702148,0.06427569687366486,210519,555.37905885,1001.0
0.12058641016483307,2700,4.257435321807861,107,-0.8007322549819946,0.20189300179481506,218619,563.41051908,1001.0
0.04602200537919998,2800,4.257442951202393,107,-2.531895875930786,-0.2121906876564026,226719,575.81422989,1001.0
0.8706096410751343,2900,4.257430553436279,106,-0.06953608989715576,-0.11002673208713531,234819,583.8574322600001,1001.0
0.06440119445323944,3000,4.257440090179443,106,-3.724588394165039,-0.10552377253770828,242919,582.8992896,1001.0
0.06069958955049515,3100,4.2574849128723145,106,-0.5619159936904907,0.1977413445711136,251019,597.30867645,1001.0
0.06567677855491638,3200,4.257499694824219,106,-0.044637203216552734,-0.10421096533536911,259119,588.1448825699999,1001.0
0.1687747985124588,3300,4.257519721984863,106,-0.1307055950164795,0.03775855153799057,267219,602.1364572199999,1001.0
0.06291915476322174,3400,4.257530212402344,106,-1.9170746803283691,0.18939827382564545,275319,604.3073976999999,1001.0
0.03503396362066269,3500,4.257557392120361,106,-1.6697847843170166,0.07125487923622131,283419,617.02221725,1001.0
0.11609947681427002,3600,4.257586479187012,106,-1.2670633792877197,-0.10405465960502625,291519,623.35267889,1001.0
0.24491682648658752,3700,4.257622241973877,106,-0.0008009672164916992,0.044066306203603745,299619,625.75129137,1001.0
0.0511237196624279,3800,4.257632732391357,106,-0.9470207691192627,-0.019475510343909264,307719,631.9445422299999,1001.0
0.08232446759939194,3900,4.257656097412109,106,-0.40299010276794434,0.04437350481748581,315819,611.2780933099999,1001.0
0.04583212733268738,4000,4.257691860198975,105,-0.1296466588973999,-0.027918798848986626,323919,605.9643244,1001.0
0.09930525720119476,4100,4.2577290534973145,105,-1.1599509716033936,-0.29472944140434265,332019,619.9576157600001,1001.0
0.32615548372268677,4200,4.257733345031738,105,0.0927467942237854,0.012541264295578003,340119,633.32797255,1001.0
0.1027253046631813,4300,4.25777006149292,105,-0.1739673614501953,-0.177512064576149,348219,628.43943112,1001.0
0.07039964199066162,4400,4.257800579071045,105,-0.3736424446105957,-0.12655800580978394,356319,631.97348105,1001.0
0.053639352321624756,4500,4.257856845855713,105,-1.5997447967529297,-0.26596274971961975,364419,635.56721823,1001.0
0.27393239736557007,4600,4.257862567901611,105,0.24179041385650635,0.23150773346424103,372519,611.88406573,1001.0
0.09938617050647736,4700,4.257896900177002,105,-2.589411973953247,-0.05750551074743271,380619,619.2693020199999,1001.0
0.08354069292545319,4800,4.257918834686279,105,-5.442875385284424,-0.1433451771736145,388719,625.9232392199999,1001.0
0.059133660048246384,4900,4.257938861846924,106,-1.1404950618743896,-0.07105221599340439,396819,597.99008573,1001.0
0.1093340516090393,5000,4.25796365737915,106,-0.12356734275817871,0.2353122979402542,404919,606.4636445699999,1001.0
0.03909135237336159,5100,4.257976055145264,106,-13.675769805908203,-0.044560741633176804,413019,633.00324906,1001.0
0.045649703592061996,5200,4.257972240447998,106,-2.3366575241088867,-0.0652054101228714,421119,630.4316452899999,1001.0
0.04671269655227661,5300,4.258017063140869,106,-0.9873338937759399,-0.02690834365785122,429219,620.0098875199999,1001.0
0.05245591327548027,5400,4.25803804397583,106,-1.5159130096435547,0.06341207772493362,437319,609.40090444,1001.0
0.05989382416009903,5500,4.258053302764893,106,-0.15665721893310547,-0.11444997787475586,445419,613.82481398,1001.0
0.10688605159521103,5600,4.258091449737549,106,-0.4714391231536865,0.052789460867643356,453519,605.90782011,1001.0
0.15019123256206512,5700,4.258113384246826,106,0.15715235471725464,0.02849131077528,461619,598.3668864199999,1001.0
0.34935954213142395,5800,4.258141040802002,106,-0.27749836444854736,0.20178145170211792,469719,596.7260128199999,1001.0
0.2708252966403961,5900,4.258163928985596,106,-0.18321573734283447,-0.22356337308883667,477819,581.92947485,1001.0
0.04248126968741417,6000,4.258155345916748,106,-4.174519062042236,-0.03814536705613136,485919,565.41980485,1001.0
0.036087021231651306,6100,4.258186340332031,106,-0.11833775043487549,0.015077535063028336,494019,578.1920289799999,1001.0
0.032103728502988815,6200,4.258209705352783,106,-10.228893280029297,0.05483235418796539,502119,572.71233383,1001.0
