time_elapsed,policy_entropy,policy_loss,total_timesteps,n_updates,fps,explained_variance,clipfrac,approxkl,value_loss,serial_timesteps,ep_reward_mean,ep_len_mean
56.136229276657104,9.680832,-0.010695194,10752,84,216,-0.7131686210632324,0.22460938,0.017929982,0.010274211,2688,1498.9340897,500.0
56.72677993774414,9.678531,-0.0396983,10880,85,214,0.12274408340454102,0.35742188,0.036912322,0.012434364,2720,1498.9340897,500.0
57.324363470077515,9.677582,-0.01471111,11008,86,222,0.07399159669876099,0.24414062,0.017617647,0.005359016,2752,1498.9340897,500.0
57.899216175079346,9.660648,-0.016754206,11136,87,208,-0.1570127010345459,0.25585938,0.019953009,0.0057149525,2784,1498.9340897,500.0
58.51312494277954,9.652245,-0.015377665,11264,88,243,0.07007908821105957,0.28320312,0.02052662,0.014385137,2816,1498.9340897,500.0
59.04019522666931,9.656357,-0.0230939,11392,89,258,-0.020197153091430664,0.2578125,0.02050212,0.002043754,2848,1498.9340897,500.0
59.535648822784424,9.678432,-0.008889465,11520,90,233,0.03218871355056763,0.24609375,0.01915013,0.0019601444,2880,1498.9340897,500.0
60.08354473114014,9.681372,-0.016598403,11648,91,233,0.04894816875457764,0.25585938,0.018193377,0.0027208955,2912,1498.9340897,500.0
60.63132619857788,9.663467,-0.0073540863,11776,92,224,0.21928733587265015,0.18945312,0.013512171,0.0016584181,2944,1498.9340897,500.0
61.20329689979553,9.649512,-0.01280612,11904,93,232,-0.20126092433929443,0.1640625,0.010566813,0.0020424044,2976,1498.9340897,500.0
61.75493669509888,9.640452,-0.026154809,12032,94,34,-0.29107165336608887,0.21875,0.01714334,1.2462398,3008,1847.9279474166667,500.0
65.46394062042236,9.649334,-0.03277419,12160,95,240,0.6476251780986786,0.1796875,0.015989324,0.006468531,3040,1847.9279474166667,500.0
65.99741053581238,9.661068,-0.019575182,12288,96,247,-0.16377019882202148,0.30273438,0.025074428,0.002464446,3072,1847.9279474166667,500.0
66.51634764671326,9.683298,-0.02771721,12416,97,204,-0.06368958950042725,0.33398438,0.027986916,0.0012700601,3104,1847.9279474166667,500.0
67.14385271072388,9.699367,-0.0061877556,12544,98,223,0.15048420429229736,0.13867188,0.0092076175,0.0026994578,3136,1847.9279474166667,500.0
67.71602630615234,9.701709,-0.023121227,12672,99,252,-0.28993451595306396,0.25390625,0.0173759,0.0017838888,3168,1847.9279474166667,500.0
68.22321391105652,9.707068,-0.014806301,12800,100,213,-0.1894012689590454,0.107421875,0.008045731,0.001658055,3200,1847.9279474166667,500.0
68.82431983947754,9.711412,-0.020662623,12928,101,229,0.03742605447769165,0.18359375,0.011246409,0.0037258654,3232,1847.9279474166667,500.0
69.3822431564331,9.701847,-0.0050104978,13056,102,226,-0.18215882778167725,0.24804688,0.015637778,0.0014119145,3264,1847.9279474166667,500.0
69.94904947280884,9.692573,-0.015591589,13184,103,221,0.0521925687789917,0.20117188,0.013661245,0.010294859,3296,1847.9279474166667,500.0
70.52736783027649,9.689155,-0.013071343,13312,104,214,0.09883147478103638,0.25585938,0.020984616,0.010869032,3328,1847.9279474166667,500.0
71.12331891059875,9.693544,-0.00034004194,13440,105,215,0.07441532611846924,0.22460938,0.01776993,0.009169469,3360,1847.9279474166667,500.0
71.71698427200317,9.689487,-0.009744464,13568,106,251,-0.15834486484527588,0.38085938,0.042402796,0.010113732,3392,1847.9279474166667,500.0
72.22641253471375,9.680754,-0.0119670015,13696,107,221,0.08471935987472534,0.30273438,0.0313908,0.006140129,3424,1847.9279474166667,500.0
72.80441689491272,9.683008,-0.013109706,13824,108,236,-0.3686833381652832,0.14257812,0.009658429,0.008161341,3456,1847.9279474166667,500.0
73.34690380096436,9.689173,-0.01587047,13952,109,256,0.2808254361152649,0.19335938,0.012614384,0.014139373,3488,1847.9279474166667,500.0
73.84694910049438,9.703757,-0.022906154,14080,110,32,-0.12417912483215332,0.21289062,0.013563386,1.0276123,3520,2164.353551142857,500.0
77.72878980636597,9.722137,-0.010271471,14208,111,213,0.4500967264175415,0.28320312,0.018557332,0.0116179185,3552,2164.353551142857,500.0
78.32861804962158,9.723112,-0.019970477,14336,112,223,-0.37727391719818115,0.25390625,0.020938832,0.0022959097,3584,2164.353551142857,500.0
78.90144228935242,9.724101,-0.0088591445,14464,113,216,0.12517505884170532,0.37109375,0.038819663,0.005588806,3616,2164.353551142857,500.0
79.4948217868805,9.715885,-0.013281541,14592,114,225,0.05253797769546509,0.33984375,0.032740787,0.035494857,3648,2164.353551142857,500.0
80.06259155273438,9.718685,-0.016991792,14720,115,203,0.07139605283737183,0.30664062,0.01987587,0.018418953,3680,2164.353551142857,500.0
80.69353103637695,9.717987,-0.023987198,14848,116,224,-0.03625786304473877,0.33398438,0.030568283,0.005835649,3712,2164.353551142857,500.0
81.26468276977539,9.699054,-0.013729956,14976,117,210,-0.07664525508880615,0.18554688,0.013080062,0.0044749347,3744,2164.353551142857,500.0
81.8720314502716,9.666981,-0.0039999513,15104,118,225,-0.008554220199584961,0.19726562,0.012297659,0.019564426,3776,2164.353551142857,500.0
82.4402060508728,9.64224,-0.011189222,15232,119,209,-0.03633284568786621,0.2109375,0.015897878,0.011468335,3808,2164.353551142857,500.0
83.05200743675232,9.631289,-0.017518248,15360,120,209,-0.051894426345825195,0.22070312,0.017517043,0.0036375,3840,2164.353551142857,500.0
83.66445684432983,9.637376,-0.0073086633,15488,121,197,0.03528624773025513,0.20898438,0.01416832,0.018911982,3872,2164.353551142857,500.0
84.31385946273804,9.645997,-0.02062989,15616,122,198,-0.017093300819396973,0.25976562,0.019971523,0.0027388253,3904,2164.353551142857,500.0
84.95786118507385,9.646789,-0.0023363503,15744,123,201,-0.007608890533447266,0.24414062,0.015096044,0.007933281,3936,2164.353551142857,500.0
85.59397292137146,9.633987,-0.008967862,15872,124,244,-0.003118276596069336,0.18359375,0.012006346,0.014139321,3968,2164.353551142857,500.0
86.1172742843628,9.632417,-0.007757028,16000,125,34,-0.015375971794128418,0.24023438,0.015295514,1.5925157,4000,2554.64477909375,500.0
89.81049418449402,9.628537,-0.032912858,16128,126,253,0.5057506561279297,0.25585938,0.02562284,0.0066983495,4032,2554.64477909375,500.0
90.31602144241333,9.635411,-0.026970502,16256,127,226,-0.0029011964797973633,0.31054688,0.020942906,0.0024314898,4064,2554.64477909375,500.0
90.88254928588867,9.635578,-0.012814915,16384,128,218,0.01594531536102295,0.1875,0.013355152,0.0054215947,4096,2554.64477909375,500.0
91.46998500823975,9.643744,-0.025259558,16512,129,235,-0.018748998641967773,0.23046875,0.016102184,0.001851195,4128,2554.64477909375,500.0
92.01510453224182,9.646585,-0.017878383,16640,130,217,0.0511590838432312,0.27539062,0.024609065,0.007773658,4160,2554.64477909375,500.0
92.60280179977417,9.650521,-0.021050336,16768,131,225,0.102652907371521,0.27734375,0.02276938,0.0061509255,4192,2554.64477909375,500.0
93.17108702659607,9.63873,-0.026388982,16896,132,223,-0.17098546028137207,0.33789062,0.026382333,0.0014465449,4224,2554.64477909375,500.0
93.74403810501099,9.631615,-0.032578193,17024,133,232,-0.11435937881469727,0.3515625,0.028580016,0.0029012936,4256,2554.64477909375,500.0
94.29447364807129,9.630994,-0.018798493,17152,134,213,-0.22803497314453125,0.30859375,0.020729396,0.0004634461,4288,2554.64477909375,500.0
94.89443731307983,9.614423,-0.018567864,17280,135,206,0.04690742492675781,0.265625,0.024667678,0.0041251136,4320,2554.64477909375,500.0
95.51527881622314,9.59622,-0.03065145,17408,136,213,0.06419998407363892,0.29882812,0.024916606,0.0016677789,4352,2554.64477909375,500.0
96.11484694480896,9.583781,-0.0055024005,17536,137,204,0.04529064893722534,0.13671875,0.0089859115,0.0034268158,4384,2554.64477909375,500.0
96.74296927452087,9.569516,-0.0035896478,17664,138,223,0.03752416372299194,0.3046875,0.025668502,0.0066019436,4416,2554.64477909375,500.0
97.31497430801392,9.56733,0.0022131484,17792,139,234,-0.0432051420211792,0.16210938,0.011282714,0.0066088773,4448,2554.64477909375,500.0
97.86072134971619,9.5682125,0.0016287426,17920,140,225,0.021674752235412598,0.25195312,0.020046141,0.0049233795,4480,2554.64477909375,500.0
98.42978191375732,9.566358,-0.04605891,18048,141,30,-0.272422194480896,0.32617188,0.030602764,1.1579148,4512,2870.2671747222225,500.0
102.5952091217041,9.570017,-0.023791842,18176,142,235,-0.03195548057556152,0.30859375,0.03154852,0.0064706146,4544,2870.2671747222225,500.0
103.14084267616272,9.554462,-0.011787298,18304,143,228,-0.07345187664031982,0.21679688,0.015095901,0.0045609986,4576,2870.2671747222225,500.0
103.70170593261719,9.532783,-0.013168767,18432,144,235,-0.12133574485778809,0.22851562,0.014472351,0.0020638187,4608,2870.2671747222225,500.0
104.24738073348999,9.511833,-0.024764545,18560,145,225,-0.05080592632293701,0.375,0.025720268,0.0013282791,4640,2870.2671747222225,500.0
104.81633734703064,9.499548,-0.017815605,18688,146,208,0.013863623142242432,0.3203125,0.03712318,0.0008851748,4672,2870.2671747222225,500.0
105.43178796768188,9.48345,-0.01705253,18816,147,236,-0.01897728443145752,0.2578125,0.020459032,0.0025765626,4704,2870.2671747222225,500.0
105.97333717346191,9.483823,-0.009316347,18944,148,217,-0.062323808670043945,0.16210938,0.014537223,0.0026193308,4736,2870.2671747222225,500.0
106.56355953216553,9.493117,0.004157314,19072,149,213,-0.002688288688659668,0.20507812,0.015303232,0.019020459,4768,2870.2671747222225,500.0
