value_loss,total_timesteps,explained_variance,nupdates,policy_loss,fps,policy_entropy,ep_reward_mean,ep_len_mean
6.993674278259277,0,-0.07729852199554443,1,-0.03324580192565918,84,9.932570457458496,,
0.5912299752235413,8019,-56119723.0,100,-0.22140391170978546,258,10.333846092224121,272.171724625,1000.0
0.22011032700538635,16119,-72.22779846191406,200,-0.23122796416282654,229,10.337204933166504,175.85725025,1000.0
0.13373585045337677,24219,-0.03329813480377197,300,-0.16083401441574097,208,10.37845516204834,142.772781875,1000.0
2.241849184036255,32319,-0.15611767768859863,400,0.05193322151899338,219,10.390822410583496,344.30534859374995,1000.0
16.95575523376465,40419,-0.29035139083862305,500,-0.21031680703163147,226,10.403999328613281,1395.9766975750001,1000.0
10.583620071411133,48519,-0.008231282234191895,600,-0.3199251592159271,233,10.418047904968262,2706.9108956666664,1000.0
7.757119655609131,56619,-0.016204118728637695,700,-0.1305544674396515,236,10.36627197265625,3913.997939803571,1000.0
6.113850116729736,64719,-0.00018203258514404297,800,-0.3146438002586365,240,10.321029663085938,4907.737105859374,1000.0
5.421191692352295,72819,-0.0037077665328979492,900,-0.07037542015314102,243,10.295770645141602,5755.067569527779,1000.0
5.041456699371338,80919,0.0042833685874938965,1000,0.0465250164270401,246,10.241666793823242,6488.894156175,1000.0
4.867437362670898,89019,-0.026377439498901367,1100,-0.1645033061504364,248,10.198187828063965,7096.477570647727,1000.0
4.811769962310791,97119,0.016680479049682617,1200,-0.03794434666633606,250,10.222197532653809,7617.603213427083,1000.0
4.592072486877441,105219,-0.014594078063964844,1300,-0.21045909821987152,251,10.258475303649902,8354.354900319999,1000.0
4.586239814758301,113319,0.007764756679534912,1400,-0.029574930667877197,252,10.20969295501709,9434.40709841,1000.0
4.647704124450684,121419,0.013662576675415039,1500,-0.4962798058986664,254,10.194945335388184,10452.41204511,1000.0
4.4770941734313965,129519,0.0037153959274291992,1600,-0.023752212524414062,255,10.1552152633667,11447.44569636,1000.0
4.506129741668701,137619,-0.009374737739562988,1700,-0.2771138846874237,257,10.164519309997559,12266.246938230002,1000.0
4.489988803863525,145719,0.014171838760375977,1800,0.06980729103088379,257,10.176697731018066,12725.96550144,1000.0
4.407971382141113,153819,-0.047530531883239746,1900,-0.24611002206802368,258,10.21205997467041,12820.482606810001,1000.0
4.42938232421875,161919,-0.05756521224975586,2000,-0.17574365437030792,259,10.249298095703125,12933.860199880002,1000.0
4.428508758544922,170019,0.038036048412323,2100,0.06660966575145721,260,10.269347190856934,13057.3370157,1000.0
4.491398811340332,178119,-0.01772022247314453,2200,-0.1991196870803833,261,10.269104957580566,13121.853722810003,1000.0
4.610407829284668,186219,-0.019389748573303223,2300,0.22497013211250305,262,10.26684284210205,13159.56340077,1000.0
4.768033981323242,194319,-0.022401809692382812,2400,-0.09534983336925507,263,10.278701782226562,13190.437710780001,1000.0
4.690871238708496,202419,-0.06388306617736816,2500,-0.36240094900131226,263,10.275827407836914,13217.84402882,1000.0
4.69460916519165,210519,-0.01518857479095459,2600,-0.03504630923271179,264,10.314499855041504,13245.24534674,1000.0
4.707045555114746,218619,0.0130196213722229,2700,-0.18926823139190674,264,10.340060234069824,13292.738083440001,1000.0
4.7496562004089355,226719,-0.02281785011291504,2800,0.1371813714504242,264,10.360610008239746,13370.265593600001,1000.0
4.738722801208496,234819,-0.026178598403930664,2900,0.11706668883562088,265,10.374181747436523,13447.621396239998,1000.0
4.950954437255859,242919,0.0061686038970947266,3000,-0.15942487120628357,265,10.378851890563965,13532.67272193,1000.0
5.027219772338867,251019,-0.04186201095581055,3100,0.07562084496021271,265,10.417757034301758,13700.78510966,1000.0
5.134459018707275,259119,0.0007432103157043457,3200,-0.2581303119659424,266,10.407552719116211,13796.82259898,1000.0
5.2052693367004395,267219,-0.0012780427932739258,3300,-0.09015613049268723,266,10.460082054138184,13859.344351939999,1000.0
5.28029727935791,275319,-0.02762579917907715,3400,-0.4707837700843811,267,10.519043922424316,13910.061473329999,1000.0
5.430382251739502,283419,-0.021364331245422363,3500,-0.3484872579574585,267,10.540701866149902,13965.946445079997,1000.0
5.367103576660156,291519,-0.006496548652648926,3600,-0.15701812505722046,268,10.534875869750977,14021.717113889998,1000.0
5.547432899475098,299619,-0.0037124156951904297,3700,-0.3835870325565338,268,10.564347267150879,14095.929585570004,1000.0
5.609610557556152,307719,-0.01793360710144043,3800,0.11429910361766815,268,10.59269905090332,14159.85321398,1000.0
