fps,policy_entropy,total_timesteps,explained_variance,nupdates,policy_loss,value_loss,ep_reward_mean,ep_len_mean
263,10.156397819519043,1550859,0.008716583251953125,11000,-0.027667701244354248,57486.2734375,16779.633479360004,1000.0
263,10.158909797668457,1564959,0.0008058547973632812,11100,-0.3529709577560425,89065.0625,16786.562998150002,1000.0
263,10.161717414855957,1579059,0.010555803775787354,11200,-0.2685026526451111,57810.80078125,17187.860407160002,1000.0
263,10.164138793945312,1593159,0.0008519887924194336,11300,-0.2580353319644928,44864.97265625,17300.26213765,1000.0
263,10.165243148803711,1607259,0.0009842514991760254,11400,-0.2516343295574188,65990.3984375,17106.95782798,1000.0
263,10.168299674987793,1621359,2.086162567138672e-06,11500,0.20745408535003662,109598.578125,17235.73100427,1000.0
263,10.174459457397461,1635459,0.0011708736419677734,11600,-0.2511836290359497,98659.2734375,17871.26891373,1000.0
263,10.177495002746582,1649559,1.341104507446289e-05,11700,-0.12948612868785858,67228.4921875,18174.95269858,1000.0
263,10.180007934570312,1663659,-5.7220458984375e-06,11800,0.01935860514640808,61771.1796875,18350.54977227,1000.0
263,10.180405616760254,1677759,-8.940696716308594e-06,11900,0.12599363923072815,54618.6171875,18254.91513912,1000.0
263,10.182206153869629,1691859,0.00490570068359375,12000,-0.046979788690805435,63835.35546875,18867.89099307,1000.0
263,10.182718276977539,1705959,0.02184319496154785,12100,-0.39534419775009155,54931.58203125,19173.653011659997,1000.0
263,10.184126853942871,1720059,-9.5367431640625e-06,12200,-0.14511843025684357,115916.1328125,19400.8105069,1000.0
263,10.18799877166748,1734159,0.001177072525024414,12300,-0.16588959097862244,54319.99609375,19481.1740905,1000.0
263,10.190580368041992,1748259,0.0007033944129943848,12400,-0.15710316598415375,54733.90625,19515.35548948,1000.0
263,10.192398071289062,1762359,6.330013275146484e-05,12500,-0.01630508154630661,81508.2734375,19390.12838786,1000.0
263,10.193643569946289,1776459,0.0013063549995422363,12600,-0.17236562073230743,74941.890625,19883.20920388,1000.0
263,10.195582389831543,1790559,-0.0006121397018432617,12700,0.06352762132883072,59465.93359375,19903.685096849997,1000.0
263,10.19688606262207,1804659,-2.586841583251953e-05,12800,-0.14050117135047913,106469.78125,19976.6863758,1000.0
263,10.198820114135742,1818759,0.003017246723175049,12900,0.02789081633090973,71675.0390625,20207.15881855,1000.0
263,10.199406623840332,1832859,0.0002862215042114258,13000,0.228552907705307,64104.078125,20393.755030310003,1000.0
263,10.200918197631836,1846959,1.4007091522216797e-05,13100,-0.07741684466600418,75446.9375,20376.36506354,1000.0
263,10.203333854675293,1861059,0.00023949146270751953,13200,-0.12458661943674088,78119.2109375,20702.92336769,1000.0
263,10.204941749572754,1875159,8.785724639892578e-05,13300,-0.19022804498672485,108248.421875,20934.960563859997,1000.0
263,10.207274436950684,1889259,1.1026859283447266e-05,13400,-0.17844811081886292,71334.8359375,20914.60115595,1000.0
262,10.208430290222168,1903359,0.0001614093780517578,13500,-0.017323121428489685,187969.28125,21053.747563330002,1000.0
263,10.209324836730957,1917459,0.02145153284072876,13600,-0.07771538197994232,80764.34375,20940.17458877,1000.0
263,10.212411880493164,1931559,0.00038874149322509766,13700,-0.24309498071670532,96788.7890625,21343.82936181,1000.0
262,10.214151382446289,1945659,-2.0742416381835938e-05,13800,-0.33291715383529663,93795.4921875,21424.147243390005,1000.0
262,10.215214729309082,1959759,0.0001226663589477539,13900,-0.16691498458385468,81469.765625,21564.126530660003,1000.0
262,10.216154098510742,1973859,0.012716829776763916,14000,0.16342724859714508,71212.1875,21485.90059798,1000.0
262,10.217787742614746,1987959,1.1563301086425781e-05,14100,0.02951321005821228,130058.7890625,21654.50012557,1000.0
262,10.218113899230957,2002059,0.00025016069412231445,14200,-0.11764437705278397,185460.90625,21831.296182909995,1000.0
