value_loss,explained_variance,policy_loss,fps,nupdates,policy_entropy,total_timesteps,ep_reward_mean,ep_len_mean
5.969054698944092,-0.06283068656921387,-0.13382303714752197,72,1,9.932570457458496,0,,
6.24102258682251,0.17985594272613525,-0.17027324438095093,230,100,10.28324031829834,8019,987.192069,1000.0
7.981378078460693,-0.24468910694122314,-0.15471866726875305,242,200,10.291790962219238,16119,2023.5917378749998,1000.0
7.149894714355469,-0.5009968280792236,-0.20940983295440674,246,300,10.291909217834473,24219,2679.5071255416665,1000.0
7.0181684494018555,0.04642766714096069,-0.24947243928909302,249,400,10.23946475982666,32319,3201.1010602812503,1000.0
6.972516059875488,-0.018088340759277344,-0.3865600824356079,252,500,10.216032028198242,40419,3659.209457,1000.0
6.663804531097412,0.025323450565338135,-0.3689303994178772,253,600,10.189523696899414,48519,4137.864257666667,1000.0
8.585604667663574,-0.007418155670166016,0.2876167893409729,254,700,10.127829551696777,56619,4817.689106696429,1000.0
11.061509132385254,0.00863581895828247,-0.17610597610473633,254,800,9.98386287689209,64719,5741.630991140625,1000.0
11.044523239135742,0.004533529281616211,-0.12237846851348877,255,900,9.862313270568848,72819,6601.77011998611,1000.0
9.691699028015137,-0.01573789119720459,-0.0017832741141319275,255,1000,9.755668640136719,80919,7334.26284125,1000.0
8.516772270202637,0.012232184410095215,0.2882688045501709,255,1100,9.664778709411621,89019,7939.665077977273,1000.0
7.762342929840088,0.010797262191772461,0.13541683554649353,255,1200,9.599313735961914,97119,8467.268288052082,1000.0
7.0044450759887695,-0.005649685859680176,-0.19633160531520844,256,1300,9.54299259185791,105219,9222.58989854,1000.0
6.706265449523926,-0.000853419303894043,-0.001160949468612671,256,1400,9.457418441772461,113319,10225.647183609999,1000.0
6.5635175704956055,0.0006921291351318359,-0.5584216117858887,256,1500,9.406106948852539,121419,11085.948385709999,1000.0
6.661262512207031,0.03398531675338745,-0.1045117899775505,256,1600,9.284070014953613,129519,11932.38499273,1000.0
6.53798770904541,-0.005794644355773926,-0.11220438778400421,257,1700,9.22988224029541,137619,12696.845847120003,1000.0
6.537959098815918,-0.0005137920379638672,0.29147443175315857,257,1800,9.152556419372559,145719,13418.89330169,1000.0
6.405888557434082,0.0006260871887207031,0.1608322560787201,257,1900,9.091415405273438,153819,14023.395041119998,1000.0
6.495973110198975,-0.13888275623321533,-0.2385832965373993,257,2000,8.996542930603027,161919,14384.160373170002,1000.0
6.185266971588135,0.012946844100952148,0.15481069684028625,257,2100,8.966988563537598,170019,14480.75353883,1000.0
6.179242134094238,0.0033316612243652344,-0.14636248350143433,257,2200,8.946281433105469,178119,14586.23621194,1000.0
6.361302375793457,0.0071988701820373535,-0.07980674505233765,258,2300,8.897193908691406,186219,14689.42339129,1000.0
6.543247222900391,0.00042575597763061523,0.27466458082199097,258,2400,8.80692195892334,194319,14778.33435583,1000.0
6.588881015777588,-0.007332921028137207,-0.10365960001945496,258,2500,8.80997371673584,202419,14866.154925189998,1000.0
6.682408332824707,-0.007708311080932617,-0.23730716109275818,258,2600,8.84738826751709,210519,14984.093043089997,1000.0
6.810452461242676,0.005437314510345459,-0.31589415669441223,258,2700,8.821526527404785,218619,15063.71654358,1000.0
6.934584140777588,-0.0035315752029418945,0.14400197565555573,258,2800,8.747302055358887,226719,15122.514362470003,1000.0
7.065030097961426,0.04214519262313843,-0.5841032266616821,259,2900,8.653182029724121,234819,15166.64786219,1000.0
7.206032752990723,0.005132079124450684,-0.007627137005329132,259,3000,8.568533897399902,242919,15220.20640382,1000.0
7.129491329193115,-0.004134535789489746,-0.10073552280664444,259,3100,8.533876419067383,251019,15261.865888080001,1000.0
7.133842468261719,-0.05883228778839111,-0.19968973100185394,259,3200,8.530341148376465,259119,15298.21470277,1000.0
7.35598611831665,0.005779385566711426,-0.2117733359336853,259,3300,8.543581008911133,267219,15383.116567350002,1000.0
7.479489326477051,0.0022814273834228516,0.000761076807975769,259,3400,8.514311790466309,275319,15458.447960149997,1000.0
7.5218071937561035,0.0053296685218811035,0.08812925219535828,259,3500,8.529217720031738,283419,15497.144734870002,1000.0
7.514112949371338,-0.00545346736907959,-0.06721507012844086,259,3600,8.590106010437012,291519,15525.969453729998,1000.0
7.5912065505981445,-0.0013915300369262695,-0.03541348874568939,259,3700,8.573533058166504,299619,15560.073402669997,1000.0
7.66674280166626,-0.005513668060302734,-0.16300398111343384,259,3800,8.545397758483887,307719,15583.564668620003,1000.0
7.7620649337768555,0.0962485671043396,0.03495517373085022,259,3900,8.445204734802246,315819,15598.648239610002,1000.0
7.684728145599365,-0.006873965263366699,0.1066582128405571,259,4000,8.435226440429688,323919,15605.72393663,1000.0
7.692870140075684,-0.002669095993041992,-0.5943202972412109,259,4100,8.435929298400879,332019,15604.65926979,1000.0
7.767958641052246,-4.887580871582031e-06,-0.16254502534866333,259,4200,8.4680814743042,340119,15616.54301371,1000.0
7.879580497741699,-0.002018570899963379,0.11869492381811142,259,4300,8.428511619567871,348219,15624.70564073,1000.0
7.880789756774902,-0.0001304149627685547,-0.10535575449466705,259,4400,8.430130004882812,356319,15643.236668510002,1000.0
8.104345321655273,0.0033335089683532715,0.15787339210510254,260,4500,8.365949630737305,364419,15649.807049899997,1000.0
8.047990798950195,0.0029411911964416504,0.12216338515281677,260,4600,8.317743301391602,372519,15648.504172030003,1000.0
8.200336456298828,-0.0005462169647216797,0.0029205530881881714,260,4700,8.288376808166504,380619,15640.060031089999,1000.0
8.074894905090332,0.007516145706176758,-0.30253633856773376,260,4800,8.3031005859375,388719,15639.903068299998,1000.0
8.127233505249023,-0.0024127960205078125,-0.35158732533454895,260,4900,8.280915260314941,396819,15636.02062389,1000.0
8.324882507324219,0.0027025938034057617,0.23542222380638123,260,5000,8.28458309173584,404919,15637.399916659999,1000.0
8.371622085571289,0.0009542107582092285,0.0944448709487915,260,5100,8.354385375976562,413019,15634.7757529,1000.0
8.399587631225586,-0.0013872385025024414,-0.33093759417533875,260,5200,8.365994453430176,421119,15638.434806489999,1000.0
8.421793937683105,0.001320183277130127,0.07397324591875076,260,5300,8.309110641479492,429219,15653.211735090003,1000.0
8.566118240356445,0.21682626008987427,-0.20324617624282837,260,5400,8.288540840148926,437319,15666.911742590002,1000.0
8.448541641235352,-0.002878904342651367,-0.2988000214099884,260,5500,8.283968925476074,445419,15639.56677195,1000.0
8.607454299926758,-0.0037724971771240234,-0.16830846667289734,260,5600,8.282007217407227,453519,15607.72553385,1000.0
8.649664878845215,-0.018911004066467285,-0.39255303144454956,260,5700,8.229459762573242,461619,15585.55303471,1000.0
8.818471908569336,-0.10548782348632812,-0.12644825875759125,260,5800,8.23226261138916,469719,15581.814866510002,1000.0
8.05315113067627,-0.003918170928955078,0.07994630932807922,260,5900,8.331939697265625,477819,15442.228780950001,1000.0
8.314427375793457,0.02390366792678833,0.2501842677593231,260,6000,8.370312690734863,485919,15417.015032769998,1000.0
8.37621021270752,0.0038387179374694824,-0.3315277695655823,260,6100,8.3381929397583,494019,15402.92778195,1000.0
8.518677711486816,0.07078969478607178,-0.21721652150154114,260,6200,8.330458641052246,502119,15377.645158500003,1000.0
