policy_entropy,explained_variance,total_timesteps,nupdates,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean
9.932570457458496,-0.004155158996582031,0,1,0.17165245115756989,1325.7672119140625,113,,
9.947218894958496,-53.992374420166016,13959,100,-0.3075881600379944,214.4615020751953,266,531.4620726428572,1000.0
9.954375267028809,0.13276368379592896,28059,200,-0.14083674550056458,435.6202697753906,267,475.25920375,1000.0
9.960695266723633,-0.14448785781860352,42159,300,0.17192643880844116,361.60125732421875,268,520.5962677857143,1000.0
9.964719772338867,-0.1932382583618164,56259,400,-0.18874582648277283,395.3601989746094,265,513.3771214285714,1000.0
9.978438377380371,-0.024759292602539062,70359,500,-0.0729147419333458,491.34185791015625,262,510.91928207142854,1000.0
9.999547004699707,0.1247597336769104,84459,600,-0.13211701810359955,609.5582885742188,258,532.44961425,1000.0
10.005514144897461,0.03765791654586792,98559,700,-0.10863378643989563,807.4081420898438,255,573.3531561530611,1000.0
10.027562141418457,0.006329715251922607,112659,800,-0.23120133578777313,1694.5240478515625,253,628.70001566,1000.0
10.038289070129395,0.005248904228210449,126759,900,-0.25744861364364624,1089.3133544921875,251,718.53821405,1000.0
10.061457633972168,0.03080528974533081,140859,1000,-0.11257313936948776,1120.8583984375,249,828.2608559399999,1000.0
10.08161735534668,0.11183971166610718,154959,1100,-0.08883025497198105,1008.45849609375,248,995.9140285300002,1000.0
10.091482162475586,0.00609511137008667,169059,1200,-0.30995723605155945,1312.633056640625,248,1147.0755623,1000.0
10.104386329650879,0.06672215461730957,183159,1300,-0.1558838188648224,1806.939453125,248,1267.7655276100002,1000.0
10.111632347106934,0.036519765853881836,197259,1400,-0.16820719838142395,1565.82421875,248,1421.9321518700003,1000.0
10.116423606872559,0.08324915170669556,211359,1500,0.025177687406539917,1728.5404052734375,248,1584.0596771700004,1000.0
10.125523567199707,0.032662808895111084,225459,1600,-0.0011960864067077637,2093.72216796875,249,1741.73260264,1000.0
10.136244773864746,0.10598123073577881,239559,1700,-0.31112417578697205,1662.7958984375,249,1855.30823332,1000.0
10.141118049621582,0.031823158264160156,253659,1800,-0.18983066082000732,2571.37451171875,250,1936.7853366099996,1000.0
10.145796775817871,0.24151217937469482,267759,1900,-0.02058619260787964,2589.391845703125,251,2036.2791508599998,1000.0
10.152559280395508,0.03277158737182617,281859,2000,0.0629107803106308,8798.4716796875,252,2228.6311456,1000.0
10.153935432434082,0.005476772785186768,295959,2100,-0.014422155916690826,2459.51123046875,253,2336.3977194999998,1000.0
10.163187980651855,0.03609496355056763,310059,2200,-0.04586316645145416,3297.9990234375,254,2451.5277384600004,1000.0
10.171233177185059,0.050496041774749756,324159,2300,-0.24107156693935394,3234.192138671875,256,2564.3416866699995,1000.0
10.181696891784668,0.020730018615722656,338259,2400,-0.010776713490486145,3473.428955078125,257,2728.9677704299997,1000.0
10.190340042114258,0.0987359881401062,352359,2500,0.19950419664382935,3985.43798828125,258,2901.2062172799992,1000.0
10.194151878356934,0.023712337017059326,366459,2600,0.009855866432189941,4205.07568359375,260,3068.39776265,1000.0
10.200407028198242,0.029272913932800293,380559,2700,0.04348979890346527,3660.658935546875,260,3249.9970579100004,1000.0
10.208345413208008,0.005611419677734375,394659,2800,-0.43333467841148376,4550.22705078125,261,3419.185467929999,1000.0
10.2073974609375,0.003052949905395508,408759,2900,0.03623829036951065,4352.583984375,261,3560.7580311399997,1000.0
10.214015007019043,0.009530365467071533,422859,3000,-0.16861771047115326,4198.74560546875,261,3828.9267506299993,1000.0
10.21790599822998,0.008393466472625732,436959,3100,0.349812388420105,3748.309326171875,261,4091.50644344,1000.0
10.224655151367188,0.019358158111572266,451059,3200,0.0745011568069458,4516.716796875,261,4264.145584360001,1000.0
10.228489875793457,0.08274471759796143,465159,3300,-0.1789509654045105,4862.63232421875,261,4526.3883849799995,1000.0
10.232386589050293,0.021360814571380615,479259,3400,-0.06505788862705231,8220.4560546875,261,4731.9762951,1000.0
10.24510383605957,0.0032384395599365234,493359,3500,-0.21650183200836182,5556.60693359375,261,4937.66350958,1000.0
10.251382827758789,0.005578577518463135,507459,3600,0.021942131221294403,167027.453125,261,5163.19564614,1000.0
10.258193969726562,0.0002409815788269043,521559,3700,-0.11809477210044861,6004.56494140625,261,5284.709903819999,1000.0
10.262054443359375,0.008135318756103516,535659,3800,-0.19744271039962769,13625.48828125,261,5331.761422060001,1000.0
10.272339820861816,0.0002759099006652832,549759,3900,0.03177931159734726,3685.15380859375,261,5535.235974219999,1000.0
10.276093482971191,0.00457918643951416,563859,4000,0.09460731595754623,9725.9365234375,261,5701.31420805,1000.0
10.279435157775879,0.0010523200035095215,577959,4100,-0.12350935488939285,5971.27978515625,261,5851.211578420001,1000.0
10.28856086730957,0.05718952417373657,592059,4200,-0.13405045866966248,6414.80078125,261,6008.49384761,1000.0
10.293119430541992,0.017103135585784912,606159,4300,-0.460608571767807,7605.45703125,261,6172.130416349999,1000.0
10.293657302856445,0.009893715381622314,620259,4400,-0.388312429189682,8864.5517578125,261,6394.183981590002,1000.0
10.298202514648438,0.000315248966217041,634359,4500,-0.26056963205337524,6296.96826171875,261,6610.432303120001,1000.0
10.300596237182617,0.011155843734741211,648459,4600,-0.14307935535907745,8745.6552734375,261,6702.185367190001,1000.0
10.302653312683105,0.030662953853607178,662559,4700,0.07803799957036972,7758.79541015625,262,6953.4281607,1000.0
10.306074142456055,0.001623690128326416,676659,4800,-0.12341941893100739,7235.42578125,262,7212.968457049999,1000.0
10.30925178527832,-4.291534423828125e-05,690759,4900,-0.16106796264648438,51807.625,262,7378.89678755,1000.0
10.309250831604004,0.003136932849884033,704859,5000,-0.2749343514442444,37388.15625,262,7479.412360369997,1000.0
10.312379837036133,-0.00023686885833740234,718959,5100,0.04236780107021332,11083.2890625,262,7626.827815880001,1000.0
10.312830924987793,0.004364013671875,733059,5200,-0.21535806357860565,17425.275390625,262,7857.594545970001,1000.0
10.317911148071289,9.500980377197266e-05,747159,5300,-0.006918199360370636,12700.7060546875,263,7948.34630965,1000.0
10.32177734375,0.010831654071807861,761259,5400,-0.1597076952457428,17152.703125,263,8099.78955597,1000.0
10.326326370239258,0.006047844886779785,775359,5500,-0.024616189301013947,15030.958984375,263,8223.2609001,1000.0
