policy_entropy,total_timesteps,value_loss,fps,explained_variance,nupdates,policy_loss,ep_reward_mean,ep_len_mean
9.934667587280273,704619,0.1716894805431366,254,-7.053107261657715,8700,-0.3325667381286621,221.11262940999998,1000.0
9.934693336486816,712719,0.07103033363819122,254,-127.46795654296875,8800,-0.05503888428211212,220.46616217000002,1000.0
9.934707641601562,720819,0.6663509011268616,254,-0.40031278133392334,8900,-0.08324563503265381,230.49739557,1000.0
9.934731483459473,728919,0.08862476795911789,254,-8398.9931640625,9000,0.04636234790086746,225.05033172,1000.0
9.934735298156738,737019,0.10677783191204071,254,-1.5052764415740967,9100,-0.42371422052383423,225.65975189999997,1000.0
9.93474006652832,745119,0.8133726119995117,254,-0.1255112886428833,9200,0.13078832626342773,225.74195709000003,1000.0
9.9347505569458,753219,0.12774315476417542,254,-148.55508422851562,9300,-0.39756566286087036,221.50528474999996,1000.0
9.934760093688965,761319,0.14989522099494934,254,-455.5494079589844,9400,-0.16604863107204437,221.20429175,1000.0
9.934767723083496,769419,0.10646457970142365,254,-267196.5,9500,-0.07531656324863434,220.58727259,1000.0
9.934786796569824,777519,0.6527790427207947,254,0.0021919608116149902,9600,-0.15192492306232452,218.60729342,1000.0
9.934796333312988,785619,0.1159461960196495,254,-10.251608848571777,9700,0.016312703490257263,222.13565414999997,1000.0
9.934807777404785,793719,0.080983467400074,254,-7.895522117614746,9800,-0.39953315258026123,221.21773663000008,1000.0
9.934813499450684,801819,0.0671912431716919,254,-12.470301628112793,9900,0.003008820116519928,222.98090041,1000.0
9.934813499450684,809919,0.07682916522026062,254,-31.765670776367188,10000,0.17609289288520813,229.58683149,1000.0
9.93481731414795,818019,0.06231483072042465,254,-6.260009765625,10100,-0.05839889869093895,229.40661839,1000.0
9.934821128845215,826119,0.07569540292024612,254,-0.302661657333374,10200,0.008758261799812317,231.99810051,1000.0
9.934829711914062,834219,0.06596418470144272,254,-23583807.0,10300,-0.06009133905172348,230.53809959999998,1000.0
9.934831619262695,842319,0.06743419915437698,254,-16.087554931640625,10400,-0.07126577198505402,228.89680270000005,1000.0
9.934842109680176,850419,0.1048293262720108,254,-29.891023635864258,10500,-0.08756062388420105,225.47604674000002,1000.0
9.934850692749023,858519,0.14518357813358307,254,-6.292884349822998,10600,-0.1558375507593155,220.4342206,1000.0
