EpisodesSoFar,TimeElapsed,TimestepsSoFar,entropy,entloss,surrgain,EpThisIter,meankl,EpLenMean,optimgain,explained_variance_tdlam_before,EpRewMean
19,165.57933807373047,19456,4.084449,0.0,0.03596248,1,0.010119913,1001.0,0.03596248,0.6641955375671387,2740.4653024210525
20,174.1352710723877,20480,4.0904245,0.0,0.02521015,1,0.012615284,1001.0,0.02521015,0.3549865484237671,2634.6955157499997
21,182.59040307998657,21504,4.091316,0.0,0.037146896,1,0.008816863,1001.0,0.037146896,0.6968957483768463,2775.0172846190476
22,191.2756805419922,22528,4.101966,0.0,0.024688918,1,0.009603263,1001.0,0.024688918,-0.09579014778137207,2839.1812639545456
23,199.70099639892578,23552,4.1020746,0.0,0.0333407,1,0.0113785565,1001.0,0.0333407,0.3910177946090698,2798.6528229565215
24,208.57915353775024,24576,4.0585876,0.0,0.032483242,1,0.0105749145,1001.0,0.032483242,0.21021997928619385,2918.903788333333
25,217.06689310073853,25600,4.053322,0.0,0.03080311,1,0.009443294,1001.0,0.03080311,0.056071579456329346,3019.1310845999997
26,225.36661386489868,26624,4.032722,0.0,0.034017578,1,0.010560607,1001.0,0.034017578,0.5635164678096771,3141.1086454615383
27,234.0043501853943,27648,4.0490484,0.0,0.03288483,1,0.012392091,1001.0,0.03288483,0.48341625928878784,3288.9326557407408
28,242.9951319694519,28672,4.0492835,0.0,0.0314101,1,0.009472301,1001.0,0.0314101,0.3030509352684021,3195.3051075
29,251.88870072364807,29696,4.0803504,0.0,0.035017077,1,0.011964474,1001.0,0.035017077,0.30530768632888794,3202.5780349999995
30,259.9204421043396,30720,4.103638,0.0,0.027770326,1,0.009626683,1001.0,0.027770326,-0.07193434238433838,3316.0030116333332
31,268.3384325504303,31744,4.112094,0.0,0.028370708,1,0.009795638,1001.0,0.028370708,0.386332631111145,3412.1930432903223
32,277.0857391357422,32768,4.1511507,0.0,0.03890691,1,0.011450226,1001.0,0.03890691,-0.282079815864563,3474.92885559375
33,285.98183274269104,33792,4.1607943,0.0,0.02929902,1,0.010410602,1001.0,0.02929902,0.5737300515174866,3421.1914034545453
34,294.7100501060486,34816,4.183694,0.0,0.030251905,1,0.0092172185,1001.0,0.030251905,0.4833189845085144,3351.945303
35,303.76324701309204,35840,4.1368337,0.0,0.03551697,1,0.01192376,1001.0,0.03551697,-0.38971781730651855,3271.013350657143
36,312.24839210510254,36864,4.163939,0.0,0.03607765,1,0.011013132,1001.0,0.03607765,0.008415699005126953,3195.1735150833333
37,320.752858877182,37888,4.163826,0.0,0.030224027,1,0.01036267,1001.0,0.030224027,-0.09971916675567627,3211.829667810811
38,329.2163383960724,38912,4.1646404,0.0,0.04286521,1,0.010140395,1001.0,0.04286521,0.4648551344871521,3205.0922053157897
39,338.002224445343,39936,4.1401906,0.0,0.038032707,1,0.01049792,1001.0,0.038032707,0.018393635749816895,3227.701276974359
40,346.6479046344757,40960,4.0958023,0.0,0.03701532,1,0.013559826,1001.0,0.03701532,0.31480473279953003,3270.5986433
41,354.8362526893616,41984,4.06272,0.0,0.03408014,1,0.009756735,1001.0,0.03408014,0.5369301438331604,3330.532674575
42,363.8251087665558,43008,4.067046,0.0,0.036166266,1,0.012145029,1001.0,0.036166266,-0.5263110399246216,3448.479813275
43,372.6234588623047,44032,4.0669537,0.0,0.0334759,1,0.012802366,1001.0,0.0334759,0.08871102333068848,3585.4371274249997
45,382.199250459671,45056,4.0635047,0.0,0.0344019,2,0.010876562,1001.0,0.0344019,-0.020311713218688965,3716.5805384249993
46,390.7575159072876,46080,4.05768,0.0,0.028993662,1,0.009631724,1001.0,0.028993662,0.014975368976593018,3853.1576083
47,398.97600841522217,47104,4.055641,0.0,0.025894457,1,0.009927794,1001.0,0.025894457,-0.11677539348602295,4025.1296955
48,407.4184079170227,48128,4.0435243,0.0,0.028484993,1,0.010724008,1001.0,0.028484993,-0.05175173282623291,4089.948882874999
49,416.1932861804962,49152,4.0229473,0.0,0.02458155,1,0.0076907575,1001.0,0.02458155,0.7245473265647888,4114.9918262
50,424.59093618392944,50176,4.0220942,0.0,0.023253858,1,0.009592342,1001.0,0.023253858,-0.03112339973449707,4218.19078325
51,432.8680627346039,51200,4.020811,0.0,0.044189654,1,0.011018467,1001.0,0.044189654,-0.028539180755615234,4338.425241499999
52,441.2454471588135,52224,4.041624,0.0,0.022038437,1,0.00950304,1001.0,0.022038437,-0.05717337131500244,4521.571211699999
53,450.19581747055054,53248,4.0139174,0.0,0.027515452,1,0.010615595,1001.0,0.027515452,-0.00851130485534668,4668.717245775
54,458.6919422149658,54272,4.0260067,0.0,0.03406665,1,0.010901369,1001.0,0.03406665,-0.4642738103866577,4629.718383325
55,467.2823541164398,55296,3.9893246,0.0,0.031118514,1,0.011731192,1001.0,0.031118514,0.016294479370117188,4785.06085955
56,475.6716561317444,56320,3.9893723,0.0,0.022326643,1,0.009890124,1001.0,0.022326643,-0.040026068687438965,4853.452942075
57,484.22748827934265,57344,3.9679031,0.0,0.043573678,1,0.011564944,1001.0,0.043573678,0.7072139978408813,4742.131576149999
58,493.0120873451233,58368,3.9059389,0.0,0.029265214,1,0.010186838,1001.0,0.029265214,-0.08603143692016602,4781.383773825
59,501.5271329879761,59392,3.8917174,0.0,0.03056731,1,0.010795068,1001.0,0.03056731,0.00041347742080688477,4825.1625561
60,510.48574209213257,60416,3.9224012,0.0,0.03131319,1,0.010757508,1001.0,0.03131319,0.1927517056465149,4901.057031574999
61,519.4632260799408,61440,3.9111574,0.0,0.03238354,1,0.0135858655,1001.0,0.03238354,0.001514434814453125,4954.952330274999
62,528.1980459690094,62464,3.9361286,0.0,0.029684596,1,0.010290064,1001.0,0.029684596,0.14769160747528076,5101.85256105
63,536.552191734314,63488,3.898071,0.0,0.030557461,1,0.010617824,1001.0,0.030557461,0.24820804595947266,5274.9942915
64,545.2395262718201,64512,3.8658466,0.0,0.027972845,1,0.009739228,1001.0,0.027972845,0.14913350343704224,5404.824216399999
65,553.8632373809814,65536,3.8924863,0.0,0.03464567,1,0.009248175,1001.0,0.03464567,0.20793241262435913,5502.578484875
66,562.5812833309174,66560,3.8679564,0.0,0.029183093,1,0.0129429735,1001.0,0.029183093,0.03869211673736572,5615.49666265
67,571.4877746105194,67584,3.841744,0.0,0.027914923,1,0.010251714,1001.0,0.027914923,-0.0032645463943481445,5686.43867225
68,580.4219329357147,68608,3.8013535,0.0,0.030171249,1,0.011764193,1001.0,0.030171249,0.4053032398223877,5902.1380391
69,589.362547159195,69632,3.7986164,0.0,0.024479276,1,0.010386577,1001.0,0.024479276,-0.024606943130493164,6099.080187850001
70,597.9215323925018,70656,3.7980714,0.0,0.028879136,1,0.011474347,1001.0,0.028879136,-0.09785330295562744,6198.335340025
71,606.8049721717834,71680,3.7865536,0.0,0.024442531,1,0.011508934,1001.0,0.024442531,0.08488619327545166,6280.7292418
72,615.2562689781189,72704,3.7587361,0.0,0.031141384,1,0.010622045,1001.0,0.031141384,-0.0314486026763916,6370.3275149
73,623.5527424812317,73728,3.7361453,0.0,0.030492362,1,0.010188481,1001.0,0.030492362,0.30031245946884155,6551.590789100001
74,632.0645360946655,74752,3.7750247,0.0,0.027947437,1,0.01042133,1001.0,0.027947437,0.6224282681941986,6662.425475725
75,641.255090713501,75776,3.7612593,0.0,0.031469665,1,0.009692541,1001.0,0.031469665,0.08922004699707031,6872.246766374999
76,650.4709050655365,76800,3.7490232,0.0,0.02553634,1,0.010156453,1001.0,0.02553634,0.05117523670196533,7091.546469950001
77,659.1399495601654,77824,3.7397995,0.0,0.033673655,1,0.013536897,1001.0,0.033673655,-0.30332696437835693,7239.24052905
78,667.7182812690735,78848,3.7258682,0.0,0.026040075,1,0.010177825,1001.0,0.026040075,0.15438687801361084,7440.817510399999
79,676.1448605060577,79872,3.7319357,0.0,0.026209608,1,0.008476969,1001.0,0.026209608,0.4871041774749756,7492.8933259
80,684.4293692111969,80896,3.7313309,0.0,0.029407997,1,0.011026708,1001.0,0.029407997,-0.001244187355041504,7650.795388825
81,692.9036462306976,81920,3.728394,0.0,0.03502119,1,0.011592997,1001.0,0.03502119,0.0793461799621582,7842.376742175
82,701.2871057987213,82944,3.6791463,0.0,0.04186464,1,0.0113818785,1001.0,0.04186464,-0.4014359712600708,7953.942421550001
83,709.9935953617096,83968,3.6712713,0.0,0.034353346,1,0.01068574,1001.0,0.034353346,-0.04349052906036377,8103.981879875
84,718.7610695362091,84992,3.658592,0.0,0.022939947,1,0.0040332708,1001.0,0.022939947,0.6272982656955719,8250.2995878
85,727.2521488666534,86016,3.6475203,0.0,0.03776374,1,0.010177838,1001.0,0.03776374,0.731543093919754,8123.7937022
86,736.0655965805054,87040,3.629754,0.0,0.026027713,1,0.010162737,1001.0,0.026027713,-0.08270430564880371,8261.86616235
87,745.0909838676453,88064,3.6375105,0.0,0.04256009,1,0.009532177,1001.0,0.04256009,-0.32150721549987793,8414.5008684
88,753.3872971534729,89088,3.6384578,0.0,0.04383742,1,0.013349853,1001.0,0.04383742,0.04062974452972412,8462.339720574999
90,762.9038319587708,90112,3.6326888,0.0,0.026615968,2,0.011157446,1001.0,0.026615968,-0.04166865348815918,8779.451244
91,771.8829650878906,91136,3.6325157,0.0,0.031058177,1,0.010799905,1001.0,0.031058177,0.02483499050140381,8915.449544300001
92,780.3259251117706,92160,3.6872847,0.0,0.028253268,1,0.011159662,1001.0,0.028253268,0.01926124095916748,8944.174625274998
93,788.5202085971832,93184,3.6946733,0.0,0.03354208,1,0.012002323,1001.0,0.03354208,-0.14036548137664795,9020.62810935
94,797.1697969436646,94208,3.6995866,0.0,0.033234015,1,0.009592168,1001.0,0.033234015,0.5957960486412048,9001.7085597
95,805.9531846046448,95232,3.6882627,0.0,0.05025228,1,0.011199033,1001.0,0.05025228,0.6680160760879517,8845.512155925
96,814.3376669883728,96256,3.65283,0.0,0.033971783,1,0.011570152,1001.0,0.033971783,-0.2071385383605957,8864.128091775001
97,823.0320854187012,97280,3.6710203,0.0,0.038718224,1,0.011696739,1001.0,0.038718224,-0.17052185535430908,9025.5607048
98,831.2885613441467,98304,3.662718,0.0,0.03379286,1,0.009790141,1001.0,0.03379286,-0.4253119230270386,9060.55959325
99,839.8497049808502,99328,3.663452,0.0,0.035670098,1,0.012415774,1001.0,0.035670098,-0.38020074367523193,9209.443899175001
100,848.3107197284698,100352,3.6700747,0.0,0.0320077,1,0.010592369,1001.0,0.0320077,-0.2183997631072998,9340.23744465
101,856.6597707271576,101376,3.6498945,0.0,0.032478906,1,0.011555672,1001.0,0.032478906,-0.11593520641326904,9429.250846025
102,865.1733255386353,102400,3.6293619,0.0,0.027766714,1,0.010100018,1001.0,0.027766714,-0.06118595600128174,9431.800693575
103,873.7157464027405,103424,3.6233804,0.0,0.029237118,1,0.010323333,1001.0,0.029237118,0.002825915813446045,9450.495139199998
104,882.2781372070312,104448,3.62638,0.0,0.02915005,1,0.010644218,1001.0,0.02915005,-0.3723982572555542,9381.60611185
105,890.9093296527863,105472,3.6032722,0.0,0.036525875,1,0.013008801,1001.0,0.036525875,-0.02880096435546875,9411.444560225
106,899.4386548995972,106496,3.6184309,0.0,0.025627317,1,0.011072911,1001.0,0.025627317,-0.04695725440979004,9371.640776900002
107,907.769727230072,107520,3.6197526,0.0,0.033295147,1,0.011279415,1001.0,0.033295147,-0.01890552043914795,9364.594300649998
108,916.4867088794708,108544,3.6207254,0.0,0.032153178,1,0.010080665,1001.0,0.032153178,-0.05458354949951172,9436.72213935
109,925.1341497898102,109568,3.6072688,0.0,0.030058205,1,0.010876396,1001.0,0.030058205,-0.04537320137023926,9458.50642115
110,933.7216601371765,110592,3.6065958,0.0,0.028564539,1,0.010568707,1001.0,0.028564539,-0.032970309257507324,9490.724472824999
111,942.13889503479,111616,3.615267,0.0,0.027974995,1,0.011501949,1001.0,0.027974995,0.004742026329040527,9537.3034548
112,950.4659883975983,112640,3.6341531,0.0,0.024893666,1,0.01000039,1001.0,0.024893666,-0.09873616695404053,9593.01792645
113,958.8723983764648,113664,3.6402655,0.0,0.033071958,1,0.010296888,1001.0,0.033071958,0.02898263931274414,9673.481045674998
114,967.9181430339813,114688,3.649935,0.0,0.024232976,1,0.01002315,1001.0,0.024232976,-0.029551148414611816,9882.61838115
115,976.7813792228699,115712,3.6494834,0.0,0.021036962,1,0.0035722787,1001.0,0.021036962,0.015418827533721924,9953.335130774998
116,985.4227271080017,116736,3.6314092,0.0,0.02405702,1,0.0107872775,1001.0,0.02405702,-0.02624058723449707,9979.241613224998
117,994.0022175312042,117760,3.6246054,0.0,0.040646993,1,0.012729604,1001.0,0.040646993,0.5662220418453217,9988.483242525
118,1002.4762380123138,118784,3.5971663,0.0,0.032299586,1,0.010899568,1001.0,0.032299586,0.750886932015419,9843.9585805
119,1011.1132590770721,119808,3.5815432,0.0,0.033220805,1,0.010921799,1001.0,0.033220805,-0.02842557430267334,10028.836309675
120,1019.7002491950989,120832,3.5786433,0.0,0.035263475,1,0.012032641,1001.0,0.035263475,0.15624511241912842,10147.072116175
121,1028.7464833259583,121856,3.586892,0.0,0.031930618,1,0.010383574,1001.0,0.031930618,-0.04153168201446533,10194.1161651
122,1037.3394784927368,122880,3.5700905,0.0,0.035031058,1,0.011094157,1001.0,0.035031058,0.4047665596008301,10194.24253935
123,1045.8256447315216,123904,3.5770872,0.0,0.031348415,1,0.010108039,1001.0,0.031348415,0.5437605679035187,10029.054705675
124,1054.6325268745422,124928,3.573608,0.0,0.025979005,1,0.011843035,1001.0,0.025979005,0.0746297836303711,10127.558067275
125,1063.4253392219543,125952,3.5895998,0.0,0.03769532,1,0.010203315,1001.0,0.03769532,-0.19746780395507812,10444.969547
126,1072.4002318382263,126976,3.574577,0.0,0.036360417,1,0.0105260685,1001.0,0.036360417,0.26181548833847046,10420.3079886
127,1081.3964502811432,128000,3.5779436,0.0,0.029271116,1,0.010221346,1001.0,0.029271116,-0.06050980091094971,10357.208135750001
128,1090.4487810134888,129024,3.5970767,0.0,0.025500782,1,0.01073804,1001.0,0.025500782,-0.004486203193664551,10561.199578175
129,1099.0127663612366,130048,3.591126,0.0,0.034822263,1,0.01166912,1001.0,0.034822263,-0.5725159645080566,10631.925090425
130,1108.1907165050507,131072,3.5896,0.0,0.043523643,1,0.0124088,1001.0,0.043523643,0.11716610193252563,10752.44869795
131,1117.238660812378,132096,3.5782857,0.0,0.029018747,1,0.011273634,1001.0,0.029018747,-0.0376276969909668,10724.656076675
132,1125.7314956188202,133120,3.537118,0.0,0.031448722,1,0.011079991,1001.0,0.031448722,-0.05772852897644043,10824.971739999999
134,1134.9958078861237,134144,3.5394983,0.0,0.029553423,2,0.010789109,1001.0,0.029553423,-0.023404717445373535,11162.71739095
135,1143.2087752819061,135168,3.5739748,0.0,0.03099591,1,0.009608813,1001.0,0.03099591,-0.053547024726867676,11479.981953275
136,1151.3242781162262,136192,3.574074,0.0,0.025706034,1,0.009636454,1001.0,0.025706034,0.0024726390838623047,11630.677662425001
137,1159.981425523758,137216,3.5550468,0.0,0.02910038,1,0.01170321,1001.0,0.02910038,-0.043791770935058594,11837.50957955
138,1169.2076408863068,138240,3.502535,0.0,0.031405747,1,0.01047723,1001.0,0.031405747,-0.197928786277771,11857.5574072
139,1178.1006546020508,139264,3.4892576,0.0,0.03969621,1,0.012221523,1001.0,0.03969621,0.3978763818740845,11758.33997635
140,1187.126856803894,140288,3.5505977,0.0,0.024026912,1,0.010316396,1001.0,0.024026912,-0.046890854835510254,11863.7766846
141,1196.1430547237396,141312,3.5615761,0.0,0.031067789,1,0.010699404,1001.0,0.031067789,-0.06070053577423096,11960.369332774999
142,1204.7433609962463,142336,3.5663078,0.0,0.031856686,1,0.012122844,1001.0,0.031856686,-0.04432523250579834,12045.436521700001
143,1213.7872755527496,143360,3.5394368,0.0,0.03279943,1,0.011108909,1001.0,0.03279943,0.19720697402954102,12148.513376550001
144,1222.6711370944977,144384,3.503487,0.0,0.035407044,1,0.010854017,1001.0,0.035407044,0.11386752128601074,12207.4827632
145,1231.2127394676208,145408,3.4974604,0.0,0.023585096,1,0.011125533,1001.0,0.023585096,-0.003724813461303711,12328.90565
146,1239.5413928031921,146432,3.4984827,0.0,0.031434216,1,0.011699034,1001.0,0.031434216,0.16455864906311035,12421.262221150002
147,1248.6026611328125,147456,3.4628973,0.0,0.029250583,1,0.010781424,1001.0,0.029250583,0.09047359228134155,12595.053036050002
148,1257.3257024288177,148480,3.4218132,0.0,0.026716495,1,0.01046117,1001.0,0.026716495,0.2384616732597351,12630.706274575
149,1266.2963461875916,149504,3.3977287,0.0,0.029698607,1,0.010373768,1001.0,0.029698607,0.18543893098831177,12732.493110399999
150,1275.096433877945,150528,3.3296225,0.0,0.036998596,1,0.011087386,1001.0,0.036998596,0.07427197694778442,12819.471401675
151,1283.5796852111816,151552,3.328683,0.0,0.027308322,1,0.010817751,1001.0,0.027308322,0.016307353973388672,12961.794205625
152,1292.1601004600525,152576,3.3692625,0.0,0.030657891,1,0.0100083705,1001.0,0.030657891,0.18480151891708374,13078.9686969
153,1301.3666281700134,153600,3.3433442,0.0,0.021088239,1,0.010236963,1001.0,0.021088239,0.00019502639770507812,13213.008303325001
154,1310.6432898044586,154624,3.3178732,0.0,0.028019592,1,0.011040538,1001.0,0.028019592,-0.05590856075286865,13284.6771471
155,1319.6791882514954,155648,3.314261,0.0,0.028830858,1,0.0113627,1001.0,0.028830858,0.04831570386886597,13445.459221275
156,1328.23002409935,156672,3.2960212,0.0,0.029304154,1,0.011636272,1001.0,0.029304154,0.018168210983276367,13656.483726225002
157,1336.4943058490753,157696,3.2750316,0.0,0.029052876,1,0.011202069,1001.0,0.029052876,0.02218163013458252,13863.016581175
158,1345.0264587402344,158720,3.2926545,0.0,0.02775228,1,0.010327214,1001.0,0.02775228,0.19504404067993164,14157.349063975
159,1353.6113512516022,159744,3.2356963,0.0,0.026543422,1,0.0107057225,1001.0,0.026543422,-0.23986756801605225,14288.85969105
160,1362.1182103157043,160768,3.1871057,0.0,0.028641034,1,0.010408016,1001.0,0.028641034,0.04921674728393555,14387.73234355
161,1371.4910521507263,161792,3.153067,0.0,0.025810309,1,0.012902155,1001.0,0.025810309,0.018212974071502686,14591.339494925001
162,1379.952075958252,162816,3.1914577,0.0,0.025332855,1,0.010345512,1001.0,0.025332855,-0.020549416542053223,14836.013494724999
163,1388.7181997299194,163840,3.1842065,0.0,0.035004325,1,0.012951661,1001.0,0.035004325,-0.018639445304870605,15167.74810485
164,1397.653163909912,164864,3.1597686,0.0,0.029676562,1,0.010295022,1001.0,0.029676562,-0.0018208026885986328,15276.110270599998
165,1406.0358107089996,165888,3.1485386,0.0,0.031042937,1,0.010545519,1001.0,0.031042937,-0.1135486364364624,15470.96460875
166,1414.7811505794525,166912,3.126009,0.0,0.02491589,1,0.009838809,1001.0,0.02491589,-0.005884289741516113,15667.3999873
167,1423.2543623447418,167936,3.0959241,0.0,0.02131072,1,0.010791316,1001.0,0.02131072,0.018498659133911133,15886.213966874999
168,1432.1272010803223,168960,3.086098,0.0,0.030338664,1,0.010800554,1001.0,0.030338664,-0.022273898124694824,16021.253037299999
169,1440.7067794799805,169984,3.1407473,0.0,0.030515565,1,0.010339806,1001.0,0.030515565,-0.006291985511779785,16135.842802025
170,1449.3073163032532,171008,3.1545484,0.0,0.04171636,1,0.010307352,1001.0,0.04171636,-0.1401151418685913,16224.646426675
171,1457.8006176948547,172032,3.1986904,0.0,0.027461644,1,0.010904379,1001.0,0.027461644,-0.0338512659072876,16454.163410650002
172,1466.1252706050873,173056,3.127044,0.0,0.025168145,1,0.012985257,1001.0,0.025168145,-0.007631421089172363,16669.148471325003
173,1474.8140387535095,174080,3.1141078,0.0,0.039003566,1,0.010917599,1001.0,0.039003566,-0.12227630615234375,16937.741495374998
174,1483.2442767620087,175104,3.0910974,0.0,0.035778746,1,0.012354671,1001.0,0.035778746,0.08508902788162231,17015.468917025
175,1491.6356964111328,176128,3.0818505,0.0,0.023230039,1,0.0123732705,1001.0,0.023230039,-0.0019788742065429688,17158.050846225
176,1499.8376219272614,177152,3.0968604,0.0,0.023454327,1,0.010715234,1001.0,0.023454327,0.0069991350173950195,17290.742201175
177,1508.9209203720093,178176,3.0737402,0.0,0.05144979,1,0.013869434,1001.0,0.05144979,-0.18421399593353271,17391.55933045
179,1518.357402086258,179200,3.0195005,0.0,0.027663367,2,0.010786315,1001.0,0.027663367,-0.0033785104751586914,17990.461696525
180,1527.023351430893,180224,3.022623,0.0,0.041735977,1,0.011860722,1001.0,0.041735977,0.19178611040115356,17701.35340295
181,1535.2484645843506,181248,2.9783707,0.0,0.026463194,1,0.01337898,1001.0,0.026463194,-0.07070696353912354,17838.378092625
182,1543.7022788524628,182272,2.9481838,0.0,0.025696665,1,0.010121407,1001.0,0.025696665,-0.028235554695129395,18054.527671375
183,1552.8197979927063,183296,2.9763262,0.0,0.025446728,1,0.010698721,1001.0,0.025446728,0.0032733678817749023,18261.23634825
184,1561.370444536209,184320,2.9429243,0.0,0.028220981,1,0.012485664,1001.0,0.028220981,0.06653064489364624,18527.939141025003
185,1570.1562151908875,185344,2.9450588,0.0,0.02502515,1,0.011247781,1001.0,0.02502515,-0.008027195930480957,18758.925168024998
186,1578.9040133953094,186368,2.8806372,0.0,0.026805772,1,0.010975886,1001.0,0.026805772,-0.008844614028930664,19014.810201725
187,1587.6542723178864,187392,2.9021018,0.0,0.029394075,1,0.00960864,1001.0,0.029394075,0.00822538137435913,19223.76900625
188,1596.3775610923767,188416,2.8760457,0.0,0.021242687,1,0.01050836,1001.0,0.021242687,-0.012228608131408691,19588.5453903
189,1604.7277619838715,189440,2.8346148,0.0,0.025859596,1,0.010779235,1001.0,0.025859596,-0.015268206596374512,19766.8499051
190,1613.2184076309204,190464,2.8374133,0.0,0.028822776,1,0.0105128065,1001.0,0.028822776,0.00176161527633667,19918.06428635
191,1621.7299454212189,191488,2.8287554,0.0,0.026600353,1,0.01148987,1001.0,0.026600353,0.2079882025718689,20017.17121615
192,1629.9736368656158,192512,2.821555,0.0,0.026679687,1,0.011499463,1001.0,0.026679687,-0.0018916130065917969,20190.810092175
193,1638.397962808609,193536,2.8410642,0.0,0.03004817,1,0.011461436,1001.0,0.03004817,0.11470812559127808,20421.5716683
194,1646.8564455509186,194560,2.7941086,0.0,0.036003485,1,0.010611401,1001.0,0.036003485,0.17770260572433472,20550.5026718
195,1655.0419006347656,195584,2.7916892,0.0,0.025725583,1,0.011072745,1001.0,0.025725583,0.09323239326477051,20742.782239225002
196,1663.8551604747772,196608,2.7966835,0.0,0.028645558,1,0.010182194,1001.0,0.028645558,0.02613198757171631,20748.954907950003
197,1672.5230629444122,197632,2.780732,0.0,0.02668193,1,0.011362244,1001.0,0.02668193,-0.03902089595794678,20923.97484005
198,1681.1281249523163,198656,2.745645,0.0,0.030718528,1,0.011244632,1001.0,0.030718528,0.01755315065383911,20991.154682375003
199,1689.6210429668427,199680,2.6736257,0.0,0.030750163,1,0.010541348,1001.0,0.030750163,0.27151018381118774,21072.0279504
200,1697.7977547645569,200704,2.6273897,0.0,0.024867514,1,0.011195065,1001.0,0.024867514,-0.01886165142059326,21207.907892
201,1706.2321281433105,201728,2.6170566,0.0,0.026449926,1,0.010716613,1001.0,0.026449926,0.01737874746322632,21285.197560775
202,1715.1825032234192,202752,2.6427221,0.0,0.029096633,1,0.011008508,1001.0,0.029096633,0.3800392150878906,21270.454962900003
203,1723.4040348529816,203776,2.6147773,0.0,0.021057265,1,0.010285482,1001.0,0.021057265,-0.0010415315628051758,21390.106342025
204,1731.9311878681183,204800,2.5669281,0.0,0.032502394,1,0.011020918,1001.0,0.032502394,0.09447669982910156,21552.457314925
205,1740.7198061943054,205824,2.6014092,0.0,0.028620519,1,0.011915727,1001.0,0.028620519,-0.001430511474609375,21539.745026525
206,1748.892514705658,206848,2.561158,0.0,0.033243615,1,0.0118560735,1001.0,0.033243615,0.2046663761138916,21590.074863075
207,1757.2182910442352,207872,2.5580556,0.0,0.022952616,1,0.0102352835,1001.0,0.022952616,0.008845984935760498,21639.729360799996
208,1765.442387342453,208896,2.5005796,0.0,0.023296043,1,0.010946578,1001.0,0.023296043,0.0033385753631591797,21702.38426865
209,1773.8131439685822,209920,2.444977,0.0,0.031032996,1,0.0112593435,1001.0,0.031032996,-0.002941608428955078,21764.968825075
210,1782.1953101158142,210944,2.425211,0.0,0.0223519,1,0.010135898,1001.0,0.0223519,-0.011135697364807129,21917.695602575
211,1790.4261124134064,211968,2.4056804,0.0,0.025163021,1,0.010615248,1001.0,0.025163021,-0.022455573081970215,22038.38007725
212,1798.5913314819336,212992,2.3885372,0.0,0.021404723,1,0.010781083,1001.0,0.021404723,0.014647960662841797,22136.45136015
213,1807.1491703987122,214016,2.3860576,0.0,0.027283747,1,0.009981292,1001.0,0.027283747,-0.2802993059158325,22246.488185375
214,1815.5059132575989,215040,2.3683503,0.0,0.034277126,1,0.010585072,1001.0,0.034277126,0.23968535661697388,22353.055886375
215,1824.0517961978912,216064,2.4184597,0.0,0.03666616,1,0.011553781,1001.0,0.03666616,-0.2981833219528198,22482.248686675
216,1832.26979970932,217088,2.393414,0.0,0.040268857,1,0.011917605,1001.0,0.040268857,0.21921074390411377,22524.223700374998
217,1840.6237704753876,218112,2.3965454,0.0,0.043614745,1,0.012791871,1001.0,0.043614745,-0.3786895275115967,22744.31722275
218,1849.448182106018,219136,2.3664253,0.0,0.033932384,1,0.014940266,1001.0,0.033932384,0.25024718046188354,22771.541102525
219,1858.0759365558624,220160,2.382212,0.0,0.022186201,1,0.010374736,1001.0,0.022186201,0.00015938282012939453,22876.051339425
220,1866.293240070343,221184,2.3678896,0.0,0.025248121,1,0.010167417,1001.0,0.025248121,-0.008979439735412598,23390.550574225002
221,1875.1368465423584,222208,2.365313,0.0,0.033724055,1,0.010825925,1001.0,0.033724055,-0.4524916410446167,23513.480254475
223,1884.5419294834137,223232,2.3854063,0.0,0.026359482,2,0.009922691,1001.0,0.026359482,0.00783759355545044,23288.7739863
224,1892.7366693019867,224256,2.3192034,0.0,0.027396513,1,0.0113551505,1001.0,0.027396513,0.024567008018493652,23493.319843650002
225,1901.5773947238922,225280,2.320414,0.0,0.024975313,1,0.0093373265,1001.0,0.024975313,0.15849924087524414,23368.613747774998
226,1910.2141699790955,226304,2.3695407,0.0,0.027901692,1,0.010920074,1001.0,0.027901692,0.06397294998168945,23621.808392450002
227,1919.2382881641388,227328,2.3396196,0.0,0.025621,1,0.010429044,1001.0,0.025621,0.0251845121383667,23614.584440399998
228,1927.6432845592499,228352,2.2665412,0.0,0.021350581,1,0.010122122,1001.0,0.021350581,-0.00012969970703125,23710.448390725
229,1936.099842786789,229376,2.2300756,0.0,0.03373049,1,0.011564828,1001.0,0.03373049,0.1260465383529663,23974.699819225
230,1945.3192036151886,230400,2.1948879,0.0,0.025808632,1,0.00962504,1001.0,0.025808632,-0.003025650978088379,24069.5966827
231,1953.936015367508,231424,2.188917,0.0,0.023491291,1,0.009960249,1001.0,0.023491291,0.0030437707901000977,24278.8190068
232,1962.580057144165,232448,2.2715275,0.0,0.019117802,1,0.009708086,1001.0,0.019117802,0.014681518077850342,24323.7745999
233,1971.314455986023,233472,2.2452734,0.0,0.027934005,1,0.010646702,1001.0,0.027934005,0.23006665706634521,24335.605229375004
234,1979.9980912208557,234496,2.227142,0.0,0.019885557,1,0.011168884,1001.0,0.019885557,-0.004563570022583008,24644.631320425
235,1988.7541358470917,235520,2.2011888,0.0,0.024730336,1,0.010298785,1001.0,0.024730336,0.17571985721588135,24849.99919405
236,1997.5300781726837,236544,2.19792,0.0,0.028739631,1,0.009588144,1001.0,0.028739631,-0.01278996467590332,25032.365924125002
