policy_loss,fps,policy_entropy,explained_variance,total_timesteps,nupdates,value_loss,ep_reward_mean,ep_len_mean
0.131355419754982,137,3.4052822589874268,0.9431567750871181,380559,2700,0.001343437354080379,12993.851930059998,1001.0
-0.04900004714727402,137,3.392239570617676,0.9489426612854004,394659,2800,0.0017190114594995975,13010.678204069998,1001.0
0.03612158074975014,137,3.3845713138580322,0.9033643454313278,408759,2900,0.0022930456325411797,13012.03034412,1001.0
-0.0969400703907013,137,3.3677217960357666,0.9708110652863979,422859,3000,0.001329571008682251,13006.609666229999,1001.0
-0.05261931195855141,137,3.360011100769043,0.944926206022501,436959,3100,0.0020238589495420456,13029.41155121,1001.0
-0.14596040546894073,137,3.3636999130249023,0.9378180876374245,451059,3200,0.0015395480440929532,12923.15820213,1001.0
-0.14041665196418762,137,3.3342173099517822,0.9303507655858994,465159,3300,0.0013431990519165993,12941.55974741,1001.0
-0.021666793152689934,137,3.3307559490203857,0.9258579611778259,479259,3400,0.0009843241423368454,12952.528175069998,1001.0
-0.008190643042325974,136,3.321835517883301,0.9258292615413666,493359,3500,0.0017123616999015212,12817.17852876,1001.0
0.0033597946166992188,137,3.2904157638549805,0.9561633691191673,507459,3600,0.0009964326163753867,12834.892803709998,1001.0
-0.04659472405910492,137,3.272263526916504,0.9299139305949211,521559,3700,0.001100426074117422,12839.99215289,1001.0
-0.10536427795886993,137,3.2624406814575195,0.9804658759385347,535659,3800,0.0007752497331239283,12845.16848952,1001.0
-0.1721055507659912,136,3.257601737976074,0.9556400701403618,549759,3900,0.0021448025945574045,12970.90629648,1001.0
0.12434607744216919,136,3.228199005126953,0.9602272175252438,563859,4000,0.0015642211074009538,12990.03282903,1001.0
-0.001162828877568245,136,3.232928991317749,-0.13857603073120117,577959,4100,0.0021114719565957785,13005.562419239997,1001.0
-0.058397069573402405,136,3.2283620834350586,0.9750765189528465,592059,4200,0.0018051962833851576,12999.90220635,1001.0
0.04230272024869919,136,3.2209231853485107,0.9814626295119524,606159,4300,0.0011214865371584892,13130.382566600001,1001.0
0.08149920403957367,137,3.2273142337799072,0.9750471469014883,620259,4400,0.0016576092457398772,13130.106751510002,1001.0
-0.12103545665740967,137,3.2288553714752197,0.9731644950807095,634359,4500,0.0017117512179538608,13126.59255728,1001.0
0.01768311858177185,136,3.2288243770599365,0.9762843903154135,648459,4600,0.001780273043550551,13114.66948338,1001.0
0.09000813215970993,137,3.21713924407959,0.9828519113361835,662559,4700,0.0009592880960553885,13108.82024488,1001.0
-0.24207040667533875,137,3.2005929946899414,0.9430433697998524,676659,4800,0.0013760211877524853,13112.82355352,1001.0
-0.04060955345630646,137,3.2162892818450928,0.9630089700222015,690759,4900,0.0016660871915519238,13133.76607104,1001.0
-0.11097218841314316,137,3.209771156311035,0.9400982446968555,704859,5000,0.002125806175172329,13145.93232914,1001.0
-0.011891713365912437,137,3.203129768371582,0.9563743770122528,718959,5100,0.0026441102381795645,13145.304755489999,1001.0
0.0845162495970726,137,3.2040395736694336,0.983848599717021,733059,5200,0.0012842046562582254,13151.8825392,1001.0
-0.07516714930534363,137,3.2043569087982178,0.9852406475692987,747159,5300,0.0014545510057359934,13189.453598839998,1001.0
0.04592686891555786,136,3.2154226303100586,0.9649632535874844,761259,5400,0.001577005023136735,13196.851757259998,1001.0
0.005028244107961655,136,3.2100179195404053,0.9812513627111912,775359,5500,0.0014044467825442553,13206.65377335,1001.0
-0.004172112792730331,136,3.2042300701141357,0.9762116074562073,789459,5600,0.001765663968399167,13196.485441640001,1001.0
-0.09524168074131012,136,3.1928186416625977,0.9750975053757429,803559,5700,0.0019612163305282593,13187.594270630001,1001.0
-0.1771271824836731,136,3.207858085632324,0.9731437899172306,817659,5800,0.0017845125403255224,13181.243258020002,1001.0
0.27483442425727844,136,3.1891543865203857,0.9819414913654327,831759,5900,0.0015420012641698122,13181.251073790001,1001.0
0.01760730892419815,136,3.186901569366455,0.9820133186876774,845859,6000,0.0014337790198624134,13170.891366319998,1001.0
-0.01661060005426407,136,3.182647466659546,0.9788385853171349,859959,6100,0.0019257384119555354,13210.78508544,1001.0
-0.19626851379871368,136,3.1750028133392334,0.967000313103199,874059,6200,0.002047549234703183,13220.70181208,1001.0
-0.2447902262210846,136,3.173011541366577,0.9855283098295331,888159,6300,0.0014486585278064013,13214.435229489998,1001.0
-0.09900073707103729,136,3.160980463027954,0.9838867466896772,902259,6400,0.0008216474670916796,13243.17878685,1001.0
0.10531478375196457,136,3.1670145988464355,0.9874005364254117,916359,6500,0.001259253709577024,13286.646494159999,1001.0
-0.07580816745758057,136,3.1517207622528076,0.9875468984246254,930459,6600,0.0013006140943616629,13287.32611572,1001.0
-0.16748826205730438,136,3.1406147480010986,0.9625616855919361,944559,6700,0.0012029678327962756,13297.565263019998,1001.0
-0.05106765776872635,136,3.1308696269989014,0.9828201662749052,958659,6800,0.0013741521397605538,13261.17521391,1001.0
0.027871180325746536,136,3.1207733154296875,0.9879501201212406,972759,6900,0.0011443503899499774,13225.57188253,1001.0
0.034014515578746796,136,3.121155023574829,0.9800658691674471,986859,7000,0.002048161579295993,13215.57624846,1001.0
-0.16240954399108887,136,3.1222736835479736,0.9765428937971592,1000959,7100,0.0029076198115944862,13195.49694999,1001.0
