policy_loss,fps,policy_entropy,explained_variance,total_timesteps,nupdates,value_loss,ep_reward_mean,ep_len_mean
-0.14913204312324524,74,4.2568159103393555,0.03980064392089844,0,1,3.960298776626587,,
-0.08246869593858719,143,3.824077844619751,0.9391190521419048,13959,100,0.035090841352939606,2772.49349,1001.0
0.04036186262965202,140,3.8407628536224365,0.713820606470108,28059,200,0.047497235238552094,3188.106225809523,1001.0
-0.26596999168395996,139,3.849213123321533,0.8621178865432739,42159,300,0.011235611513257027,4059.0756925714295,1001.0
0.016050908714532852,138,3.8103065490722656,0.7666431814432144,56259,400,0.01467498391866684,5286.461921795918,1001.0
-0.3343846797943115,138,3.808337926864624,0.7145044505596161,70359,500,0.005304861813783646,6425.721260539682,1001.0
0.0874386876821518,138,3.770508289337158,0.7704555839300156,84459,600,0.001645061420276761,7317.12843857143,1001.0
-0.006392672657966614,138,3.741999626159668,0.2871744632720947,98559,700,0.0026331383269280195,7989.451388197803,1001.0
0.01620199903845787,138,3.699065685272217,0.49226075410842896,112659,800,0.002606539288535714,8785.4750117,1001.0
-0.20225916802883148,138,3.663680076599121,0.2337140440940857,126759,900,0.0014418619684875011,9949.05512817,1001.0
-0.19259899854660034,138,3.6319265365600586,-0.8966879844665527,140859,1000,0.002561836037784815,11060.668567990002,1001.0
-0.025092661380767822,138,3.6030378341674805,-0.23631727695465088,154959,1100,0.0018379503162577748,11650.153146179999,1001.0
0.06317389011383057,138,3.5574121475219727,0.10285407304763794,169059,1200,0.002070589689537883,12025.291746810004,1001.0
-0.09986262023448944,137,3.5360116958618164,0.44269663095474243,183159,1300,0.0017299778992310166,12230.871186399998,1001.0
0.10533307492733002,137,3.5186471939086914,0.24118727445602417,197259,1400,0.0015203708317130804,12399.740982540001,1001.0
-0.18965968489646912,137,3.4985342025756836,0.7446536421775818,211359,1500,0.001311431173235178,12553.36724391,1001.0
-0.019798941910266876,137,3.4854135513305664,0.8269330412149429,225459,1600,0.0013626484433189034,12676.628778969996,1001.0
-0.058339230716228485,137,3.495541572570801,0.7606375962495804,239559,1700,0.0022810474038124084,12742.20136715,1001.0
-0.015105659142136574,137,3.4745328426361084,0.9004824534058571,253659,1800,0.0016021851915866137,12814.70437716,1001.0
0.05877189338207245,137,3.4671895503997803,0.9477992802858353,267759,1900,0.0013450582046061754,12859.875676230002,1001.0
-0.17804878950119019,137,3.4694674015045166,0.9190266877412796,281859,2000,0.001904951874166727,12894.25492552,1001.0
-0.19406020641326904,137,3.4511709213256836,0.9220755398273468,295959,2100,0.0017727602971717715,12915.123037820002,1001.0
-0.20459231734275818,137,3.428222894668579,0.3363071084022522,310059,2200,0.007430200930684805,12933.172068110001,1001.0
-0.04486134275794029,137,3.4084584712982178,0.9458968490362167,324159,2300,0.0013763754395768046,12954.939656949999,1001.0
-0.11166710406541824,137,3.402655601501465,0.9270443692803383,338259,2400,0.0018715807236731052,12968.978106910003,1001.0
0.0390453077852726,137,3.3995373249053955,0.9195120185613632,352359,2500,0.0014096841914579272,12974.495304829998,1001.0
-0.11787700653076172,137,3.401001214981079,0.9516480825841427,366459,2600,0.0009777990635484457,12981.680537130002,1001.0
