policy_loss,total_timesteps,fps,explained_variance,value_loss,policy_entropy,nupdates,ep_reward_mean,ep_len_mean
-0.03879585117101669,1395759,218,0.04010498523712158,35469.3671875,11.41081714630127,9900,5948.075169289999,1000.0
-0.11937962472438812,1409859,218,0.030278265476226807,26910.37109375,11.416544914245605,10000,6037.437408339998,1000.0
-0.17479467391967773,1423959,219,0.028332829475402832,28002.439453125,11.41987133026123,10100,6107.7969541600005,1000.0
-0.09939733147621155,1438059,219,0.024034082889556885,29872.15234375,11.421961784362793,10200,6209.040941099999,1000.0
-0.07648934423923492,1452159,219,0.02533435821533203,28776.025390625,11.427168846130371,10300,6309.175523590001,1000.0
-0.18614834547042847,1466259,219,0.05326789617538452,29754.171875,11.42848014831543,10400,6467.363408160001,1000.0
-0.24996358156204224,1480359,219,0.010802626609802246,27780.5234375,11.435261726379395,10500,6611.33745816,1000.0
-0.2862289845943451,1494459,219,0.04677551984786987,34064.46484375,11.437474250793457,10600,6713.973032259999,1000.0
-0.31938672065734863,1508559,219,0.036609768867492676,31741.771484375,11.440211296081543,10700,6852.1951778,1000.0
-0.38576942682266235,1522659,219,0.00589442253112793,31327.421875,11.442830085754395,10800,7035.584231550001,1000.0
-0.2239307463169098,1536759,219,0.028560161590576172,30396.0078125,11.441252708435059,10900,7203.468175610001,1000.0
-0.1788453906774521,1550859,219,1.2576580047607422e-05,27724.890625,11.445160865783691,11000,7303.559763819999,1000.0
-0.37990450859069824,1564959,219,0.020067214965820312,36773.15234375,11.446608543395996,11100,7372.978793630001,1000.0
-0.0885009765625,1579059,219,0.10154843330383301,33713.359375,11.447697639465332,11200,7465.533799179999,1000.0
-0.10473217070102692,1593159,219,0.02751213312149048,37109.46484375,11.45085334777832,11300,7601.840246140001,1000.0
-0.012373395264148712,1607259,220,0.007603049278259277,33559.62109375,11.455744743347168,11400,7772.045183699999,1000.0
-0.043438658118247986,1621359,220,0.046569228172302246,43295.4765625,11.456608772277832,11500,7853.345498180001,1000.0
-0.3214443624019623,1635459,220,2.0265579223632812e-06,34524.99609375,11.459568977355957,11600,7984.437766829999,1000.0
0.04822855442762375,1649559,220,-5.125999450683594e-06,34935.6875,11.462071418762207,11700,8115.39832515,1000.0
-0.14026129245758057,1663659,220,0.015740275382995605,38410.81640625,11.467982292175293,11800,8264.385349949998,1000.0
-0.10626634955406189,1677759,220,-6.556510925292969e-06,37501.90625,11.467820167541504,11900,8378.968066120002,1000.0
-0.14903253316879272,1691859,220,0.00022989511489868164,38177.0625,11.469316482543945,12000,8485.725124260001,1000.0
-0.044504277408123016,1705959,220,0.0011925697326660156,42884.60546875,11.474397659301758,12100,8583.499686100002,1000.0
-0.0731964260339737,1720059,220,0.04455786943435669,45442.75390625,11.478971481323242,12200,8679.45924312,1000.0
-0.07705248892307281,1734159,220,0.02886974811553955,43510.078125,11.483769416809082,12300,8749.10037314,1000.0
-0.0037765130400657654,1748259,220,5.364418029785156e-07,39965.59375,11.489930152893066,12400,8852.03135889,1000.0
-0.2941354513168335,1762359,220,-1.1920928955078125e-07,40144.94140625,11.494614601135254,12500,8925.86272485,1000.0
-0.19180454313755035,1776459,220,2.0503997802734375e-05,43420.609375,11.498215675354004,12600,8987.358958930003,1000.0
-0.2428724765777588,1790559,220,-1.1920928955078125e-07,43419.52734375,11.503464698791504,12700,9045.98166821,1000.0
0.009107306599617004,1804659,220,-5.245208740234375e-06,44524.6484375,11.506958961486816,12800,9080.5408857,1000.0
-0.2445426881313324,1818759,220,-2.1457672119140625e-06,47435.1328125,11.508238792419434,12900,9124.88552224,1000.0
-0.1817675679922104,1832859,220,1.1324882507324219e-06,47826.1171875,11.507533073425293,13000,9194.12350888,1000.0
-0.13229289650917053,1846959,219,-2.9802322387695312e-06,50088.9296875,11.509079933166504,13100,9224.725605360001,1000.0
-0.05651308596134186,1861059,219,0.0006611347198486328,54904.953125,11.510588645935059,13200,9262.38115611,1000.0
-0.256766140460968,1875159,219,-8.344650268554688e-07,53682.66015625,11.514851570129395,13300,9293.26726594,1000.0
-0.2487356811761856,1889259,219,-2.5033950805664062e-06,56752.2734375,11.516413688659668,13400,9322.46918412,1000.0
-0.28290653228759766,1903359,219,-2.6226043701171875e-06,57309.30078125,11.520600318908691,13500,9354.134953289997,1000.0
-0.3979184329509735,1917459,219,-7.152557373046875e-07,58421.26953125,11.524022102355957,13600,9378.4279609,1000.0
-0.07424905151128769,1931559,219,1.8596649169921875e-05,59686.6875,11.527247428894043,13700,9381.370590980001,1000.0
0.01189391314983368,1945659,219,-2.384185791015625e-07,60179.0703125,11.528849601745605,13800,9405.51094266,1000.0
0.12755173444747925,1959759,219,-0.000609278678894043,61026.88671875,11.532002449035645,13900,9406.88578537,1000.0
-0.1691340208053589,1973859,219,-1.0728836059570312e-06,63687.04296875,11.535038948059082,14000,9420.106503800002,1000.0
-0.3551463484764099,1987959,219,5.543231964111328e-06,64279.8984375,11.535661697387695,14100,9430.559389309998,1000.0
0.24423182010650635,2002059,219,1.055002212524414e-05,65865.234375,11.536839485168457,14200,9449.031749239999,1000.0
