value_loss,policy_entropy,nupdates,explained_variance,total_timesteps,fps,ep_reward_mean,ep_len_mean
5.36564302444458,9.932570457458496,1,-0.062256693840026855,128,176,,
0.2767631411552429,9.933752059936523,100,-0.5415705442428589,12800,180,212.77788124999998,500.0
0.0730997696518898,9.965063095092773,200,-1.785736322402954,25600,181,210.15141472916665,500.0
0.174539253115654,9.981321334838867,300,-0.27924978733062744,38400,178,203.697552,500.0
0.14617663621902466,9.975198745727539,400,-2.419233798980713,51200,180,212.94772382,500.0
1.975780725479126,9.927103042602539,500,-0.009012579917907715,64000,179,239.60649585999997,500.0
0.21089792251586914,9.690217018127441,600,-1.766289472579956,76800,181,368.64538616,500.0
0.5577690005302429,9.788208961486816,700,0.07622241973876953,89600,181,722.0954401200001,500.0
0.06543675065040588,9.709656715393066,800,0.8655705004930496,102400,179,1566.76211808,500.0
0.0070034898817539215,9.778838157653809,900,-0.49499404430389404,115200,179,2386.62846002,500.0
6.352874279022217,9.833937644958496,1000,-0.03373241424560547,128000,178,3244.6589045300007,500.0
0.004088941030204296,9.791824340820312,1100,-0.158697247505188,140800,178,3731.59977431,500.0
0.0073566194623708725,10.10057258605957,1200,-0.22044599056243896,153600,178,3871.9797801300006,500.0
0.05355533957481384,9.988678932189941,1300,-0.728823184967041,166400,178,3932.734056829999,500.0
0.010220302268862724,9.93736457824707,1400,0.0739254355430603,179200,178,3987.53445765,500.0
5.909365653991699,10.227067947387695,1500,0.2358698844909668,192000,178,4107.0057455900005,500.0
0.005790838040411472,10.374342918395996,1600,-0.7671699523925781,204800,179,3954.893843359999,500.0
0.010144318453967571,10.673991203308105,1700,-0.2028179168701172,217600,179,4017.515201779999,500.0
0.0877930074930191,10.785649299621582,1800,0.0752420425415039,230400,179,4301.82124251,500.0
0.01382241491228342,10.889643669128418,1900,-0.11315298080444336,243200,179,4296.32337744,500.0
3.8487648963928223,11.027329444885254,2000,0.0029375553131103516,256000,179,4731.179977219999,500.0
0.01022348366677761,10.968720436096191,2100,0.03735661506652832,268800,179,5063.297563820001,500.0
2.3143859380070353e-06,11.09949779510498,2200,0.0010338425636291504,281600,180,4937.1146985000005,500.0
0.0014091110788285732,11.434320449829102,2300,-2.491474151611328e-05,294400,180,4783.630486850001,500.0
7.44237404433079e-05,11.902922630310059,2400,-0.0005273818969726562,307200,180,4444.451429739999,500.0
3.179936170578003,12.376005172729492,2500,-0.00017559528350830078,320000,180,3902.80143579,500.0
0.00037982198409736156,12.621129035949707,2600,6.854534149169922e-06,332800,180,3824.58052908,500.0
0.009229552932083607,13.028766632080078,2700,0.9471336007118225,345600,181,3813.9396039099997,500.0
0.003364774864166975,13.1776123046875,2800,-0.002135753631591797,358400,180,3750.83243599,500.0
0.00016083347145467997,13.408019065856934,2900,0.00022166967391967773,371200,181,3740.33861292,500.0
3.431368589401245,13.742061614990234,3000,0.0008205175399780273,384000,180,3724.3214718799995,500.0
0.0007290700450539589,14.102508544921875,3100,-0.00027108192443847656,396800,181,3782.729144809999,500.0
0.0001311801897827536,14.389098167419434,3200,-0.03293347358703613,409600,181,3794.037285930001,500.0
0.0017383707454428077,14.467545509338379,3300,0.0011225342750549316,422400,181,3809.2023945799992,500.0
0.00013223843416199088,14.824799537658691,3400,-0.0007929801940917969,435200,181,3831.972198500001,500.0
3.7800447940826416,15.225268363952637,3500,-0.0002104043960571289,448000,181,3835.62075569,500.0
0.017245914787054062,15.553557395935059,3600,0.8577830791473389,460800,181,3839.68452758,500.0
3.8057638448663056e-05,15.892807006835938,3700,-2.384185791015625e-07,473600,181,3801.36104927,500.0
0.0013238942483440042,16.153154373168945,3800,-3.2186508178710938e-06,486400,181,3794.7661630599996,500.0
0.00037848655483685434,16.668346405029297,3900,0.01576775312423706,499200,181,3786.5690099600006,500.0
