serial_timesteps,policy_entropy,policy_loss,explained_variance,time_elapsed,fps,total_timesteps,clipfrac,approxkl,value_loss,n_updates,ep_reward_mean,ep_len_mean
50784,14.33355,0.008044969,0.04976755380630493,1155.407042503357,259,203136,0.38671875,0.038513742,0.0024099206,1587,26974.96070508,500.0
50816,14.366135,0.020090897,0.027505993843078613,1155.9005296230316,261,203264,0.5449219,0.20532428,0.0049631563,1588,26974.96070508,500.0
50848,14.389396,-0.0050314246,0.04708832502365112,1156.3906376361847,257,203392,0.44921875,0.09121967,0.0039588725,1589,26974.96070508,500.0
50880,14.44425,0.012852551,-0.12588512897491455,1156.8875222206116,269,203520,0.26367188,0.030765016,0.0018273935,1590,26974.96070508,500.0
50912,14.45454,-0.020023538,0.006801426410675049,1157.3631656169891,266,203648,0.43945312,0.06923486,0.0029043064,1591,26974.96070508,500.0
50944,14.47044,0.03022378,0.005480349063873291,1157.8435628414154,248,203776,0.5488281,0.0819155,0.0028889414,1592,26974.96070508,500.0
50976,14.491154,-0.031289008,0.018475830554962158,1158.3597762584686,240,203904,0.359375,0.050950732,0.0021395034,1593,26974.96070508,500.0
51008,14.54667,-0.04153122,-0.3637808561325073,1158.892104625702,34,204032,0.38671875,0.07909343,0.6826335,1594,27162.454734579995,500.0
51040,14.6003685,-0.06070838,-0.9521757364273071,1162.5666887760162,249,204160,0.43945312,0.1844637,0.00739866,1595,27162.454734579995,500.0
51072,14.658768,-0.0018516476,-0.11969232559204102,1163.0814907550812,229,204288,0.35546875,0.046866573,0.0028400915,1596,27162.454734579995,500.0
51104,14.734004,-0.007823089,0.022078335285186768,1163.6398837566376,234,204416,0.34179688,0.035736106,0.0030722248,1597,27162.454734579995,500.0
51136,14.767867,-0.005165504,-0.11378026008605957,1164.1877784729004,226,204544,0.3046875,0.03957887,0.0033249208,1598,27162.454734579995,500.0
51168,14.798688,-0.016189966,-0.14305317401885986,1164.7529907226562,217,204672,0.31445312,0.03898034,0.0015129962,1599,27162.454734579995,500.0
51200,14.817319,-0.0148572065,-0.03402304649353027,1165.3419229984283,217,204800,0.47851562,0.062207423,0.0022150802,1600,27162.454734579995,500.0
51232,14.839131,-0.029692465,-0.03468501567840576,1165.9311320781708,230,204928,0.41796875,0.07059752,0.003010508,1601,27162.454734579995,500.0
51264,14.871987,-0.0016761273,-0.018923282623291016,1166.4874415397644,229,205056,0.36132812,0.04720236,0.0023605498,1602,27162.454734579995,500.0
51296,14.894381,-0.015140209,0.047631800174713135,1167.0454139709473,217,205184,0.42578125,0.06161467,0.0014798307,1603,27162.454734579995,500.0
51328,14.870602,0.014752107,-0.17450237274169922,1167.6347448825836,235,205312,0.34570312,0.03506712,0.0022737973,1604,27162.454734579995,500.0
51360,14.8590975,-0.017726734,-0.0030062198638916016,1168.1795110702515,309,205440,0.40234375,0.13297136,0.0016769366,1605,27162.454734579995,500.0
51392,14.861157,0.00043557212,-0.13672173023223877,1168.5945587158203,234,205568,0.43164062,0.44603506,0.0061325543,1606,27162.454734579995,500.0
51424,14.872479,-0.0077375863,0.04993826150894165,1169.1412117481232,240,205696,0.3359375,0.04814249,0.003030533,1607,27162.454734579995,500.0
51456,14.854488,-0.006451641,0.004152417182922363,1169.6734890937805,263,205824,0.5019531,0.10531331,0.0011813317,1608,27162.454734579995,500.0
51488,14.855534,-0.005927683,0.03991734981536865,1170.159790277481,253,205952,0.25195312,0.026835997,0.002402481,1609,27162.454734579995,500.0
51520,14.882571,-0.03224343,-0.14489448070526123,1170.6662492752075,32,206080,0.42382812,0.17189075,0.5938669,1610,27454.678346059998,500.0
51552,14.879666,-0.0347898,0.2391476035118103,1174.5837836265564,235,206208,0.3515625,0.19702427,0.005778927,1611,27454.678346059998,500.0
51584,14.862054,-0.0010553659,-0.06944906711578369,1175.1286971569061,245,206336,0.39453125,0.051459335,0.004415139,1612,27454.678346059998,500.0
51616,14.843213,-0.0014985162,0.03399777412414551,1175.6512997150421,234,206464,0.25585938,0.027440563,0.005747573,1613,27454.678346059998,500.0
51648,14.829356,-0.017429141,0.0284540057182312,1176.1979734897614,241,206592,0.37109375,0.041150644,0.0027299575,1614,27454.678346059998,500.0
51680,14.807881,-0.029897535,0.026996076107025146,1176.7292385101318,217,206720,0.41210938,0.08279923,0.0033004265,1615,27454.678346059998,500.0
51712,14.754852,-0.0017365013,-0.041296958923339844,1177.3188588619232,246,206848,0.37304688,0.05199863,0.0027411208,1616,27454.678346059998,500.0
51744,14.754689,-0.00082434365,-0.02607560157775879,1177.8379797935486,243,206976,0.42382812,0.078584746,0.003225207,1617,27454.678346059998,500.0
51776,14.794779,-0.015519599,-0.0058536529541015625,1178.3641729354858,239,207104,0.26953125,0.047764134,0.0014841097,1618,27454.678346059998,500.0
51808,14.813017,0.0151921045,0.0052454471588134766,1178.8988807201385,267,207232,0.46289062,0.06082976,0.0029102117,1619,27454.678346059998,500.0
51840,14.7972145,-0.018999508,-0.004744172096252441,1179.3771424293518,245,207360,0.33984375,0.036952436,0.0052130395,1620,27454.678346059998,500.0
51872,14.795787,0.014994634,-0.0035796165466308594,1179.8997061252594,263,207488,0.4296875,0.11698246,0.0032071304,1621,27454.678346059998,500.0
51904,14.831959,-0.027483016,-0.01683783531188965,1180.3866617679596,303,207616,0.40820312,0.067662716,0.0016128127,1622,27454.678346059998,500.0
51936,14.902435,0.0244058,0.10156875848770142,1180.8096988201141,241,207744,0.42578125,0.1163926,0.0028631585,1623,27454.678346059998,500.0
51968,14.9034,-0.015767615,0.06501734256744385,1181.341020822525,258,207872,0.37304688,0.06278692,0.0016400622,1624,27454.678346059998,500.0
52000,14.901955,-0.0143395215,0.0013448596000671387,1181.837319612503,34,208000,0.27148438,0.038175803,0.72504956,1625,27780.275016139996,500.0
52032,14.916675,-0.0601159,-0.3614165782928467,1185.5736849308014,250,208128,0.40234375,0.2743939,0.00472609,1626,27780.275016139996,500.0
52064,14.865614,-0.02448591,-0.004382014274597168,1186.0864970684052,244,208256,0.45117188,0.06766849,0.003130102,1627,27780.275016139996,500.0
52096,14.798828,-0.015156942,0.13838505744934082,1186.6108314990997,251,208384,0.26757812,0.035681903,0.0059132376,1628,27780.275016139996,500.0
52128,14.769291,-0.005936909,0.18877696990966797,1187.1203153133392,255,208512,0.30078125,0.04765969,0.007029473,1629,27780.275016139996,500.0
52160,14.734059,-0.011741518,0.07302957773208618,1187.622938632965,249,208640,0.3984375,0.040493786,0.004219322,1630,27780.275016139996,500.0
52192,14.680111,-0.01443506,-0.0008172988891601562,1188.1371579170227,238,208768,0.3828125,0.03151086,0.0037963842,1631,27780.275016139996,500.0
52224,14.622266,-0.0076187425,0.04623037576675415,1188.6746110916138,251,208896,0.46289062,0.062389404,0.0043824674,1632,27780.275016139996,500.0
52256,14.598703,0.00010166853,-0.037453651428222656,1189.1836261749268,233,209024,0.34960938,0.037929717,0.004669047,1633,27780.275016139996,500.0
52288,14.579407,-0.018834531,-0.03325498104095459,1189.73220038414,253,209152,0.32226562,0.042894647,0.0048739426,1634,27780.275016139996,500.0
52320,14.553688,-0.012193277,-0.07471513748168945,1190.2388050556183,262,209280,0.43164062,0.066933595,0.002420188,1635,27780.275016139996,500.0
52352,14.533657,-0.009265408,-0.08864808082580566,1190.726999759674,259,209408,0.265625,0.024655715,0.003246176,1636,27780.275016139996,500.0
52384,14.544295,-0.033120472,0.08289438486099243,1191.22052693367,228,209536,0.46484375,0.07070605,0.0038555088,1637,27780.275016139996,500.0
52416,14.564509,-0.011560421,0.2908366918563843,1191.782462835312,242,209664,0.25,0.022220757,0.0037032822,1638,27780.275016139996,500.0
52448,14.552059,-0.004321824,-0.05097317695617676,1192.309909105301,263,209792,0.37304688,0.042409085,0.0024818673,1639,27780.275016139996,500.0
52480,14.535612,0.0016679773,0.07125610113143921,1192.7963297367096,252,209920,0.41015625,0.05097328,0.0017512335,1640,27780.275016139996,500.0
52512,14.566255,-0.029455725,-0.47521376609802246,1193.3041470050812,34,210048,0.41210938,0.08186412,0.6828918,1641,27969.034460879997,500.0
52544,14.592425,-0.06013977,-0.0825800895690918,1197.03559923172,248,210176,0.48242188,0.31105366,0.013556719,1642,27969.034460879997,500.0
52576,14.571663,-0.028262652,0.26391273736953735,1197.551334619522,241,210304,0.37695312,0.12849371,0.0052642645,1643,27969.034460879997,500.0
52608,14.548069,-0.0088066645,-0.012081742286682129,1198.081575870514,239,210432,0.42773438,0.08500153,0.0018343568,1644,27969.034460879997,500.0
52640,14.505018,-0.0050051133,-0.2260298728942871,1198.6163189411163,235,210560,0.375,0.051552273,0.00327341,1645,27969.034460879997,500.0
52672,14.462519,-0.023199324,0.3221229314804077,1199.159820318222,233,210688,0.39257812,0.08063108,0.0036481868,1646,27969.034460879997,500.0
52704,14.458483,0.014083088,0.05326557159423828,1199.7091662883759,232,210816,0.50390625,0.07396513,0.004676581,1647,27969.034460879997,500.0
52736,14.46685,-0.033920895,0.04539674520492554,1200.2594397068024,265,210944,0.42578125,0.21451564,0.0038329533,1648,27969.034460879997,500.0
52768,14.454025,-0.012702327,0.38553595542907715,1200.7417118549347,232,211072,0.33398438,0.059709866,0.0024714477,1649,27969.034460879997,500.0
52800,14.428175,0.0054483935,0.0905563235282898,1201.2939937114716,232,211200,0.390625,0.0574442,0.0016194691,1650,27969.034460879997,500.0
52832,14.407173,0.008973665,0.06508946418762207,1201.845727443695,224,211328,0.45898438,0.11077676,0.0018581134,1651,27969.034460879997,500.0
52864,14.404467,-0.014332069,0.14020287990570068,1202.415546655655,241,211456,0.38476562,0.08851344,0.0031670327,1652,27969.034460879997,500.0
52896,14.431351,-0.0133086145,0.004815042018890381,1202.9454789161682,238,211584,0.390625,0.06169448,0.0024954248,1653,27969.034460879997,500.0
52928,14.440513,-0.016940868,-0.07283222675323486,1203.483788728714,239,211712,0.39453125,0.07776868,0.0013022142,1654,27969.034460879997,500.0
52960,14.439326,0.013737571,0.0896463394165039,1204.0181758403778,238,211840,0.45507812,0.07347451,0.0019249237,1655,27969.034460879997,500.0
52992,14.432726,-0.0043948144,-0.04074704647064209,1204.556935787201,242,211968,0.47265625,0.0662217,0.0016716013,1656,27969.034460879997,500.0
53024,14.418772,-0.029197384,-0.31961512565612793,1205.0854501724243,32,212096,0.39257812,0.06828778,0.4885437,1657,27999.36654448,500.0
53056,14.411942,-0.042233538,0.0817028284072876,1208.9945480823517,228,212224,0.37695312,0.18744536,0.0056396686,1658,27999.36654448,500.0
53088,14.403225,-0.020076912,-0.02445840835571289,1209.5562951564789,229,212352,0.38476562,0.054916706,0.0036440175,1659,27999.36654448,500.0
53120,14.332774,-0.024823071,0.5197595655918121,1210.116259098053,223,212480,0.51953125,0.24115643,0.009432806,1660,27999.36654448,500.0
53152,14.311117,-0.016578468,0.6332172751426697,1210.6907942295074,235,212608,0.39453125,0.07729481,0.0015701217,1661,27999.36654448,500.0
53184,14.280204,0.0011178117,0.05731785297393799,1211.2354555130005,219,212736,0.37695312,0.041307524,0.0034587376,1662,27999.36654448,500.0
53216,14.28921,0.016981604,0.012142658233642578,1211.8201196193695,284,212864,0.3046875,0.028920446,0.0037537687,1663,27999.36654448,500.0
53248,14.299511,-0.018606102,0.008375406265258789,1212.271162033081,236,212992,0.39453125,0.044206947,0.0036227792,1664,27999.36654448,500.0
53280,14.258703,-0.0003558735,0.01289278268814087,1212.8123078346252,279,213120,0.32617188,0.04122085,0.0043023573,1665,27999.36654448,500.0
53312,14.239952,-0.025071757,-0.03640758991241455,1213.2717516422272,263,213248,0.375,0.04061192,0.0024901303,1666,27999.36654448,500.0
53344,14.2413025,0.005852288,-0.1736769676208496,1213.7584567070007,244,213376,0.40234375,0.063285835,0.0019669207,1667,27999.36654448,500.0
53376,14.22621,0.0028196347,0.01344919204711914,1214.2830202579498,266,213504,0.38671875,0.048762828,0.003989402,1668,27999.36654448,500.0
53408,14.220976,0.0056167003,-0.018830299377441406,1214.764003753662,278,213632,0.29882812,0.026952311,0.0019394902,1669,27999.36654448,500.0
53440,14.216941,0.0024976842,-0.026370525360107422,1215.2250475883484,259,213760,0.4453125,0.06997504,0.0023272398,1670,27999.36654448,500.0
53472,14.191914,-0.017587714,0.08532673120498657,1215.7192347049713,244,213888,0.41210938,0.04500254,0.0029124932,1671,27999.36654448,500.0
53504,14.192469,-0.0211717,-0.2889326810836792,1216.242503643036,35,214016,0.421875,0.079084285,0.79133546,1672,28065.29694245999,500.0
53536,14.248033,-0.06173287,-0.38594627380371094,1219.856229543686,247,214144,0.4296875,3.3218749,0.011074927,1673,28065.29694245999,500.0
53568,14.298287,0.00077155186,-0.027370333671569824,1220.3731813430786,246,214272,0.4140625,0.06703928,0.0061631873,1674,28065.29694245999,500.0
53600,14.336865,-0.016133111,-0.07439541816711426,1220.8928554058075,241,214400,0.35351562,0.057919707,0.0062216464,1675,28065.29694245999,500.0
53632,14.385044,-0.00943749,-0.07130491733551025,1221.423570394516,232,214528,0.37890625,0.038186908,0.0025230274,1676,28065.29694245999,500.0
53664,14.391898,0.026285117,0.12028038501739502,1221.9743993282318,240,214656,0.47265625,0.10264391,0.0054856925,1677,28065.29694245999,500.0
53696,14.357071,-0.019897861,0.3728365898132324,1222.5080630779266,232,214784,0.38085938,1.4606711,0.008318797,1678,28065.29694245999,500.0
53728,14.373543,-0.033934034,0.4149094820022583,1223.0598757266998,250,214912,0.44726562,0.0702537,0.0025774322,1679,28065.29694245999,500.0
53760,14.40261,-0.004941776,-0.0031663179397583008,1223.5706322193146,249,215040,0.32226562,0.03017339,0.0046978183,1680,28065.29694245999,500.0
53792,14.370321,-0.024160828,-0.06231558322906494,1224.0853395462036,246,215168,0.29296875,0.031948008,0.004832544,1681,28065.29694245999,500.0
53824,14.398386,-0.0039147055,0.05124855041503906,1224.606249332428,250,215296,0.3515625,0.047887407,0.003459362,1682,28065.29694245999,500.0
53856,14.457652,-0.011040859,0.11995989084243774,1225.117710351944,238,215424,0.35546875,0.05790554,0.0026665123,1683,28065.29694245999,500.0
53888,14.493081,0.0068561533,0.000727236270904541,1225.6566338539124,245,215552,0.30273438,0.038664956,0.002244712,1684,28065.29694245999,500.0
53920,14.494052,-0.0067843823,-0.009108662605285645,1226.178329706192,226,215680,0.31835938,0.030906674,0.0023328913,1685,28065.29694245999,500.0
53952,14.516011,-0.006642014,0.018855392932891846,1226.74334192276,244,215808,0.27734375,0.03856353,0.004120513,1686,28065.29694245999,500.0
53984,14.484168,-0.009307863,0.2490403652191162,1227.2679965496063,245,215936,0.45898438,0.14860229,0.0026547206,1687,28065.29694245999,500.0
54016,14.461429,-0.04823403,-0.403484582901001,1227.7898681163788,36,216064,0.40234375,0.08693692,0.6404965,1688,28107.344609940003,500.0
54048,14.453654,-0.039842073,-1.245967149734497,1231.2851808071136,230,216192,0.44335938,0.81647915,0.010699127,1689,28107.344609940003,500.0
54080,14.45218,-0.0013832541,-0.29026591777801514,1231.8419108390808,231,216320,0.36523438,0.18606377,0.0030165247,1690,28107.344609940003,500.0
54112,14.452646,-0.024094716,-0.23590564727783203,1232.3968405723572,234,216448,0.47460938,0.11939806,0.0042631533,1691,28107.344609940003,500.0
54144,14.483522,-0.0082831895,-0.14060604572296143,1232.94349360466,229,216576,0.34960938,0.07078496,0.0019615819,1692,28107.344609940003,500.0
54176,14.514923,0.003313185,-0.06880307197570801,1233.5031685829163,222,216704,0.40234375,0.048173647,0.0036960929,1693,28107.344609940003,500.0
54208,14.541183,-0.028530356,0.003529191017150879,1234.079946756363,254,216832,0.38476562,0.059585057,0.0036711376,1694,28107.344609940003,500.0
54240,14.552615,0.017800339,0.038686156272888184,1234.5847787857056,276,216960,0.44140625,0.10918258,0.004711667,1695,28107.344609940003,500.0
54272,14.564651,-0.0050529777,-0.08401191234588623,1235.0483627319336,242,217088,0.35351562,0.0365251,0.0035574234,1696,28107.344609940003,500.0
54304,14.580184,0.017688816,0.017134130001068115,1235.5761034488678,247,217216,0.39648438,0.067766234,0.004121535,1697,28107.344609940003,500.0
54336,14.602863,0.0124997245,0.043519675731658936,1236.0932166576385,224,217344,0.44726562,0.058101095,0.0015670155,1698,28107.344609940003,500.0
54368,14.621699,-0.0012860699,0.07045960426330566,1236.663733959198,231,217472,0.30859375,0.08367418,0.0022787603,1699,28107.344609940003,500.0
54400,14.625934,0.0034164123,-0.07959926128387451,1237.2174663543701,230,217600,0.3203125,0.089761555,0.001208028,1700,28107.344609940003,500.0
54432,14.663192,-0.020424943,0.34716612100601196,1237.7743906974792,231,217728,0.38476562,0.09488979,0.01599831,1701,28107.344609940003,500.0
54464,14.69954,-0.034629002,0.5050164759159088,1238.3290185928345,237,217856,0.40429688,0.20725721,0.0097341295,1702,28107.344609940003,500.0
54496,14.66892,-0.017772693,-0.21240079402923584,1238.8683936595917,232,217984,0.36132812,0.07020712,0.0057920646,1703,28107.344609940003,500.0
54528,14.636477,-0.03967987,-0.12900519371032715,1239.4201645851135,31,218112,0.4609375,0.11459658,0.27674103,1704,28056.544353339992,500.0
54560,14.65613,-0.041746676,0.02194678783416748,1243.4365918636322,238,218240,0.34375,0.29879424,0.009235408,1705,28056.544353339992,500.0
54592,14.621172,-0.033283643,0.15034902095794678,1243.9734842777252,228,218368,0.41601562,0.54665697,0.0024727003,1706,28056.544353339992,500.0
54624,14.604995,-0.027526282,0.3241044282913208,1244.534643650055,227,218496,0.46679688,0.40177786,0.006527404,1707,28056.544353339992,500.0
54656,14.558047,-0.019259281,-0.07025659084320068,1245.0970845222473,215,218624,0.31835938,0.047497064,0.0034447126,1708,28056.544353339992,500.0
54688,14.504832,-0.035019264,0.3202309012413025,1245.6920008659363,250,218752,0.37695312,0.10319536,0.004464232,1709,28056.544353339992,500.0
54720,14.449965,-0.050020844,-0.0344926118850708,1246.2030050754547,228,218880,0.41992188,0.2433871,0.0072568688,1710,28056.544353339992,500.0
54752,14.438841,-0.032710493,0.2535899877548218,1246.7629354000092,229,219008,0.43945312,0.107448146,0.0029591953,1711,28056.544353339992,500.0
54784,14.460299,-0.01932176,0.04932260513305664,1247.3210694789886,220,219136,0.45117188,0.056854174,0.004217718,1712,28056.544353339992,500.0
54816,14.475281,-0.026356682,0.18252480030059814,1247.9019317626953,240,219264,0.3359375,0.04874828,0.0053191143,1713,28056.544353339992,500.0
54848,14.452669,-0.0424273,0.2267322540283203,1248.4360644817352,245,219392,0.45507812,0.09447328,0.0050427075,1714,28056.544353339992,500.0
54880,14.404496,-0.05454759,0.525714635848999,1248.9588739871979,286,219520,0.4609375,0.3120178,0.0033830225,1715,28056.544353339992,500.0
54912,14.397788,-0.011073372,0.07967066764831543,1249.40678191185,271,219648,0.28710938,0.040817697,0.0034532268,1716,28056.544353339992,500.0
54944,14.401806,-0.015761591,0.24986052513122559,1249.8780937194824,245,219776,0.3203125,0.061606582,0.010858656,1717,28056.544353339992,500.0
54976,14.381748,0.008141943,0.10520941019058228,1250.3994579315186,252,219904,0.38085938,0.04053926,0.0040956596,1718,28056.544353339992,500.0
55008,14.357354,-0.02810379,-0.22564125061035156,1250.9067459106445,34,220032,0.5136719,0.30735284,0.40970543,1719,27829.023311529992,500.0
55040,14.345558,-0.041552767,-1.349560260772705,1254.5651679039001,241,220160,0.42578125,0.13700622,0.010310854,1720,27829.023311529992,500.0
55072,14.338253,0.008801226,-0.1319202184677124,1255.0956938266754,293,220288,0.31640625,0.039424293,0.0056519615,1721,27829.023311529992,500.0
55104,14.31788,-0.0021254185,0.13425993919372559,1255.5326149463654,228,220416,0.34960938,0.039639585,0.0037849862,1722,27829.023311529992,500.0
55136,14.299368,0.0017149304,0.004618585109710693,1256.0935909748077,234,220544,0.4921875,0.07654063,0.004218389,1723,27829.023311529992,500.0
55168,14.290346,0.034727264,0.02880275249481201,1256.6404922008514,274,220672,0.50390625,0.08610991,0.0043225186,1724,27829.023311529992,500.0
55200,14.28345,0.002262252,0.17475837469100952,1257.1076700687408,241,220800,0.45507812,0.06875205,0.00403509,1725,27829.023311529992,500.0
55232,14.245612,0.009323397,0.23474061489105225,1257.6385712623596,262,220928,0.42773438,0.061276175,0.004470764,1726,27829.023311529992,500.0
55264,14.195336,0.0014630985,0.03207540512084961,1258.1270241737366,242,221056,0.40820312,0.07864011,0.004190627,1727,27829.023311529992,500.0
55296,14.213242,-0.0049616033,0.09218519926071167,1258.6559484004974,247,221184,0.36523438,0.053554155,0.0029388987,1728,27829.023311529992,500.0
55328,14.246572,0.010851377,0.09762853384017944,1259.173406124115,260,221312,0.34375,0.040291082,0.004701348,1729,27829.023311529992,500.0
55360,14.237013,0.0036611953,0.18537402153015137,1259.6653125286102,232,221440,0.27734375,0.044572007,0.0060201194,1730,27829.023311529992,500.0
55392,14.256885,-0.0012166133,-0.14644360542297363,1260.2163527011871,235,221568,0.33203125,0.030213006,0.0035776035,1731,27829.023311529992,500.0
55424,14.2557,-0.018074038,0.09395694732666016,1260.760725736618,220,221696,0.43359375,0.05705684,0.0033024997,1732,27829.023311529992,500.0
55456,14.249243,-0.0100237,0.09282815456390381,1261.3416504859924,231,221824,0.40625,0.06591879,0.0019813185,1733,27829.023311529992,500.0
55488,14.265602,-0.022593252,0.08719146251678467,1261.8950202465057,252,221952,0.51171875,0.094540045,0.0040144133,1734,27829.023311529992,500.0
55520,14.262408,-0.025760785,-0.13345551490783691,1262.4033732414246,32,222080,0.43359375,0.19220951,0.44747144,1735,27932.016188109996,500.0
55552,14.246729,-0.01309536,-1.2772552967071533,1266.371991634369,255,222208,0.45507812,0.2667878,0.0049391817,1736,27932.016188109996,500.0
55584,14.240725,0.0106732985,0.11023503541946411,1266.8748540878296,244,222336,0.32617188,0.030800886,0.005800255,1737,27932.016188109996,500.0
55616,14.246424,-0.011315467,0.09653270244598389,1267.4008886814117,245,222464,0.35546875,0.06999376,0.0045211143,1738,27932.016188109996,500.0
55648,14.275121,-0.00984503,0.013386070728302002,1267.9227571487427,282,222592,0.33007812,0.048695013,0.0021907233,1739,27932.016188109996,500.0
55680,14.318057,-0.00026472937,0.0575559139251709,1268.376427412033,240,222720,0.44726562,0.07576281,0.002966633,1740,27932.016188109996,500.0
55712,14.370994,0.02872308,-0.05896949768066406,1268.9087822437286,234,222848,0.56640625,0.13522519,0.0021851682,1741,27932.016188109996,500.0
55744,14.395741,0.005673933,0.055216848850250244,1269.455207824707,234,222976,0.34765625,0.07117343,0.0040121293,1742,27932.016188109996,500.0
55776,14.4271145,-0.0076874974,0.15161395072937012,1270.0016424655914,237,223104,0.41992188,0.0648079,0.002257583,1743,27932.016188109996,500.0
55808,14.464053,0.00086169643,0.2150549292564392,1270.5419018268585,229,223232,0.453125,0.06273686,0.003052963,1744,27932.016188109996,500.0
55840,14.446296,-0.0032563263,0.2988290786743164,1271.100817680359,232,223360,0.39453125,0.04900994,0.00254963,1745,27932.016188109996,500.0
55872,14.457529,0.025830582,0.39972466230392456,1271.651151418686,237,223488,0.40625,0.05426457,0.001432189,1746,27932.016188109996,500.0
55904,14.441573,-0.016779412,0.3016618490219116,1272.1908950805664,230,223616,0.3671875,0.060063213,0.003315341,1747,27932.016188109996,500.0
55936,14.420086,-0.011108639,0.2711142301559448,1272.7460868358612,249,223744,0.3828125,0.060623992,0.0060355593,1748,27932.016188109996,500.0
55968,14.399794,-0.0076232753,0.44829481840133667,1273.2614343166351,240,223872,0.49023438,0.06677785,0.0020335647,1749,27932.016188109996,500.0
56000,14.41074,0.00035404996,-0.02092576026916504,1273.7940654754639,33,224000,0.33398438,0.05727668,0.71709377,1750,28031.00779879,500.0
56032,14.484309,-0.06345719,-0.5065988302230835,1277.6112229824066,247,224128,0.42578125,0.54852086,0.03278633,1751,28031.00779879,500.0
56064,14.527777,-0.025644984,0.25310325622558594,1278.1288092136383,240,224256,0.36914062,0.20353052,0.008258229,1752,28031.00779879,500.0
56096,14.542754,-0.003689292,-0.07564568519592285,1278.6615023612976,215,224384,0.37890625,0.10834159,0.0039995993,1753,28031.00779879,500.0
56128,14.550892,0.027576776,0.06595605611801147,1279.2553851604462,226,224512,0.43359375,0.1349047,0.001884161,1754,28031.00779879,500.0
56160,14.529028,0.017026072,0.18178248405456543,1279.8213403224945,263,224640,0.48242188,0.111540034,0.002795812,1755,28031.00779879,500.0
56192,14.501987,0.00706013,0.10066241025924683,1280.308115720749,269,224768,0.34570312,0.031465754,0.0019728958,1756,28031.00779879,500.0
56224,14.48819,-0.00032952335,0.12596184015274048,1280.7848732471466,228,224896,0.35742188,0.037430577,0.0016475489,1757,28031.00779879,500.0
56256,14.461151,-0.028666984,-0.36211252212524414,1281.346342086792,230,225024,0.37109375,0.05085094,0.0028953766,1758,28031.00779879,500.0
56288,14.464925,-0.010582186,0.09092068672180176,1281.9037609100342,227,225152,0.43359375,0.07126655,0.00215975,1759,28031.00779879,500.0
56320,14.484786,0.005843917,0.039495229721069336,1282.4670975208282,234,225280,0.29882812,0.05940952,0.0008577992,1760,28031.00779879,500.0
56352,14.51106,0.0007428294,0.06027454137802124,1283.013346672058,241,225408,0.4765625,0.058996856,0.0015655445,1761,28031.00779879,500.0
56384,14.54018,0.0068262294,0.4078484773635864,1283.5445647239685,244,225536,0.3046875,0.03357959,0.0010083137,1762,28031.00779879,500.0
56416,14.580921,-0.011506155,-0.07730233669281006,1284.0686473846436,232,225664,0.30664062,0.04481031,0.002198348,1763,28031.00779879,500.0
56448,14.586639,-0.013327928,0.12997227907180786,1284.6210095882416,245,225792,0.33398438,0.07148625,0.0031383205,1764,28031.00779879,500.0
56480,14.570907,0.014180937,0.1295977234840393,1285.142557144165,278,225920,0.42578125,0.1329509,0.0009548844,1765,28031.00779879,500.0
56512,14.569248,-0.059711087,-0.860724925994873,1285.6028044223785,32,226048,0.5332031,0.17512846,0.8126009,1766,28213.54492508001,500.0
56544,14.530927,-0.06543591,-7.735193252563477,1289.5942153930664,243,226176,0.4609375,0.6024575,0.024788521,1767,28213.54492508001,500.0
56576,14.500866,-0.0012516163,-0.14107584953308105,1290.1204977035522,245,226304,0.40820312,0.057859473,0.0056866324,1768,28213.54492508001,500.0
56608,14.5087185,0.024078764,-0.07151150703430176,1290.6424443721771,252,226432,0.50390625,3.5375423,0.0045580543,1769,28213.54492508001,500.0
56640,14.492593,-0.00513814,0.06486761569976807,1291.1501295566559,242,226560,0.45703125,0.066212356,0.005237951,1770,28213.54492508001,500.0
56672,14.457079,0.0038653337,0.04383128881454468,1291.6777787208557,255,226688,0.34960938,0.08485751,0.002152415,1771,28213.54492508001,500.0
56704,14.418422,0.020055013,0.06006866693496704,1292.1800227165222,253,226816,0.6660156,0.40092725,0.00384231,1772,28213.54492508001,500.0
56736,14.421649,0.013422663,0.07104122638702393,1292.6856725215912,229,226944,0.34375,0.0620526,0.0027906145,1773,28213.54492508001,500.0
56768,14.41914,0.031301,0.024036109447479248,1293.2443375587463,245,227072,0.49023438,0.13446796,0.004091404,1774,28213.54492508001,500.0
56800,14.443889,0.011093807,0.061343371868133545,1293.7667043209076,231,227200,0.5,0.13521564,0.00325669,1775,28213.54492508001,500.0
56832,14.4656,-8.128281e-05,0.027170002460479736,1294.3210277557373,228,227328,0.35742188,0.08486155,0.0031136288,1776,28213.54492508001,500.0
56864,14.491524,-0.0041024396,0.053511202335357666,1294.882441520691,245,227456,0.29492188,0.040400133,0.00260613,1777,28213.54492508001,500.0
56896,14.527963,0.0030033276,0.045998573303222656,1295.4039885997772,294,227584,0.421875,0.08032568,0.0017733951,1778,28213.54492508001,500.0
56928,14.584372,-0.0026869073,0.030673563480377197,1295.8402054309845,260,227712,0.5449219,0.25194898,0.0014002265,1779,28213.54492508001,500.0
56960,14.62001,0.00020411145,0.03425401449203491,1296.3349499702454,232,227840,0.34570312,0.037304074,0.0034301733,1780,28213.54492508001,500.0
