serial_timesteps,policy_entropy,policy_loss,explained_variance,time_elapsed,fps,total_timesteps,clipfrac,approxkl,value_loss,n_updates,ep_reward_mean,ep_len_mean
28576,13.909577,-0.017581662,-0.18260669708251953,643.8140168190002,233,114304,0.41015625,0.043237537,0.051073693,893,5991.330748859999,500.0
28608,13.930687,-0.006029728,-0.035172224044799805,644.3620102405548,232,114432,0.2890625,0.025266912,0.022824425,894,5991.330748859999,500.0
28640,13.960917,-0.018323679,0.056595563888549805,644.9137232303619,257,114560,0.31054688,0.03698131,0.020721713,895,5991.330748859999,500.0
28672,13.964563,-0.01966626,0.06091177463531494,645.411073923111,236,114688,0.36328125,0.029905595,0.022757921,896,5991.330748859999,500.0
28704,13.968869,-0.020384341,0.0523296594619751,645.9523015022278,273,114816,0.33984375,0.03924095,0.03758676,897,5991.330748859999,500.0
28736,13.982972,-0.004860113,0.1265128254890442,646.4210660457611,253,114944,0.34765625,0.041047633,0.029036164,898,5991.330748859999,500.0
28768,13.986085,-0.037129514,0.18986499309539795,646.9263381958008,247,115072,0.32421875,0.035583384,0.019335467,899,5991.330748859999,500.0
28800,13.94537,-0.021230228,0.17861229181289673,647.443929195404,264,115200,0.27539062,0.022177288,0.020486405,900,5991.330748859999,500.0
28832,13.928382,-0.0103517445,-0.06757891178131104,647.9285411834717,231,115328,0.359375,0.04255608,0.024390653,901,5991.330748859999,500.0
28864,13.935333,-0.011622566,0.03374814987182617,648.4823534488678,224,115456,0.42382812,0.051629737,0.022845998,902,5991.330748859999,500.0
28896,13.952378,-0.012638723,0.11050856113433838,649.0536131858826,208,115584,0.36328125,0.05001079,0.013174756,903,5991.330748859999,500.0
28928,13.955017,-0.02237418,0.01774495840072632,649.6694922447205,206,115712,0.32421875,0.025221407,0.016064532,904,5991.330748859999,500.0
28960,13.963403,-0.020029698,0.059804558753967285,650.2895932197571,212,115840,0.42773438,0.054760393,0.023955153,905,5991.330748859999,500.0
28992,13.956679,0.007541016,0.14174211025238037,650.8926513195038,229,115968,0.46484375,0.06573496,0.020623107,906,5991.330748859999,500.0
29024,13.933626,-0.035993077,-0.1553359031677246,651.4502758979797,36,116096,0.4921875,0.21180016,1.9318982,907,6679.352752259999,500.0
29056,13.923544,-0.032030545,-0.020638465881347656,654.9979405403137,245,116224,0.43164062,0.069209814,0.022462636,908,6679.352752259999,500.0
29088,13.8974495,-0.007901161,-0.020035147666931152,655.5211668014526,263,116352,0.38867188,0.051107176,0.02359405,909,6679.352752259999,500.0
29120,13.906102,-0.016289515,0.0566440224647522,656.0073676109314,283,116480,0.51171875,0.1008928,0.0135181025,910,6679.352752259999,500.0
29152,13.92471,-0.012823206,-0.017369627952575684,656.4598984718323,256,116608,0.39453125,0.037314605,0.020988196,911,6679.352752259999,500.0
29184,13.934285,-0.0010095513,0.02776789665222168,656.9605350494385,238,116736,0.265625,0.021371938,0.015602323,912,6679.352752259999,500.0
29216,13.948339,-0.012177942,0.030219078063964844,657.4968008995056,241,116864,0.3203125,0.02665399,0.015434107,913,6679.352752259999,500.0
29248,13.99214,-0.0063602617,0.035909056663513184,658.0278396606445,265,116992,0.40234375,0.03562442,0.039185368,914,6679.352752259999,500.0
29280,14.00722,-0.022720335,0.01789236068725586,658.5106506347656,250,117120,0.32421875,0.046762608,0.03378526,915,6679.352752259999,500.0
29312,13.969646,-0.018126694,0.08417695760726929,659.023449420929,239,117248,0.390625,0.097802944,0.026313845,916,6679.352752259999,500.0
29344,13.926642,-0.028983364,-0.09494543075561523,659.5596318244934,224,117376,0.3515625,0.036122486,0.011049346,917,6679.352752259999,500.0
29376,13.8999195,-0.015186634,0.0639646053314209,660.1306824684143,225,117504,0.5,0.07660131,0.01947615,918,6679.352752259999,500.0
29408,13.907013,0.0018059378,-0.022037506103515625,660.6983938217163,212,117632,0.34765625,0.036705293,0.017705142,919,6679.352752259999,500.0
29440,13.907373,-0.011695832,0.012177228927612305,661.3016345500946,221,117760,0.38867188,0.03397142,0.016265716,920,6679.352752259999,500.0
29472,13.909648,-0.015321666,0.03862887620925903,661.8794012069702,236,117888,0.359375,0.03382009,0.016634518,921,6679.352752259999,500.0
29504,13.911906,-0.032403246,-0.10012149810791016,662.4228703975677,34,118016,0.32617188,0.029566731,3.0243132,922,7412.235777999998,500.0
29536,13.908168,-0.02219016,0.16229474544525146,666.1173982620239,245,118144,0.390625,0.047106873,0.020023415,923,7412.235777999998,500.0
29568,13.897313,-0.021683756,-0.1266927719116211,666.6384303569794,241,118272,0.3515625,0.040439047,0.014839343,924,7412.235777999998,500.0
29600,13.901145,-0.013870665,0.06934452056884766,667.1693081855774,231,118400,0.33007812,0.029025925,0.020759247,925,7412.235777999998,500.0
29632,13.931589,-0.016509127,-0.011914968490600586,667.7239787578583,255,118528,0.26367188,0.019071614,0.01926148,926,7412.235777999998,500.0
29664,13.961895,-0.004905203,0.12059378623962402,668.2254550457001,268,118656,0.34765625,0.035758104,0.014700589,927,7412.235777999998,500.0
29696,13.961252,-0.017941628,0.20370858907699585,668.7027249336243,231,118784,0.30273438,0.032039348,0.01403374,928,7412.235777999998,500.0
29728,13.971279,-0.009311138,0.09658873081207275,669.2559888362885,218,118912,0.24023438,0.02048549,0.008852783,929,7412.235777999998,500.0
29760,13.9734,-0.011093207,0.17057102918624878,669.8421940803528,237,119040,0.33398438,0.03205011,0.019663075,930,7412.235777999998,500.0
29792,13.972684,0.009028946,0.26374495029449463,670.3812484741211,232,119168,0.37109375,0.059033807,0.009453557,931,7412.235777999998,500.0
29824,13.952189,0.0028020246,0.037947893142700195,670.9318277835846,246,119296,0.28710938,0.034585807,0.021728553,932,7412.235777999998,500.0
29856,13.893186,-0.015449703,0.02537834644317627,671.4519746303558,234,119424,0.23242188,0.02060521,0.01630813,933,7412.235777999998,500.0
29888,13.851134,-0.020309193,-0.2250368595123291,671.9996848106384,233,119552,0.35351562,0.04211616,0.018556565,934,7412.235777999998,500.0
29920,13.847664,0.006593056,0.1875683069229126,672.5477001667023,238,119680,0.3984375,0.037603248,0.015100911,935,7412.235777999998,500.0
29952,13.8559675,-0.006292586,0.053365886211395264,673.0847706794739,236,119808,0.35351562,0.032447193,0.011501833,936,7412.235777999998,500.0
29984,13.868233,-0.03625932,0.07924914360046387,673.6266522407532,228,119936,0.42773438,0.04726876,0.01543925,937,7412.235777999998,500.0
30016,13.886025,-0.04848901,-0.04059243202209473,674.1883659362793,35,120064,0.40625,0.07666485,1.7088785,938,8078.208640069999,500.0
30048,13.860003,-0.023853019,-0.7294179201126099,677.8417310714722,256,120192,0.24023438,0.032698292,0.023802467,939,8078.208640069999,500.0
30080,13.7870865,-0.0143884355,-0.21655166149139404,678.3413617610931,234,120320,0.22460938,0.016642366,0.009326802,940,8078.208640069999,500.0
30112,13.75156,-0.01757519,-0.03728508949279785,678.8877522945404,227,120448,0.32226562,0.03824049,0.014627388,941,8078.208640069999,500.0
30144,13.7026415,-0.037750486,-0.022183537483215332,679.4523074626923,234,120576,0.40820312,0.05010897,0.012772887,942,8078.208640069999,500.0
30176,13.667479,-0.018523205,0.028604984283447266,680.0013782978058,242,120704,0.23242188,0.018575132,0.008432304,943,8078.208640069999,500.0
30208,13.659442,-0.025971204,0.026553869247436523,680.529296875,232,120832,0.41210938,0.045205623,0.017916638,944,8078.208640069999,500.0
30240,13.650138,-9.350828e-05,0.0035643577575683594,681.0821504592896,232,120960,0.5097656,0.06728343,0.012392054,945,8078.208640069999,500.0
30272,13.653829,-0.007098251,0.0460701584815979,681.6339240074158,249,121088,0.38476562,0.06311067,0.012203663,946,8078.208640069999,500.0
30304,13.639673,-0.0104086725,0.08695733547210693,682.148334980011,270,121216,0.33007812,0.028537571,0.016016372,947,8078.208640069999,500.0
30336,13.633523,-0.016949058,-0.009781956672668457,682.622816324234,236,121344,0.3828125,0.044021685,0.014356782,948,8078.208640069999,500.0
30368,13.618717,-0.0056390474,-0.07191181182861328,683.1639323234558,212,121472,0.4296875,0.04001037,0.011732103,949,8078.208640069999,500.0
30400,13.589729,-0.027174318,0.07830971479415894,683.7671184539795,233,121600,0.45703125,0.06797493,0.016652005,950,8078.208640069999,500.0
30432,13.530243,0.0102315815,-0.019372224807739258,684.3164613246918,228,121728,0.3515625,0.030963438,0.012162678,951,8078.208640069999,500.0
30464,13.47047,-0.018925732,0.01952880620956421,684.877311706543,224,121856,0.40820312,0.04927924,0.006297842,952,8078.208640069999,500.0
30496,13.425991,-0.019402424,0.018457531929016113,685.4494168758392,226,121984,0.49414062,0.07914186,0.010215707,953,8078.208640069999,500.0
30528,13.436531,-0.044517983,-0.03795909881591797,686.0166177749634,33,122112,0.5214844,0.09321986,0.88927406,954,8828.059649480001,500.0
30560,13.432809,-0.016089296,-0.10860157012939453,689.8193128108978,215,122240,0.32226562,0.030130748,0.00868547,955,8828.059649480001,500.0
30592,13.39147,-0.002165611,-0.0894010066986084,690.4139356613159,244,122368,0.34375,0.029393895,0.007924544,956,8828.059649480001,500.0
30624,13.392151,-0.009172687,0.009518980979919434,690.9391295909882,224,122496,0.40625,0.047031805,0.007639228,957,8828.059649480001,500.0
30656,13.396479,0.006041822,0.015658020973205566,691.5091598033905,220,122624,0.34765625,0.02451266,0.014764408,958,8828.059649480001,500.0
30688,13.389271,-0.02031548,0.014483273029327393,692.0899250507355,205,122752,0.45898438,0.053830534,0.010850323,959,8828.059649480001,500.0
30720,13.366518,-0.018633926,-0.0378190279006958,692.7133741378784,211,122880,0.38476562,0.041670606,0.009700859,960,8828.059649480001,500.0
30752,13.348306,-0.0279328,-0.018169283866882324,693.3196086883545,218,123008,0.38476562,0.047651883,0.011171702,961,8828.059649480001,500.0
30784,13.332438,-0.011530333,0.04461395740509033,693.9056489467621,215,123136,0.36132812,0.044319555,0.01164334,962,8828.059649480001,500.0
30816,13.346548,-0.009813705,0.001656651496887207,694.5001137256622,225,123264,0.40429688,0.035423975,0.019365923,963,8828.059649480001,500.0
30848,13.365465,-0.013263376,-0.06339645385742188,695.068639755249,263,123392,0.3359375,0.030796867,0.009399533,964,8828.059649480001,500.0
30880,13.40909,0.006090903,-0.00390625,695.5548846721649,239,123520,0.47460938,0.045211613,0.012224234,965,8828.059649480001,500.0
30912,13.423105,0.0073383953,0.02345097064971924,696.0904271602631,248,123648,0.42382812,0.051365063,0.009395703,966,8828.059649480001,500.0
30944,13.429207,-0.001822693,0.023216843605041504,696.6070718765259,235,123776,0.4140625,0.044648793,0.018704265,967,8828.059649480001,500.0
30976,13.457091,-0.004082036,0.07093566656112671,697.1512904167175,225,123904,0.4453125,0.05651251,0.012077883,968,8828.059649480001,500.0
31008,13.503557,-0.03946294,-0.06532931327819824,697.7203404903412,31,124032,0.4453125,0.06373663,2.4275355,969,9630.42576213,500.0
31040,13.559947,-0.049891192,-0.8336607217788696,701.7577793598175,249,124160,0.421875,0.067771554,0.035769038,970,9630.42576213,500.0
31072,13.5898485,-0.007177567,-0.32780230045318604,702.2721629142761,244,124288,0.36328125,0.049522713,0.010981242,971,9630.42576213,500.0
31104,13.570126,-0.011137869,0.04686075448989868,702.7968373298645,230,124416,0.46289062,0.10538815,0.010163688,972,9630.42576213,500.0
31136,13.542263,0.0018178462,-0.02517855167388916,703.3537814617157,231,124544,0.33203125,0.03205366,0.006273005,973,9630.42576213,500.0
31168,13.541925,-0.014460473,-0.0007268190383911133,703.9063217639923,221,124672,0.4140625,0.050809223,0.011448168,974,9630.42576213,500.0
31200,13.594273,-0.0009366579,-0.10453903675079346,704.4837779998779,225,124800,0.35742188,0.040380288,0.006304904,975,9630.42576213,500.0
31232,13.646384,-0.028536301,0.10928565263748169,705.0531091690063,232,124928,0.40039062,0.06780595,0.011782664,976,9630.42576213,500.0
31264,13.652922,-0.016191904,0.07607901096343994,705.6051571369171,251,125056,0.359375,0.03721552,0.011397317,977,9630.42576213,500.0
31296,13.622616,-0.002705195,0.04766225814819336,706.1138088703156,239,125184,0.35742188,0.030622713,0.014462703,978,9630.42576213,500.0
31328,13.599407,-0.022388523,0.12415927648544312,706.6500773429871,237,125312,0.359375,0.038494803,0.0041519385,979,9630.42576213,500.0
31360,13.558908,-0.020311644,-0.06938791275024414,707.1891279220581,221,125440,0.44335938,0.047478147,0.009073939,980,9630.42576213,500.0
31392,13.542865,-0.013242742,-0.03174257278442383,707.7672126293182,224,125568,0.39648438,0.05001564,0.010943583,981,9630.42576213,500.0
31424,13.55533,-0.016318932,0.033637166023254395,708.3384294509888,221,125696,0.33398438,0.037992686,0.010796094,982,9630.42576213,500.0
31456,13.574845,-0.009038453,0.035103797912597656,708.9179120063782,219,125824,0.3515625,0.024009287,0.008471861,983,9630.42576213,500.0
31488,13.584452,-0.02599247,-0.007734894752502441,709.5009081363678,260,125952,0.5488281,0.080349594,0.00828349,984,9630.42576213,500.0
31520,13.592404,-0.028415851,-0.13690638542175293,709.9931607246399,34,126080,0.45507812,0.09915382,1.5924121,985,10410.60351541,500.0
31552,13.6091385,-0.030125368,-0.7321716547012329,713.6730251312256,258,126208,0.26953125,0.043032195,0.011705083,986,10410.60351541,500.0
31584,13.587946,-0.0077204886,0.013869643211364746,714.1695327758789,273,126336,0.32421875,0.02857151,0.005892656,987,10410.60351541,500.0
31616,13.545901,0.0030508765,-0.04755711555480957,714.6384932994843,248,126464,0.3671875,0.048599504,0.009488577,988,10410.60351541,500.0
31648,13.503828,-0.010213338,0.022942304611206055,715.1539263725281,249,126592,0.40234375,0.04313794,0.0107668005,989,10410.60351541,500.0
31680,13.508321,0.005458888,0.023521482944488525,715.6683101654053,247,126720,0.34570312,0.041342203,0.00749639,990,10410.60351541,500.0
31712,13.530325,-0.021945458,0.004550457000732422,716.1860477924347,238,126848,0.4375,0.05954849,0.007989283,991,10410.60351541,500.0
31744,13.538473,-0.014113704,0.06022292375564575,716.7232210636139,246,126976,0.4375,0.058799677,0.012202157,992,10410.60351541,500.0
31776,13.518933,-0.015906185,0.041738271713256836,717.2430198192596,231,127104,0.49804688,0.07938539,0.0125792315,993,10410.60351541,500.0
31808,13.52003,-0.029426001,0.09165716171264648,717.7970945835114,238,127232,0.46679688,0.084739365,0.010868607,994,10410.60351541,500.0
31840,13.491248,-0.017040731,0.014498531818389893,718.3346216678619,248,127360,0.46679688,0.06630818,0.007539343,995,10410.60351541,500.0
31872,13.421,0.005293199,-0.0074541568756103516,718.8495132923126,226,127488,0.4296875,0.060529355,0.009915672,996,10410.60351541,500.0
31904,13.401664,0.0073740394,-0.0407639741897583,719.4142801761627,229,127616,0.46484375,0.0937931,0.009614659,997,10410.60351541,500.0
31936,13.430218,-0.009826926,0.016057968139648438,719.9728972911835,231,127744,0.38476562,0.045255274,0.005330879,998,10410.60351541,500.0
31968,13.4476,-0.013617156,0.020538330078125,720.5269377231598,229,127872,0.41796875,0.04751905,0.0071510356,999,10410.60351541,500.0
32000,13.494228,0.006226274,-0.0035848617553710938,721.0886697769165,32,128000,0.2890625,0.023712615,1.8770715,1000,11252.476534169999,500.0
32032,13.545267,-0.05198136,-1.195967197418213,725.0800609588623,296,128128,0.3671875,0.13052163,0.022085736,1001,11252.476534169999,500.0
32064,13.567587,-0.022019442,-0.16997158527374268,725.5128991603851,245,128256,0.37109375,0.04186769,0.006736096,1002,11252.476534169999,500.0
32096,13.578829,-0.014434971,0.06508755683898926,726.0356168746948,233,128384,0.41796875,0.036866266,0.0096588805,1003,11252.476534169999,500.0
32128,13.586408,-0.009797738,-0.0170290470123291,726.5842530727386,235,128512,0.25,0.019081255,0.005718277,1004,11252.476534169999,500.0
32160,13.553802,-0.01456003,0.03360903263092041,727.1288242340088,277,128640,0.2734375,0.019738559,0.0097391475,1005,11252.476534169999,500.0
32192,13.575603,-0.016956663,0.08318519592285156,727.5902411937714,244,128768,0.45898438,0.06566246,0.0107395295,1006,11252.476534169999,500.0
32224,13.580468,-0.0219291,0.09444868564605713,728.1147608757019,259,128896,0.42773438,0.048756354,0.010271804,1007,11252.476534169999,500.0
32256,13.531171,0.014134956,0.042810797691345215,728.6090769767761,240,129024,0.3828125,0.04532806,0.008038647,1008,11252.476534169999,500.0
32288,13.52018,-0.0032146284,-0.01884627342224121,729.1425726413727,228,129152,0.37890625,0.04722128,0.00483242,1009,11252.476534169999,500.0
32320,13.52297,-0.0198537,-0.07655107975006104,729.702531337738,232,129280,0.32421875,0.035847485,0.008254506,1010,11252.476534169999,500.0
32352,13.525048,-0.007662056,-0.09289956092834473,730.253823518753,275,129408,0.3515625,0.035846643,0.008899682,1011,11252.476534169999,500.0
32384,13.512793,-0.021448437,-0.02701544761657715,730.7185220718384,216,129536,0.421875,0.04627497,0.0094281845,1012,11252.476534169999,500.0
32416,13.5049715,-0.0035186936,0.007998526096343994,731.3119342327118,212,129664,0.31054688,0.024856752,0.01564078,1013,11252.476534169999,500.0
32448,13.529424,-0.027252197,0.3292374014854431,731.9156486988068,243,129792,0.41796875,0.07594053,0.0037831743,1014,11252.476534169999,500.0
32480,13.545412,-0.017654117,0.1743188500404358,732.442058801651,225,129920,0.36523438,0.038499884,0.0066064107,1015,11252.476534169999,500.0
32512,13.54828,-0.026678493,-0.2219676971435547,733.0102653503418,34,130048,0.40039062,0.04389321,1.6334994,1016,12122.00544038,500.0
32544,13.516299,-0.03027909,-1.288414716720581,736.7606737613678,249,130176,0.33984375,0.065925665,0.016613742,1017,12122.00544038,500.0
32576,13.501397,0.007691904,-0.2717486619949341,737.2753608226776,284,130304,0.375,0.054494407,0.008368433,1018,12122.00544038,500.0
32608,13.504618,0.005253599,0.023375511169433594,737.7253766059875,212,130432,0.30078125,0.02928216,0.00634499,1019,12122.00544038,500.0
32640,13.447623,-0.010140764,0.06944096088409424,738.3289413452148,231,130560,0.38476562,0.035671454,0.007564593,1020,12122.00544038,500.0
32672,13.433168,-0.021385659,0.026618599891662598,738.883572101593,231,130688,0.4140625,0.044826344,0.0062320624,1021,12122.00544038,500.0
32704,13.450454,-0.011205275,-0.05075991153717041,739.4372851848602,235,130816,0.34765625,0.037104268,0.010961237,1022,12122.00544038,500.0
32736,13.4153,-0.009530313,-0.059619784355163574,739.9818091392517,236,130944,0.34765625,0.047070134,0.012719591,1023,12122.00544038,500.0
32768,13.37963,-0.008323267,-0.0032700300216674805,740.523918390274,216,131072,0.30078125,0.029971804,0.0065182247,1024,12122.00544038,500.0
32800,13.381369,-0.013361156,0.06056946516036987,741.1149370670319,213,131200,0.39453125,0.0441788,0.0058032447,1025,12122.00544038,500.0
32832,13.400763,-0.018553916,0.013279497623443604,741.7161540985107,223,131328,0.33789062,0.035929978,0.008105569,1026,12122.00544038,500.0
32864,13.412625,-0.0012862817,0.008201956748962402,742.2893924713135,202,131456,0.41015625,0.0479037,0.0043486124,1027,12122.00544038,500.0
32896,13.430716,-0.0152408425,-0.08540678024291992,742.920991897583,215,131584,0.44335938,0.051530194,0.0061623757,1028,12122.00544038,500.0
32928,13.445748,0.003178645,-0.045978426933288574,743.5174534320831,219,131712,0.3984375,0.086456545,0.008169171,1029,12122.00544038,500.0
32960,13.459675,-0.017587058,0.07555979490280151,744.1009473800659,217,131840,0.45507812,0.0718232,0.0040478026,1030,12122.00544038,500.0
32992,13.457303,-0.021169312,0.06402814388275146,744.6897127628326,272,131968,0.484375,0.057030838,0.013742801,1031,12122.00544038,500.0
33024,13.443236,-0.026033737,-0.140974760055542,745.1605677604675,33,132096,0.39648438,0.07460043,0.78223145,1032,12873.802979049999,500.0
33056,13.431723,-0.021855513,-0.06204867362976074,748.9348833560944,244,132224,0.49804688,0.10151706,0.007243779,1033,12873.802979049999,500.0
33088,13.397514,-0.012453019,-0.12013661861419678,749.4601554870605,245,132352,0.39648438,0.071631074,0.008330742,1034,12873.802979049999,500.0
33120,13.373722,-0.010242395,0.006139516830444336,749.9813358783722,226,132480,0.25195312,0.02231937,0.004562219,1035,12873.802979049999,500.0
33152,13.344528,-0.0018468862,-0.07094061374664307,750.5472469329834,223,132608,0.38671875,0.043382864,0.0061997417,1036,12873.802979049999,500.0
33184,13.356642,-0.031059083,0.01477956771850586,751.1218192577362,228,132736,0.43554688,0.05261113,0.0077165905,1037,12873.802979049999,500.0
33216,13.360214,-0.003354956,0.0131303071975708,751.6826140880585,229,132864,0.44726562,0.05177624,0.013244381,1038,12873.802979049999,500.0
33248,13.36079,-4.9178256e-05,-0.033759117126464844,752.2422256469727,225,132992,0.38671875,0.063800484,0.0038746477,1039,12873.802979049999,500.0
33280,13.355539,-0.018718263,0.10911881923675537,752.8122816085815,223,133120,0.40625,0.046214122,0.0033310899,1040,12873.802979049999,500.0
33312,13.3670435,0.009319572,0.004670202732086182,753.3854851722717,236,133248,0.40429688,0.05109041,0.0034165138,1041,12873.802979049999,500.0
33344,13.325053,-0.010280263,0.12141746282577515,753.9277167320251,246,133376,0.3359375,0.039163046,0.010947448,1042,12873.802979049999,500.0
33376,13.248148,-0.029497487,0.10280740261077881,754.4496448040009,234,133504,0.390625,0.044159632,0.014222219,1043,12873.802979049999,500.0
33408,13.230965,-0.015814615,0.006133973598480225,754.9972636699677,284,133632,0.39453125,0.054816205,0.0052530984,1044,12873.802979049999,500.0
33440,13.252379,-0.02481476,0.14743167161941528,755.4473204612732,224,133760,0.43164062,0.04468671,0.0041011726,1045,12873.802979049999,500.0
33472,13.256559,-0.024116974,-0.07073676586151123,756.0197944641113,254,133888,0.38671875,0.046766523,0.0057149106,1046,12873.802979049999,500.0
33504,13.277389,-0.015539927,-0.07032489776611328,756.5245182514191,33,134016,0.35546875,0.051174805,1.3262615,1047,13719.514710660002,500.0
33536,13.321045,-0.05815426,-0.3866044282913208,760.3495144844055,250,134144,0.44335938,0.096458495,0.012385469,1048,13719.514710660002,500.0
33568,13.319251,0.017110784,-0.07288694381713867,760.8610055446625,263,134272,0.32226562,0.041909114,0.016690092,1049,13719.514710660002,500.0
33600,13.288848,-0.023490366,-0.09983837604522705,761.3477509021759,280,134400,0.34179688,0.046128586,0.011850271,1050,13719.514710660002,500.0
33632,13.273228,-0.026729573,-0.047360777854919434,761.8057777881622,261,134528,0.42578125,0.054787636,0.0069541265,1051,13719.514710660002,500.0
33664,13.218744,-0.015263336,-0.0167466402053833,762.2958416938782,260,134656,0.37304688,0.044751145,0.003272659,1052,13719.514710660002,500.0
33696,13.165497,-0.025715932,0.017607152462005615,762.7875535488129,239,134784,0.44726562,0.06844057,0.0032089003,1053,13719.514710660002,500.0
33728,13.136427,-0.02354254,-0.0964508056640625,763.3218057155609,291,134912,0.41601562,0.041003663,0.0033128809,1054,13719.514710660002,500.0
33760,13.165008,-0.025324386,0.013865530490875244,763.7623500823975,256,135040,0.36328125,0.04069926,0.010092503,1055,13719.514710660002,500.0
33792,13.196925,-0.009404264,0.06266069412231445,764.2623147964478,206,135168,0.49609375,0.06619684,0.004602868,1056,13719.514710660002,500.0
33824,13.211051,-0.031414084,0.07026636600494385,764.8814277648926,218,135296,0.36914062,0.042021632,0.0060638026,1057,13719.514710660002,500.0
33856,13.232853,-0.03605871,0.047871947288513184,765.468822479248,264,135424,0.40820312,0.051350247,0.011987289,1058,13719.514710660002,500.0
33888,13.267597,-0.0015790183,-0.06591713428497314,765.9545161724091,220,135552,0.30859375,0.027176455,0.00545502,1059,13719.514710660002,500.0
33920,13.294047,-0.021589557,0.015465974807739258,766.5349915027618,220,135680,0.5058594,0.065254115,0.004647747,1060,13719.514710660002,500.0
33952,13.331851,0.0018526707,0.08373129367828369,767.1174235343933,240,135808,0.2421875,0.018843863,0.010682575,1061,13719.514710660002,500.0
33984,13.354031,-0.0003855431,0.012218773365020752,767.6496050357819,289,135936,0.38867188,0.034270518,0.005768164,1062,13719.514710660002,500.0
34016,13.356984,-0.036803126,-0.10749495029449463,768.0920813083649,34,136064,0.46484375,0.080835,0.9681265,1063,14542.99556141,500.0
34048,13.368747,-0.03928769,-1.152500867843628,771.7654917240143,235,136192,0.36914062,0.06355776,0.017902337,1064,14542.99556141,500.0
34080,13.395341,-0.018151984,-0.3556811809539795,772.310487985611,273,136320,0.3671875,0.08367622,0.005768352,1065,14542.99556141,500.0
34112,13.426442,-0.012486577,-0.03975033760070801,772.7784719467163,233,136448,0.44921875,0.05157761,0.005491886,1066,14542.99556141,500.0
34144,13.461667,-0.014273676,0.07969856262207031,773.3272557258606,226,136576,0.36328125,0.038893625,0.009424031,1067,14542.99556141,500.0
34176,13.465192,-0.024601497,0.024128377437591553,773.8934319019318,227,136704,0.44921875,0.04446031,0.00613237,1068,14542.99556141,500.0
34208,13.479388,-0.038057692,0.0334586501121521,774.4556336402893,243,136832,0.39648438,0.045578174,0.011998005,1069,14542.99556141,500.0
34240,13.504437,-0.018728653,0.08531653881072998,774.9836344718933,235,136960,0.359375,0.034908887,0.0041492092,1070,14542.99556141,500.0
34272,13.477038,-0.008250904,0.03986537456512451,775.5273985862732,232,137088,0.42773438,0.04978388,0.0082143005,1071,14542.99556141,500.0
34304,13.476421,-0.020906856,0.010744750499725342,776.0791084766388,226,137216,0.37695312,0.03259564,0.005030369,1072,14542.99556141,500.0
34336,13.479262,-0.011110313,0.0961160659790039,776.6448810100555,231,137344,0.49414062,0.056493346,0.005569407,1073,14542.99556141,500.0
34368,13.477369,-0.008615186,-0.018717169761657715,777.198212146759,218,137472,0.421875,0.047199845,0.004595219,1074,14542.99556141,500.0
34400,13.501204,-0.033969793,0.003245413303375244,777.7852268218994,242,137600,0.5449219,0.11106154,0.009387241,1075,14542.99556141,500.0
34432,13.557641,-0.0113758445,0.04199320077896118,778.3148267269135,232,137728,0.34570312,0.03806341,0.009384841,1076,14542.99556141,500.0
34464,13.57962,0.00181513,0.13705682754516602,778.8656144142151,257,137856,0.37890625,0.06872748,0.008978954,1077,14542.99556141,500.0
34496,13.614614,-0.02233273,-0.0718376636505127,779.3641576766968,222,137984,0.38085938,0.04973744,0.008865607,1078,14542.99556141,500.0
34528,13.631562,-0.032030594,-0.08666300773620605,779.9397604465485,32,138112,0.38671875,0.05710173,0.51210237,1079,15379.444361529997,500.0
34560,13.629561,-0.030420247,-0.2869594097137451,783.8906915187836,262,138240,0.37890625,0.07699103,0.011523739,1080,15379.444361529997,500.0
34592,13.609596,-0.010539713,-0.03390991687774658,784.3786680698395,235,138368,0.35546875,0.029326113,0.009712525,1081,15379.444361529997,500.0
34624,13.606629,-0.025498465,-0.04343056678771973,784.9229960441589,207,138496,0.36523438,0.037659455,0.0045735994,1082,15379.444361529997,500.0
34656,13.642945,-0.0108119855,0.012795686721801758,785.5398416519165,231,138624,0.3671875,0.06739796,0.007903278,1083,15379.444361529997,500.0
34688,13.691388,-0.030755632,-0.055478692054748535,786.0941240787506,227,138752,0.46484375,0.05323817,0.0051345723,1084,15379.444361529997,500.0
34720,13.682165,-0.013846634,-0.028610587120056152,786.6570417881012,237,138880,0.3359375,0.02560468,0.0044562276,1085,15379.444361529997,500.0
34752,13.656517,-0.013499001,-0.007825493812561035,787.1959593296051,231,139008,0.30078125,0.027463593,0.009600367,1086,15379.444361529997,500.0
34784,13.623256,-0.03399775,0.0191953182220459,787.7496168613434,241,139136,0.59375,0.23023675,0.003934923,1087,15379.444361529997,500.0
34816,13.607671,-0.011064855,0.033829331398010254,788.279717206955,238,139264,0.3046875,0.02891197,0.008292253,1088,15379.444361529997,500.0
34848,13.602568,-0.00083865295,0.026605665683746338,788.8180015087128,243,139392,0.2890625,0.022247158,0.0024834522,1089,15379.444361529997,500.0
34880,13.584757,-0.015619141,-0.03532862663269043,789.3459174633026,239,139520,0.328125,0.041221283,0.006946856,1090,15379.444361529997,500.0
34912,13.576721,-0.020224884,-0.005933642387390137,789.881251335144,235,139648,0.40039062,0.03877776,0.0063116504,1091,15379.444361529997,500.0
