policy_entropy,value_loss,fps,explained_variance,nupdates,policy_loss,total_timesteps,ep_len_mean,ep_reward_mean
7.818601131439209,7.651772975921631,224,0.0016162395477294922,2900,-0.10770300030708313,234819,1000.0,87012.19004993
7.687277793884277,7.876290798187256,224,0.025519251823425293,3000,-0.07524065673351288,242919,1000.0,90308.17199213
7.62680721282959,7.397858619689941,224,0.08068513870239258,3100,-0.08589119464159012,251019,1000.0,93025.01484965999
7.55257511138916,7.189149379730225,224,-0.0034775733947753906,3200,0.07535474002361298,259119,1000.0,96081.71413342001
7.487214088439941,7.193846702575684,224,-0.0416640043258667,3300,0.21272066235542297,267219,1000.0,98916.29063725998
7.383231163024902,7.087932586669922,224,0.005779862403869629,3400,-0.28504478931427,275319,1000.0,101193.71393913003
7.346657752990723,7.105172634124756,224,0.002645432949066162,3500,-0.23442316055297852,283419,1000.0,103404.13318770999
7.320921897888184,7.235914707183838,224,-0.014239072799682617,3600,-0.09579809010028839,291519,1000.0,105625.97206304003
7.260455131530762,7.09332275390625,224,0.0015820860862731934,3700,-0.22029036283493042,299619,1000.0,107807.25906019998
7.148257255554199,7.076432228088379,224,-0.0022840499877929688,3800,-0.337004691362381,307719,1000.0,109730.41644594
7.095582008361816,7.098573207855225,224,-0.007968544960021973,3900,0.15211856365203857,315819,1000.0,111375.24332346002
6.963767051696777,7.005902290344238,224,-0.007160186767578125,4000,-0.08062061667442322,323919,1000.0,112705.26929117001
6.879900932312012,7.014039516448975,224,-0.006767988204956055,4100,-0.11423875391483307,332019,1000.0,113927.11052230999
6.789401054382324,7.043234348297119,224,0.020896077156066895,4200,-0.592009425163269,340119,1000.0,114954.4597835
6.683825492858887,6.875844478607178,225,0.005283176898956299,4300,0.14528435468673706,348219,1000.0,116252.81623133998
6.651528358459473,6.939046382904053,225,-0.001542210578918457,4400,-0.012833312153816223,356319,1000.0,117704.86378985998
6.59268856048584,6.808692932128906,225,-0.010593295097351074,4500,-0.28086617588996887,364419,1000.0,118506.63916249001
6.5318708419799805,6.942741394042969,225,0.026079952716827393,4600,-0.1409461796283722,372519,1000.0,119157.95807896
6.484862327575684,6.691123962402344,225,-0.00044357776641845703,4700,-0.3445015251636505,380619,1000.0,119753.47014767
6.461068153381348,6.636050224304199,225,-0.0059822797775268555,4800,0.02518552541732788,388719,1000.0,120331.62948196
6.385765552520752,6.579017639160156,225,-0.010236144065856934,4900,0.07097520679235458,396819,1000.0,120749.02692346
6.306315898895264,6.593504428863525,225,0.0010625123977661133,5000,-0.5204700827598572,404919,1000.0,121015.21339858002
6.203339099884033,6.5587968826293945,225,-0.008891940116882324,5100,-0.643379807472229,413019,1000.0,121345.55138591
6.150191783905029,6.525779724121094,225,0.005963683128356934,5200,0.07264403998851776,421119,1000.0,121707.45137002
6.144706726074219,6.511327266693115,225,-0.01950812339782715,5300,0.028301890939474106,429219,1000.0,121980.17287591999
6.1093430519104,6.465686798095703,225,-0.01757824420928955,5400,-0.05077879875898361,437319,1000.0,122137.98252498999
6.095291614532471,6.432319641113281,225,-0.0021419525146484375,5500,0.18047358095645905,445419,1000.0,122145.44561433999
6.104721546173096,6.462864875793457,225,-0.006415247917175293,5600,-0.5351946353912354,453519,1000.0,122216.84116479
6.024734973907471,6.4243879318237305,225,-0.01696145534515381,5700,-0.13089025020599365,461619,1000.0,122224.48291363001
6.0299296379089355,6.4271240234375,225,-0.0025262832641601562,5800,0.07232804596424103,469719,1000.0,122425.55964335999
6.045318603515625,6.4552764892578125,225,-0.00789487361907959,5900,0.11274320632219315,477819,1000.0,122773.51962101001
6.009162902832031,6.41809606552124,225,-0.007715106010437012,6000,-0.13449159264564514,485919,1000.0,122998.46819743999
6.003818511962891,6.484399318695068,226,0.0009607076644897461,6100,-0.12049317359924316,494019,1000.0,123167.80066514
5.978638648986816,6.446750640869141,226,-0.003782510757446289,6200,-0.10208739340305328,502119,1000.0,123361.09276218
