policy_entropy,value_loss,fps,explained_variance,nupdates,policy_loss,total_timesteps,ep_len_mean,ep_reward_mean
9.932570457458496,1.395716905593872,69,-0.23303747177124023,1,-0.04257325828075409,0,,
10.159218788146973,2.487048625946045,234,-0.6767200231552124,100,-0.2904127538204193,8019,1000.0,699.222257125
10.181683540344238,3.871861696243286,242,-0.25976574420928955,200,0.21531125903129578,16119,1000.0,1601.2759261874999
10.143767356872559,7.037513732910156,239,-0.004433989524841309,300,-0.23817168176174164,24219,1000.0,3100.388834875
10.098801612854004,8.672158241271973,235,0.11641442775726318,400,-0.3735637068748474,32319,1000.0,5145.270239625001
10.039801597595215,8.038934707641602,231,0.029520809650421143,500,0.09216699749231339,40419,1000.0,6987.011601125001
9.995959281921387,7.833300590515137,229,0.04746711254119873,600,-0.710595965385437,48519,1000.0,8834.292353708333
9.959586143493652,7.536673069000244,228,0.004702866077423096,700,0.11039654910564423,56619,1000.0,10846.429536964288
9.882109642028809,7.381435394287109,227,-0.03384232521057129,800,-0.16744044423103333,64719,1000.0,12915.507388140624
9.823015213012695,7.8331193923950195,226,0.020588397979736328,900,-0.22270582616329193,72819,1000.0,14884.781504638891
9.73483943939209,7.7555389404296875,225,-2.5987625122070312e-05,1000,-0.0730493888258934,80919,1000.0,16835.116650825
9.667407035827637,7.588858127593994,224,-0.019157052040100098,1100,-0.05217369645833969,89019,1000.0,18868.03658309091
9.588327407836914,8.868913650512695,224,0.020461678504943848,1200,-0.044408127665519714,97119,1000.0,21316.7241641875
9.549263000488281,8.667747497558594,224,0.11231917142868042,1300,-0.21936415135860443,105219,1000.0,24532.558470620002
9.48702335357666,8.562914848327637,224,-0.0033109188079833984,1400,-0.2743869721889496,113319,1000.0,28882.501293690006
9.382073402404785,8.234237670898438,224,0.0016423463821411133,1500,-0.0038540735840797424,121419,1000.0,33262.75935454
9.231573104858398,8.400360107421875,224,-0.023015975952148438,1600,0.012294672429561615,129519,1000.0,37474.14029851
9.169538497924805,8.524007797241211,224,-0.1270129680633545,1700,-0.12263107299804688,137619,1000.0,41748.00657777001
9.051582336425781,7.973846435546875,224,0.03765702247619629,1800,-0.506782591342926,145719,1000.0,45913.2105908
8.9517822265625,8.06579303741455,224,0.00628739595413208,1900,-0.42849355936050415,153819,1000.0,49984.96957986999
8.874884605407715,7.576336860656738,224,0.046394526958465576,2000,-0.08795951306819916,161919,1000.0,53817.94460587999
8.708390235900879,7.519327640533447,224,0.009083688259124756,2100,-0.3168153762817383,170019,1000.0,57880.29989624
8.593026161193848,7.585141181945801,224,0.009515166282653809,2200,-0.17582975327968597,178119,1000.0,62099.82483643
8.477644920349121,7.996824741363525,223,0.014763295650482178,2300,-0.50849449634552,186219,1000.0,66105.15313718999
8.364225387573242,7.43185567855835,223,-0.001896500587463379,2400,0.17035120725631714,194319,1000.0,69637.51737177001
8.245941162109375,7.459012031555176,223,-0.010109663009643555,2500,0.11124042421579361,202419,1000.0,72954.08048773
8.137377738952637,7.455641269683838,223,0.006998836994171143,2600,-0.11777986586093903,210519,1000.0,76560.06121012999
8.029114723205566,7.540602684020996,223,-0.0027657747268676758,2700,-0.046925514936447144,218619,1000.0,79969.16063487002
7.8980841636657715,7.643333435058594,223,-0.003483891487121582,2800,-0.14208966493606567,226719,1000.0,83465.43334443
