value_loss,nupdates,policy_entropy,fps,total_timesteps,explained_variance,ep_reward_mean,ep_len_mean
0.0019305384485051036,6800,20.169235229492188,182,238000,0.3789355754852295,2805.71534882,300.0
8.272046089172363,6900,20.36553382873535,182,241500,-0.15645062923431396,2804.2129745000007,300.0
0.0009111349354498088,7000,20.568090438842773,182,245000,-0.0076264142990112305,2796.617691710001,300.0
0.0014228466898202896,7100,20.801746368408203,182,248500,0.06731164455413818,2784.7138129599994,300.0
7.56818151473999,7200,21.019947052001953,182,252000,0.058772504329681396,2783.483447310001,300.0
0.003092254512012005,7300,21.24430274963379,182,255500,0.49408233165740967,2786.5898973000003,300.0
0.0017596164252609015,7400,21.51792335510254,182,259000,-0.397066593170166,2768.32978111,300.0
7.612505912780762,7500,21.748933792114258,182,262500,-0.19416594505310059,2772.64027343,300.0
0.002764680190011859,7600,22.006437301635742,182,266000,-0.011008024215698242,2774.71218471,300.0
0.0023800793569535017,7700,22.27558135986328,182,269500,0.14745783805847168,2750.7430499200004,300.0
7.990114212036133,7800,22.503890991210938,182,273000,0.013029217720031738,2720.9754676099997,300.0
0.0013683522120118141,7900,22.71004867553711,182,276500,0.002993762493133545,2721.91121181,300.0
0.005272139795124531,8000,22.886964797973633,182,280000,-0.1383824348449707,2707.8197033999995,300.0
7.8233819007873535,8100,23.105318069458008,182,283500,0.08630889654159546,2692.5347991299996,300.0
0.0009525507921352983,8200,23.320085525512695,182,287000,-0.015006065368652344,2683.6378766099997,300.0
0.0008975074742920697,8300,23.542593002319336,182,290500,0.1817549467086792,2665.8417282600003,300.0
6.758966445922852,8400,23.756996154785156,182,294000,0.0013366341590881348,2626.31181519,300.0
0.006580699235200882,8500,23.98012924194336,182,297500,0.24525034427642822,2609.0411400200005,300.0
0.0016159908846020699,8600,24.191526412963867,182,301000,0.09203243255615234,2593.5011942700007,300.0
6.164045333862305,8700,24.416748046875,182,304500,0.08102434873580933,2554.4866011100003,300.0
0.001258951611816883,8800,24.61504364013672,182,308000,-0.07299959659576416,2530.7479332299995,300.0
0.003949248697608709,8900,24.828763961791992,182,311500,0.32153284549713135,2479.66363534,300.0
6.111577033996582,9000,25.034210205078125,182,315000,-1.0331792831420898,2454.10428349,300.0
0.004803813993930817,9100,25.22646141052246,182,318500,0.35791510343551636,2437.7598116699996,300.0
0.0011700150789692998,9200,25.43031883239746,182,322000,0.058931946754455566,2401.53184438,300.0
5.193146228790283,9300,25.63945960998535,182,325500,-0.5594197511672974,2372.6162596500008,300.0
0.0025623410474509,9400,25.820648193359375,182,329000,0.2251623272895813,2356.7304966200004,300.0
0.0023612251970916986,9500,25.986040115356445,182,332500,-0.030893325805664062,2312.73837075,300.0
4.614192008972168,9600,26.183115005493164,182,336000,-0.23335027694702148,2281.3508063299996,300.0
0.0016672754427418113,9700,26.40375518798828,182,339500,-0.4159313440322876,2266.06435678,300.0
0.0028871039394289255,9800,26.620267868041992,182,343000,-0.040116310119628906,2221.4123036399997,300.0
4.402427673339844,9900,26.794878005981445,182,346500,-0.5579334497451782,2177.98581369,300.0
0.0008880151435732841,10000,26.98863983154297,182,350000,0.3615914583206177,2161.8215426600004,300.0
0.0022012460976839066,10100,27.17954444885254,182,353500,0.06497901678085327,2109.33946083,300.0
3.955643892288208,10200,27.357196807861328,182,357000,-0.02755260467529297,2067.82651934,300.0
0.0026880388613790274,10300,27.577878952026367,182,360500,-0.2784295082092285,2049.7154136599997,300.0
0.002194137079641223,10400,27.762916564941406,182,364000,0.17927497625350952,2008.6360256799996,300.0
3.925952911376953,10500,27.950223922729492,182,367500,0.2603328227996826,1982.1834216999998,300.0
0.004532568156719208,10600,28.16379165649414,182,371000,0.15870922803878784,1959.9258752599999,300.0
0.00270297029055655,10700,28.390090942382812,182,374500,-0.7544057369232178,1923.4819282799997,300.0
3.4906375408172607,10800,28.629226684570312,182,378000,-1.379171371459961,1869.3161785000002,300.0
0.0034416590351611376,10900,28.816192626953125,182,381500,-0.3216308355331421,1857.4331816699996,300.0
0.001170877949334681,11000,28.995054244995117,182,385000,-0.22496521472930908,1821.9586430599998,300.0
3.120398759841919,11100,29.2026309967041,182,388500,-0.7656606435775757,1787.8999321300005,300.0
0.0024931784719228745,11200,29.416587829589844,182,392000,-0.1311037540435791,1762.07282475,300.0
0.0015877608675509691,11300,29.63844108581543,182,395500,0.38949263095855713,1726.31332311,300.0
2.1260740756988525,11400,29.842361450195312,182,399000,-0.06665599346160889,1666.6647090400002,300.0
0.0006405495805665851,11500,30.053808212280273,182,402500,-0.45249390602111816,1647.89653178,300.0
0.0023306910879909992,11600,30.27988624572754,182,406000,0.20561212301254272,1595.39140872,300.0
2.470228433609009,11700,30.503582000732422,182,409500,-0.0963129997253418,1555.4871258300002,300.0
