fps,nupdates,explained_variance,policy_entropy,value_loss,total_timesteps,ep_len_mean,ep_reward_mean
231,18900,-8.344650268554688e-07,6.737994194030762,142886.921875,661500,1000.0,89689.75358056002
231,19000,-1.0728836059570312e-06,6.694746971130371,221061.859375,665000,1000.0,89540.18446663002
231,19100,2.384185791015625e-07,6.663607120513916,73873.625,668500,1000.0,89540.18446663002
231,19200,-2.6226043701171875e-06,6.6433820724487305,492145.4375,672000,1000.0,90271.19048823002
231,19300,1.1324882507324219e-06,6.635139465332031,1674.1727294921875,675500,1000.0,90271.19048823002
231,19400,4.76837158203125e-07,6.636484622955322,402577.375,679000,1000.0,90221.67699397002
231,19500,-5.0067901611328125e-06,6.622696399688721,313.0947570800781,682500,1000.0,90221.67699397002
231,19600,1.7881393432617188e-07,6.612862586975098,189048.03125,686000,1000.0,91200.61730777999
231,19700,5.960464477539062e-07,6.615339756011963,11580.0185546875,689500,1000.0,91200.61730777999
231,19800,2.980232238769531e-07,6.56231689453125,237136.71875,693000,1000.0,93227.1443959
231,19900,-1.0728836059570312e-06,6.5327253341674805,59274.90625,696500,1000.0,93227.1443959
231,20000,-1.1920928955078125e-07,6.508115768432617,231946.515625,700000,1000.0,94943.44192079002
231,20100,1.1920928955078125e-07,6.492255687713623,89010.0390625,703500,1000.0,94943.44192079002
231,20200,-1.1920928955078125e-07,6.499273777008057,234485.296875,707000,1000.0,94051.80766828998
231,20300,-1.1920928955078125e-07,6.497023105621338,10328.9140625,710500,1000.0,94051.80766828998
231,20400,1.7881393432617188e-07,6.492810249328613,213326.84375,714000,1000.0,95270.27401392003
231,20500,1.1920928955078125e-07,6.490413665771484,47377.92578125,717500,1000.0,95270.27401392003
231,20600,3.5762786865234375e-07,6.486852645874023,340956.0625,721000,1000.0,95554.47636448001
231,20700,-4.76837158203125e-07,6.4814276695251465,74546.3671875,724500,1000.0,95554.47636448001
231,20800,2.8014183044433594e-06,6.493158340454102,575888.6875,728000,1000.0,94235.46618545002
231,20900,3.5762786865234375e-07,6.467763900756836,135941.171875,731500,1000.0,94235.46618545002
231,21000,2.980232238769531e-07,6.472864627838135,396757.9375,735000,1000.0,94388.00704029002
231,21100,-1.5497207641601562e-06,6.436818599700928,74145.125,738500,1000.0,94388.00704029002
231,21200,5.960464477539063e-08,6.449673175811768,243874.109375,742000,1000.0,93708.08568443
231,21300,2.9802322387695312e-06,6.440975189208984,94298.5546875,745500,1000.0,93708.08568443
231,21400,-4.76837158203125e-07,6.4203386306762695,512941.25,749000,1000.0,92509.85600198
231,21500,2.014636993408203e-05,6.427903175354004,202.0944061279297,752500,1000.0,92509.85600198
231,21600,0.0,6.422780513763428,454982.0,756000,1000.0,90818.65634357
231,21700,2.980232238769531e-07,6.409134387969971,107469.578125,759500,1000.0,90818.65634357
231,21800,3.3974647521972656e-06,6.413295745849609,307480.5625,763000,1000.0,89764.13173801
231,21900,1.2516975402832031e-06,6.387903690338135,123897.796875,766500,1000.0,89764.13173801
231,22000,1.6689300537109375e-06,6.379848957061768,631199.75,770000,1000.0,90218.95092442
231,22100,2.980232238769531e-07,6.398229122161865,143315.625,773500,1000.0,90218.95092442
231,22200,0.0,6.379589080810547,508137.375,777000,1000.0,90627.28243525999
232,22300,-8.344650268554688e-07,6.378572940826416,75492.0625,780500,1000.0,90627.28243525999
231,22400,-1.1920928955078125e-07,6.36313009262085,280300.90625,784000,1000.0,92578.65042770002
232,22500,-3.5762786865234375e-07,6.330827713012695,52562.49609375,787500,1000.0,92578.65042770002
232,22600,5.960464477539063e-08,6.35880708694458,309880.15625,791000,1000.0,93270.05777808
232,22700,-3.5762786865234375e-07,6.33818244934082,126255.9453125,794500,1000.0,93270.05777808
232,22800,-4.76837158203125e-07,6.345102787017822,662787.25,798000,1000.0,91988.46893478998
232,22900,-5.960464477539062e-07,6.326418399810791,25815.40625,801500,1000.0,91988.46893478998
