serial_timesteps,n_updates,fps,explained_variance,policy_loss,total_timesteps,policy_entropy,time_elapsed,clipfrac,value_loss,approxkl,ep_reward_mean,ep_len_mean
1344,42,268,-0.44518113136291504,-0.0036900241,5376,9.929001,29.941103219985962,0.0,0.07846335,6.700061e-05,208.834963875,500.0
1376,43,215,-2.4615397453308105,-0.0042478335,5504,9.931404,30.418374061584473,0.0,0.042474378,6.82386e-05,208.834963875,500.0
1408,44,237,-0.5566402673721313,-0.0046116197,5632,9.933109,31.013107538223267,0.0,0.07660755,8.1220176e-05,208.834963875,500.0
1440,45,259,-2.5569117069244385,-0.0028011452,5760,9.932649,31.552115440368652,0.0,0.032197535,5.909206e-05,208.834963875,500.0
1472,46,257,-0.9846814870834351,-0.0041119065,5888,9.9334345,32.045987129211426,0.0,0.0907926,6.337674e-05,208.834963875,500.0
1504,47,30,-0.558281421661377,-0.0032909361,6016,9.934645,32.543996810913086,0.0,0.12252254,7.30968e-05,206.37179908333334,500.0
1536,48,286,-9.87191390991211,-0.004316894,6144,9.93456,36.700254678726196,0.0,0.022613615,8.7975845e-05,206.37179908333334,500.0
1568,49,246,-0.08324706554412842,-0.004620279,6272,9.9317255,37.14754676818848,0.0,0.11730373,0.0001044825,206.37179908333334,500.0
1600,50,243,-1.8691167831420898,-0.0055139544,6400,9.928657,37.66818380355835,0.0,0.051402062,0.00011676195,206.37179908333334,500.0
1632,51,257,-0.4945664405822754,-0.003583983,6528,9.926808,38.19486165046692,0.0,0.059219237,7.9779275e-05,206.37179908333334,500.0
1664,52,241,-0.9907968044281006,-0.006035717,6656,9.925845,38.692176818847656,0.0,0.06320028,0.0001368737,206.37179908333334,500.0
1696,53,234,-1.1526353359222412,-0.0034795138,6784,9.925101,39.22352337837219,0.0,0.044483095,8.799133e-05,206.37179908333334,500.0
1728,54,226,-2.6400256156921387,-0.0058482876,6912,9.926274,39.770740270614624,0.0,0.04363816,0.00010766255,206.37179908333334,500.0
1760,55,226,-4.591224670410156,-0.005803815,7040,9.926772,40.33684325218201,0.0,0.042856194,0.00013297703,206.37179908333334,500.0
1792,56,227,-1.0923130512237549,-0.0040499456,7168,9.927977,40.902719497680664,0.0,0.027933327,8.852645e-05,206.37179908333334,500.0
1824,57,242,-0.9422817230224609,-0.0054537333,7296,9.930073,41.465688705444336,0.0,0.049670152,0.00012141251,206.37179908333334,500.0
1856,58,249,-1.3878772258758545,-0.0039749593,7424,9.931919,41.99408793449402,0.0,0.047374293,8.3269704e-05,206.37179908333334,500.0
1888,59,252,-1.432600975036621,-0.0033320952,7552,9.934382,42.50857329368591,0.0,0.057748765,6.092061e-05,206.37179908333334,500.0
1920,60,248,-1.0560033321380615,-0.0040263277,7680,9.93413,43.01528453826904,0.0,0.043315604,8.7723856e-05,206.37179908333334,500.0
1952,61,253,-0.5898091793060303,-0.0035009105,7808,9.933644,43.531922578811646,0.0,0.10891151,7.3503186e-05,206.37179908333334,500.0
1984,62,231,-3.083263874053955,-0.003428148,7936,9.933714,44.03784775733948,0.0,0.04919224,9.094064e-05,206.37179908333334,500.0
2016,63,31,-0.13262200355529785,-0.00324525,8064,9.935377,44.59068012237549,0.0,0.1893502,8.117446e-05,205.97131068750002,500.0
2048,64,234,0.0026490092277526855,-0.0032048025,8192,9.935134,48.6628577709198,0.0,0.93655515,4.825999e-05,205.97131068750002,500.0
2080,65,236,-3.6154427528381348,-0.004170117,8320,9.932589,49.21012043952942,0.0,0.044409655,8.034961e-05,205.97131068750002,500.0
2112,66,266,-2.4853999614715576,-0.0031942537,8448,9.930381,49.753055572509766,0.0,0.053063206,5.8472215e-05,205.97131068750002,500.0
2144,67,236,-0.2681163549423218,-0.0026505522,8576,9.929595,50.233752965927124,0.0,0.15186161,5.4784672e-05,205.97131068750002,500.0
2176,68,245,-1.826545000076294,-0.0036922055,8704,9.929756,50.775771141052246,0.0,0.059472013,5.745887e-05,205.97131068750002,500.0
2208,69,271,-0.32025349140167236,-0.0033853091,8832,9.930439,51.29842185974121,0.0,0.09264304,6.0344282e-05,205.97131068750002,500.0
2240,70,244,-1.0119163990020752,-0.0051337695,8960,9.930161,51.77019762992859,0.0,0.063672245,0.000114443574,205.97131068750002,500.0
2272,71,252,-2.2649567127227783,-0.0043349313,9088,9.929944,52.293280601501465,0.0,0.043431766,9.290688e-05,205.97131068750002,500.0
