total_timesteps,policy_entropy,value_loss,explained_variance,fps,nupdates,ep_len_mean,ep_reward_mean
892500,6.053137302398682,201.34161376953125,0.0142822265625,293,25500,1000.0,43873.27679486
896000,6.003969669342041,957985.5625,-0.0013089179992675781,293,25600,1000.0,39357.607894370005
899500,5.980848789215088,283.61407470703125,-0.05590224266052246,293,25700,1000.0,39357.607894370005
903000,5.982839107513428,963651.0625,0.01063990592956543,293,25800,1000.0,35132.5664394
906500,5.983149528503418,82.40735626220703,-0.07816219329833984,294,25900,1000.0,35132.5664394
910000,5.985971450805664,232652.421875,-81.03302001953125,293,26000,1000.0,30250.465593859997
913500,5.9959611892700195,35.60407257080078,0.19100970029830933,293,26100,1000.0,30250.465593859997
917000,6.0169830322265625,96105.578125,-1636.879150390625,293,26200,1000.0,26275.25504193
920500,6.023151874542236,727.8796997070312,0.9803393110632896,293,26300,1000.0,26275.25504193
924000,6.021018981933594,574885.3125,-21230.55859375,293,26400,1000.0,21353.43177931
927500,6.009897232055664,304.0577697753906,-0.9442061185836792,293,26500,1000.0,21353.43177931
931000,6.018789768218994,162713.046875,-72.377685546875,293,26600,1000.0,16701.1052644
934500,6.0038228034973145,77.3136215209961,0.6714477241039276,293,26700,1000.0,16701.1052644
938000,6.026915550231934,64.396728515625,-550836479.0,293,26800,1000.0,13637.61301488
941500,6.012307167053223,41.57252883911133,0.8047749251127243,293,26900,1000.0,13637.61301488
945000,6.014381408691406,15635.609375,-1030388.5625,293,27000,1000.0,10060.811102900003
948500,6.014909267425537,65.04928588867188,0.9083387926220894,293,27100,1000.0,10060.811102900003
952000,6.020584583282471,12439.87109375,-36.915279388427734,293,27200,1000.0,8524.26552023
955500,6.044095516204834,635.7372436523438,0.9856324829161167,293,27300,1000.0,8524.26552023
959000,6.044431209564209,347680.375,-25.17833709716797,293,27400,1000.0,8206.488261600001
962500,6.047554016113281,2027.5606689453125,0.9549634493887424,293,27500,1000.0,8206.488261600001
966000,6.0370588302612305,490852.8125,-3.9171862602233887,293,27600,1000.0,7314.830313519999
969500,6.030611515045166,409.4200744628906,0.9845433505252004,293,27700,1000.0,7314.830313519999
973000,6.007743835449219,563077.8125,-6.139625072479248,293,27800,1000.0,6363.01605275
976500,6.00519323348999,142.0792694091797,0.13213956356048584,293,27900,1000.0,6363.01605275
980000,5.985163688659668,12641.4541015625,-15.593818664550781,293,28000,1000.0,5432.50106815
983500,5.993924617767334,41.049766540527344,0.7279130518436432,293,28100,1000.0,5432.50106815
987000,5.9864044189453125,879112.8125,-0.13773274421691895,293,28200,1000.0,4746.54639052
990500,5.990283966064453,261.0873718261719,0.006843626499176025,293,28300,1000.0,4746.54639052
994000,6.0150465965271,977409.0,0.00973731279373169,293,28400,1000.0,4540.5290912
997500,5.991400718688965,309.6305847167969,0.0036464333534240723,293,28500,1000.0,4540.5290912
