policy_entropy,explained_variance,fps,total_timesteps,value_loss,nupdates,ep_len_mean,ep_reward_mean
9.932570457458496,-0.06155526638031006,188,128,4.227567672729492,1,,
9.932477951049805,-1.6365244388580322,182,12800,0.3128712773323059,100,500.0,202.6013655416667
9.931455612182617,-5.880188465118408,181,25600,0.17573174834251404,200,500.0,202.23578902083332
9.930788040161133,-0.656898021697998,179,38400,0.19974717497825623,300,500.0,208.5199969605263
9.932538986206055,-0.9811789989471436,180,51200,0.5256862640380859,400,500.0,209.70271891000002
9.928894996643066,-0.513324499130249,178,64000,0.1693953275680542,500,500.0,209.00264090999997
9.935851097106934,-1.4082252979278564,179,76800,0.15481942892074585,600,500.0,204.57621066
9.913147926330566,-0.5851235389709473,180,89600,0.30970069766044617,700,500.0,204.49969085999993
9.89442253112793,-0.5827993154525757,179,102400,0.3380317986011505,800,500.0,204.00321675000004
9.883406639099121,-2.927191734313965,179,115200,0.1612812727689743,900,500.0,206.32806551000002
9.878293991088867,-1.6621623039245605,179,128000,1.6762168407440186,1000,500.0,220.45220287
9.86338996887207,-0.2272263765335083,180,140800,0.957840085029602,1100,500.0,225.01693281999997
9.868246078491211,-0.511841893196106,180,153600,0.09840036928653717,1200,500.0,244.94758729999998
9.855825424194336,0.014861106872558594,180,166400,0.891128420829773,1300,500.0,282.62814163999997
9.819475173950195,-0.28396713733673096,180,179200,0.2457219958305359,1400,500.0,367.69026775000003
9.792928695678711,-0.30419373512268066,181,192000,17.749313354492188,1500,500.0,594.94496633
9.763328552246094,-0.07254374027252197,181,204800,0.06578358262777328,1600,500.0,891.5835178199999
9.723063468933105,0.44669806957244873,181,217600,0.2578953802585602,1700,500.0,1463.95712885
9.722671508789062,0.624306857585907,181,230400,0.2958829700946808,1800,500.0,2312.1589817199997
9.711465835571289,-0.45032191276550293,181,243200,0.12088365852832794,1900,500.0,3057.06870192
9.739930152893066,-1.4942407608032227,181,256000,10.014402389526367,2000,500.0,3846.0101445899995
9.755144119262695,0.7265830039978027,181,268800,0.14614900946617126,2100,500.0,4324.86756028
9.75275993347168,-0.08418738842010498,181,281600,0.1219339668750763,2200,500.0,4550.45559092
9.76030158996582,-0.1218036413192749,180,294400,0.15162397921085358,2300,500.0,4751.91681703
9.76634407043457,0.3788682222366333,181,307200,0.12020047754049301,2400,500.0,4841.223442009999
9.775571823120117,0.010529160499572754,180,320000,7.17635440826416,2500,500.0,4953.10039336
9.788060188293457,-0.11241269111633301,180,332800,0.02698644995689392,2600,500.0,5122.6068123899995
9.798894882202148,0.05659663677215576,180,345600,0.06279807537794113,2700,500.0,5274.65186255
9.808845520019531,0.326901376247406,180,358400,0.11499537527561188,2800,500.0,5414.40734401
9.795408248901367,0.13684189319610596,180,371200,0.011021476238965988,2900,500.0,5483.7965822900005
9.808655738830566,0.04018819332122803,180,384000,4.723199844360352,3000,500.0,5597.976906200001
9.813032150268555,-0.15679895877838135,180,396800,0.11779018491506577,3100,500.0,5697.646747700001
9.821852684020996,0.05584359169006348,180,409600,0.05012793093919754,3200,500.0,5933.077979280001
9.830728530883789,-0.06404280662536621,180,422400,0.047772444784641266,3300,500.0,6268.379190430001
9.814397811889648,0.12791067361831665,180,435200,0.08883088827133179,3400,500.0,6593.397626589999
9.817854881286621,0.03230857849121094,180,448000,6.7675580978393555,3500,500.0,7105.772287140001
9.775794982910156,-0.026082515716552734,180,460800,0.0373174212872982,3600,500.0,7558.3317454299995
9.743921279907227,-0.02602088451385498,180,473600,0.015199432149529457,3700,500.0,7965.38964101
9.740824699401855,-0.04000234603881836,180,486400,0.036548860371112823,3800,500.0,8522.24266999
9.702881813049316,-0.004004120826721191,180,499200,0.04334457218647003,3900,500.0,8951.858578129999
