nupdates,fps,value_loss,policy_loss,policy_entropy,explained_variance,total_timesteps,ep_len_mean,ep_reward_mean
1,54,11.339704513549805,-0.06473346799612045,4.2568159103393555,-0.0007637739181518555,0,,
100,90,0.057641077786684036,-0.15716277062892914,4.69236421585083,-0.361897349357605,8019,1001.0,2618.7085007499995
200,89,0.00989444274455309,0.0005457587540149689,4.698943614959717,-0.021099448204040527,16119,1001.0,5690.969316583333
300,89,0.015689045190811157,-0.3746431767940521,4.697589874267578,-0.2856771945953369,24219,1001.0,6894.61917375
400,89,0.0050105443224310875,-0.22374697029590607,4.648863315582275,0.16733133792877197,32319,1001.0,7591.2341134285725
500,88,0.004398766439408064,0.08019079267978668,4.620796203613281,-0.21508216857910156,40419,1001.0,8162.363428083334
600,88,0.0021795169450342655,-0.24756453931331635,4.5642595291137695,0.6961392164230347,48519,1001.0,8625.945838545453
700,88,0.0013972556916996837,-0.15685442090034485,4.521923542022705,0.158288836479187,56619,1001.0,9042.263390961538
800,88,0.004195717629045248,-0.00710383802652359,4.451464653015137,-1.0059361457824707,64719,1001.0,9388.14152015
900,88,0.001213517040014267,0.043397530913352966,4.388618469238281,0.596944272518158,72819,1001.0,9650.282373044118
1000,88,0.001466243527829647,-0.21849387884140015,4.370121002197266,0.05347561836242676,80919,1001.0,9887.054049026314
1100,88,0.0010909689590334892,-0.42078670859336853,4.348461627960205,0.5875967144966125,89019,1001.0,10087.070839738093
1200,88,0.0010479623451828957,-0.24952128529548645,4.291942596435547,0.3025282621383667,97119,1001.0,10253.064030815218
1300,88,0.0015407366445288062,-0.24441023170948029,4.251555919647217,0.5516423881053925,105219,1001.0,10406.06593277
1400,88,0.0013491790741682053,-0.12502309679985046,4.185765266418457,-0.33607375621795654,113319,1001.0,11010.806208249998
1500,88,0.0007712886435911059,0.1803027093410492,4.130143642425537,0.6172494888305664,121419,1001.0,11337.92985694
1600,88,0.0007606729632243514,-0.18566574156284332,4.084014892578125,0.2530806064605713,129519,1001.0,11624.48610391
1700,88,0.001233706483617425,-0.07905310392379761,4.054783344268799,-0.0621110200881958,137619,1001.0,11829.899166119998
1800,88,0.0012283236719667912,-0.30482423305511475,4.013721942901611,0.5716666877269745,145719,1001.0,11994.531513389999
1900,88,0.000670639390591532,-0.13518638908863068,3.9739232063293457,0.04106348752975464,153819,1001.0,12092.467113850003
2000,88,0.0008472250774502754,-0.011339161545038223,3.9696717262268066,0.44512277841567993,161919,1001.0,12157.693950070003
2100,88,0.0011269502574577928,-0.215850368142128,3.9638867378234863,-0.06372392177581787,170019,1001.0,12235.495095019996
2200,88,0.0010303587187081575,-0.20249684154987335,3.980813503265381,0.44224613904953003,178119,1001.0,12285.64646282
2300,88,0.0001865368540165946,0.012329068034887314,3.9496216773986816,0.6575993895530701,186219,1001.0,12331.905398800001
2400,88,0.000986893312074244,-0.014761373400688171,3.887275218963623,0.5598843097686768,194319,1001.0,12374.538838090002
2500,88,0.0005595657858066261,-0.19213908910751343,3.8831067085266113,0.5939425826072693,202419,1001.0,12418.759255890001
2600,88,0.0012421358842402697,-0.08053191006183624,3.845959186553955,0.15203416347503662,210519,1001.0,12443.01654347
2700,88,0.0009080191375687718,-0.056864265352487564,3.7971014976501465,-0.35805416107177734,218619,1001.0,12474.637133769997
2800,88,0.0007445293595083058,0.09138402342796326,3.7750396728515625,0.03739964962005615,226719,1001.0,12493.807857319998
2900,88,0.00036744982935488224,-0.16623306274414062,3.749001979827881,0.23232179880142212,234819,1001.0,12509.773953549999
3000,88,0.0012391334166750312,0.14048705995082855,3.7198681831359863,-0.11746370792388916,242919,1001.0,12510.125675029996
3100,88,0.0003713300102390349,-0.10832878947257996,3.715501308441162,-0.13352692127227783,251019,1001.0,12525.23938281
3200,88,0.0009012756636366248,-0.36482590436935425,3.6933810710906982,-0.1569589376449585,259119,1001.0,12547.48812532
3300,88,0.0003265744890086353,0.06891317665576935,3.6631112098693848,-0.15893125534057617,267219,1001.0,12562.859549529998
3400,88,0.0006544776842929423,0.008081194013357162,3.5962443351745605,0.1660705804824829,275319,1001.0,12569.489104269998
3500,88,0.0008225057390518486,0.21615178883075714,3.5601038932800293,0.22508490085601807,283419,1001.0,12578.515063709998
3600,88,0.0006441150908358395,-0.42078763246536255,3.526334762573242,-0.2020094394683838,291519,1001.0,12590.006825960001
3700,88,0.00043441783054731786,-0.2999022901058197,3.5493760108947754,0.5694460272789001,299619,1001.0,12594.672181889999
3800,88,0.0010076075559481978,-0.10971629619598389,3.5236611366271973,0.41546565294265747,307719,1001.0,12600.31492993
3900,88,0.000638629193417728,-0.09283985942602158,3.4971699714660645,-0.2897893190383911,315819,1001.0,12607.239921159999
4000,88,0.00048197805881500244,-0.07398269325494766,3.4999728202819824,-0.18252193927764893,323919,1001.0,12603.607344839998
4100,88,0.00025689389440231025,0.05454973131418228,3.470524311065674,0.1375475525856018,332019,1001.0,12608.864678379998
4200,88,0.0005842039245180786,-0.056873619556427,3.459965229034424,-0.07729780673980713,340119,1001.0,12611.74159819
4300,88,0.00031255505746230483,-0.34826233983039856,3.4297432899475098,-0.09737241268157959,348219,1001.0,12632.620484119998
4400,88,0.0004926513065584004,-0.1651645451784134,3.432976245880127,0.15005618333816528,356319,1001.0,12637.01237844
4500,88,0.0004561724199447781,-0.05320969969034195,3.42927885055542,0.03932750225067139,364419,1001.0,12645.12358345
4600,88,0.0009205449605360627,0.02261672541499138,3.4181246757507324,-0.33772802352905273,372519,1001.0,12649.59847559
4700,88,0.0004903862718492746,0.009998615831136703,3.410407543182373,-0.3548218011856079,380619,1001.0,12656.905780829999
4800,88,0.0006039432482793927,-0.1422850489616394,3.4076409339904785,0.5738657116889954,388719,1001.0,12631.674793420001
4900,88,0.0005864502163603902,0.013881489634513855,3.3803062438964844,0.5422402918338776,396819,1001.0,12634.460853989998
5000,88,0.001338274567387998,-0.21623559296131134,3.3430027961730957,-0.09823048114776611,404919,1001.0,12633.67273264
5100,88,0.00018325514975003898,-0.12466712296009064,3.332953929901123,0.015056312084197998,413019,1001.0,12633.26952947
5200,88,0.0005825000116601586,-0.19989576935768127,3.3336873054504395,0.3214643597602844,421119,1001.0,12630.644137639996
5300,88,0.00047871872084215283,-0.02749071829020977,3.329383373260498,0.008686542510986328,429219,1001.0,12633.929812720002
5400,88,0.0005518700927495956,0.07895034551620483,3.305302143096924,0.013019979000091553,437319,1001.0,12635.393244440002
5500,88,0.0004873046709690243,-0.05735579505562782,3.283236026763916,-0.1424560546875,445419,1001.0,12645.325946230003
5600,88,0.0003142724162898958,-0.17923136055469513,3.269927501678467,0.06358718872070312,453519,1001.0,12643.869171099996
5700,88,0.0008558581466786563,0.15054850280284882,3.271252155303955,-0.09363710880279541,461619,1001.0,12571.08942599
5800,88,0.001323016476817429,-0.13676609098911285,3.265594959259033,-0.3761183023452759,469719,1001.0,12571.143116499998
5900,88,0.0008577347034588456,-0.006905326619744301,3.2310280799865723,-0.29379284381866455,477819,1001.0,12568.076321069999
6000,88,0.0008699642494320869,-0.028965160250663757,3.2183632850646973,-0.7429612874984741,485919,1001.0,12574.563260210001
6100,88,0.0006028974312357605,0.004725396633148193,3.2115330696105957,-0.12163770198822021,494019,1001.0,12593.98453702
6200,88,0.0013788759242743254,0.06246606633067131,3.163736581802368,-0.12433326244354248,502119,1001.0,12592.70037048
