policy_entropy,fps,total_timesteps,policy_loss,explained_variance,nupdates,value_loss,ep_reward_mean,ep_len_mean
11.888626098632812,229,493359,-0.060417573899030685,-1.1920928955078125e-07,3500,4509.88134765625,1923.57486935,1000.0
11.897566795349121,229,507459,-0.14375144243240356,1.7881393432617188e-07,3600,5342.3916015625,1992.09360491,1000.0
11.912480354309082,229,521559,0.17225432395935059,2.980232238769531e-07,3700,4933.1533203125,2073.65040361,1000.0
11.928929328918457,229,535659,-0.3401203751564026,1.7881393432617188e-07,3800,6264.67333984375,2150.2331119000005,1000.0
11.941117286682129,229,549759,-0.2373938262462616,2.980232238769531e-07,3900,4748.580078125,2248.1315369599997,1000.0
11.949736595153809,229,563859,-0.295851469039917,2.384185791015625e-07,4000,5222.388671875,2374.78283366,1000.0
11.972871780395508,229,577959,-0.27504807710647583,3.5762786865234375e-07,4100,4982.47119140625,2500.1534772200002,1000.0
12.006443977355957,229,592059,-0.36840033531188965,0.0,4200,5212.7890625,2623.4852531,1000.0
12.013117790222168,229,606159,0.09591180831193924,0.0,4300,6882.64892578125,2727.17438544,1000.0
12.027491569519043,229,620259,0.10404112935066223,1.1920928955078125e-07,4400,6496.77734375,2835.85696323,1000.0
12.03345775604248,229,634359,-0.2916369140148163,0.0,4500,5259.1201171875,2963.9168609499993,1000.0
12.04407787322998,229,648459,-0.020626194775104523,5.960464477539063e-08,4600,7108.4931640625,3100.1828728600003,1000.0
12.054503440856934,229,662559,-0.11003679037094116,5.960464477539063e-08,4700,7755.9267578125,3198.0331617899997,1000.0
12.05794906616211,229,676659,-0.14611555635929108,5.960464477539063e-08,4800,5206.5048828125,3327.83939317,1000.0
12.068999290466309,229,690759,-0.08408769965171814,0.0,4900,6683.25341796875,3447.4073715400004,1000.0
12.080119132995605,229,704859,-0.1215987578034401,0.0,5000,7377.56494140625,3559.1087552900008,1000.0
12.084659576416016,229,718959,0.07040845602750778,0.0,5100,6404.48583984375,3669.0887331400004,1000.0
12.093550682067871,229,733059,-0.1203376054763794,-1.1920928955078125e-07,5200,8372.5185546875,3761.97749644,1000.0
12.092616081237793,229,747159,-0.22228111326694489,1.7881393432617188e-07,5300,7945.41064453125,3845.9517002300004,1000.0
12.09449291229248,229,761259,-0.07536205649375916,5.960464477539063e-08,5400,11346.859375,3937.4285912099995,1000.0
12.099123001098633,229,775359,-0.13465534150600433,0.0,5500,7776.3359375,4000.7067303599997,1000.0
12.107863426208496,229,789459,-0.2697541117668152,0.0,5600,8980.177734375,4077.3665233099996,1000.0
12.105388641357422,229,803559,0.03972170501947403,0.0,5700,9576.0732421875,4185.453866809999,1000.0
12.110553741455078,229,817659,-0.21115419268608093,0.0,5800,7006.8330078125,4286.38562052,1000.0
12.125687599182129,229,831759,-0.47744178771972656,0.0,5900,11010.3564453125,4389.84910043,1000.0
12.128707885742188,229,845859,-0.08001115918159485,0.0,6000,12138.994140625,4463.26196355,1000.0
12.140974044799805,229,859959,-0.3342711329460144,5.960464477539063e-08,6100,9451.642578125,4536.93888407,1000.0
12.148910522460938,229,874059,-0.4128706157207489,0.0,6200,11979.197265625,4667.46866939,1000.0
12.156403541564941,229,888159,0.09180484712123871,0.0,6300,10534.8701171875,4762.72018607,1000.0
12.164412498474121,229,902259,-0.0009535029530525208,0.0,6400,10530.126953125,4821.88404898,1000.0
12.176027297973633,229,916359,-0.46883729100227356,-1.1920928955078125e-07,6500,12608.3984375,4895.14737272,1000.0
12.185261726379395,229,930459,0.20645233988761902,1.1920928955078125e-07,6600,11678.7890625,4977.25799405,1000.0
12.19502067565918,229,944559,-0.23199400305747986,-1.1920928955078125e-07,6700,12048.939453125,5082.09733088,1000.0
12.196659088134766,230,958659,-0.13111545145511627,0.0,6800,10225.3076171875,5163.329276920001,1000.0
12.201888084411621,230,972759,-0.1897035539150238,0.0,6900,12819.4638671875,5221.24319885,1000.0
12.206740379333496,230,986859,-0.035527996718883514,0.0,7000,11425.6865234375,5274.162274269999,1000.0
12.207747459411621,230,1000959,-0.013056419789791107,0.0,7100,11476.2158203125,5322.4623764,1000.0
12.21011734008789,230,1015059,-0.33245649933815,1.1920928955078125e-07,7200,14614.6552734375,5359.31915281,1000.0
12.21387767791748,230,1029159,-0.2677963972091675,1.1920928955078125e-07,7300,14187.9609375,5390.122965520001,1000.0
12.225199699401855,230,1043259,0.2472963035106659,0.0,7400,16624.41796875,5418.545113359999,1000.0
12.225672721862793,230,1057359,-0.011946447193622589,1.1920928955078125e-07,7500,14322.916015625,5424.07142343,1000.0
12.230866432189941,230,1071459,-0.22319985926151276,0.0,7600,13772.6064453125,5444.670585299999,1000.0
12.234699249267578,230,1085559,-0.1014116033911705,0.0,7700,16001.2158203125,5501.31684427,1000.0
12.236618995666504,230,1099659,-0.25996747612953186,0.0,7800,17819.083984375,5513.551067099999,1000.0
12.239457130432129,230,1113759,-0.5189656615257263,0.0,7900,16811.34765625,5562.156541990001,1000.0
12.245540618896484,230,1127859,-0.17288468778133392,-1.1920928955078125e-07,8000,17376.96875,5565.446852450001,1000.0
12.256498336791992,230,1141959,-0.010317541658878326,1.7881393432617188e-07,8100,17555.19140625,5594.873678110001,1000.0
12.263916969299316,230,1156059,-0.253842830657959,0.0,8200,18003.197265625,5602.471499060001,1000.0
12.27424144744873,230,1170159,-0.037768617272377014,-2.384185791015625e-07,8300,18840.49609375,5641.4736598300005,1000.0
12.278078079223633,230,1184259,-0.1420341581106186,-1.1920928955078125e-07,8400,19421.603515625,5574.991649300001,1000.0
12.281514167785645,231,1198359,-0.29671746492385864,0.0,8500,22120.392578125,5601.826855589999,1000.0
12.286164283752441,231,1212459,-0.14727482199668884,-1.1920928955078125e-07,8600,18294.236328125,5626.359223640001,1000.0
12.296086311340332,231,1226559,-0.14111864566802979,0.0,8700,18967.943359375,5652.20876146,1000.0
12.300872802734375,231,1240659,-0.03638583421707153,1.1920928955078125e-07,8800,20003.072265625,5706.45379969,1000.0
12.308247566223145,231,1254759,-0.1607564240694046,0.0,8900,20193.65625,5793.31816446,1000.0
12.31407356262207,231,1268859,0.1823348104953766,0.0,9000,22721.55078125,5838.92433219,1000.0
12.324793815612793,231,1282959,-0.2775588035583496,1.1920928955078125e-07,9100,21297.47265625,5954.3876385,1000.0
12.327499389648438,231,1297059,-0.4189017713069916,0.0,9200,23527.66796875,6046.704604719999,1000.0
12.330371856689453,231,1311159,-0.2088065892457962,0.0,9300,21835.947265625,6094.4541370100005,1000.0
12.33576488494873,231,1325259,-0.24043816328048706,0.0,9400,23878.732421875,6149.52794106,1000.0
12.34543228149414,232,1339359,-0.5528278350830078,0.0,9500,26673.3125,6173.550098039999,1000.0
12.35753345489502,232,1353459,-0.4001997411251068,1.1920928955078125e-07,9600,23889.134765625,6159.58272365,1000.0
12.360899925231934,232,1367559,-0.11655788868665695,0.0,9700,28642.21484375,6206.546408590001,1000.0
12.365702629089355,232,1381659,-0.1917022317647934,1.1920928955078125e-07,9800,25563.625,6250.650250659999,1000.0
12.369553565979004,232,1395759,-0.24299471080303192,1.7881393432617188e-07,9900,25754.486328125,6237.707462099999,1000.0
12.376603126525879,232,1409859,-0.09310158342123032,-1.1920928955078125e-07,10000,29812.861328125,6276.58152107,1000.0
12.38287353515625,232,1423959,-0.07891105115413666,0.0,10100,26835.029296875,6291.403636889999,1000.0
12.390925407409668,232,1438059,-0.0075184255838394165,-2.384185791015625e-07,10200,27700.560546875,6364.66576875,1000.0
12.391484260559082,232,1452159,0.05348506569862366,0.0,10300,32243.17578125,6411.70660425,1000.0
12.39966869354248,232,1466259,-0.35457339882850647,-1.1920928955078125e-07,10400,29776.427734375,6387.95131633,1000.0
12.40948486328125,232,1480359,-0.4435580372810364,0.0,10500,29508.78125,6385.081641260002,1000.0
12.415803909301758,232,1494459,0.2780064344406128,1.1920928955078125e-07,10600,30715.4140625,6408.963164029998,1000.0
12.419983863830566,232,1508559,-0.02569582313299179,0.0,10700,33703.796875,6454.822551830001,1000.0
12.425734519958496,232,1522659,0.048234328627586365,0.0,10800,32641.2109375,6463.683942320001,1000.0
12.433379173278809,232,1536759,-0.2408980280160904,0.0,10900,32226.46484375,6466.0475326999995,1000.0
12.437525749206543,232,1550859,-0.08427286893129349,1.1920928955078125e-07,11000,33562.7265625,6480.569455620001,1000.0
12.44340705871582,232,1564959,-0.022819310426712036,0.0,11100,34201.54296875,6521.5030947800005,1000.0
12.456257820129395,232,1579059,-0.28655320405960083,-1.1920928955078125e-07,11200,34719.015625,6532.359547009999,1000.0
12.462340354919434,232,1593159,-0.30850350856781006,0.0,11300,36027.765625,6531.637290809999,1000.0
12.471729278564453,232,1607259,-0.25812241435050964,0.0,11400,36326.5703125,6532.6251694799985,1000.0
12.472590446472168,233,1621359,-0.29579687118530273,0.0,11500,37346.796875,6528.39218278,1000.0
12.476713180541992,233,1635459,-0.1819862276315689,0.0,11600,37522.64453125,6530.38406503,1000.0
12.483122825622559,233,1649559,-0.041900359094142914,-1.1920928955078125e-07,11700,38305.74609375,6514.48987577,1000.0
12.484898567199707,233,1663659,-0.15889368951320648,0.0,11800,39262.3671875,6531.89407332,1000.0
12.491321563720703,233,1677759,-0.15608195960521698,1.1920928955078125e-07,11900,39745.61328125,6538.45869632,1000.0
12.495634078979492,233,1691859,0.04765293002128601,0.0,12000,40486.765625,6583.25965594,1000.0
12.499979972839355,234,1705959,-0.040279895067214966,-1.1920928955078125e-07,12100,41360.73828125,6597.10283975,1000.0
12.500758171081543,234,1720059,-0.16633683443069458,1.7881393432617188e-07,12200,44224.65625,6621.77812675,1000.0
12.504939079284668,234,1734159,-0.21716439723968506,0.0,12300,43379.625,6637.6680948,1000.0
12.519664764404297,234,1748259,-0.298946350812912,0.0,12400,43595.140625,6650.521357780001,1000.0
12.525282859802246,234,1762359,-0.32887619733810425,1.1920928955078125e-07,12500,45200.78515625,6659.723616989999,1000.0
12.531386375427246,234,1776459,-0.008158192038536072,0.0,12600,45701.82421875,6672.89870399,1000.0
12.539491653442383,234,1790559,-0.09439204633235931,0.0,12700,46228.55078125,6684.310242120001,1000.0
12.546401023864746,234,1804659,-0.12383164465427399,-1.1920928955078125e-07,12800,47292.15234375,6708.794726529999,1000.0
12.552433013916016,234,1818759,-0.32556962966918945,-2.384185791015625e-07,12900,48105.89453125,6722.235203159999,1000.0
12.557633399963379,235,1832859,-0.061521463096141815,0.0,13000,48769.1328125,6728.551421,1000.0
12.567354202270508,235,1846959,0.005998596549034119,5.960464477539063e-08,13100,49920.95703125,6751.057611040002,1000.0
12.57390308380127,235,1861059,0.09740741550922394,0.0,13200,50155.46484375,6782.404365719999,1000.0
12.577305793762207,235,1875159,0.028373360633850098,5.960464477539063e-08,13300,51624.35546875,6799.158720030001,1000.0
12.583629608154297,235,1889259,0.09172002971172333,-1.1920928955078125e-07,13400,52431.83203125,6812.683248980001,1000.0
12.584395408630371,235,1903359,-0.08180556446313858,1.7881393432617188e-07,13500,53564.4140625,6837.927637760001,1000.0
12.588465690612793,235,1917459,-0.054872483015060425,-1.1920928955078125e-07,13600,54004.6484375,6861.178083979999,1000.0
12.599345207214355,236,1931559,-0.15535342693328857,-1.1920928955078125e-07,13700,55331.671875,6883.850480089999,1000.0
12.601963996887207,236,1945659,-0.11190744489431381,5.960464477539063e-08,13800,56469.4296875,6901.092125469999,1000.0
12.603571891784668,236,1959759,-0.1912161409854889,0.0,13900,57162.8515625,6937.88733125,1000.0
12.607711791992188,236,1973859,-0.1590091735124588,0.0,14000,58053.66015625,6945.481047619999,1000.0
12.616243362426758,236,1987959,-0.06376585364341736,5.960464477539063e-08,14100,58827.70703125,6952.321107009999,1000.0
12.622298240661621,236,2002059,0.026276737451553345,1.1920928955078125e-07,14200,60203.55859375,6958.7314957,1000.0
