policy_entropy,fps,total_timesteps,policy_loss,explained_variance,nupdates,value_loss,ep_reward_mean,ep_len_mean
9.932570457458496,92,0,-0.15168891847133636,-1.5971899032592773,1,0.711151123046875,,
11.106324195861816,223,13959,0.1647120714187622,-20.291046142578125,100,0.3763600289821625,5.570529714285714,1000.0
11.146092414855957,231,28059,-0.11862193048000336,0.33444273471832275,200,0.18238571286201477,7.015242642857143,1000.0
11.141189575195312,231,42159,-0.08473865687847137,-0.04371047019958496,300,4.887087821960449,14.903324928571429,1000.0
11.162837028503418,229,56259,-0.03234507888555527,0.06879985332489014,400,39.18586730957031,32.21328067857143,1000.0
11.18590259552002,228,70359,-0.13101090490818024,-0.009958386421203613,500,150.5923614501953,64.59819759999999,1000.0
11.224257469177246,228,84459,-0.17121621966362,0.0013936161994934082,600,263.736572265625,119.44384839285712,1000.0
11.259486198425293,228,98559,-0.07517954707145691,0.0011118054389953613,700,348.4447937011719,206.95506924489794,1000.0
11.291153907775879,228,112659,-0.10797303169965744,0.00027048587799072266,800,679.2921752929688,333.37619272999996,1000.0
11.309464454650879,228,126759,-0.322370320558548,8.672475814819336e-05,900,706.8856811523438,485.0087401299999,1000.0
11.322343826293945,228,140859,-0.21383404731750488,0.00021785497665405273,1000,1182.4774169921875,654.6165357699999,1000.0
11.345484733581543,228,154959,-0.12590648233890533,3.796815872192383e-05,1100,1024.447998046875,836.8373577599999,1000.0
11.370438575744629,228,169059,-0.16001734137535095,2.3663043975830078e-05,1200,1359.3089599609375,1019.0880688200003,1000.0
11.395695686340332,228,183159,-0.11055737733840942,1.049041748046875e-05,1300,1087.017578125,1188.80079947,1000.0
11.418595314025879,228,197259,-0.1428491324186325,7.450580596923828e-06,1400,1385.208740234375,1307.46485252,1000.0
11.414655685424805,228,211359,0.06704863160848618,4.0531158447265625e-06,1500,1700.340576171875,1409.8313692599997,1000.0
11.416346549987793,228,225459,-0.142305389046669,2.6226043701171875e-06,1600,1835.835205078125,1496.5350364,1000.0
11.43193244934082,228,239559,-0.09646724909543991,2.2649765014648438e-06,1700,1813.2119140625,1571.07072193,1000.0
11.455260276794434,228,253659,-0.020736008882522583,2.4437904357910156e-06,1800,1772.9110107421875,1624.12746797,1000.0
11.477217674255371,228,267759,0.010915562510490417,1.7881393432617188e-06,1900,2006.800048828125,1657.20403902,1000.0
11.520319938659668,228,281859,-0.08584893494844437,1.3113021850585938e-06,2000,1821.9168701171875,1688.2536245599997,1000.0
11.555638313293457,228,295959,-0.16096869111061096,1.1920928955078125e-06,2100,2021.1031494140625,1727.42357354,1000.0
11.559309959411621,228,310059,0.005139008164405823,1.0132789611816406e-06,2200,2911.650390625,1754.6970217500002,1000.0
11.577790260314941,228,324159,-0.2047315239906311,4.76837158203125e-07,2300,2708.582275390625,1772.9690613300002,1000.0
11.59278392791748,228,338259,-0.27807340025901794,1.3113021850585938e-06,2400,2652.083251953125,1783.70381172,1000.0
11.60963249206543,228,352359,0.12959912419319153,7.748603820800781e-07,2500,3271.79345703125,1793.0811738700002,1000.0
11.634617805480957,229,366459,0.13346555829048157,3.5762786865234375e-07,2600,3153.101806640625,1808.77435413,1000.0
11.653287887573242,229,380559,-0.10116776823997498,7.152557373046875e-07,2700,3537.391357421875,1825.5218827,1000.0
11.675663948059082,229,394659,-0.21571952104568481,6.556510925292969e-07,2800,4071.830322265625,1830.9600390899996,1000.0
11.70795726776123,229,408759,-0.10332617163658142,4.172325134277344e-07,2900,3950.746337890625,1823.9501266599996,1000.0
11.72649097442627,229,422859,-0.02449166029691696,6.556510925292969e-07,3000,4096.494140625,1830.92612987,1000.0
11.760972023010254,229,436959,0.045970939099788666,5.364418029785156e-07,3100,4263.54345703125,1842.00345528,1000.0
11.782930374145508,229,451059,0.0881662592291832,5.364418029785156e-07,3200,5065.486328125,1853.6782425500005,1000.0
11.810322761535645,229,465159,-0.03912297636270523,4.76837158203125e-07,3300,4834.01904296875,1867.9491890999998,1000.0
11.867873191833496,229,479259,0.0195411816239357,4.172325134277344e-07,3400,5216.33154296875,1879.44555923,1000.0
