rollout/episode_steps,total/steps_per_second,reference_action_mean,total/steps,reference_actor_Q_mean,train/param_noise_distance,rollout/return,rollout/actions_std,total/episodes,train/loss_actor,reference_actor_Q_std,reference_Q_mean,total/duration,reference_action_std,rollout/episodes,rollout/return_history,train/loss_critic,rollout/Q_mean,reference_Q_std,rollout/actions_mean,total/epochs
1000.0,128.64670545273603,0.38905099034309387,9998,0.44011470675468445,0.0,13.702504700153122,0.6701433062553406,10.0,-0.4644220769405365,0.15157227218151093,0.39656364917755127,77.71672010421753,0.701470136642456,10.0,13.702504700153122,0.002189426915720105,0.3473873436450958,0.1431300789117813,0.05832519009709358,1
1000.0,124.8330373814961,0.3615367114543915,19998,0.9564713835716248,0.0,13.190985970739339,0.626236081123352,20.0,-0.9762263298034668,0.1813986897468567,0.8775184154510498,160.19797658920288,0.5828214287757874,20.0,13.190985970739339,0.008943447843194008,0.5603145956993103,0.18447935581207275,0.062239423394203186,1
1000.0,128.05435429762062,0.12323856353759766,29998,1.3141920566558838,0.0,18.888470150752262,0.6690998673439026,30.0,-1.3971567153930664,0.241848424077034,1.2376515865325928,234.25989818572998,0.7989394664764404,30.0,18.888470150752262,0.004336404148489237,0.8569267392158508,0.240091934800148,0.1026887446641922,1
1000.0,129.3024290940006,-0.014715944416821003,39998,1.879737138748169,0.0,19.929766240024442,0.7212169766426086,40.0,-2.0025696754455566,0.41304871439933777,1.7314324378967285,309.33680272102356,0.8741366863250732,40.0,19.929766240024442,0.010007372125983238,1.1335551738739014,0.3646630048751831,0.06400816887617111,1
1000.0,131.24879986165212,-0.00891156867146492,49998,2.3744516372680664,0.0,17.512711131588546,0.7609200477600098,50.0,-2.4464969635009766,0.49730196595191956,2.2796568870544434,380.9406261444092,0.8709355592727661,50.0,17.512711131588546,0.008183658123016357,1.2960703372955322,0.4637008011341095,0.04517052322626114,1
1000.0,131.97097230751314,-0.026138165965676308,59998,2.775202989578247,0.0,16.613239474406925,0.7866637706756592,60.0,-2.929793119430542,0.49129822850227356,2.6149511337280273,454.63027930259705,0.8660022020339966,60.0,16.613239474406925,0.006045465357601643,1.5349574089050293,0.49425867199897766,0.02324867993593216,1
1000.0,128.46543508559807,0.16048724949359894,69998,3.2596678733825684,0.0,15.238682296782105,0.8082696795463562,70.0,-3.3011274337768555,0.5916444063186646,3.1137163639068604,544.8780829906464,0.9092263579368591,70.0,15.238682296782105,0.012993582524359226,1.8118468523025513,0.5082134008407593,-0.011434128507971764,1
1000.0,127.63963926817217,0.14801757037639618,79998,3.2645747661590576,0.0,13.37523693072201,0.8291574716567993,80.0,-3.712829828262329,0.47190409898757935,3.106527805328369,626.7488725185394,0.9377859830856323,80.0,13.37523693072201,0.019086655229330063,2.092731237411499,0.39518314599990845,-0.039849791675806046,1
1000.0,126.81668040132551,0.16662874817848206,89998,3.33650803565979,0.0,11.969577554525921,0.8430379033088684,90.0,-3.887866497039795,0.3498848080635071,3.187352180480957,709.6700506210327,0.9403340816497803,90.0,11.969577554525921,0.01364581473171711,2.3081414699554443,0.33214566111564636,-0.06224391236901283,1
1000.0,125.90289491888086,0.14802496135234833,99998,3.3542909622192383,0.0,10.924348764810748,0.8542875051498413,100.0,-3.873126268386841,0.2771168053150177,3.24796199798584,794.2470271587372,0.94559645652771,100.0,10.924348764810748,0.00857753586024046,2.4766461849212646,0.2965574264526367,-0.09056571125984192,1
