explained_variance,policy_loss,total_timesteps,policy_entropy,nupdates,fps,value_loss,ep_len_mean,ep_reward_mean
-0.09422779083251953,0.4897141456604004,0,9.932570457458496,1,72,2.761803388595581,,
-0.501636266708374,-0.22810415923595428,8019,10.257706642150879,100,233,5.103294849395752,1000.0,1379.1672555
-0.15199029445648193,-0.15597879886627197,16119,10.259869575500488,200,243,6.082927703857422,1000.0,2240.602685125
0.03916311264038086,0.006771974265575409,24219,10.234162330627441,300,239,8.885355949401855,1000.0,3610.9665537916667
-0.1141124963760376,-0.2317623794078827,32319,10.217302322387695,400,234,8.875959396362305,1000.0,5225.62448665625
-0.008326411247253418,-0.07849978655576706,40419,10.186445236206055,500,229,8.254737854003906,1000.0,6690.817988975
-0.05632460117340088,-0.24313119053840637,48519,10.181076049804688,600,225,8.117727279663086,1000.0,8043.811570729165
0.02441394329071045,-0.15155333280563354,56619,10.155060768127441,700,223,7.847454071044922,1000.0,9269.50412032143
0.05564725399017334,-0.49940750002861023,64719,10.108678817749023,800,221,7.275122165679932,1000.0,10507.375886875
-0.01154935359954834,0.13526248931884766,72819,10.083207130432129,900,221,7.447299003601074,1000.0,11899.644597444443
0.015416502952575684,-0.48398441076278687,80919,9.988354682922363,1000,221,8.278083801269531,1000.0,13200.878534637499
0.029291093349456787,-0.26452428102493286,89019,9.907554626464844,1100,221,7.5149641036987305,1000.0,14435.408538477273
-0.026836156845092773,-0.29660144448280334,97119,9.805992126464844,1200,221,7.3051300048828125,1000.0,15655.820156458334
0.007234811782836914,0.10271774232387543,105219,9.725617408752441,1300,222,7.413388252258301,1000.0,17550.799562050004
-0.007465958595275879,-0.19181476533412933,113319,9.656294822692871,1400,222,7.813782691955566,1000.0,20315.131622490004
-0.012238025665283203,-0.0003258809447288513,121419,9.6128568649292,1500,222,8.745343208312988,1000.0,23101.861267810003
-0.0258558988571167,-0.39093491435050964,129519,9.574501037597656,1600,222,8.753162384033203,1000.0,25664.732182109998
-0.018367528915405273,-0.2562602162361145,137619,9.50789737701416,1700,222,8.299676895141602,1000.0,28306.810760809996
0.014055967330932617,0.1373867690563202,145719,9.440598487854004,1800,222,8.186212539672852,1000.0,30888.477410459996
0.0315781831741333,-0.40763676166534424,153819,9.331564903259277,1900,223,8.772974014282227,1000.0,33441.67305117
0.003204941749572754,-0.355415403842926,161919,9.286149024963379,2000,223,7.861384391784668,1000.0,35953.6042219
0.042196810245513916,0.18571613729000092,170019,9.203560829162598,2100,223,7.9122724533081055,1000.0,38091.2933316
-0.015917301177978516,0.07018644362688065,178119,9.130836486816406,2200,223,7.6173295974731445,1000.0,40313.9994463
0.028136789798736572,-0.06381271779537201,186219,9.074324607849121,2300,223,7.884925842285156,1000.0,42658.25011148999
-0.003972768783569336,-0.3762192726135254,194319,8.94286823272705,2400,223,7.135496616363525,1000.0,44855.719613270005
-0.026562213897705078,-0.25500261783599854,202419,8.835906982421875,2500,223,7.1844072341918945,1000.0,47095.6616614
-0.003924846649169922,0.11124669760465622,210519,8.741507530212402,2600,223,8.313661575317383,1000.0,49406.74304908001
0.05283081531524658,-0.07563549280166626,218619,8.657244682312012,2700,223,8.273283958435059,1000.0,51630.23315578
0.018878519535064697,0.2110261768102646,226719,8.567215919494629,2800,223,7.503076076507568,1000.0,53453.394831640006
0.020641744136810303,-0.4517291486263275,234819,8.511504173278809,2900,223,8.312573432922363,1000.0,55531.5082001
0.0027382373809814453,-0.06497855484485626,242919,8.390307426452637,3000,223,8.040724754333496,1000.0,57927.96649939001
-0.00231170654296875,-0.48096904158592224,251019,8.273619651794434,3100,223,8.116645812988281,1000.0,59950.33613999001
0.009360849857330322,0.052531592547893524,259119,8.178847312927246,3200,224,8.452463150024414,1000.0,62550.41139179
-0.004439711570739746,-0.05178481712937355,267219,8.000528335571289,3300,224,8.356142044067383,1000.0,65272.39964833999
-0.004722952842712402,-0.17504163086414337,275319,7.894412040710449,3400,224,9.368452072143555,1000.0,68652.2566307
0.024377942085266113,-0.6143965125083923,283419,7.725218772888184,3500,224,9.598691940307617,1000.0,71503.49040125002
-0.03159189224243164,-0.03643195331096649,291519,7.598726749420166,3600,224,8.987497329711914,1000.0,74623.86410208
-0.012618184089660645,0.1117301657795906,299619,7.428570747375488,3700,224,9.20881462097168,1000.0,78295.00439907
-0.002276182174682617,-0.039281733334064484,307719,7.318297386169434,3800,224,9.741323471069336,1000.0,81969.12984466
0.09398788213729858,-0.1907287836074829,315819,7.159392356872559,3900,224,9.986950874328613,1000.0,85341.91418804
-0.012187719345092773,0.18664535880088806,323919,7.062100410461426,4000,224,9.750996589660645,1000.0,89163.31330537
-0.006763577461242676,0.029974505305290222,332019,6.907647132873535,4100,224,9.981512069702148,1000.0,93149.31629767003
-0.011478900909423828,-0.059277262538671494,340119,6.730582237243652,4200,224,9.72076416015625,1000.0,96817.49930681
0.003948628902435303,-0.16018813848495483,348219,6.5797624588012695,4300,224,9.67907428741455,1000.0,100565.52207719
-0.003258824348449707,0.2808745801448822,356319,6.418107032775879,4400,224,9.579774856567383,1000.0,104243.38127513001
0.008311450481414795,-0.2128082811832428,364419,6.268448829650879,4500,225,9.490285873413086,1000.0,107536.21212025998
-0.0030438899993896484,0.028255663812160492,372519,6.178691387176514,4600,225,9.241168022155762,1000.0,110479.76215144999
0.010864436626434326,-0.05603806674480438,380619,6.085259437561035,4700,225,8.898553848266602,1000.0,113147.83804501001
0.007292211055755615,0.05219273269176483,388719,5.972891330718994,4800,225,8.487009048461914,1000.0,115797.90819656002
0.004863917827606201,0.21206873655319214,396819,5.907446384429932,4900,225,8.180109977722168,1000.0,117787.50801429998
-0.0006070137023925781,0.04433554783463478,404919,5.853942394256592,5000,225,7.923760890960693,1000.0,119390.56109005
0.001140892505645752,0.11211255192756653,413019,5.736507415771484,5100,225,7.766717433929443,1000.0,120791.03449199001
0.008096754550933838,-0.183726966381073,421119,5.7133402824401855,5200,225,7.645912170410156,1000.0,122014.41200702998
0.003069579601287842,-0.05330884829163551,429219,5.649753093719482,5300,225,7.478518486022949,1000.0,122881.18618727001
0.0018816590309143066,-0.1564202457666397,437319,5.653862476348877,5400,225,7.250828742980957,1000.0,123234.5129572
0.002875685691833496,0.07550686597824097,445419,5.6499128341674805,5500,226,7.110468864440918,1000.0,123741.90562259998
0.001908719539642334,0.11129049956798553,453519,5.63084077835083,5600,226,7.022385597229004,1000.0,124047.35543734001
0.008263230323791504,-0.25557175278663635,461619,5.550299644470215,5700,226,6.936225891113281,1000.0,124290.25030707002
-0.046433091163635254,-0.12790286540985107,469719,5.552343845367432,5800,226,6.868048667907715,1000.0,124042.21524266999
0.009898006916046143,0.3756270706653595,477819,5.497104167938232,5900,226,6.698277473449707,1000.0,124019.09582317999
0.04036301374435425,0.039320219308137894,485919,5.457340717315674,6000,226,6.538278102874756,1000.0,123938.08371558001
0.0009472370147705078,0.07356253266334534,494019,5.428549766540527,6100,226,6.478799343109131,1000.0,123943.78913451999
0.004007101058959961,0.0942305326461792,502119,5.462353229522705,6200,226,6.433182716369629,1000.0,124033.55558089999
