policy_entropy,value_loss,explained_variance,total_timesteps,fps,policy_loss,nupdates,ep_reward_mean,ep_len_mean
9.932570457458496,4.145071983337402,-0.012071967124938965,0,80,-0.10766005516052246,1,,
10.727575302124023,2.3851065635681152,0.05733257532119751,8019,229,0.02519679069519043,100,295.151226,1000.0
10.745038032531738,2.4005513191223145,-0.09939837455749512,16119,242,-0.4050118327140808,200,319.8347329375,1000.0
10.761331558227539,7.955719947814941,0.07800811529159546,24219,247,-0.3589881658554077,300,499.03361766666666,1000.0
10.766251564025879,15.240796089172363,-0.018494844436645508,32319,257,0.1536167711019516,400,1399.9594461875,1000.0
10.720782279968262,12.300092697143555,0.015672624111175537,40419,261,-0.19635272026062012,500,2771.338944275,1000.0
10.683366775512695,9.296228408813477,0.015459239482879639,48519,264,-0.16016404330730438,600,4322.8475519583335,1000.0
10.682409286499023,8.776326179504395,-0.06331145763397217,56619,268,-0.43640097975730896,700,6006.229558875,1000.0
10.65677547454834,8.174728393554688,-0.15311098098754883,64719,270,-0.1131531149148941,800,7763.317024859376,1000.0
10.62596321105957,8.093316078186035,-0.051390886306762695,72819,273,-0.045384880155324936,900,9409.645968875,1000.0
10.588814735412598,7.236088752746582,0.04249495267868042,80919,275,0.38606613874435425,1000,10959.721082387501,1000.0
10.561753273010254,6.610708713531494,-0.16568899154663086,89019,275,-0.07215180993080139,1100,12105.064699909091,1000.0
10.541181564331055,6.149730682373047,-0.133955717086792,97119,275,0.29085761308670044,1200,13300.979735052082,1000.0
10.495255470275879,5.793542385101318,-0.07305598258972168,105219,275,-0.0012366101145744324,1300,14962.75402974,1000.0
10.461905479431152,6.00066614151001,-0.004793882369995117,113319,276,-0.05038457363843918,1400,17574.07913878,1000.0
10.406975746154785,6.584203243255615,-0.08486676216125488,121419,276,-0.2334027737379074,1500,20267.035038299997,1000.0
10.369040489196777,5.955747127532959,-0.0007376670837402344,129519,276,-0.2693745493888855,1600,22887.75171348,1000.0
10.316293716430664,5.946009159088135,-0.0040901899337768555,137619,277,-0.38432109355926514,1700,25441.692664899998,1000.0
10.294299125671387,6.562357425689697,-0.06504607200622559,145719,277,0.0053217411041259766,1800,27779.11492806,1000.0
10.242263793945312,6.598017692565918,0.02295994758605957,153819,277,-0.028191082179546356,1900,30013.930761469994,1000.0
10.269722938537598,6.543517112731934,0.023514866828918457,161919,278,-0.09258980304002762,2000,32040.674709229996,1000.0
10.276123046875,6.601988315582275,-0.05522942543029785,170019,278,-0.023314103484153748,2100,33941.00871268,1000.0
10.252038955688477,7.189267158508301,-0.04784035682678223,178119,278,-0.16306009888648987,2200,36059.97125407,1000.0
10.246316909790039,7.618048667907715,0.09412890672683716,186219,278,0.2706746459007263,2300,38154.32188808,1000.0
10.231389999389648,6.914525032043457,0.011114180088043213,194319,278,0.036900706589221954,2400,40840.178420200005,1000.0
10.185408592224121,7.895665168762207,-0.02238023281097412,202419,278,-0.09563334286212921,2500,43392.22259708001,1000.0
10.144242286682129,6.925518035888672,0.018526554107666016,210519,278,-0.1687658429145813,2600,45606.43343037999,1000.0
10.140962600708008,7.144953727722168,-0.05230152606964111,218619,278,-0.25819864869117737,2700,47710.44174542999,1000.0
10.131699562072754,6.990656852722168,-0.003050088882446289,226719,278,0.25617900490760803,2800,49934.576872469996,1000.0
10.128591537475586,6.62830114364624,0.1280795931816101,234819,278,0.013647839426994324,2900,52245.08389173001,1000.0
10.133719444274902,6.259415626525879,0.03481900691986084,242919,278,-0.01842176914215088,3000,53632.612100160004,1000.0
10.148544311523438,6.264373779296875,0.06462222337722778,251019,279,-0.08305169641971588,3100,55521.44450327,1000.0
10.153708457946777,6.079197883605957,-0.005848050117492676,259119,279,-0.3131657540798187,3200,56704.65422286999,1000.0
10.162308692932129,5.613600730895996,-0.09891307353973389,267219,279,-0.2645567059516907,3300,57848.90603253,1000.0
10.143045425415039,5.243687629699707,0.058289408683776855,275319,279,-0.407565712928772,3400,59045.45422818,1000.0
10.155181884765625,5.422621250152588,0.06724625825881958,283419,278,-0.39099788665771484,3500,59865.23106580001,1000.0
10.136605262756348,5.074751853942871,0.06025940179824829,291519,278,-0.15511594712734222,3600,61029.94044829999,1000.0
10.146438598632812,4.944821357727051,0.11238670349121094,299619,278,-0.29399287700653076,3700,61666.193363469996,1000.0
10.148377418518066,6.8345046043396,0.11570209264755249,307719,278,-0.3013979494571686,3800,63121.44564158001,1000.0
10.166448593139648,8.014552116394043,-0.045935630798339844,315819,278,-0.01915706694126129,3900,66071.54068038,1000.0
10.173232078552246,5.1953125,-0.02216649055480957,323919,278,-0.06648015975952148,4000,65963.18354086,1000.0
10.176587104797363,4.9050068855285645,0.06796765327453613,332019,277,0.11605139076709747,4100,67356.56946005001,1000.0
10.176628112792969,5.451638221740723,0.11675578355789185,340119,277,0.250550776720047,4200,68358.16254793,1000.0
10.183853149414062,5.665835857391357,-0.04452323913574219,348219,277,-0.1485482156276703,4300,69697.09164509,1000.0
10.20296573638916,4.0380473136901855,-0.0036569833755493164,356319,276,-0.05623461678624153,4400,69244.55489682,1000.0
10.244203567504883,3.5599701404571533,-0.6307178735733032,364419,276,-0.36709505319595337,4500,69036.48716713,1000.0
10.289950370788574,1.5746419429779053,-0.40263617038726807,372519,276,-0.1958974301815033,4600,66817.88474373001,1000.0
10.33254337310791,2.1409707069396973,0.026398837566375732,380619,276,-0.166723370552063,4700,66558.30379234,1000.0
10.372329711914062,3.1600406169891357,0.10430604219436646,388719,275,-0.0930989608168602,4800,66896.87337716,1000.0
10.378785133361816,5.5417070388793945,-4.3525710105896,396819,275,-0.09731237590312958,4900,66861.78229176,1000.0
10.377448081970215,6.363173484802246,0.08953803777694702,404919,275,-0.06984560936689377,5000,68450.03325890002,1000.0
10.380751609802246,3.4667582511901855,0.09479248523712158,413019,275,-0.24185600876808167,5100,65728.36106359,1000.0
10.442093849182129,5.394896507263184,0.12255984544754028,421119,274,0.1631251573562622,5200,65948.32801078999,1000.0
10.45399284362793,2.6245720386505127,-2.217104434967041,429219,274,0.24809926748275757,5300,64451.608842550006,1000.0
10.479199409484863,1.9210151433944702,-0.8745617866516113,437319,274,0.4319227337837219,5400,60657.113602870006,1000.0
10.507407188415527,0.8041593432426453,-19.490638732910156,445419,274,-0.2868393063545227,5500,55448.62357001,1000.0
10.570067405700684,0.2704738676548004,-120.95198059082031,453519,274,-0.4974506199359894,5600,50243.40573687,1000.0
10.623899459838867,0.09446533024311066,-25.84019660949707,461619,273,0.026298299431800842,5700,46606.37641237001,1000.0
10.689254760742188,0.0665351152420044,-16.94039535522461,469719,273,-0.007883675396442413,5800,42986.129323479996,1000.0
10.672446250915527,0.04693424701690674,-14.342549324035645,477819,273,-0.0011494755744934082,5900,40213.01502752,1000.0
10.724119186401367,0.035153068602085114,-30.19623374938965,485919,273,-0.034605540335178375,6000,35084.831953969995,1000.0
10.72125244140625,0.02635279856622219,-5.2661285400390625,494019,272,0.09408161789178848,6100,29322.355418450003,1000.0
10.758238792419434,0.025273237377405167,-9.8692626953125,502119,272,0.02183341234922409,6200,23176.202196849998,1000.0
10.78966999053955,0.020926756784319878,-9.492459297180176,510219,272,-0.08816742151975632,6300,17910.015023030002,1000.0
10.796143531799316,0.024882454425096512,-9.32263469696045,518319,272,-0.07399174571037292,6400,12479.180889400002,1000.0
10.842567443847656,0.031109699979424477,-4.929071426391602,526419,272,-0.27522850036621094,6500,9044.73307812,1000.0
10.870912551879883,0.03642432764172554,-2.5635836124420166,534519,272,0.006383582949638367,6600,5683.68441709,1000.0
10.905661582946777,0.04179136082530022,-0.4337881803512573,542619,271,-0.1947944164276123,6700,5266.49298625,1000.0
10.938118934631348,0.05240588262677193,-0.4096640348434448,550719,271,-0.3333323299884796,6800,5768.600135899998,1000.0
