value_loss,explained_variance,fps,policy_entropy,nupdates,policy_loss,total_timesteps,ep_reward_mean,ep_len_mean
624.0439453125,-0.0017319917678833008,122,9.932570457458496,1,0.08226126432418823,0,,
200.34617614746094,0.014212727546691895,276,9.954564094543457,100,-0.12823782861232758,13959,403.05486307142854,1000.0
285.8435974121094,0.02626723051071167,268,9.975733757019043,200,-0.17809420824050903,28059,383.9827931428572,1000.0
322.2892150878906,0.047913312911987305,263,9.99928092956543,300,-0.21284687519073486,42159,427.3411466904762,1000.0
309.94476318359375,0.1540023684501648,262,10.019089698791504,400,-0.2923065423965454,56259,461.22416353571435,1000.0
618.3668823242188,0.052867352962493896,261,10.046259880065918,500,0.038641370832920074,70359,485.2235452714286,1000.0
542.8091430664062,0.044490814208984375,260,10.062220573425293,600,-0.0795484334230423,84459,552.0561724761903,1000.0
695.9556884765625,0.11814367771148682,260,10.07673454284668,700,-0.09159615635871887,98559,583.165497887755,1000.0
925.963623046875,0.06633138656616211,259,10.093125343322754,800,-0.42689526081085205,112659,641.6731764900001,1000.0
1470.029541015625,0.005361676216125488,259,10.110517501831055,900,-0.3037802577018738,126759,756.97007415,1000.0
1194.697265625,0.12739092111587524,259,10.132267951965332,1000,-0.30523058772087097,140859,864.94502096,1000.0
1185.906982421875,0.1057249903678894,259,10.147104263305664,1100,-0.034196123480796814,154959,1043.41490428,1000.0
1490.89990234375,0.20566093921661377,260,10.157668113708496,1200,-0.1367291361093521,169059,1172.8189861399999,1000.0
2018.640869140625,0.0904000997543335,260,10.16444206237793,1300,-0.19865046441555023,183159,1294.4064785900002,1000.0
1534.65869140625,0.08407419919967651,261,10.176748275756836,1400,-0.060999512672424316,197259,1472.6387729200003,1000.0
1721.1995849609375,0.017872869968414307,262,10.189054489135742,1500,0.013005249202251434,211359,1667.95640389,1000.0
2230.349365234375,0.0243566632270813,262,10.196253776550293,1600,-0.1945541650056839,225459,1843.22294879,1000.0
2462.02685546875,0.039437711238861084,263,10.205927848815918,1700,-0.21583877503871918,239559,2029.40970849,1000.0
3514.781494140625,0.039504826068878174,264,10.206404685974121,1800,-0.07755240797996521,253659,2170.6345567900003,1000.0
2694.428466796875,0.1179857850074768,264,10.221052169799805,1900,-0.2274760603904724,267759,2316.9461402600004,1000.0
11530.77734375,0.00512927770614624,265,10.22679328918457,2000,0.05969759076833725,281859,2499.3753598999997,1000.0
3560.3173828125,0.07996863126754761,265,10.235122680664062,2100,-0.13188141584396362,295959,2684.57355861,1000.0
2942.177001953125,0.09627610445022583,266,10.252198219299316,2200,0.22117725014686584,310059,2788.8156941799994,1000.0
3910.726806640625,0.06812196969985962,266,10.26179313659668,2300,-0.081745944917202,324159,2853.97461318,1000.0
3579.638671875,0.1836385726928711,267,10.270463943481445,2400,-0.11049261689186096,338259,2933.6183500299994,1000.0
3028.228759765625,0.004080414772033691,267,10.275547981262207,2500,-0.012794062495231628,352359,2985.52082994,1000.0
3523.391845703125,0.05632650852203369,268,10.277082443237305,2600,0.10138997435569763,366459,3081.2086578,1000.0
3683.214599609375,0.05332756042480469,268,10.281081199645996,2700,-0.0636727511882782,380559,3152.4170821599996,1000.0
3565.994140625,0.12092876434326172,269,10.291213035583496,2800,-0.07391968369483948,394659,3168.44240344,1000.0
5195.31103515625,0.07141953706741333,269,10.295515060424805,2900,0.05292022228240967,408759,3182.9805405400007,1000.0
6013.28662109375,0.023273348808288574,269,10.299856185913086,3000,-0.15588948130607605,422859,3245.188613829999,1000.0
3052.600830078125,0.03169739246368408,269,10.303293228149414,3100,-0.24261818826198578,436959,3378.50169077,1000.0
4500.93505859375,0.02438366413116455,270,10.310593605041504,3200,-0.28794747591018677,451059,3521.3589543800003,1000.0
4811.61962890625,0.015919208526611328,270,10.314558982849121,3300,-0.37873995304107666,465159,3593.06196473,1000.0
