value_loss,explained_variance,fps,policy_entropy,nupdates,policy_loss,total_timesteps,ep_reward_mean,ep_len_mean
3386.829833984375,0.16415619850158691,270,10.319289207458496,3400,-0.1865948736667633,479259,3748.3495265700003,1000.0
5708.791015625,0.01884859800338745,271,10.323415756225586,3500,-0.13902567327022552,493359,3917.3104737399995,1000.0
5065.90625,0.024738788604736328,271,10.328451156616211,3600,-0.1574222594499588,507459,4092.66024171,1000.0
5011.1103515625,0.08126324415206909,271,10.33268928527832,3700,0.08010587096214294,521559,4303.85889592,1000.0
4207.30517578125,0.05730569362640381,272,10.335222244262695,3800,-0.05449175089597702,535659,4461.59955985,1000.0
4609.77587890625,0.003965973854064941,272,10.338808059692383,3900,-0.23237740993499756,549759,4542.932498820001,1000.0
4535.0576171875,0.04794132709503174,272,10.342878341674805,4000,-0.17667710781097412,563859,4723.234938549999,1000.0
4358.82568359375,0.003281712532043457,272,10.348581314086914,4100,0.23928271234035492,577959,4795.340752630001,1000.0
6842.923828125,0.030645132064819336,273,10.351832389831543,4200,-0.37946462631225586,592059,4954.36558181,1000.0
5049.287109375,0.021863460540771484,273,10.355891227722168,4300,-0.20009495317935944,606159,5114.44098332,1000.0
9134.453125,0.005004823207855225,273,10.359538078308105,4400,0.12681944668293,620259,5397.320479629999,1000.0
6321.32470703125,0.0015999674797058105,273,10.360551834106445,4500,-0.14984872937202454,634359,5470.013363770001,1000.0
6760.3955078125,0.008376359939575195,274,10.367249488830566,4600,-0.149744912981987,648459,5618.457253499999,1000.0
7482.85107421875,0.08861207962036133,274,10.369916915893555,4700,-0.18567538261413574,662559,5894.302719769999,1000.0
9058.779296875,0.00436854362487793,274,10.374464988708496,4800,-0.2565182149410248,676659,6178.716372960001,1000.0
7063.671875,0.05949294567108154,274,10.377537727355957,4900,0.025321640074253082,690759,6497.085846869999,1000.0
8788.3076171875,0.0033171772956848145,275,10.382766723632812,5000,-0.14891260862350464,704859,6689.271442419999,1000.0
7466.69580078125,0.00030726194381713867,275,10.387970924377441,5100,-0.09725096076726913,718959,6972.973214070002,1000.0
20588.4140625,0.006800174713134766,275,10.388870239257812,5200,-0.13081781566143036,733059,7349.52068334,1000.0
8679.4111328125,0.0019280314445495605,275,10.393523216247559,5300,-0.0653424933552742,747159,7549.17892765,1000.0
10862.4853515625,0.13689583539962769,275,10.395995140075684,5400,-0.3073115944862366,761259,7793.367361100001,1000.0
11796.53125,0.0026190876960754395,276,10.399154663085938,5500,-0.07492848485708237,775359,8072.186015319999,1000.0
11211.76171875,0.00602114200592041,276,10.40400505065918,5600,-0.09767386317253113,789459,8141.36638908,1000.0
12964.099609375,0.005811095237731934,276,10.408137321472168,5700,0.12387556582689285,803559,8353.91437463,1000.0
10670.33984375,0.00038629770278930664,276,10.411771774291992,5800,-0.26542866230010986,817659,8477.12729652,1000.0
10198.2451171875,0.00018787384033203125,276,10.413914680480957,5900,-0.28497999906539917,831759,8602.004144270002,1000.0
15676.1376953125,0.012722790241241455,277,10.415719985961914,6000,-0.16128015518188477,845859,8809.22222827,1000.0
14800.62890625,0.014320790767669678,277,10.41773796081543,6100,-0.032414376735687256,859959,9026.362244879998,1000.0
18141.783203125,0.0007057785987854004,277,10.419569969177246,6200,-0.24037177860736847,874059,9193.328419480002,1000.0
61863.5625,5.543231964111328e-05,277,10.420655250549316,6300,-0.023199327290058136,888159,9307.51986113,1000.0
31730.072265625,0.00016826391220092773,277,10.424931526184082,6400,-0.16807161271572113,902259,9546.66572522,1000.0
40648.78125,8.541345596313477e-05,278,10.426515579223633,6500,-0.2840627431869507,916359,9617.34060249,1000.0
14707.4013671875,-0.0006579160690307617,278,10.425825119018555,6600,-0.023009173572063446,930459,9859.641253549999,1000.0
33856.5703125,0.011880278587341309,278,10.427311897277832,6700,0.14901000261306763,944559,10022.82954274,1000.0
37643.14453125,2.4497509002685547e-05,278,10.433018684387207,6800,-0.01133652776479721,958659,10155.07420756,1000.0
15336.55859375,0.0024526119232177734,278,10.435145378112793,6900,0.020111054182052612,972759,10259.87523839,1000.0
70304.2578125,6.318092346191406e-05,278,10.435063362121582,7000,-0.0768062025308609,986859,10435.986497459999,1000.0
24657.962890625,0.003980159759521484,279,10.436918258666992,7100,-0.08468087017536163,1000959,10613.885590799999,1000.0
17836.38671875,0.00012731552124023438,279,10.437337875366211,7200,-0.07497845590114594,1015059,10710.414659220001,1000.0
17661.078125,0.0010254383087158203,279,10.43885326385498,7300,-0.2065424621105194,1029159,10903.8928695,1000.0
18702.427734375,0.0004585385322570801,279,10.442350387573242,7400,-0.12948960065841675,1043259,11087.159031440004,1000.0
23766.58984375,0.0002936124801635742,279,10.446019172668457,7500,-0.057540882378816605,1057359,11248.861652939999,1000.0
47354.28125,0.00015181303024291992,279,10.448653221130371,7600,-0.19786439836025238,1071459,11532.369117580003,1000.0
30050.12890625,0.0001786947250366211,280,10.453063011169434,7700,-0.2011772096157074,1085559,11913.727689340003,1000.0
23459.828125,0.00042814016342163086,280,10.453775405883789,7800,-0.1287996917963028,1099659,12181.955294170002,1000.0
26610.970703125,0.04398190975189209,280,10.45435905456543,7900,0.09875337034463882,1113759,12579.530056479996,1000.0
25044.0234375,0.00029534101486206055,280,10.460419654846191,8000,-0.09567093104124069,1127859,12880.75015382,1000.0
67617.7109375,2.2649765014648438e-05,280,10.462693214416504,8100,-0.2491595447063446,1141959,13077.069700539996,1000.0
28053.90625,8.58306884765625e-06,280,10.464076042175293,8200,-0.1972527652978897,1156059,13502.25635847,1000.0
47509.3359375,5.900859832763672e-06,281,10.467198371887207,8300,-0.3279750347137451,1170159,13817.15293748,1000.0
45881.01953125,3.725290298461914e-05,281,10.470463752746582,8400,-0.30460280179977417,1184259,14014.142171530002,1000.0
40776.4296875,6.079673767089844e-06,281,10.471883773803711,8500,0.0004734620451927185,1198359,14207.742708290003,1000.0
67979.59375,1.3947486877441406e-05,281,10.473367691040039,8600,-0.28834763169288635,1212459,14655.861372730003,1000.0
54501.7890625,8.875131607055664e-05,281,10.474116325378418,8700,-0.13961684703826904,1226559,14840.53024389,1000.0
32052.474609375,5.9604644775390625e-05,281,10.475062370300293,8800,-0.2575468420982361,1240659,15336.826413780002,1000.0
38019.90625,6.026029586791992e-05,281,10.476625442504883,8900,-0.1679021418094635,1254759,15543.915651669999,1000.0
23799.125,1.2516975402832031e-06,282,10.477265357971191,9000,-0.2122407853603363,1268859,15898.740581470001,1000.0
27350.572265625,0.0011677145957946777,282,10.47880744934082,9100,-0.3795090615749359,1282959,16103.57481107,1000.0
44998.81640625,3.933906555175781e-06,282,10.479415893554688,9200,-0.050471819937229156,1297059,16331.15596583,1000.0
49377.87109375,1.3053417205810547e-05,282,10.482206344604492,9300,-0.07567134499549866,1311159,16465.988301909998,1000.0
30562.970703125,-8.821487426757812e-06,282,10.483579635620117,9400,-0.22470542788505554,1325259,16707.58971176,1000.0
73900.2265625,1.3709068298339844e-06,282,10.484257698059082,9500,-0.1669917106628418,1339359,16745.218596170005,1000.0
83102.9609375,5.125999450683594e-06,282,10.483675003051758,9600,-0.0862797424197197,1353459,16979.96597504,1000.0
39546.578125,-4.172325134277344e-06,282,10.485926628112793,9700,0.20738929510116577,1367559,17321.535767049998,1000.0
90930.5703125,4.0531158447265625e-06,282,10.486140251159668,9800,-0.2193162441253662,1381659,17563.32383016,1000.0
39665.2421875,9.5367431640625e-07,282,10.487668991088867,9900,-0.2685839533805847,1395759,17874.477003919998,1000.0
62726.6796875,1.3709068298339844e-06,282,10.485818862915039,10000,-0.24610932171344757,1409859,18159.57322563,1000.0
45182.41796875,0.00011801719665527344,283,10.489836692810059,10100,-0.3227140009403229,1423959,18519.98512093,1000.0
73365.234375,4.291534423828125e-06,283,10.492155075073242,10200,-0.04183133691549301,1438059,18687.153533979996,1000.0
36099.5859375,-9.5367431640625e-07,283,10.492634773254395,10300,-0.21688145399093628,1452159,18885.04997532,1000.0
232774.96875,1.3589859008789062e-05,283,10.493703842163086,10400,-0.34304454922676086,1466259,18967.824221159997,1000.0
54968.703125,-9.5367431640625e-07,283,10.494768142700195,10500,-0.19386523962020874,1480359,19531.57937623,1000.0
85397.1953125,3.635883331298828e-06,283,10.497781753540039,10600,-0.19303452968597412,1494459,19778.412026539998,1000.0
32800.20703125,1.1265277862548828e-05,283,10.499634742736816,10700,-0.3710692226886749,1508559,19932.84520171,1000.0
108076.9375,5.185604095458984e-06,283,10.501399040222168,10800,0.13692113757133484,1522659,20077.96214282,1000.0
57450.2734375,-2.1457672119140625e-06,283,10.504551887512207,10900,0.3337942361831665,1536759,20220.36792308,1000.0
50332.015625,2.8192996978759766e-05,283,10.507798194885254,11000,0.2861845791339874,1550859,20477.874625300003,1000.0
48004.21875,-2.2649765014648438e-06,283,10.511775016784668,11100,-0.2672007381916046,1564959,20803.72432945,1000.0
133834.1875,2.1457672119140625e-06,284,10.512883186340332,11200,-0.37274226546287537,1579059,21059.908269839998,1000.0
37367.625,1.0967254638671875e-05,284,10.514527320861816,11300,-0.1595708727836609,1593159,21209.27246563,1000.0
91457.78125,1.7285346984863281e-06,284,10.514796257019043,11400,-0.07193933427333832,1607259,21497.643037199996,1000.0
71621.109375,1.5497207641601562e-06,284,10.515656471252441,11500,-0.1970876306295395,1621359,22010.053715449994,1000.0
59236.68359375,3.337860107421875e-06,284,10.516037940979004,11600,-0.12631827592849731,1635459,22625.383898899996,1000.0
68336.0390625,-2.384185791015625e-07,284,10.517438888549805,11700,0.11290610581636429,1649559,23015.65220589,1000.0
53903.73046875,2.092123031616211e-05,284,10.519301414489746,11800,0.1972278356552124,1663659,23192.194117519994,1000.0
59130.2578125,-6.556510925292969e-06,284,10.520721435546875,11900,-0.0018205493688583374,1677759,23324.234541910002,1000.0
75670.5234375,-4.76837158203125e-07,284,10.521402359008789,12000,0.2709807753562927,1691859,23613.084253619993,1000.0
288382.9375,5.900859832763672e-06,284,10.522181510925293,12100,-0.058134473860263824,1705959,23803.95781109,1000.0
88521.7890625,2.384185791015625e-07,284,10.522990226745605,12200,-0.1010085716843605,1720059,23984.75024973999,1000.0
137602.78125,4.470348358154297e-06,285,10.52458381652832,12300,-0.1792502999305725,1734159,24208.112976299995,1000.0
48308.08984375,-5.7220458984375e-06,285,10.524092674255371,12400,-0.4023028016090393,1748259,24505.297049350003,1000.0
46803.87109375,1.7881393432617188e-07,285,10.523421287536621,12500,0.047838203608989716,1762359,24907.95289517001,1000.0
47674.87890625,6.377696990966797e-06,285,10.522551536560059,12600,0.002666577696800232,1776459,25172.1581703,1000.0
97947.4609375,7.748603820800781e-07,285,10.523177146911621,12700,-0.30443108081817627,1790559,25485.25286407,1000.0
94028.984375,7.152557373046875e-07,285,10.524888038635254,12800,0.08393988758325577,1804659,25638.431716630002,1000.0
59662.77734375,7.510185241699219e-06,285,10.527390480041504,12900,-0.13933920860290527,1818759,25973.44318004,1000.0
74737.9609375,1.0728836059570312e-06,285,10.528409957885742,13000,0.16909828782081604,1832859,26164.86816601,1000.0
96682.7265625,2.9802322387695312e-06,285,10.529104232788086,13100,0.14234694838523865,1846959,26250.12188462,1000.0
91817.234375,4.112720489501953e-06,285,10.53080940246582,13200,-0.006692640483379364,1861059,26198.151765939998,1000.0
51801.9921875,4.172325134277344e-06,285,10.530670166015625,13300,-0.5112029314041138,1875159,26248.617853340005,1000.0
60993.28515625,5.364418029785156e-06,285,10.530912399291992,13400,-0.2520211935043335,1889259,26543.98421623,1000.0
216658.640625,-1.1920928955078125e-07,285,10.531036376953125,13500,0.06547213345766068,1903359,27129.903546060003,1000.0
195341.1875,8.940696716308594e-07,285,10.532380104064941,13600,-0.04301534965634346,1917459,27472.05165323,1000.0
180375.640625,4.76837158203125e-06,286,10.534235954284668,13700,-0.21291621029376984,1931559,27782.957632760004,1000.0
121002.671875,2.6226043701171875e-06,286,10.534056663513184,13800,-0.1385727822780609,1945659,28105.83888237,1000.0
75140.265625,-9.5367431640625e-07,286,10.534159660339355,13900,-0.12951192259788513,1959759,28862.659647909997,1000.0
97633.03125,0.0,286,10.534059524536133,14000,-0.313243567943573,1973859,29461.879072009997,1000.0
81810.9765625,9.5367431640625e-07,286,10.534955978393555,14100,-0.3380080461502075,1987959,29949.820018650003,1000.0
59855.66796875,3.516674041748047e-06,286,10.535191535949707,14200,-0.14084385335445404,2002059,30205.532265100002,1000.0
