EpThisIter,EpRewMean,optimgain,meankl,surrgain,EpLenMean,entloss,entropy,explained_variance_tdlam_before,EpisodesSoFar,TimestepsSoFar,TimeElapsed
1,556.24106445,0.12551904,0.013942305,0.12551904,1000.0,0.0,9.9641485,-0.013731837272644043,50,50176,216.741192817688
1,560.39182465,0.062496066,0.003880565,0.062496066,1000.0,0.0,9.9581785,-0.03800022602081299,51,51200,221.5468189716339
1,565.020928575,0.121585876,0.013188699,0.121585876,1000.0,0.0,9.950036,-0.09357452392578125,52,52224,226.0416715145111
1,575.57035485,0.14127138,0.013458878,0.14127138,1000.0,0.0,9.9684305,0.0063422322273254395,53,53248,231.1359212398529
1,590.232308775,0.080261916,0.0041150767,0.080261916,1000.0,0.0,9.968701,0.010046660900115967,54,54272,235.59347987174988
1,597.5367875,0.1183445,0.012449597,0.1183445,1000.0,0.0,9.9481325,-0.04503333568572998,55,55296,240.15323209762573
1,609.629286875,0.071350545,0.003946377,0.071350545,1000.0,0.0,9.944943,-0.0023407936096191406,56,56320,244.4774136543274
1,615.1640938749999,0.13334079,0.012801366,0.13334079,1000.0,0.0,9.952283,-0.07800519466400146,57,57344,248.93276238441467
1,618.6883008750001,0.12053484,0.01319272,0.12053484,1000.0,0.0,9.944776,0.011759340763092041,58,58368,253.30845952033997
1,626.203390075,0.11483009,0.01396112,0.11483009,1000.0,0.0,9.937338,-0.042470574378967285,59,59392,257.5567982196808
1,639.423422725,0.118876226,0.013651328,0.118876226,1000.0,0.0,9.935071,0.030407965183258057,60,60416,261.9841911792755
1,650.1742142999999,0.15027586,0.013900688,0.15027586,1000.0,0.0,9.922315,0.02679497003555298,61,61440,266.31889367103577
1,665.1776327499999,0.12204482,0.014090011,0.12204482,1000.0,0.0,9.921863,-0.04576313495635986,62,62464,270.66071009635925
1,671.4190726,0.1399296,0.013631635,0.1399296,1000.0,0.0,9.936405,0.014411091804504395,63,63488,275.04087567329407
1,683.0706652249999,0.1360797,0.013864996,0.1360797,1000.0,0.0,9.936328,0.016147971153259277,64,64512,279.74309158325195
1,692.229969225,0.12715998,0.014069085,0.12715998,1000.0,0.0,9.92937,-0.0060950517654418945,65,65536,284.3088128566742
1,700.4318860999999,0.1331897,0.014171233,0.1331897,1000.0,0.0,9.908447,0.03468424081802368,66,66560,288.78245186805725
1,708.9014296749999,0.11466129,0.012693893,0.11466129,1000.0,0.0,9.907511,0.009061157703399658,67,67584,293.2455117702484
1,718.6070295249999,0.13070834,0.014432233,0.13070834,1000.0,0.0,9.905558,0.026111960411071777,68,68608,297.7664065361023
1,727.35408085,0.06507007,0.0041452954,0.06507007,1000.0,0.0,9.898929,0.0013467073440551758,69,69632,302.06330823898315
1,730.6997042749999,0.16707794,0.013578634,0.16707794,1000.0,0.0,9.899252,0.018852710723876953,70,70656,306.38528537750244
1,740.7518550249999,0.12102494,0.012142574,0.12102494,1000.0,0.0,9.894211,0.039176762104034424,71,71680,310.7904694080353
1,748.8119042,0.12775965,0.014258115,0.12775965,1000.0,0.0,9.894212,-0.06815075874328613,72,72704,315.1470854282379
1,759.578646375,0.06029491,0.0037304536,0.06029491,1000.0,0.0,9.893357,0.030028045177459717,73,73728,319.67638635635376
1,762.9604767,0.11716574,0.013345504,0.11716574,1000.0,0.0,9.89441,0.007639825344085693,74,74752,323.9641184806824
1,775.515637525,0.12522121,0.013092266,0.12522121,1000.0,0.0,9.904944,0.0025846362113952637,75,75776,328.5533695220947
1,788.9847622249999,0.13619521,0.014199355,0.13619521,1000.0,0.0,9.904212,0.01993662118911743,76,76800,333.1685438156128
1,799.67483205,0.115493864,0.014075584,0.115493864,1000.0,0.0,9.905141,0.07528144121170044,77,77824,337.5642890930176
1,817.6755637,0.11267458,0.014101057,0.11267458,1000.0,0.0,9.888877,0.062296271324157715,78,78848,341.9407603740692
1,833.9549619249999,0.12900601,0.014258207,0.12900601,1000.0,0.0,9.887073,0.07026660442352295,79,79872,346.29806208610535
1,846.8286298250001,0.13745034,0.014985249,0.13745034,1000.0,0.0,9.882528,0.06483656167984009,80,80896,350.59283924102783
1,869.1210071000002,0.11415827,0.0135865845,0.11415827,1000.0,0.0,9.882241,0.05208301544189453,81,81920,354.85848593711853
1,879.6671312750001,0.11266698,0.013691673,0.11266698,1000.0,0.0,9.882408,0.11080628633499146,82,82944,359.220773935318
1,896.664177575,0.113843456,0.014326233,0.113843456,1000.0,0.0,9.886157,0.08361238241195679,83,83968,363.64368438720703
1,918.451444525,0.12172238,0.013091132,0.12172238,1000.0,0.0,9.88281,0.03214859962463379,84,84992,368.11216950416565
2,966.3517996,0.12934953,0.014180176,0.12934953,1000.0,0.0,9.8785515,0.09143882989883423,86,86016,373.4105336666107
1,987.8778775999999,0.12547569,0.014513641,0.12547569,1000.0,0.0,9.87865,-0.008286356925964355,87,87040,377.8732693195343
1,1006.3108374750002,0.11672102,0.0126575595,0.11672102,1000.0,0.0,9.879104,0.003910243511199951,88,88064,382.2004189491272
1,1027.212079425,0.11857927,0.013643623,0.11857927,1000.0,0.0,9.87843,-0.009516239166259766,89,89088,386.5428740978241
1,1050.124701625,0.11219759,0.01314618,0.11219759,1000.0,0.0,9.878894,-0.01241445541381836,90,90112,390.9699523448944
1,1075.7349026250001,0.11480993,0.013769491,0.11480993,1000.0,0.0,9.877,0.08290284872055054,91,91136,395.4759078025818
1,1098.4538760750002,0.12601088,0.013746893,0.12601088,1000.0,0.0,9.879834,-0.017253518104553223,92,92160,399.88493514060974
1,1125.96299025,0.11952093,0.013311936,0.11952093,1000.0,0.0,9.879967,0.029118657112121582,93,93184,404.23872447013855
1,1150.7906588,0.11036554,0.013853949,0.11036554,1000.0,0.0,9.881299,0.08243751525878906,94,94208,408.5693464279175
1,1172.57007535,0.1447551,0.014604662,0.1447551,1000.0,0.0,9.880359,0.054666340351104736,95,95232,413.2483546733856
1,1188.690670275,0.10626708,0.013044281,0.10626708,1000.0,0.0,9.880249,0.06790101528167725,96,96256,417.4099247455597
1,1206.153073925,0.13142383,0.012189068,0.13142383,1000.0,0.0,9.880859,0.021180272102355957,97,97280,421.773850440979
1,1227.7577019750001,0.10507485,0.013425503,0.10507485,1000.0,0.0,9.88103,0.041838228702545166,98,98304,425.99952268600464
1,1268.7544058749997,0.104142904,0.01250831,0.104142904,1000.0,0.0,9.880748,0.1110333800315857,99,99328,430.58206605911255
1,1305.492600925,0.09665625,0.014170233,0.09665625,1000.0,0.0,9.880819,0.06777262687683105,100,100352,434.8448677062988
1,1326.7533918499998,0.10582094,0.013297561,0.10582094,1000.0,0.0,9.876956,-0.03514218330383301,101,101376,439.17306208610535
1,1350.337361375,0.1208864,0.012005782,0.1208864,1000.0,0.0,9.876059,-0.03848898410797119,102,102400,443.6231994628906
1,1379.3438495249998,0.1191685,0.012375062,0.1191685,1000.0,0.0,9.87428,0.0749703049659729,103,103424,448.0260274410248
1,1410.3240474499999,0.09894408,0.013263615,0.09894408,1000.0,0.0,9.873574,0.06559842824935913,104,104448,452.22873044013977
1,1436.2993208,0.1207573,0.012471583,0.1207573,1000.0,0.0,9.87341,0.02715587615966797,105,105472,456.55462646484375
1,1472.560703525,0.1233073,0.013431574,0.1233073,1000.0,0.0,9.872998,0.0397835373878479,106,106496,460.79051089286804
1,1505.7658796,0.11051111,0.014182249,0.11051111,1000.0,0.0,9.872841,0.05014932155609131,107,107520,465.0438642501831
1,1529.7902092,0.09815553,0.013828623,0.09815553,1000.0,0.0,9.876344,0.08197206258773804,108,108544,469.5143539905548
1,1559.3880133500002,0.1116277,0.012641779,0.1116277,1000.0,0.0,9.880786,-0.002365708351135254,109,109568,473.6866910457611
1,1597.9873818,0.09273639,0.01290804,0.09273639,1000.0,0.0,9.880936,0.08177995681762695,110,110592,477.844158411026
1,1641.75056735,0.1052758,0.011998505,0.1052758,1000.0,0.0,9.880811,0.10945212841033936,111,111616,482.22059774398804
1,1681.1495349000002,0.08807152,0.013628278,0.08807152,1000.0,0.0,9.860963,-0.007617592811584473,112,112640,486.55042815208435
1,1716.0731467500002,0.08468209,0.012491498,0.08468209,1000.0,0.0,9.858752,0.05376279354095459,113,113664,490.76113200187683
1,1771.6129925500002,0.10167328,0.012640892,0.10167328,1000.0,0.0,9.858802,-0.023797273635864258,114,114688,494.91828441619873
1,1815.7866399499999,0.101250276,0.012072803,0.101250276,1000.0,0.0,9.857555,0.0777660608291626,115,115712,499.052766084671
1,1849.5759687999998,0.0909251,0.011964901,0.0909251,1000.0,0.0,9.857959,0.08258193731307983,116,116736,503.24658489227295
1,1903.7935949999999,0.105260044,0.014152712,0.105260044,1000.0,0.0,9.857009,0.014067530632019043,117,117760,507.44511342048645
1,1945.138075375,0.10429161,0.013322959,0.10429161,1000.0,0.0,9.854859,-0.02221667766571045,118,118784,511.5264356136322
1,1981.9891813249997,0.09501003,0.012881208,0.09501003,1000.0,0.0,9.853476,0.08206886053085327,119,119808,515.8795404434204
1,2022.8010095999998,0.09777451,0.014042249,0.09777451,1000.0,0.0,9.853747,0.05030173063278198,120,120832,520.1296291351318
1,2065.0118273,0.26576686,0.012436375,0.26576686,1000.0,0.0,9.857663,0.030329108238220215,121,121856,524.3182718753815
1,2131.9586194999997,0.07964334,0.013108886,0.07964334,1000.0,0.0,9.854934,0.04746907949447632,122,122880,528.5469682216644
1,2171.4520932499995,0.09213479,0.012400817,0.09213479,1000.0,0.0,9.847769,0.03992187976837158,123,123904,532.8768548965454
1,2219.8994185750003,0.08145194,0.011803798,0.08145194,1000.0,0.0,9.848032,0.05441451072692871,124,124928,537.1240422725677
1,2282.7294635,0.11509323,0.011486664,0.11509323,1000.0,0.0,9.846201,-0.010280847549438477,125,125952,541.461888551712
1,2332.3671592,0.07593117,0.012308227,0.07593117,1000.0,0.0,9.830971,0.10889071226119995,126,126976,545.6482799053192
2,2441.2564189249997,0.08688351,0.012589825,0.08688351,1000.0,0.0,9.831008,0.021266281604766846,128,128000,550.8014962673187
1,2491.001267725,0.08577217,0.011677388,0.08577217,1000.0,0.0,9.830616,0.04798388481140137,129,129024,554.8542578220367
1,2522.816567425,0.09198222,0.01207687,0.09198222,1000.0,0.0,9.814005,0.02916485071182251,130,130048,559.2528381347656
1,2573.7556065750005,0.08848186,0.0134069305,0.08848186,1000.0,0.0,9.799767,0.06601184606552124,131,131072,563.8029825687408
1,2641.438967325,0.12666632,0.012029072,0.12666632,1000.0,0.0,9.795579,0.06920045614242554,132,132096,568.1818482875824
1,2690.6601757500002,0.08501201,0.01115123,0.08501201,1000.0,0.0,9.803355,-0.07435941696166992,133,133120,572.5213763713837
1,2732.6443434250004,0.07275177,0.013062938,0.07275177,1000.0,0.0,9.795775,0.011359095573425293,134,134144,576.7455739974976
1,2802.9349763500004,0.08019625,0.013259583,0.08019625,1000.0,0.0,9.791551,0.0024217963218688965,135,135168,580.951417684555
1,2868.0692786,0.09597168,0.011868749,0.09597168,1000.0,0.0,9.7875595,0.085002601146698,136,136192,585.2475290298462
1,2951.0397921,0.0681396,0.012318229,0.0681396,1000.0,0.0,9.787524,0.014210283756256104,137,137216,589.4993557929993
1,3022.3844613,0.08723849,0.011928424,0.08723849,1000.0,0.0,9.787394,-0.045272231101989746,138,138240,593.7090249061584
1,3083.6846990500003,0.08162562,0.0115400525,0.08162562,1000.0,0.0,9.790368,0.06424915790557861,139,139264,597.9799911975861
1,3146.4329741,0.06749506,0.012164559,0.06749506,1000.0,0.0,9.759631,0.058842599391937256,140,140288,602.2971897125244
1,3216.2311577250002,0.07456205,0.011542382,0.07456205,1000.0,0.0,9.75651,0.0009317398071289062,141,141312,606.7779948711395
1,3277.8691647500004,0.08324383,0.010789632,0.08324383,1000.0,0.0,9.753136,0.04907655715942383,142,142336,611.2272248268127
1,3358.2935060249997,0.079927996,0.012806474,0.079927996,1000.0,0.0,9.73051,0.08516746759414673,143,143360,615.6279184818268
1,3415.154740225,0.078846276,0.012081895,0.078846276,1000.0,0.0,9.726269,-0.0006396770477294922,144,144384,619.9249053001404
1,3503.667203725,0.091886476,0.01236839,0.091886476,1000.0,0.0,9.708362,0.12045764923095703,145,145408,624.3439230918884
1,3584.7474075250007,0.07731376,0.012378423,0.07731376,1000.0,0.0,9.707106,0.006649136543273926,146,146432,628.6399731636047
1,3665.5583284249997,0.070901066,0.013174303,0.070901066,1000.0,0.0,9.702992,0.06412029266357422,147,147456,632.9768650531769
1,3785.1851240999995,0.07028644,0.012013555,0.07028644,1000.0,0.0,9.669353,0.06757169961929321,148,148480,637.3768191337585
1,3881.28233625,0.06865337,0.012021257,0.06865337,1000.0,0.0,9.65389,0.005780398845672607,149,149504,641.7619872093201
1,3968.4530355750003,0.0767094,0.0128493775,0.0767094,1000.0,0.0,9.652884,0.14809536933898926,150,150528,646.0896079540253
1,4049.413345,0.06171494,0.010464774,0.06171494,1000.0,0.0,9.627403,0.01989060640335083,151,151552,650.3032541275024
1,4117.698085775,0.059203148,0.011965627,0.059203148,1000.0,0.0,9.627236,0.06137824058532715,152,152576,654.8003120422363
1,4222.105646999999,0.083853275,0.013256148,0.083853275,1000.0,0.0,9.621583,0.0799211859703064,153,153600,659.2275860309601
1,4280.799739325,0.06422752,0.010723308,0.06422752,1000.0,0.0,9.606078,0.04926949739456177,154,154624,663.7521035671234
1,4340.5193326749995,0.07945609,0.012337459,0.07945609,1000.0,0.0,9.600107,0.1140260100364685,155,155648,668.126282453537
1,4470.69043925,0.06589771,0.011523147,0.06589771,1000.0,0.0,9.592406,0.06050068140029907,156,156672,672.5902454853058
1,4572.833843825,0.06818172,0.01188173,0.06818172,1000.0,0.0,9.600346,0.055093586444854736,157,157696,677.0671899318695
1,4706.12754645,0.053677373,0.010390246,0.053677373,1000.0,0.0,9.6033945,0.04663360118865967,158,158720,681.5374844074249
1,4806.398910025,0.06324218,0.011362194,0.06324218,1000.0,0.0,9.614856,0.08464831113815308,159,159744,685.9244771003723
1,4928.518766275,0.07633509,0.013708539,0.07633509,1000.0,0.0,9.6136465,0.0823562741279602,160,160768,690.4196193218231
1,5006.8849652,0.07560058,0.011229962,0.07560058,1000.0,0.0,9.600474,0.06375521421432495,161,161792,694.9236323833466
1,5131.54192445,0.054670416,0.012195219,0.054670416,1000.0,0.0,9.574582,0.05103731155395508,162,162816,699.3530349731445
1,5300.35391645,0.06930232,0.012523858,0.06930232,1000.0,0.0,9.54008,0.05545550584793091,163,163840,704.2530694007874
1,5436.327930375,0.052388087,0.011107167,0.052388087,1000.0,0.0,9.54285,0.05536365509033203,164,164864,708.7876505851746
1,5538.82303825,0.058490586,0.012144381,0.058490586,1000.0,0.0,9.548341,0.05691385269165039,165,165888,713.2703649997711
1,5646.7333536,0.066465415,0.01334897,0.066465415,1000.0,0.0,9.540209,0.042851150035858154,166,166912,717.9716484546661
1,5779.13596355,0.045106284,0.01112076,0.045106284,1000.0,0.0,9.494302,0.040741682052612305,167,167936,722.6337149143219
1,5957.6404434,0.060858775,0.011224216,0.060858775,1000.0,0.0,9.463002,0.022127151489257812,168,168960,727.3013579845428
1,6103.0816437,0.06010126,0.01090867,0.06010126,1000.0,0.0,9.476636,0.06966358423233032,169,169984,732.1391277313232
2,6531.140539524999,0.055350125,0.013532402,0.055350125,1000.0,0.0,9.470829,0.011761307716369629,171,171008,737.7149317264557
1,6747.9443863,0.051573712,0.011290602,0.051573712,1000.0,0.0,9.407878,0.05187445878982544,172,172032,742.422741651535
1,6989.3708596,0.06346324,0.011283526,0.06346324,1000.0,0.0,9.419315,-0.020392656326293945,173,173056,747.0563559532166
1,7189.41618685,0.05437631,0.011402698,0.05437631,1000.0,0.0,9.426341,0.10644805431365967,174,174080,751.8720700740814
1,7313.052294749999,0.058492046,0.011816552,0.058492046,1000.0,0.0,9.428821,0.04509294033050537,175,175104,756.6199078559875
1,7503.197464574999,0.057908427,0.012440087,0.057908427,1000.0,0.0,9.408133,0.042581915855407715,176,176128,761.3608620166779
1,7704.110774024999,0.04897789,0.011816143,0.04897789,1000.0,0.0,9.410114,0.019099533557891846,177,177152,766.0747249126434
1,7917.581424574999,0.041444536,0.010363207,0.041444536,1000.0,0.0,9.3778105,0.06119650602340698,178,178176,770.9205408096313
1,8040.004741725,0.072887875,0.012364961,0.072887875,1000.0,0.0,9.36482,0.09255033731460571,179,179200,775.630628824234
1,8239.135383474999,0.04286766,0.011464699,0.04286766,1000.0,0.0,9.301679,0.03351318836212158,180,180224,780.3519473075867
1,8511.34886995,0.058138076,0.01238285,0.058138076,1000.0,0.0,9.284556,0.13156360387802124,181,181248,785.0554873943329
1,8695.841806425,0.04872136,0.011166577,0.04872136,1000.0,0.0,9.253002,0.02544569969177246,182,182272,789.7842538356781
1,8903.82969985,0.061477825,0.012566812,0.061477825,1000.0,0.0,9.220463,0.10932260751724243,183,183296,794.7132828235626
1,9223.565913625,0.056204744,0.0121931005,0.056204744,1000.0,0.0,9.223386,0.09963428974151611,184,184320,799.3207161426544
1,9415.13928665,0.048205804,0.010931669,0.048205804,1000.0,0.0,9.230954,0.03691864013671875,185,185344,804.2764077186584
1,9780.42622925,0.039475843,0.011794004,0.039475843,1000.0,0.0,9.21886,0.04240536689758301,186,186368,809.1422350406647
1,10034.489049275002,0.07227372,0.012721416,0.07227372,1000.0,0.0,9.195544,0.1231536865234375,187,187392,813.855263710022
1,10396.1745831,0.05092246,0.010899181,0.05092246,1000.0,0.0,9.168658,-0.003390192985534668,188,188416,818.7978217601776
1,10822.833072675,0.053425483,0.0116493115,0.053425483,1000.0,0.0,9.1273155,-0.023589611053466797,189,189440,823.6873676776886
1,11215.8558377,0.043126564,0.012221433,0.043126564,1000.0,0.0,9.129405,0.05919414758682251,190,190464,828.5167632102966
1,11543.183419225,0.0503202,0.013867892,0.0503202,1000.0,0.0,9.13722,-0.049210309982299805,191,191488,833.4436678886414
1,11901.909593549999,0.055323515,0.014917079,0.055323515,1000.0,0.0,9.136122,0.02371317148208618,192,192512,838.3861644268036
1,12237.762719875001,0.06707787,0.011069932,0.06707787,1000.0,0.0,9.12659,-0.0678795576095581,193,193536,843.328592300415
1,12552.174210975001,0.0652137,0.009552294,0.0652137,1000.0,0.0,9.133655,0.058859407901763916,194,194560,848.2010736465454
1,12988.3560184,0.04329299,0.011216726,0.04329299,1000.0,0.0,9.131267,-0.01331782341003418,195,195584,852.8535096645355
1,13329.106957975,0.041365214,0.011106383,0.041365214,1000.0,0.0,9.112712,0.0190737247467041,196,196608,857.7972729206085
1,13584.039624550001,0.042986773,0.011122448,0.042986773,1000.0,0.0,9.101642,0.062013864517211914,197,197632,862.6482269763947
1,13830.353640425,0.05117351,0.012533904,0.05117351,1000.0,0.0,9.075671,0.04593372344970703,198,198656,867.3859729766846
1,14238.318886300001,0.052456893,0.010044017,0.052456893,1000.0,0.0,9.087403,0.0367964506149292,199,199680,872.2689116001129
1,14511.7945822,0.04456943,0.012612732,0.04456943,1000.0,0.0,9.071219,-0.020369410514831543,200,200704,877.2503392696381
1,14904.553974025,0.04894645,0.013155454,0.04894645,1000.0,0.0,9.071643,0.019057750701904297,201,201728,882.1613101959229
1,15101.589545025001,0.0351594,0.014006687,0.0351594,1000.0,0.0,9.044991,0.02761387825012207,202,202752,887.1798996925354
1,15434.322299975,0.07148147,0.011198049,0.07148147,1000.0,0.0,9.034925,-0.011999964714050293,203,203776,892.4964325428009
1,15745.290526600002,0.04005163,0.011401076,0.04005163,1000.0,0.0,9.019826,-0.003796815872192383,204,204800,897.6382517814636
1,16112.047535274998,0.03899394,0.010628416,0.03899394,1000.0,0.0,9.030464,0.0330774188041687,205,205824,902.7553949356079
1,16449.220428624998,0.038331646,0.010098392,0.038331646,1000.0,0.0,8.9903555,-0.034937262535095215,206,206848,907.4987349510193
1,16827.863163249996,0.05479587,0.012654214,0.05479587,1000.0,0.0,8.976617,-0.0005748271942138672,207,207872,912.67902302742
1,17267.032945274997,0.049909897,0.012368891,0.049909897,1000.0,0.0,8.9417715,-0.0012241601943969727,208,208896,918.2691743373871
1,17688.93662415,0.026366305,0.004516632,0.026366305,1000.0,0.0,8.942384,-0.035802245140075684,209,209920,923.1538438796997
1,17986.986249625,0.044667337,0.011638052,0.044667337,1000.0,0.0,8.943184,0.015063941478729248,210,210944,928.2475290298462
1,18446.034558174997,0.054384515,0.011659737,0.054384515,1000.0,0.0,8.954512,0.06708437204360962,211,211968,933.1152577400208
1,18793.306246300002,0.04889517,0.013207424,0.04889517,1000.0,0.0,8.889935,0.04318004846572876,212,212992,938.0768663883209
2,19511.700495775,0.034361556,0.011561358,0.034361556,1000.0,0.0,8.871095,0.005695164203643799,214,214016,943.7085070610046
1,19963.262588575,0.05098073,0.011559728,0.05098073,1000.0,0.0,8.846732,-0.07263457775115967,215,215040,948.6227550506592
1,20380.570602775002,0.043502,0.013795976,0.043502,1000.0,0.0,8.835979,0.05222916603088379,216,216064,953.543242931366
1,20739.965376125,0.038561188,0.011336048,0.038561188,1000.0,0.0,8.78166,-0.015806078910827637,217,217088,958.2381081581116
1,21112.036949925,0.022689195,0.004178681,0.022689195,1000.0,0.0,8.780288,-0.00872194766998291,218,218112,963.2712717056274
1,21675.868162774997,0.034379415,0.012198854,0.034379415,1000.0,0.0,8.762018,0.030859291553497314,219,219136,968.1786110401154
