value_loss,explained_variance,fps,policy_loss,nupdates,total_timesteps,policy_entropy,ep_reward_mean,ep_len_mean
2.3555421829223633,-0.223425030708313,82,-0.05178765952587128,1,0,9.932570457458496,,
12.33569049835205,-0.2532689571380615,236,0.10489606112241745,100,8019,10.121981620788574,378.60857362499996,1000.0
10.198308944702148,-0.37450969219207764,244,0.17085042595863342,200,16119,10.147665023803711,436.491850125,1000.0
9.143097877502441,0.1277329921722412,247,0.03947708010673523,300,24219,10.178925514221191,563.097828875,1000.0
9.659834861755371,-0.19072198867797852,252,0.22807839512825012,400,32319,10.206069946289062,912.90783425,1000.0
9.674642562866211,0.1283448338508606,252,-0.2874540388584137,500,40419,10.218399047851562,1467.304863025,1000.0
10.159722328186035,-0.014134645462036133,252,-0.13090811669826508,600,48519,10.139039039611816,2320.0377351875,1000.0
10.304147720336914,-0.23836278915405273,251,-0.2075740396976471,700,56619,10.089265823364258,3363.320029982143,1000.0
9.442949295043945,0.01902669668197632,250,-0.14208555221557617,800,64719,10.059210777282715,4466.94022821875,1000.0
8.35667610168457,-0.07590246200561523,248,0.0684124231338501,900,72819,10.011863708496094,5502.107729208333,1000.0
8.073092460632324,-0.08389055728912354,245,0.20343977212905884,1000,80919,10.014215469360352,6605.098864275,1000.0
8.600642204284668,-0.6981009244918823,243,0.1909404695034027,1100,89019,10.021735191345215,7722.472447852272,1000.0
7.986992835998535,0.03926360607147217,241,-0.42660433053970337,1200,97119,10.013680458068848,8765.68163115625,1000.0
6.619637966156006,-0.002084493637084961,239,-0.3300740718841553,1300,105219,9.971205711364746,10017.23219015,1000.0
6.191521167755127,0.06518465280532837,238,-0.13394290208816528,1400,113319,9.915948867797852,11665.485071690002,1000.0
6.5348219871521,0.06754297018051147,236,-0.24599498510360718,1500,121419,9.828636169433594,13482.966142,1000.0
6.470244407653809,-0.013601064682006836,236,0.0007167384028434753,1600,129519,9.765462875366211,15339.53542563,1000.0
6.701155185699463,0.008097290992736816,235,-0.23467043042182922,1700,137619,9.723960876464844,17289.0855911,1000.0
6.688900947570801,-0.0012549161911010742,235,-0.2637869119644165,1800,145719,9.686661720275879,19243.65451354,1000.0
7.407595634460449,-0.030621051788330078,235,0.0002476125955581665,1900,153819,9.632864952087402,21215.588760429997,1000.0
8.630839347839355,-0.010119199752807617,235,-0.2244931012392044,2000,161919,9.576132774353027,23181.552637560006,1000.0
8.082181930541992,0.010928928852081299,236,-0.1855575144290924,2100,170019,9.489609718322754,25378.916406399992,1000.0
9.04804515838623,0.19284474849700928,237,-0.19717726111412048,2200,178119,9.394829750061035,27495.73036896,1000.0
8.411688804626465,0.02147209644317627,237,-0.1697155237197876,2300,186219,9.341818809509277,29441.743078179992,1000.0
7.880197048187256,0.013643801212310791,237,-0.228852778673172,2400,194319,9.216087341308594,31187.644051299998,1000.0
7.7157697677612305,0.07321447134017944,238,-0.5507392287254333,2500,202419,9.111346244812012,33069.51615224999,1000.0
7.924487113952637,0.18319648504257202,238,-0.006967432796955109,2600,210519,9.046551704406738,35315.11196466,1000.0
7.6048903465271,0.039018332958221436,239,-0.016400985419750214,2700,218619,8.943655967712402,37677.91323297,1000.0
8.233561515808105,0.08256405591964722,239,-0.39417892694473267,2800,226719,8.803565979003906,40279.791715479994,1000.0
8.340710639953613,-0.014727592468261719,240,0.1043844074010849,2900,234819,8.664848327636719,43100.930465870006,1000.0
8.657516479492188,-0.0073010921478271484,240,-0.0441160574555397,3000,242919,8.525222778320312,46244.51659245999,1000.0
10.727004051208496,0.005839288234710693,241,-0.2657095193862915,3100,251019,8.330763816833496,49799.99175311,1000.0
11.728414535522461,0.046236395835876465,241,-0.6344377994537354,3200,259119,8.184377670288086,53677.479771579994,1000.0
10.780091285705566,-0.00916910171508789,242,0.12851691246032715,3300,267219,8.025002479553223,57466.58311960001,1000.0
11.155008316040039,0.054885149002075195,242,-0.6515673398971558,3400,275319,7.876263618469238,61542.70726943,1000.0
11.19822883605957,0.02235943078994751,243,0.05489090830087662,3500,283419,7.7386627197265625,65920.98825313999,1000.0
10.970817565917969,0.0760568380355835,243,0.004889525473117828,3600,291519,7.538317680358887,70757.04717053,1000.0
10.434157371520996,-0.037827253341674805,243,-0.36653581261634827,3700,299619,7.406931400299072,75940.70307957998,1000.0
10.264211654663086,-0.007650852203369141,244,0.3946261405944824,3800,307719,7.2549262046813965,81036.15915117999,1000.0
9.872052192687988,-0.13950002193450928,244,0.030455268919467926,3900,315819,7.031601905822754,86275.63183215,1000.0
10.004734992980957,-0.01158761978149414,244,-0.03633049875497818,4000,323919,6.899932861328125,91409.56853729999,1000.0
9.56109619140625,0.023208677768707275,244,0.29908275604248047,4100,332019,6.728400230407715,96368.30942418998,1000.0
9.130499839782715,0.008194923400878906,244,-0.3724706172943115,4200,340119,6.654299736022949,101025.18431449999,1000.0
8.578813552856445,0.0023025870323181152,244,-0.42826783657073975,4300,348219,6.529671669006348,105243.34882115999,1000.0
8.113590240478516,-0.001954317092895508,245,-0.21392130851745605,4400,356319,6.478450775146484,108560.63158349,1000.0
7.78452205657959,0.005249500274658203,245,0.01213691383600235,4500,364419,6.282215118408203,111681.03452628,1000.0
7.491991996765137,0.007133007049560547,245,-0.2587841749191284,4600,372519,6.204303741455078,114509.70728124,1000.0
7.267218112945557,0.005112349987030029,245,-0.08580750226974487,4700,380619,6.173366546630859,116744.41754684004,1000.0
6.909675598144531,-0.0007027387619018555,246,-0.21926508843898773,4800,388719,6.0409932136535645,118817.52658027997,1000.0
6.700304985046387,-0.007588386535644531,246,-0.18207703530788422,4900,396819,5.988111972808838,120451.71836738,1000.0
6.5972700119018555,0.001622915267944336,246,-0.01239832490682602,5000,404919,5.9596333503723145,121606.02547634,1000.0
