value_loss,total_timesteps,nupdates,policy_loss,policy_entropy,fps,explained_variance,ep_len_mean,ep_reward_mean
1410.121826171875,0,1,0.040209412574768066,9.932570457458496,121,0.0035767555236816406,,
217.00137329101562,13959,100,-0.38878676295280457,9.782365798950195,250,0.11816316843032837,1000.0,259.47510742857145
356.3553161621094,28059,200,-0.02022220939397812,9.798213005065918,250,-1.1023740768432617,1000.0,332.58385428571427
542.2457275390625,42159,300,-0.008930817246437073,9.801675796508789,250,0.01613396406173706,1000.0,424.4170999999999
782.9624633789062,56259,400,0.19234374165534973,9.81920051574707,249,0.01078718900680542,1000.0,489.28410466071426
783.8583984375,70359,500,-0.04692908748984337,9.845170021057129,250,0.0032277703285217285,1000.0,590.6292087857142
1389.162841796875,84459,600,-0.2567533850669861,9.883352279663086,251,0.01735711097717285,1000.0,684.2447115595238
1122.3297119140625,98559,700,-0.24312669038772583,9.922877311706543,253,-0.0004080533981323242,1000.0,818.2336939081632
2630.51171875,112659,800,-0.24398042261600494,9.939101219177246,255,0.00026041269302368164,1000.0,1097.8971303399999
1744.52197265625,126759,900,-0.04423384368419647,9.94489574432373,257,0.006150960922241211,1000.0,1408.5714431899996
4711.74560546875,140859,1000,-0.18029168248176575,9.963593482971191,259,0.003022313117980957,1000.0,1736.3760318399998
1829.5517578125,154959,1100,-0.0242387056350708,9.976420402526855,261,0.00720667839050293,1000.0,2133.3956380100003
2227.580078125,169059,1200,-0.2188771665096283,9.984834671020508,263,0.0017113685607910156,1000.0,2576.53041943
2297.144287109375,183159,1300,-0.1743561029434204,9.9959716796875,264,0.014686346054077148,1000.0,3042.8727818699995
2474.1494140625,197259,1400,0.047302328050136566,10.002354621887207,264,0.08179968595504761,1000.0,3589.9605876000005
2471.1611328125,211359,1500,-0.1349383443593979,10.011861801147461,265,-0.02896583080291748,1000.0,4022.73883787
2118.346923828125,225459,1600,-0.10150114446878433,10.018794059753418,265,0.0983114242553711,1000.0,4530.47396565
2513.585205078125,239559,1700,-0.316468745470047,10.022231101989746,266,0.002702772617340088,1000.0,5068.90676474
3084.5576171875,253659,1800,0.03128857910633087,10.027578353881836,266,0.0022753477096557617,1000.0,5468.833829450001
2644.8056640625,267759,1900,-0.19171763956546783,10.031692504882812,265,0.0010336041450500488,1000.0,5777.7568242199995
28941.427734375,281859,2000,-0.20951350033283234,10.037893295288086,265,0.002569913864135742,1000.0,6243.77204332
5818.57763671875,295959,2100,-0.24766035377979279,10.039189338684082,265,0.011238813400268555,1000.0,6554.31060678
55985.41796875,310059,2200,-0.05158242583274841,10.04340934753418,265,0.0015625357627868652,1000.0,7088.67918922
32281.7578125,324159,2300,0.07940870523452759,10.048614501953125,265,0.0003376007080078125,1000.0,7462.362936640001
18270.775390625,338259,2400,-0.11740391701459885,10.051545143127441,264,0.00018298625946044922,1000.0,7832.8068653499995
44609.8671875,352359,2500,0.06180214136838913,10.056869506835938,264,4.1604042053222656e-05,1000.0,8494.831881850001
5201.06298828125,366459,2600,0.0554935559630394,10.058852195739746,264,0.003004610538482666,1000.0,8966.91006364
57632.859375,380559,2700,-0.1392524689435959,10.061269760131836,263,2.4497509002685547e-05,1000.0,9479.058123120001
5439.4873046875,394659,2800,-0.013453848659992218,10.061613082885742,262,0.09678727388381958,1000.0,10116.95216776
58597.21875,408759,2900,0.21511176228523254,10.062178611755371,262,0.013710618019104004,1000.0,10385.917886590001
182373.421875,422859,3000,-0.18155941367149353,10.065108299255371,262,0.0023934245109558105,1000.0,10648.021351709998
6271.3212890625,436959,3100,0.07738477736711502,10.068009376525879,261,0.022895634174346924,1000.0,10948.150652409999
16707.42578125,451059,3200,0.005784757435321808,10.073213577270508,261,3.993511199951172e-06,1000.0,11194.2320166
10965.4091796875,465159,3300,-0.21856090426445007,10.077223777770996,261,2.9206275939941406e-06,1000.0,11403.913225490001
7508.70263671875,479259,3400,-0.19023433327674866,10.077845573425293,261,0.0001487135887145996,1000.0,11537.362259259999
33145.453125,493359,3500,-0.25893402099609375,10.080062866210938,260,1.6689300537109375e-06,1000.0,11620.115438239998
22071.890625,507459,3600,-0.06377965211868286,10.080991744995117,260,0.0015583038330078125,1000.0,11801.12443428
9175.3896484375,521559,3700,-0.09359802305698395,10.082371711730957,260,0.007294774055480957,1000.0,12119.675384679998
16451.8984375,535659,3800,0.13659989833831787,10.084712028503418,260,0.004548013210296631,1000.0,12276.313336670002
8664.642578125,549759,3900,0.09957008808851242,10.085832595825195,260,-3.266334533691406e-05,1000.0,12519.064392199998
5703.357421875,563859,4000,0.018656373023986816,10.08747673034668,260,0.000354766845703125,1000.0,12942.0192037
60554.12109375,577959,4100,-0.2317771315574646,10.090682029724121,260,0.0,1000.0,13146.657967629999
129372.7265625,592059,4200,-0.20269811153411865,10.096308708190918,260,0.00019502639770507812,1000.0,13340.832146020002
5480.978515625,606159,4300,-0.2644723653793335,10.098709106445312,260,5.930662155151367e-05,1000.0,13489.62307959
116996.4140625,620259,4400,-0.20173320174217224,10.101247787475586,260,8.827447891235352e-05,1000.0,13722.729588879998
42207.74609375,634359,4500,-0.03360740840435028,10.102692604064941,260,4.184246063232422e-05,1000.0,13857.63157454
41303.4375,648459,4600,-0.3819767236709595,10.105086326599121,260,-2.384185791015625e-06,1000.0,14011.0400817
7963.28759765625,662559,4700,-0.04684460535645485,10.106222152709961,260,8.52346420288086e-06,1000.0,14089.911438160001
71145.984375,676659,4800,0.1593601405620575,10.109567642211914,260,5.364418029785156e-07,1000.0,14061.259992980002
9259.9765625,690759,4900,-0.02209562063217163,10.113783836364746,260,1.239776611328125e-05,1000.0,14022.64545706
9956.46875,704859,5000,-0.3229990005493164,10.116480827331543,260,8.165836334228516e-06,1000.0,14310.310073139997
13699.5107421875,718959,5100,0.1886044442653656,10.118362426757812,260,0.0002078413963317871,1000.0,14496.0753357
9161.796875,733059,5200,-0.2469746321439743,10.120976448059082,260,0.005366265773773193,1000.0,14930.217023260002
50678.90234375,747159,5300,-0.16315129399299622,10.127354621887207,260,1.5974044799804688e-05,1000.0,15421.239203840001
20194.078125,761259,5400,-0.3466435372829437,10.129134178161621,260,2.3543834686279297e-05,1000.0,15534.155798560001
59743.6015625,775359,5500,-0.1250632107257843,10.129941940307617,259,3.2782554626464844e-06,1000.0,15871.555295889999
85187.5625,789459,5600,-0.007351629436016083,10.133087158203125,259,0.00012695789337158203,1000.0,15972.867077190003
16034.646484375,803559,5700,0.07396423071622849,10.135741233825684,259,6.556510925292969e-07,1000.0,16079.076216520001
49348.859375,817659,5800,-0.045603565871715546,10.138532638549805,259,-2.86102294921875e-05,1000.0,16108.395470869997
88444.3984375,831759,5900,0.11637657880783081,10.141234397888184,259,1.7881393432617188e-07,1000.0,16153.1062139
226089.0,845859,6000,-0.20003871619701385,10.141800880432129,259,1.0132789611816406e-06,1000.0,16153.464724540001
169289.0625,859959,6100,-0.33604708313941956,10.142714500427246,259,2.086162567138672e-06,1000.0,16354.124687370002
47505.60546875,874059,6200,-0.19387003779411316,10.143526077270508,259,3.159046173095703e-06,1000.0,16504.93931515
12051.80859375,888159,6300,-0.18841445446014404,10.144510269165039,259,1.8358230590820312e-05,1000.0,17020.8893402
48393.45703125,902259,6400,0.1104096919298172,10.147221565246582,259,1.4901161193847656e-06,1000.0,17447.114590010002
11824.3447265625,916359,6500,-0.43043938279151917,10.148970603942871,259,5.6743621826171875e-05,1000.0,17792.52348424
15827.203125,930459,6600,-0.33530551195144653,10.149632453918457,259,0.00011926889419555664,1000.0,17843.93915251
11847.455078125,944559,6700,0.03942270576953888,10.147324562072754,259,1.5616416931152344e-05,1000.0,17911.003610680003
54302.25,958659,6800,-0.27473384141921997,10.147202491760254,259,1.5676021575927734e-05,1000.0,17567.874879220002
92979.34375,972759,6900,-0.11367432028055191,10.148371696472168,259,6.258487701416016e-06,1000.0,17768.306679340003
39012.14453125,986859,7000,-0.004642881453037262,10.14936351776123,258,1.7285346984863281e-06,1000.0,17664.086844
73247.3671875,1000959,7100,0.11717497557401657,10.153166770935059,258,2.3245811462402344e-06,1000.0,17327.81520284
17663.90625,1015059,7200,-0.1452508121728897,10.156041145324707,258,0.00011670589447021484,1000.0,17706.154312230003
13751.2705078125,1029159,7300,-0.10224207490682602,10.157414436340332,258,1.3947486877441406e-05,1000.0,18024.67735618
15768.25390625,1043259,7400,0.13023632764816284,10.159358024597168,258,8.463859558105469e-06,1000.0,18635.98887036
54859.26953125,1057359,7500,-0.26810652017593384,10.161850929260254,258,1.1920928955078125e-06,1000.0,19270.63725039
31526.046875,1071459,7600,-0.2778594493865967,10.163314819335938,258,6.854534149169922e-06,1000.0,19717.612649169998
60877.30859375,1085559,7700,-0.19528096914291382,10.16468334197998,257,5.960464477539062e-07,1000.0,20152.858490469996
191253.9375,1099659,7800,-0.1898149698972702,10.167374610900879,257,1.0669231414794922e-05,1000.0,20570.179559969998
111147.359375,1113759,7900,-0.04829864203929901,10.169034957885742,257,0.0025755763053894043,1000.0,20795.11191328
95529.1484375,1127859,8000,0.12446210533380508,10.170500755310059,257,-6.318092346191406e-06,1000.0,21014.708457669996
