value_loss,total_timesteps,nupdates,policy_loss,policy_entropy,fps,explained_variance,ep_len_mean,ep_reward_mean
73979.375,1141959,8100,-0.16438201069831848,10.173440933227539,257,-7.152557373046875e-07,1000.0,20967.414688350003
120544.96875,1156059,8200,-0.07589886337518692,10.171006202697754,257,7.867813110351562e-06,1000.0,21357.852751540002
18725.53125,1170159,8300,-0.24522624909877777,10.171845436096191,257,2.09808349609375e-05,1000.0,21493.54128265
79487.9765625,1184259,8400,-0.08104846626520157,10.171560287475586,257,1.2516975402832031e-06,1000.0,21710.65495978
76843.6953125,1198359,8500,-0.0014861226081848145,10.173674583435059,257,1.9669532775878906e-05,1000.0,22347.48261995
17038.73828125,1212459,8600,0.04583059251308441,10.176870346069336,257,0.0,1000.0,22808.437884739997
199714.078125,1226559,8700,-0.03620923310518265,10.178889274597168,257,-4.76837158203125e-07,1000.0,23478.50590029
112101.03125,1240659,8800,0.3541809320449829,10.180811882019043,256,1.3113021850585938e-06,1000.0,23948.692270009997
53692.265625,1254759,8900,0.07744075357913971,10.183924674987793,256,3.427267074584961e-05,1000.0,24286.555525289998
96758.8515625,1268859,9000,-0.27604326605796814,10.181234359741211,256,5.125999450683594e-06,1000.0,25184.060067850005
41548.03125,1282959,9100,0.03951234370470047,10.182235717773438,256,4.827976226806641e-06,1000.0,25856.705248559996
237674.1875,1297059,9200,-0.019928351044654846,10.184965133666992,256,3.4570693969726562e-06,1000.0,25761.566132490007
25029.583984375,1311159,9300,-0.27778035402297974,10.186323165893555,256,2.980232238769531e-07,1000.0,26252.838617560003
19272.869140625,1325259,9400,0.24017271399497986,10.188737869262695,256,-1.1920928955078125e-07,1000.0,26107.733846260002
19285.48828125,1339359,9500,-0.2367853969335556,10.190591812133789,256,0.0,1000.0,26265.37569835
77703.9609375,1353459,9600,0.06011844426393509,10.19175910949707,256,1.1920928955078125e-06,1000.0,26469.55517577
19970.056640625,1367559,9700,-0.03860434889793396,10.193437576293945,256,3.874301910400391e-06,1000.0,25998.95402882
37544.2265625,1381659,9800,-0.2334965169429779,10.194514274597168,256,9.5367431640625e-07,1000.0,25766.99657864
170454.421875,1395759,9900,-0.2572596073150635,10.199803352355957,256,1.1920928955078125e-07,1000.0,25952.220319739998
34212.33203125,1409859,10000,-0.24380892515182495,10.201498031616211,256,3.516674041748047e-06,1000.0,25829.888523440004
80331.921875,1423959,10100,0.039512522518634796,10.203267097473145,256,1.5497207641601562e-06,1000.0,25785.88093921
81262.453125,1438059,10200,0.11330489814281464,10.204741477966309,255,8.940696716308594e-07,1000.0,25864.801495529995
131460.9375,1452159,10300,-0.45018714666366577,10.205998420715332,255,2.980232238769531e-07,1000.0,26026.411530389996
31069.94921875,1466259,10400,-0.13302627205848694,10.207578659057617,255,1.430511474609375e-06,1000.0,26393.31885333
55523.875,1480359,10500,0.0990125834941864,10.208052635192871,255,1.7881393432617188e-07,1000.0,26760.17310862
89995.390625,1494459,10600,-0.14898085594177246,10.209638595581055,255,1.7881393432617188e-07,1000.0,27344.668819210005
155612.65625,1508559,10700,-0.036725662648677826,10.212769508361816,255,0.0,1000.0,27518.288374530002
48741.8984375,1522659,10800,-0.06931810081005096,10.213988304138184,255,0.0,1000.0,27912.97068182
55859.35546875,1536759,10900,0.20938560366630554,10.214417457580566,255,1.7881393432617188e-07,1000.0,28287.003309189993
55087.13671875,1550859,11000,0.021988749504089355,10.215149879455566,255,1.7881393432617188e-07,1000.0,28292.375587309998
262176.15625,1564959,11100,-0.1812145859003067,10.215773582458496,255,8.344650268554688e-07,1000.0,28868.098788510004
97087.2734375,1579059,11200,-0.08705198764801025,10.214818000793457,255,-1.1920928955078125e-07,1000.0,28963.471587530003
48201.4296875,1593159,11300,-0.07811915874481201,10.218183517456055,255,0.024048268795013428,1000.0,29021.712570119995
79930.2109375,1607259,11400,-0.2953014373779297,10.218775749206543,255,0.0,1000.0,29225.64767994
176253.796875,1621359,11500,-0.010843098163604736,10.219839096069336,255,1.7881393432617188e-07,1000.0,29343.342425180002
124215.96875,1635459,11600,0.12274995446205139,10.220789909362793,255,-1.1920928955078125e-07,1000.0,29408.507119440004
81739.125,1649559,11700,0.17100952565670013,10.222490310668945,255,1.1920928955078125e-07,1000.0,29516.90585735
285099.90625,1663659,11800,0.1306324601173401,10.225648880004883,255,1.1920928955078125e-07,1000.0,29558.12964622
138548.578125,1677759,11900,-0.1276407390832901,10.226841926574707,255,0.0,1000.0,29812.279187080003
65832.5390625,1691859,12000,-0.36605918407440186,10.226888656616211,255,2.980232238769531e-07,1000.0,30225.811328940006
243209.796875,1705959,12100,-0.12175833433866501,10.227015495300293,254,2.5033950805664062e-06,1000.0,30901.543148370005
234690.90625,1720059,12200,-0.24303127825260162,10.228480339050293,254,5.364418029785156e-07,1000.0,30879.99750122
99563.1328125,1734159,12300,-0.18631936609745026,10.230616569519043,254,0.0,1000.0,31517.948932720003
65909.3359375,1748259,12400,-0.09501457959413528,10.231504440307617,254,0.0,1000.0,31805.293076549995
199001.46875,1762359,12500,-0.06182275712490082,10.232691764831543,254,-2.384185791015625e-07,1000.0,32453.93835055
56549.7109375,1776459,12600,-0.19608166813850403,10.233342170715332,254,1.7881393432617188e-07,1000.0,32541.61280562
155550.203125,1790559,12700,-0.31736308336257935,10.233830451965332,254,0.0,1000.0,32939.32422168
97681.890625,1804659,12800,-0.2533816695213318,10.232951164245605,254,0.0,1000.0,32825.03103903
155554.03125,1818759,12900,-0.17809966206550598,10.233415603637695,254,1.7881393432617188e-07,1000.0,33038.960261299995
95919.9296875,1832859,13000,-0.19719834625720978,10.233505249023438,254,4.76837158203125e-07,1000.0,33648.18619328
285915.65625,1846959,13100,-0.11039917171001434,10.23424243927002,254,2.384185791015625e-07,1000.0,33894.670929780004
132450.109375,1861059,13200,0.0064062029123306274,10.234705924987793,254,1.1920928955078125e-07,1000.0,34250.20588884
101310.2890625,1875159,13300,-0.1642647385597229,10.236541748046875,254,0.0,1000.0,34770.27054069
260061.25,1889259,13400,0.028620094060897827,10.237854957580566,254,5.960464477539063e-08,1000.0,34531.42346615
137811.359375,1903359,13500,-0.37679916620254517,10.239885330200195,254,2.384185791015625e-07,1000.0,35247.009908730004
92213.375,1917459,13600,0.21347859501838684,10.241109848022461,254,-1.1920928955078125e-07,1000.0,35984.51611542
118652.84375,1931559,13700,-0.15117397904396057,10.243234634399414,254,0.0,1000.0,35860.18511785
213685.9375,1945659,13800,-0.22115349769592285,10.243895530700684,254,0.0,1000.0,36275.41009764
236810.21875,1959759,13900,-0.14530673623085022,10.245940208435059,254,0.0,1000.0,36419.35420021
42048.921875,1973859,14000,-0.06616118550300598,10.24688720703125,254,1.1920928955078125e-07,1000.0,36463.88284753001
75342.4375,1987959,14100,-0.06781867891550064,10.246918678283691,254,1.1920928955078125e-07,1000.0,37370.72151832
104081.1484375,2002059,14200,-0.2047988623380661,10.248021125793457,254,5.960464477539063e-08,1000.0,37160.14621200001
