fps,nupdates,policy_entropy,explained_variance,total_timesteps,value_loss,ep_reward_mean,ep_len_mean
283,68600,22.139522552490234,-12.81650447845459,1372000,551300.25,4480.63267759,1000.0
283,68700,22.150991439819336,0.9927738923579454,1374000,313.5791015625,4480.63267759,1000.0
283,68800,22.15303611755371,-15.256000518798828,1376000,490237.90625,4711.66266926,1000.0
283,68900,22.143739700317383,0.9507149308919907,1378000,423.6056213378906,4711.66266926,1000.0
283,69000,22.120361328125,-24.082908630371094,1380000,588728.4375,4966.657218809999,1000.0
283,69100,22.1004695892334,0.2742096185684204,1382000,160.40269470214844,4966.657218809999,1000.0
283,69200,22.104049682617188,-123.52072143554688,1384000,519170.25,5161.140491009999,1000.0
283,69300,22.12137222290039,0.02938222885131836,1386000,24345.5,5161.140491009999,1000.0
283,69400,22.115070343017578,-261.3453063964844,1388000,359483.0,5322.646101019999,1000.0
283,69500,22.116943359375,0.7886327356100082,1390000,296.6255798339844,5322.646101019999,1000.0
283,69600,22.11964225769043,-76.40676879882812,1392000,461439.5,5502.97471311,1000.0
283,69700,22.11372947692871,0.9932840564288199,1394000,508.60882568359375,5502.97471311,1000.0
283,69800,22.098827362060547,-39.282901763916016,1396000,422898.8125,5647.217555259999,1000.0
283,69900,22.06580924987793,0.9899417217820883,1398000,730.3131103515625,5647.217555259999,1000.0
283,70000,22.065645217895508,-146.9347381591797,1400000,493067.9375,5857.181861340001,1000.0
283,70100,22.068897247314453,0.6500454246997833,1402000,199.08929443359375,5857.181861340001,1000.0
283,70200,22.058626174926758,-36.092201232910156,1404000,569762.125,6071.9570132300005,1000.0
283,70300,22.05812644958496,0.78420689702034,1406000,354.49786376953125,6071.9570132300005,1000.0
283,70400,22.047086715698242,-209.5203857421875,1408000,363393.5,6214.316015830001,1000.0
283,70500,22.045307159423828,0.9619332775473595,1410000,1317.1396484375,6214.316015830001,1000.0
283,70600,22.04863166809082,-137.91110229492188,1412000,294081.0625,6366.534030469999,1000.0
283,70700,22.045011520385742,0.9958739057183266,1414000,270.3751220703125,6366.534030469999,1000.0
283,70800,22.026569366455078,-9.290035247802734,1416000,576602.125,6468.85375259,1000.0
283,70900,22.008960723876953,0.9966543251648545,1418000,130.7747802734375,6468.85375259,1000.0
283,71000,22.003355026245117,-233.59715270996094,1420000,412627.9375,6667.4341280300005,1000.0
283,71100,21.94989013671875,0.5259672701358795,1422000,460.18023681640625,6667.4341280300005,1000.0
283,71200,21.8889102935791,0.35819464921951294,1424000,700971.6875,6922.64953374,1000.0
283,71300,21.899513244628906,0.32988423109054565,1426000,109.67335510253906,6922.64953374,1000.0
283,71400,21.860763549804688,0.05287069082260132,1428000,711656.1875,7094.8528996000005,1000.0
283,71500,21.833477020263672,-0.023249030113220215,1430000,106.8951187133789,7094.8528996000005,1000.0
282,71600,21.8316707611084,-7.633827209472656,1432000,653776.8125,7255.922045120001,1000.0
283,71700,21.83026123046875,0.8347804546356201,1434000,130.20162963867188,7255.922045120001,1000.0
282,71800,21.796634674072266,-1.5737419128417969,1436000,695150.8125,7403.52561543,1000.0
283,71900,21.78365707397461,0.706642746925354,1438000,244.635986328125,7403.52561543,1000.0
282,72000,21.75605010986328,0.0055231451988220215,1440000,727787.625,7529.376151800002,1000.0
283,72100,21.74753189086914,0.4175027012825012,1442000,40.893943786621094,7529.376151800002,1000.0
282,72200,21.725229263305664,0.11320585012435913,1444000,734436.375,7694.12493427,1000.0
