total_timesteps,policy_entropy,fps,value_loss,nupdates,explained_variance,ep_len_mean,ep_reward_mean
546000,37.22679138183594,297,3709.822998046875,36400,0.0006504058837890625,1000.0,628.6725448100001
547500,37.33404541015625,298,0.032209448516368866,36500,0.24693894386291504,1000.0,628.6725448100001
549000,37.45157241821289,297,3766.987548828125,36600,0.025429069995880127,1000.0,628.5669639100001
550500,37.534481048583984,298,0.008521811105310917,36700,0.41067010164260864,1000.0,628.5669639100001
552000,37.579837799072266,297,3763.525634765625,36800,-0.007451295852661133,1000.0,628.40572238
553500,37.66790771484375,298,0.007513353135436773,36900,0.15932202339172363,1000.0,628.40572238
555000,37.826805114746094,297,3849.61181640625,37000,-0.007342934608459473,1000.0,629.01181308
556500,37.948246002197266,298,0.00251841451972723,37100,0.015336394309997559,1000.0,629.01181308
558000,38.056461334228516,297,3798.759521484375,37200,0.03217291831970215,1000.0,628.7844753200002
559500,38.11669158935547,298,0.006161735858768225,37300,0.22339463233947754,1000.0,628.7844753200002
561000,38.224063873291016,297,3798.333740234375,37400,0.008221209049224854,1000.0,628.5799313500002
562500,38.30058288574219,298,0.0011527907336130738,37500,0.6577632427215576,1000.0,628.5799313500002
564000,38.39822769165039,297,3813.611572265625,37600,0.03366953134536743,1000.0,628.56732294
565500,38.46342086791992,298,0.002984234131872654,37700,-0.0358126163482666,1000.0,628.56732294
567000,38.58135986328125,297,3817.374267578125,37800,-0.0021369457244873047,1000.0,628.9850736100001
568500,38.690799713134766,298,0.07813277840614319,37900,0.19719892740249634,1000.0,628.9850736100001
570000,38.789939880371094,297,3751.323486328125,38000,-0.09471189975738525,1000.0,629.278093
571500,38.867374420166016,298,0.007838420569896698,38100,0.06701135635375977,1000.0,629.278093
573000,38.97956466674805,297,3800.260009765625,38200,0.007998108863830566,1000.0,629.42857527
574500,39.047706604003906,298,0.02917831763625145,38300,0.1352178454399109,1000.0,629.42857527
576000,39.127357482910156,297,3772.71484375,38400,0.03451794385910034,1000.0,631.6124633000001
577500,39.22193145751953,298,0.0018123798072338104,38500,0.251476526260376,1000.0,631.6124633000001
579000,39.30470275878906,297,3878.196044921875,38600,0.008274853229522705,1000.0,633.08635014
580500,39.39600372314453,298,0.01226686779409647,38700,-0.09079444408416748,1000.0,633.08635014
582000,39.49897766113281,297,3848.899658203125,38800,0.02016592025756836,1000.0,633.4113011899999
583500,39.58421325683594,298,0.00908235739916563,38900,-0.3675590753555298,1000.0,633.4113011899999
585000,39.664649963378906,297,3820.81884765625,39000,0.02324134111404419,1000.0,633.6274946899999
586500,39.73894119262695,298,0.005333917681127787,39100,-0.1404869556427002,1000.0,633.6274946899999
588000,39.82969665527344,297,3828.112548828125,39200,0.037351131439208984,1000.0,633.9922662299999
