nupdates,policy_entropy,fps,total_timesteps,value_loss,explained_variance,ep_len_mean,ep_reward_mean
7000,12.845047950744629,275,245000,25511.798828125,-0.0004718303680419922,1000.0,1514.2707744099998
7100,12.911925315856934,276,248500,0.01996587961912155,-0.0073691606521606445,1000.0,1514.2707744099998
7200,12.95436954498291,275,252000,25523.400390625,-0.0010422468185424805,1000.0,1531.0560758900006
7300,12.980273246765137,275,255500,0.016587033867836,-0.01691138744354248,1000.0,1531.0560758900006
7400,13.045737266540527,274,259000,25800.916015625,0.0009565353393554688,1000.0,1544.0223897100002
7500,13.106400489807129,275,262500,0.030230587348341942,0.017273008823394775,1000.0,1544.0223897100002
7600,13.155548095703125,274,266000,25701.498046875,0.001419663429260254,1000.0,1555.1329916700001
7700,13.236963272094727,275,269500,0.10216978192329407,-0.007723093032836914,1000.0,1555.1329916700001
7800,13.30333423614502,274,273000,25665.279296875,-0.00044524669647216797,1000.0,1564.0641707300001
7900,13.377293586730957,275,276500,0.01565048098564148,0.04350787401199341,1000.0,1564.0641707300001
8000,13.427931785583496,274,280000,25977.962890625,0.00044918060302734375,1000.0,1572.43600468
8100,13.469890594482422,275,283500,0.020682644098997116,-0.004438281059265137,1000.0,1572.43600468
8200,13.515604972839355,275,287000,25909.01953125,3.1828880310058594e-05,1000.0,1579.2064822400002
8300,13.603099822998047,276,290500,0.01206459105014801,0.03585231304168701,1000.0,1579.2064822400002
8400,13.67823314666748,275,294000,26031.552734375,-0.0010455846786499023,1000.0,1586.1756244500002
8500,13.750866889953613,276,297500,0.006769170518964529,-0.0381392240524292,1000.0,1586.1756244500002
8600,13.818413734436035,276,301000,26196.52734375,-0.003551483154296875,1000.0,1600.9896163300002
8700,13.927680969238281,276,304500,0.011936052702367306,-0.012499570846557617,1000.0,1600.9896163300002
8800,14.014932632446289,276,308000,26182.439453125,0.0004252195358276367,1000.0,1609.1214450800003
8900,14.045781135559082,277,311500,0.049644410610198975,0.019957900047302246,1000.0,1609.1214450800003
9000,14.13476276397705,276,315000,26360.9609375,-0.0008271932601928711,1000.0,1613.07683429
9100,14.195371627807617,277,318500,0.018198832869529724,-0.0438917875289917,1000.0,1613.07683429
9200,14.275903701782227,277,322000,26319.974609375,0.0017251372337341309,1000.0,1616.7128369299999
9300,14.339441299438477,278,325500,0.0303362887352705,0.0032161474227905273,1000.0,1616.7128369299999
9400,14.449785232543945,277,329000,26329.802734375,-0.0009348392486572266,1000.0,1620.2416812799995
9500,14.570737838745117,278,332500,0.018590444698929787,0.01961749792098999,1000.0,1620.2416812799995
9600,14.642745971679688,277,336000,26448.115234375,-0.0003151893615722656,1000.0,1623.5540127
9700,14.729267120361328,278,339500,0.08096382021903992,0.016007065773010254,1000.0,1623.5540127
9800,14.816594123840332,277,343000,26428.57421875,-0.0009747743606567383,1000.0,1626.29959444
9900,14.890079498291016,278,346500,0.008086667396128178,0.10817199945449829,1000.0,1626.29959444
10000,15.007048606872559,277,350000,26294.408203125,-0.0003305673599243164,1000.0,1627.98748921
10100,15.086705207824707,278,353500,0.01364895235747099,-0.019360661506652832,1000.0,1627.98748921
10200,15.185083389282227,278,357000,26451.52734375,0.004118382930755615,1000.0,1630.5471513999998
10300,15.251093864440918,278,360500,0.008969957940280437,-0.12129044532775879,1000.0,1630.5471513999998
10400,15.383363723754883,277,364000,26534.05859375,-0.0026792287826538086,1000.0,1632.1009247700003
10500,15.48052978515625,278,367500,0.014338156208395958,-0.014172077178955078,1000.0,1632.1009247700003
10600,15.602005004882812,277,371000,26287.515625,-0.002199530601501465,1000.0,1633.96338367
10700,15.702969551086426,278,374500,0.005161098670214415,-0.09293901920318604,1000.0,1633.96338367
10800,15.829533576965332,278,378000,26499.12890625,0.0019251108169555664,1000.0,1635.5442231799998
10900,15.944066047668457,278,381500,0.010345413349568844,0.019244849681854248,1000.0,1635.5442231799998
11000,16.02179527282715,278,385000,26582.919921875,-0.0012013912200927734,1000.0,1637.12753471
11100,16.165451049804688,278,388500,0.007941494695842266,0.018963336944580078,1000.0,1637.12753471
11200,16.27823829650879,278,392000,26476.998046875,0.0002397298812866211,1000.0,1638.8616545
11300,16.376890182495117,278,395500,0.020159373059868813,0.0304868221282959,1000.0,1638.8616545
11400,16.48708152770996,278,399000,26454.41796875,0.00020521879196166992,1000.0,1639.6046611600002
11500,16.586814880371094,278,402500,0.004986362997442484,0.03485071659088135,1000.0,1639.6046611600002
11600,16.653133392333984,278,406000,26547.861328125,-0.003625154495239258,1000.0,1640.7634334299998
11700,16.734222412109375,279,409500,0.022916603833436966,0.012648046016693115,1000.0,1640.7634334299998
11800,16.821353912353516,278,413000,26577.46484375,-0.0009704828262329102,1000.0,1641.5413469700004
11900,16.86639976501465,279,416500,0.018098507076501846,-0.05866527557373047,1000.0,1641.5413469700004
12000,16.981225967407227,279,420000,26435.22265625,0.007992446422576904,1000.0,1642.2730409100002
12100,17.09021759033203,279,423500,0.010034222155809402,-0.023438692092895508,1000.0,1642.2730409100002
12200,17.217243194580078,279,427000,26500.55078125,0.0013328790664672852,1000.0,1643.12693297
12300,17.27068328857422,279,430500,0.012595436535775661,-0.01761651039123535,1000.0,1643.12693297
12400,17.376842498779297,279,434000,26746.564453125,0.0004183650016784668,1000.0,1643.7981519700002
12500,17.338947296142578,279,437500,144.4086456298828,0.00021594762802124023,1000.0,1643.7981519700002
12600,17.293468475341797,279,441000,27532.3984375,0.0002174973487854004,1000.0,1695.6693565
12700,17.29576873779297,279,444500,0.025989864021539688,-0.16981327533721924,1000.0,1695.6693565
12800,17.32268714904785,279,448000,26052.216796875,0.01147615909576416,1000.0,1690.0720961500003
12900,17.341678619384766,280,451500,0.02215496636927128,-0.10503435134887695,1000.0,1690.0720961500003
13000,17.38048553466797,279,455000,26223.853515625,-0.01700901985168457,1000.0,1690.17061794
13100,17.439632415771484,280,458500,0.0762137696146965,-0.498321533203125,1000.0,1690.17061794
13200,17.497314453125,279,462000,26767.419921875,-0.010954022407531738,1000.0,1690.8566924
13300,17.590377807617188,280,465500,0.02902938239276409,0.07380872964859009,1000.0,1690.8566924
13400,17.682186126708984,279,469000,26264.0703125,0.007981359958648682,1000.0,1691.90209724
13500,17.763051986694336,280,472500,0.02429836615920067,-0.0065937042236328125,1000.0,1691.90209724
13600,17.878116607666016,280,476000,26840.443359375,-0.0029168128967285156,1000.0,1692.36909318
13700,17.958526611328125,280,479500,0.11380711197853088,-0.41907691955566406,1000.0,1692.36909318
13800,18.05385971069336,280,483000,26756.212890625,-0.0033621788024902344,1000.0,1692.74301611
13900,18.14105987548828,280,486500,0.0035076176282018423,-0.033086299896240234,1000.0,1692.74301611
14000,18.1491756439209,280,490000,25930.265625,-0.0011796951293945312,1000.0,1689.44535406
14100,18.22808074951172,280,493500,0.015595078468322754,-0.21367180347442627,1000.0,1689.44535406
14200,18.310712814331055,280,497000,26563.193359375,-3.921985626220703e-05,1000.0,1688.9351007300004
14300,18.380048751831055,281,500500,0.010235123336315155,-0.5309582948684692,1000.0,1688.9351007300004
14400,18.483137130737305,281,504000,26688.556640625,0.003721952438354492,1000.0,1689.0761965100005
14500,18.569198608398438,281,507500,0.005139686167240143,0.018082261085510254,1000.0,1689.0761965100005
14600,18.715225219726562,281,511000,26904.537109375,-8.845329284667969e-05,1000.0,1689.3124488899996
14700,18.818538665771484,282,514500,0.03789187967777252,-0.05134916305541992,1000.0,1689.3124488899996
14800,18.920635223388672,281,518000,26949.337890625,0.002179086208343506,1000.0,1690.54046075
14900,19.05910873413086,282,521500,0.01130606234073639,-0.01030874252319336,1000.0,1690.54046075
15000,19.16275978088379,281,525000,26723.708984375,-0.0025839805603027344,1000.0,1690.67170683
15100,19.273849487304688,282,528500,0.006522926967591047,0.1874481439590454,1000.0,1690.67170683
15200,19.352935791015625,282,532000,26964.12109375,-0.0006394386291503906,1000.0,1690.7530436299994
15300,19.40102767944336,282,535500,0.021471209824085236,-0.008085012435913086,1000.0,1690.7530436299994
15400,19.53725814819336,282,539000,26949.119140625,0.00028902292251586914,1000.0,1733.2825024099998
15500,19.616588592529297,282,542500,0.008104851469397545,0.052633047103881836,1000.0,1733.2825024099998
15600,19.723344802856445,282,546000,26869.701171875,-0.0042639970779418945,1000.0,1644.0685612200002
15700,19.815807342529297,283,549500,0.007862118072807789,-0.023389339447021484,1000.0,1644.0685612200002
15800,19.93299674987793,282,553000,26861.12109375,-0.0044335126876831055,1000.0,1646.14680094
15900,20.072235107421875,283,556500,0.005143539514392614,0.08359450101852417,1000.0,1646.14680094
16000,20.166152954101562,283,560000,26782.044921875,-0.0014467239379882812,1000.0,1647.0693657900001
16100,20.27193832397461,283,563500,0.03031349927186966,0.017345905303955078,1000.0,1647.0693657900001
16200,20.378082275390625,283,567000,26905.529296875,0.0005552768707275391,1000.0,1646.6828253099995
16300,20.448558807373047,284,570500,0.014222252182662487,-0.039385437965393066,1000.0,1646.6828253099995
16400,20.557647705078125,283,574000,26837.955078125,-0.0014309883117675781,1000.0,1646.5117441
16500,20.69183921813965,284,577500,0.14412973821163177,-0.016153335571289062,1000.0,1646.5117441
16600,20.808841705322266,284,581000,26901.0625,0.00040346384048461914,1000.0,1647.3059195799997
16700,20.92633056640625,284,584500,0.005652937572449446,-0.20398211479187012,1000.0,1647.3059195799997
16800,21.016712188720703,284,588000,26768.873046875,8.082389831542969e-05,1000.0,1650.1349919799998
16900,21.131702423095703,285,591500,0.005143445450812578,0.023704826831817627,1000.0,1650.1349919799998
17000,21.2572078704834,284,595000,26872.244140625,-0.002378225326538086,1000.0,1651.85070832
17100,21.38538360595703,285,598500,0.01988699659705162,-0.05165719985961914,1000.0,1651.85070832
17200,21.494421005249023,285,602000,26860.232421875,0.0006570816040039062,1000.0,1652.2140791400002
17300,21.591123580932617,285,605500,0.007110045291483402,-0.029816031455993652,1000.0,1652.2140791400002
17400,21.68132209777832,285,609000,26777.07421875,0.0006569623947143555,1000.0,1651.6507458500002
17500,21.737619400024414,285,612500,0.04758639261126518,-0.025522828102111816,1000.0,1651.6507458500002
