nupdates,policy_entropy,fps,total_timesteps,value_loss,explained_variance,ep_len_mean,ep_reward_mean
4300,12.565765380859375,279,150500,0.5477463006973267,-0.0003794431686401367,1000.0,874.1763235700001
4400,12.597643852233887,277,154000,15350.3193359375,-0.00018346309661865234,1000.0,942.91687302
4500,12.607068061828613,278,157500,0.7233529686927795,0.0015767812728881836,1000.0,942.91687302
4600,12.606436729431152,276,161000,17241.88671875,2.205371856689453e-06,1000.0,1012.2031745500001
4700,12.5654935836792,278,164500,0.19938421249389648,0.000995934009552002,1000.0,1012.2031745500001
4800,12.550773620605469,276,168000,19322.087890625,-4.1365623474121094e-05,1000.0,1079.9102400699999
4900,12.541038513183594,278,171500,0.32506099343299866,-0.0012398958206176758,1000.0,1079.9102400699999
5000,12.504962921142578,276,175000,20789.595703125,0.00020599365234375,1000.0,1147.17012244
5100,12.522066116333008,277,178500,0.3320922255516052,-0.0002690553665161133,1000.0,1147.17012244
5200,12.498835563659668,276,182000,22249.76953125,-8.296966552734375e-05,1000.0,1206.08445916
5300,12.503207206726074,277,185500,0.07876332849264145,-0.001682877540588379,1000.0,1206.08445916
5400,12.520631790161133,276,189000,23340.6953125,0.00022995471954345703,1000.0,1258.76931223
5500,12.500452041625977,277,192500,0.09750567376613617,0.0004361867904663086,1000.0,1258.76931223
5600,12.495944023132324,275,196000,23673.7109375,-0.001102447509765625,1000.0,1308.20258607
5700,12.513842582702637,276,199500,0.22340331971645355,0.04981648921966553,1000.0,1308.20258607
5800,12.501435279846191,275,203000,23328.150390625,0.0042844414710998535,1000.0,1341.3764748100002
5900,12.516264915466309,276,206500,0.04577392712235451,0.052454590797424316,1000.0,1341.3764748100002
6000,12.541447639465332,275,210000,24387.65625,-0.0006611347198486328,1000.0,1382.9068649299998
6100,12.555169105529785,276,213500,0.04888879135251045,-0.006718635559082031,1000.0,1382.9068649299998
6200,12.563121795654297,275,217000,24851.607421875,0.0018938183784484863,1000.0,1419.11637633
6300,12.599624633789062,276,220500,0.030032655224204063,-0.0015317201614379883,1000.0,1419.11637633
6400,12.617104530334473,275,224000,24952.890625,-0.0012406110763549805,1000.0,1451.7392120299999
6500,12.635518074035645,276,227500,0.020969849079847336,0.007806003093719482,1000.0,1451.7392120299999
6600,12.673378944396973,275,231000,24894.673828125,0.00045800209045410156,1000.0,1476.19365685
6700,12.71281623840332,276,234500,0.03386130556464195,0.045632243156433105,1000.0,1476.19365685
6800,12.734889030456543,275,238000,25200.154296875,0.0005634427070617676,1000.0,1496.2059315999995
6900,12.778409957885742,276,241500,0.19101105630397797,0.0022510886192321777,1000.0,1496.2059315999995
