approxkl,policy_entropy,clipfrac,fps,n_updates,value_loss,explained_variance,total_timesteps,serial_timesteps,policy_loss,time_elapsed,ep_len_mean,ep_reward_mean
0.000118857555,9.939998,0.0,269,37,0.12710002,-1.8720357418060303,4736,1184,-0.0052532908,24.375725269317627,500.0,183.274839875
5.411223e-05,9.93981,0.0,278,38,1.9065647,0.033160626888275146,4864,1216,-0.0022247117,24.851415872573853,500.0,183.274839875
6.497189e-05,9.9381275,0.0,282,39,0.09954264,-3.894138813018799,4992,1248,-0.0032389245,25.312188625335693,500.0,183.274839875
8.559211e-05,9.935446,0.0,283,40,0.13860609,-0.6706987619400024,5120,1280,-0.00363878,25.76585102081299,500.0,183.274839875
9.8390694e-05,9.933914,0.0,260,41,0.1353269,-2.9795444011688232,5248,1312,-0.004219642,26.21772575378418,500.0,183.274839875
8.0951155e-05,9.934282,0.0,263,42,0.15750745,-1.3513753414154053,5376,1344,-0.0036750317,26.709203004837036,500.0,183.274839875
9.4992836e-05,9.933526,0.0,279,43,0.07673868,-6.7162089347839355,5504,1376,-0.0044507957,27.19520592689514,500.0,183.274839875
0.00010685083,9.932207,0.0,262,44,0.09091658,-4.529622554779053,5632,1408,-0.0038014143,27.653175592422485,500.0,183.274839875
7.73783e-05,9.931772,0.0,245,45,0.077683076,-3.8363332748413086,5760,1440,-0.004479968,28.1417076587677,500.0,183.274839875
7.730194e-05,9.932597,0.0,245,46,0.10699603,-0.5341205596923828,5888,1472,-0.0035778312,28.66328454017639,500.0,183.274839875
7.5051255e-05,9.932447,0.0,32,47,0.35758114,-0.41015732288360596,6016,1504,-0.002720895,29.18476700782776,500.0,218.2391784166667
4.9160313e-05,9.930911,0.0,266,48,0.06284372,-3.6795754432678223,6144,1536,-0.0035828971,33.172255754470825,500.0,218.2391784166667
9.221873e-05,9.928808,0.0,283,49,0.1180693,-0.565180778503418,6272,1568,-0.00302845,33.65413475036621,500.0,218.2391784166667
0.00012811244,9.928891,0.0,278,50,0.04927702,-1.7365005016326904,6400,1600,-0.0056793643,34.10614895820618,500.0,218.2391784166667
5.4383538e-05,9.929697,0.0,281,51,0.08479575,-0.6058018207550049,6528,1632,-0.0030008932,34.56609535217285,500.0,218.2391784166667
8.5414846e-05,9.931356,0.0,283,52,0.10185531,-0.7407422065734863,6656,1664,-0.0044886917,35.02185392379761,500.0,218.2391784166667
8.312369e-05,9.933558,0.0,286,53,0.113222964,-0.23450064659118652,6784,1696,-0.0040305164,35.4739203453064,500.0,218.2391784166667
7.069178e-05,9.933083,0.0,277,54,0.049533755,-1.379389762878418,6912,1728,-0.0033809773,35.92045879364014,500.0,218.2391784166667
7.9938516e-05,9.932156,0.0,270,55,0.09084346,-0.33519840240478516,7040,1760,-0.004673103,36.38311958312988,500.0,218.2391784166667
0.00011225384,9.930555,0.0,256,56,0.036526468,-3.0512561798095703,7168,1792,-0.005398226,36.8586950302124,500.0,218.2391784166667
0.00012402126,9.928377,0.0,253,57,0.074802585,-0.6402066946029663,7296,1824,-0.004198445,37.358696937561035,500.0,218.2391784166667
0.00013247537,9.926496,0.0,270,58,0.09117595,-0.5275102853775024,7424,1856,-0.0049298042,37.863330602645874,500.0,218.2391784166667
7.059278e-05,9.925529,0.0,266,59,0.052419905,-1.842419147491455,7552,1888,-0.004035788,38.33755970001221,500.0,218.2391784166667
0.00011253919,9.92529,0.0,268,60,0.067892045,-1.7400121688842773,7680,1920,-0.0049307104,38.81777000427246,500.0,218.2391784166667
9.422875e-05,9.925318,0.0,262,61,0.0452989,-0.847812294960022,7808,1952,-0.004623372,39.29580521583557,500.0,218.2391784166667
0.00010462021,9.9239435,0.0,287,62,0.046894737,-1.7534384727478027,7936,1984,-0.0032661217,39.784865856170654,500.0,218.2391784166667
7.138508e-05,9.924702,0.0,31,63,0.17917101,-0.21959733963012695,8064,2016,-0.0035423685,40.23015379905701,500.0,218.56994774999998
6.63923e-05,9.926186,0.0,272,64,0.07146965,-1.093094825744629,8192,2048,-0.0026868703,44.25196146965027,500.0,218.56994774999998
5.173494e-05,9.925285,0.0,267,65,0.052773,-1.4052438735961914,8320,2080,-0.003687922,44.72353529930115,500.0,218.56994774999998
6.9716465e-05,9.923822,0.0,276,66,0.052496467,-0.8410483598709106,8448,2112,-0.003595136,45.20271825790405,500.0,218.56994774999998
7.884463e-05,9.923353,0.0,272,67,0.055006385,-2.585036039352417,8576,2144,-0.0030895402,45.66617774963379,500.0,218.56994774999998
9.4429124e-05,9.923214,0.0,280,68,0.095267855,-0.4753028154373169,8704,2176,-0.0038957496,46.136632442474365,500.0,218.56994774999998
9.2780465e-05,9.922725,0.0,279,69,0.07072088,-0.7978783845901489,8832,2208,-0.004232393,46.59321141242981,500.0,218.56994774999998
0.00013324301,9.922996,0.0,278,70,0.07241389,-0.9797290563583374,8960,2240,-0.004813038,47.05253458023071,500.0,218.56994774999998
8.349006e-05,9.922267,0.0,272,71,0.037933253,-2.0431466102600098,9088,2272,-0.0035987978,47.51364517211914,500.0,218.56994774999998
9.962078e-05,9.922516,0.0,287,72,0.03737347,-2.561673164367676,9216,2304,-0.0041831424,47.983593225479126,500.0,218.56994774999998
8.434521e-05,9.923602,0.0,265,73,0.026490217,-1.7251629829406738,9344,2336,-0.003944398,48.43027424812317,500.0,218.56994774999998
0.00014024647,9.923448,0.0,271,74,0.027355388,-4.366514682769775,9472,2368,-0.0051213466,48.91241931915283,500.0,218.56994774999998
6.642672e-05,9.924563,0.0,269,75,0.087364405,-0.4057687520980835,9600,2400,-0.002583953,49.3851842880249,500.0,218.56994774999998
8.040121e-05,9.92601,0.0,285,76,0.023168858,-7.595623970031738,9728,2432,-0.0048283734,49.862306356430054,500.0,218.56994774999998
0.0001485316,9.925463,0.0,284,77,0.13269435,-0.09330534934997559,9856,2464,-0.0063297786,50.31156277656555,500.0,218.56994774999998
0.00019405878,9.926565,0.0,275,78,0.03409661,-1.1786243915557861,9984,2496,-0.0038236964,50.762712717056274,500.0,218.56994774999998
0.00014421169,9.925923,0.0,32,79,0.18026607,-0.03560638427734375,10112,2528,-0.0057177804,51.22728991508484,500.0,215.84356499999998
6.0729304e-05,9.924,0.0,286,80,0.040265985,-1.2374842166900635,10240,2560,-0.002357149,55.20603275299072,500.0,215.84356499999998
8.9032255e-05,9.923528,0.0,280,81,0.033115234,-0.9835491180419922,10368,2592,-0.0045671305,55.65331244468689,500.0,215.84356499999998
0.00015498506,9.923789,0.0,279,82,0.0355182,-1.556382179260254,10496,2624,-0.0066763335,56.10955548286438,500.0,215.84356499999998
8.166085e-05,9.9244375,0.0,257,83,0.10346679,-0.11546933650970459,10624,2656,-0.0026201822,56.56738781929016,500.0,215.84356499999998
9.6516116e-05,9.92285,0.0,263,84,0.029729312,-5.268266677856445,10752,2688,-0.0046936534,57.065916299819946,500.0,215.84356499999998
0.0001147056,9.921043,0.0,283,85,0.04640985,-6.1590447425842285,10880,2720,-0.004584671,57.553186893463135,500.0,215.84356499999998
9.0834415e-05,9.919967,0.0,277,86,0.0411711,-0.3636277914047241,11008,2752,-0.003265065,58.004775047302246,500.0,215.84356499999998
0.00010588969,9.919173,0.0,274,87,0.08714755,-0.2926638126373291,11136,2784,-0.004385502,58.46617388725281,500.0,215.84356499999998
9.173783e-05,9.918839,0.0,283,88,0.133852,-0.5054507255554199,11264,2816,-0.003424928,58.93419623374939,500.0,215.84356499999998
9.318075e-05,9.918494,0.0,268,89,0.058016345,-0.9499473571777344,11392,2848,-0.004217388,59.387760400772095,500.0,215.84356499999998
0.00014241278,9.917106,0.0,286,90,0.06694356,-0.11797773838043213,11520,2880,-0.00418425,59.86548376083374,500.0,215.84356499999998
0.00013443115,9.915167,0.0,290,91,0.22940974,-0.13066816329956055,11648,2912,-0.005898261,60.31264805793762,500.0,215.84356499999998
0.00013162379,9.914276,0.0,283,92,0.13855767,-0.022053122520446777,11776,2944,-0.004638778,60.753660440444946,500.0,215.84356499999998
7.57753e-05,9.913639,0.0,255,93,0.04436014,-1.1524176597595215,11904,2976,-0.003970359,61.20517921447754,500.0,215.84356499999998
5.7667283e-05,9.913599,0.0,33,94,0.2854814,-0.07193887233734131,12032,3008,-0.002715676,61.70652651786804,500.0,217.3015157083333
5.000894e-05,9.9122095,0.0,258,95,0.15916398,-0.0796734094619751,12160,3040,-0.0023302326,65.57509326934814,500.0,217.3015157083333
6.860231e-05,9.9117155,0.0,259,96,0.09132609,-0.20634746551513672,12288,3072,-0.002522003,66.07070183753967,500.0,217.3015157083333
4.412922e-05,9.911432,0.0,263,97,1.4773818,-0.013267755508422852,12416,3104,-0.0023207455,66.56714272499084,500.0,217.3015157083333
8.431952e-05,9.909191,0.0,267,98,0.041219767,-1.3014347553253174,12544,3136,-0.0037431424,67.05356192588806,500.0,217.3015157083333
0.00013220427,9.907326,0.0,273,99,0.0433901,-1.142749547958374,12672,3168,-0.0053992085,67.53216910362244,500.0,217.3015157083333
0.0001530412,9.907786,0.0,275,100,0.041386973,-2.160461187362671,12800,3200,-0.0045279814,68.00130081176758,500.0,217.3015157083333
0.00021178901,9.90703,0.0,278,101,0.05072601,-0.9671852588653564,12928,3232,-0.0065936917,68.46595001220703,500.0,217.3015157083333
0.00026283067,9.90664,0.0,270,102,0.40742376,-0.15751755237579346,13056,3264,-0.0060387016,68.92635869979858,500.0,217.3015157083333
0.00027021096,9.905583,0.0,258,103,0.06250265,-2.4049155712127686,13184,3296,-0.0081103835,69.40124773979187,500.0,217.3015157083333
0.00020592185,9.90532,0.0,294,104,0.060862713,-0.18373680114746094,13312,3328,-0.0049970783,69.89691209793091,500.0,217.3015157083333
0.00026562,9.90714,0.0,286,105,0.06689077,0.08505773544311523,13440,3360,-0.006457815,70.3318235874176,500.0,217.3015157083333
0.00027620437,9.907985,0.0,284,106,0.075341426,-0.21245253086090088,13568,3392,-0.007403358,70.77893710136414,500.0,217.3015157083333
0.0002882144,9.907874,0.0,288,107,0.03898412,-0.3918360471725464,13696,3424,-0.0062242933,71.2290985584259,500.0,217.3015157083333
0.000274099,9.907943,0.0,296,108,0.05227072,-0.5747277736663818,13824,3456,-0.008250929,71.67442393302917,500.0,217.3015157083333
0.00027217215,9.909299,0.0,280,109,0.041586485,-1.1030540466308594,13952,3488,-0.00663882,72.1063494682312,500.0,217.3015157083333
0.00030886332,9.909483,0.0,31,110,0.2644089,-0.0035718679428100586,14080,3520,-0.006668522,72.56302523612976,500.0,229.7464065714286
0.00023227197,9.907525,0.0,257,111,0.028528363,-0.4141639471054077,14208,3552,-0.0038525914,76.67271423339844,500.0,229.7464065714286
0.00016122765,9.905586,0.0,278,112,0.0414063,-0.471671462059021,14336,3584,-0.0048777726,77.17036485671997,500.0,229.7464065714286
0.00011756541,9.904941,0.0,259,113,0.111876726,-0.20209670066833496,14464,3616,-0.004348539,77.64098954200745,500.0,229.7464065714286
0.00017508498,9.904777,0.0,258,114,0.035163343,0.12660568952560425,14592,3648,-0.0050454587,78.1356794834137,500.0,229.7464065714286
0.00042281375,9.902862,0.0,261,115,0.10727927,-0.009361982345581055,14720,3680,-0.0075089005,78.63142228126526,500.0,229.7464065714286
0.00032052185,9.90017,0.0,265,116,0.04925288,-0.6407915353775024,14848,3712,-0.0063273413,79.12137913703918,500.0,229.7464065714286
0.00023284,9.899675,0.0,256,117,0.07122907,-0.5251814126968384,14976,3744,-0.0048777442,79.60476875305176,500.0,229.7464065714286
0.00014084921,9.900017,0.0,288,118,0.07075746,-0.4324895143508911,15104,3776,-0.004887215,80.10455203056335,500.0,229.7464065714286
0.0002576068,9.898483,0.0,294,119,0.28684938,0.09338808059692383,15232,3808,-0.0048958743,80.54849791526794,500.0,229.7464065714286
0.00044226617,9.897269,0.0,290,120,0.0900708,-0.9326463937759399,15360,3840,-0.0075886184,80.98379421234131,500.0,229.7464065714286
0.00045973173,9.898331,0.0,298,121,0.18237081,0.10114830732345581,15488,3872,-0.004871781,81.42499876022339,500.0,229.7464065714286
0.00027720243,9.898517,0.0,310,122,0.11141688,-1.2661397457122803,15616,3904,-0.0048761545,81.85497713088989,500.0,229.7464065714286
0.00016745848,9.899297,0.0,268,123,1.4290493,-0.0719609260559082,15744,3936,-0.004221753,82.26833248138428,500.0,229.7464065714286
0.00016782171,9.899414,0.0,287,124,0.16444924,-0.42059600353240967,15872,3968,-0.005593147,82.74489045143127,500.0,229.7464065714286
0.00012804937,9.900596,0.0,34,125,1.3419954,-0.11909794807434082,16000,4000,-0.0019663118,83.19115042686462,500.0,259.84126528125
0.0006029955,9.899797,0.001953125,280,126,0.08221374,-0.04513049125671387,16128,4032,-0.009593874,86.92396545410156,500.0,259.84126528125
0.00058911386,9.898596,0.0,273,127,0.080610715,-0.8424786329269409,16256,4064,-0.005758823,87.38244915008545,500.0,259.84126528125
0.00039449654,9.898329,0.0,265,128,0.2567615,0.10090410709381104,16384,4096,-0.006754767,87.85028719902039,500.0,259.84126528125
0.0002862618,9.897566,0.0,254,129,0.06899879,-1.1604993343353271,16512,4128,-0.006319634,88.33334589004517,500.0,259.84126528125
0.0007485539,9.896981,0.001953125,260,130,0.15378714,0.06874716281890869,16640,4160,-0.008841216,88.83650064468384,500.0,259.84126528125
0.0004969619,9.896177,0.0,271,131,0.040352225,0.07358413934707642,16768,4192,-0.005856757,89.3291335105896,500.0,259.84126528125
0.0004857899,9.896736,0.0,282,132,0.20927809,-0.052515268325805664,16896,4224,-0.0068336288,89.80314588546753,500.0,259.84126528125
0.0003833235,9.897141,0.0,288,133,0.18541689,-0.06569790840148926,17024,4256,-0.0052752956,90.256183385849,500.0,259.84126528125
0.00027976246,9.895983,0.0,288,134,0.1436216,-0.3910787105560303,17152,4288,-0.0032018318,90.70073318481445,500.0,259.84126528125
0.0008883293,9.894635,0.0,300,135,0.13785216,-0.14521121978759766,17280,4320,-0.011591146,91.14457321166992,500.0,259.84126528125
0.00063932675,9.895699,0.0,282,136,0.16072665,-0.1836109161376953,17408,4352,-0.007329385,91.57148909568787,500.0,259.84126528125
0.00030225416,9.896433,0.0,306,137,0.21722673,-0.36687934398651123,17536,4384,-0.0040413416,92.02473378181458,500.0,259.84126528125
0.00061185565,9.895507,0.0,286,138,0.09301698,-1.11480712890625,17664,4416,-0.008301547,92.44343638420105,500.0,259.84126528125
0.000559047,9.895643,0.0,301,139,0.5324337,-0.0373607873916626,17792,4448,-0.0042460267,92.89146852493286,500.0,259.84126528125
0.00035911403,9.896234,0.0,298,140,0.107737534,-0.39789295196533203,17920,4480,-0.0062178685,93.31630778312683,500.0,259.84126528125
0.00020044047,9.893797,0.0,31,141,1.4613022,-0.21916425228118896,18048,4512,-0.0025600335,93.7463550567627,500.0,310.0845566944444
0.00023439422,9.892692,0.0,271,142,0.7179009,-0.023198723793029785,18176,4544,-0.003925712,97.80478715896606,500.0,310.0845566944444
0.0009315617,9.892807,0.0,252,143,0.21963553,-0.3351253271102905,18304,4576,-0.010652661,98.2763123512268,500.0,310.0845566944444
0.0011198148,9.891717,0.0,243,144,0.10788262,-0.7016986608505249,18432,4608,-0.011960847,98.78424835205078,500.0,310.0845566944444
0.0022449144,9.890586,0.01953125,253,145,0.19568378,-0.6529533863067627,18560,4640,-0.011756036,99.31164216995239,500.0,310.0845566944444
0.00045974762,9.889508,0.0,280,146,0.108674854,-0.400368332862854,18688,4672,-0.006055476,99.81657099723816,500.0,310.0845566944444
0.0009254424,9.888586,0.001953125,287,147,0.13884962,-0.1262681484222412,18816,4704,-0.008008206,100.27450776100159,500.0,310.0845566944444
0.00078546116,9.886888,0.001953125,286,148,0.10692075,-1.443446159362793,18944,4736,-0.007795514,100.72189736366272,500.0,310.0845566944444
0.00067159353,9.887128,0.0,282,149,0.10588757,-0.45901763439178467,19072,4768,-0.0075142425,101.1686475276947,500.0,310.0845566944444
0.0014622624,9.887129,0.00390625,297,150,0.9440464,0.08536684513092041,19200,4800,-0.01212391,101.62251257896423,500.0,310.0845566944444
0.001977889,9.887515,0.013671875,276,151,0.08107876,-0.9902544021606445,19328,4832,-0.01401059,102.053640127182,500.0,310.0845566944444
0.00048389204,9.886419,0.0,270,152,0.11180129,-5.317860126495361,19456,4864,-0.0040594647,102.517098903656,500.0,310.0845566944444
0.00028359264,9.885799,0.0,299,153,0.07316584,-4.496673107147217,19584,4896,-0.0022965427,102.9904272556305,500.0,310.0845566944444
0.00047163607,9.885018,0.0,299,154,0.07429719,-2.459630250930786,19712,4928,-0.0047210623,103.41779589653015,500.0,310.0845566944444
0.0006018143,9.8838415,0.0,268,155,0.21124278,-0.20123279094696045,19840,4960,-0.006801487,103.84631943702698,500.0,310.0845566944444
0.0012969042,9.884343,0.005859375,303,156,0.08251646,0.16304200887680054,19968,4992,-0.009778356,104.32373547554016,500.0,310.0845566944444
0.00062078855,9.883253,0.0,32,157,1.7868614,-0.01919412612915039,20096,5024,-0.002415912,104.74614572525024,500.0,440.77554505
0.0005953796,9.883618,0.0,274,158,0.09375842,-0.9538964033126831,20224,5056,-0.007409115,108.63430118560791,500.0,440.77554505
0.00039789212,9.883253,0.001953125,282,159,0.047712933,-0.13217127323150635,20352,5088,-0.0043832394,109.10165143013,500.0,440.77554505
0.0009226211,9.882013,0.0,288,160,0.038174864,-0.7234863042831421,20480,5120,-0.009476349,109.55520367622375,500.0,440.77554505
0.001243645,9.881273,0.005859375,270,161,0.01673614,-1.0605957508087158,20608,5152,-0.004819576,109.99980044364929,500.0,440.77554505
0.00057106075,9.878815,0.0,266,162,0.026737638,-0.1526634693145752,20736,5184,-0.003721971,110.47303652763367,500.0,440.77554505
0.00047109905,9.876931,0.0,267,163,0.02858962,-1.0439527034759521,20864,5216,-0.0059275106,110.95527458190918,500.0,440.77554505
0.00048081297,9.877049,0.0,274,164,0.03301952,-0.2674994468688965,20992,5248,-0.0050974274,111.43527960777283,500.0,440.77554505
0.00052565255,9.876864,0.0,278,165,0.03764777,-0.2314087152481079,21120,5280,-0.004580338,111.90240335464478,500.0,440.77554505
0.0010070198,9.87518,0.0,285,166,0.020464007,-0.607558012008667,21248,5312,-0.008585308,112.3621826171875,500.0,440.77554505
0.0012347355,9.872506,0.001953125,259,167,0.01755459,-0.7176852226257324,21376,5344,-0.005796136,112.81211590766907,500.0,440.77554505
0.0014536269,9.870981,0.009765625,298,168,0.013653947,-0.3678513765335083,21504,5376,-0.0075728064,113.30745363235474,500.0,440.77554505
0.0012996525,9.869082,0.001953125,276,169,0.017921332,-1.0452380180358887,21632,5408,-0.011717787,113.73710083961487,500.0,440.77554505
0.0006957166,9.868409,0.0,288,170,0.012897413,-0.8690447807312012,21760,5440,-0.0025161984,114.1998462677002,500.0,440.77554505
0.0016197108,9.870028,0.005859375,283,171,0.033493076,-0.18963170051574707,21888,5472,-0.008292596,114.64501714706421,500.0,440.77554505
0.0004897584,9.870784,0.0,33,172,1.9607527,-0.027747035026550293,22016,5504,-0.00054583454,115.09850096702576,500.0,568.2514562499999
0.00059229386,9.870998,0.0,264,173,0.02093418,-0.4221668243408203,22144,5536,-0.008426507,118.96865105628967,500.0,568.2514562499999
0.000937306,9.871615,0.0,280,174,0.015413997,-0.36272692680358887,22272,5568,-0.0050539123,119.45281481742859,500.0,568.2514562499999
0.0007782078,9.872801,0.001953125,260,175,0.04111447,-0.26888716220855713,22400,5600,-0.0023175795,119.90898394584656,500.0,568.2514562499999
0.0005412161,9.875393,0.0,278,176,0.021116454,-0.009063124656677246,22528,5632,-0.00524618,120.40085506439209,500.0,568.2514562499999
0.0010419451,9.876509,0.0,286,177,0.047439195,0.0055449604988098145,22656,5664,-0.0067565897,120.86156630516052,500.0,568.2514562499999
0.00078450306,9.876893,0.0,271,178,0.12277043,-0.21886193752288818,22784,5696,-0.0064926744,121.30960583686829,500.0,568.2514562499999
0.00041194377,9.876495,0.0,271,179,0.0190247,-0.1570349931716919,22912,5728,-0.0028172634,121.78182625770569,500.0,568.2514562499999
0.00023352593,9.8753805,0.0,269,180,0.012223833,-0.5678833723068237,23040,5760,-0.0016222203,122.25376605987549,500.0,568.2514562499999
0.0008779343,9.872774,0.0,256,181,0.009105714,0.007296860218048096,23168,5792,-0.011025367,122.72857189178467,500.0,568.2514562499999
0.0011542011,9.87091,0.0,253,182,0.02749604,-0.005310773849487305,23296,5824,-0.0063743135,123.22888088226318,500.0,568.2514562499999
0.00043688377,9.870018,0.0,265,183,0.019493405,-0.07958412170410156,23424,5856,-0.0033619753,123.73521375656128,500.0,568.2514562499999
0.0011286009,9.869281,0.00390625,281,184,0.016556162,-1.3098502159118652,23552,5888,-0.0045279074,124.21833300590515,500.0,568.2514562499999
0.0008029911,9.868329,0.0,269,185,0.021233931,0.08973067998886108,23680,5920,-0.0059548006,124.67424392700195,500.0,568.2514562499999
0.00061616395,9.868501,0.0,269,186,0.029510265,0.24772101640701294,23808,5952,-0.0023212242,125.14919018745422,500.0,568.2514562499999
0.000561466,9.867579,0.0,280,187,0.02045763,-0.15081489086151123,23936,5984,-0.004457133,125.62446117401123,500.0,568.2514562499999
0.00040723186,9.867657,0.0,32,188,1.4789661,-0.10872948169708252,24064,6016,-0.0019779399,126.08105802536011,500.0,706.2480479791667
0.0008696269,9.866315,0.0,286,189,0.048185796,0.1488056182861328,24192,6048,-0.008004678,130.06923937797546,500.0,706.2480479791667
0.00043800852,9.863991,0.0,294,190,0.02243597,-0.09595263004302979,24320,6080,-0.0016053496,130.5159878730774,500.0,706.2480479791667
0.00073516695,9.862969,0.0,291,191,0.013085,0.006789803504943848,24448,6112,-0.007646931,130.95233464241028,500.0,706.2480479791667
0.00080003304,9.862422,0.0,266,192,0.024577068,0.09083002805709839,24576,6144,-0.0032046463,131.39264750480652,500.0,706.2480479791667
0.00011458202,9.861166,0.0,259,193,0.056543805,-0.01371920108795166,24704,6176,-0.0006819265,131.8738510608673,500.0,706.2480479791667
0.0007194899,9.860055,0.0,260,194,0.015430972,-0.9510223865509033,24832,6208,-0.0062417784,132.3685643672943,500.0,706.2480479791667
0.0004409615,9.85843,0.0,267,195,0.07074811,-0.0642693042755127,24960,6240,-0.0031452535,132.86449885368347,500.0,706.2480479791667
0.0012352325,9.856794,0.001953125,270,196,0.012798455,-0.28135979175567627,25088,6272,-0.008894139,133.34379410743713,500.0,706.2480479791667
0.00031773315,9.857199,0.0,277,197,0.021805296,-0.36943233013153076,25216,6304,0.0005494002,133.8184609413147,500.0,706.2480479791667
0.00044573753,9.857916,0.0,279,198,0.03211303,0.025345265865325928,25344,6336,-0.0042573074,134.27961683273315,500.0,706.2480479791667
0.00034597915,9.859392,0.0,270,199,0.052484147,0.1266951560974121,25472,6368,-0.003461693,134.7387387752533,500.0,706.2480479791667
0.00091403315,9.859158,0.0,262,200,0.015337639,0.09443223476409912,25600,6400,-0.0066592987,135.21320629119873,500.0,706.2480479791667
0.0010421294,9.857025,0.001953125,263,201,0.011599235,-0.12562906742095947,25728,6432,-0.009240756,135.70120692253113,500.0,706.2480479791667
0.0020960844,9.853459,0.021484375,265,202,0.023928156,0.013709723949432373,25856,6464,-0.018442402,136.1876893043518,500.0,706.2480479791667
