n_updates,time_elapsed,total_timesteps,value_loss,explained_variance,approxkl,fps,policy_entropy,clipfrac,policy_loss,serial_timesteps,ep_len_mean,ep_reward_mean
195,649.2183082103729,174720,0.0155349495,0.10458827018737793,0.0028428517,316,9.790777,0.025390625,-0.0031671994,24960,1000.0,15707.227738100002
196,652.0476388931274,175616,0.31792554,-0.024622440338134766,0.004428045,104,9.785621,0.050223216,-0.0023915297,25088,1000.0,17037.77155808
197,660.662927865982,176512,0.017008524,-0.009452104568481445,0.006745497,278,9.7803955,0.09012277,-0.0065151285,25216,1000.0,17037.77155808
198,663.8846619129181,177408,0.0148484595,0.05064910650253296,0.0020255973,331,9.777681,0.005022322,-0.0003847215,25344,1000.0,17037.77155808
199,666.5884127616882,178304,0.009022252,0.013990581035614014,0.004421396,333,9.776488,0.04910714,-0.004532415,25472,1000.0,17037.77155808
200,669.2759523391724,179200,0.012766713,0.016304373741149902,0.0026977556,358,9.77422,0.024274554,-0.003973155,25600,1000.0,17037.77155808
201,671.7761244773865,180096,0.012960421,0.015422165393829346,0.003259107,361,9.772304,0.03013393,-0.0027628217,25728,1000.0,17037.77155808
202,674.257661819458,180992,0.012504072,-0.010454773902893066,0.0027434013,324,9.767065,0.025948662,-0.0037024955,25856,1000.0,17037.77155808
203,677.0173375606537,181888,0.013506469,0.048719823360443115,0.0051137437,354,9.76322,0.0655692,-0.005111,25984,1000.0,17037.77155808
204,679.5476288795471,182784,0.27630302,-0.01925981044769287,0.0035787127,111,9.758993,0.04157366,-0.003252937,26112,1000.0,18391.900379320003
205,687.5891127586365,183680,0.008920657,-0.012102603912353516,0.00576318,357,9.756976,0.072265625,-0.005738799,26240,1000.0,18391.900379320003
206,690.0985450744629,184576,0.012831954,0.048243820667266846,0.0018616165,339,9.757534,0.0064174104,-0.001695892,26368,1000.0,18391.900379320003
207,692.7362079620361,185472,0.016551683,0.003128647804260254,0.004637782,351,9.757733,0.059988838,-0.006028528,26496,1000.0,18391.900379320003
208,695.2899451255798,186368,0.012873347,0.04474669694900513,0.003863623,342,9.755232,0.03989955,-0.003894045,26624,1000.0,18391.900379320003
209,697.9054725170135,187264,0.009691817,0.019832611083984375,0.0026088594,335,9.755428,0.023437498,-0.0015772288,26752,1000.0,18391.900379320003
210,700.57373213768,188160,0.00803661,0.040444254875183105,0.005207251,332,9.7511015,0.05580358,-0.003493762,26880,1000.0,18391.900379320003
211,703.2687795162201,189056,0.27672628,-0.03186750411987305,0.005862602,113,9.747602,0.07645089,-0.0077835647,27008,1000.0,19731.382072850003
212,711.1801378726959,189952,0.0146175455,0.06549185514450073,0.005250955,341,9.745362,0.071707584,-0.005292782,27136,1000.0,19731.382072850003
213,713.8067216873169,190848,0.015198723,0.08994954824447632,0.005350572,328,9.744358,0.06668527,-0.0056485278,27264,1000.0,19731.382072850003
214,716.5320167541504,191744,0.012487492,0.044950127601623535,0.0055761025,345,9.746948,0.074776776,-0.004612577,27392,1000.0,19731.382072850003
215,719.1292545795441,192640,0.013848991,0.017456352710723877,0.0049124584,338,9.749354,0.06640625,-0.0055283154,27520,1000.0,19731.382072850003
216,721.7788815498352,193536,0.010239929,0.10747712850570679,0.003233399,320,9.746965,0.023995534,-0.002278289,27648,1000.0,19731.382072850003
217,724.5716571807861,194432,0.013557865,0.050459086894989014,0.005425143,341,9.747681,0.0750558,-0.004647373,27776,1000.0,19731.382072850003
218,727.1939194202423,195328,0.013249489,0.08711135387420654,0.004805853,328,9.747546,0.049107146,-0.002651909,27904,1000.0,19731.382072850003
219,729.9251158237457,196224,0.28677234,-0.019695401191711426,0.003256679,114,9.745179,0.036551338,-0.002219252,28032,1000.0,21195.05126882
220,737.7213609218597,197120,0.011019578,0.05889892578125,0.0008872232,335,9.745551,0.0013950893,-0.0013920153,28160,1000.0,21195.05126882
221,740.3930332660675,198016,0.016835636,0.061563730239868164,0.0058887713,345,9.7456875,0.07114956,-0.0065697078,28288,1000.0,21195.05126882
222,742.9906561374664,198912,0.011592463,0.030606091022491455,0.0058423993,345,9.743667,0.06975447,-0.0067066536,28416,1000.0,21195.05126882
223,745.5875861644745,199808,0.013846514,0.03945523500442505,0.0048948145,358,9.742697,0.053571425,-0.0056846584,28544,1000.0,21195.05126882
224,748.085443019867,200704,0.014406967,0.0764763355255127,0.0032057515,340,9.740654,0.029296875,-0.0031056744,28672,1000.0,21195.05126882
225,750.7159912586212,201600,0.011895792,0.07602441310882568,0.005107144,328,9.741625,0.061662942,-0.005263983,28800,1000.0,21195.05126882
226,753.4445009231567,202496,0.010413534,0.11403834819793701,0.0060992534,336,9.743063,0.07784598,-0.0059594107,28928,1000.0,21195.05126882
227,756.1078391075134,203392,0.28613755,-0.03146243095397949,0.0018000503,116,9.742257,0.01171875,-0.0022893327,29056,1000.0,22562.023830849997
228,763.7715442180634,204288,0.0123862885,0.05673563480377197,0.011091463,340,9.743557,0.17438614,-0.01404557,29184,1000.0,22562.023830849997
229,766.4016885757446,205184,0.010606529,0.08274132013320923,0.0074087703,320,9.740478,0.103794634,-0.008445574,29312,1000.0,22562.023830849997
230,769.1944823265076,206080,0.010713252,0.08271664381027222,0.0065080686,336,9.739403,0.09430803,-0.0078018242,29440,1000.0,22562.023830849997
231,771.8579123020172,206976,0.009740662,0.05546557903289795,0.0033480641,324,9.736021,0.03683036,-0.0020981326,29568,1000.0,22562.023830849997
232,774.6230232715607,207872,0.0077156993,0.02927297353744507,0.0031003365,326,9.73767,0.03376116,-0.005691816,29696,1000.0,22562.023830849997
233,777.3676719665527,208768,0.009530054,0.10790389776229858,0.0048145805,314,9.741426,0.05859375,-0.0026745757,29824,1000.0,22562.023830849997
234,780.2136509418488,209664,0.009105215,0.07942861318588257,0.0028024293,336,9.740084,0.017578125,-0.0020753234,29952,1000.0,22562.023830849997
235,782.8757226467133,210560,0.266596,-0.022938013076782227,0.0024069662,113,9.735744,0.014508929,-0.0033969488,30080,1000.0,23877.723789669995
236,790.774480342865,211456,0.010487584,0.07718777656555176,0.0024906853,313,9.734098,0.02064732,-0.002892624,30208,1000.0,23877.723789669995
237,793.6298530101776,212352,0.00775306,0.09568554162979126,0.006905633,336,9.72979,0.08928571,-0.003412573,30336,1000.0,23877.723789669995
238,796.2948343753815,213248,0.0117492005,0.028427600860595703,0.003049668,322,9.725825,0.025669644,-0.0028521386,30464,1000.0,23877.723789669995
239,799.0753617286682,214144,0.012955512,0.12361830472946167,0.003882827,326,9.72192,0.040736604,-0.004725828,30592,1000.0,23877.723789669995
240,801.8185181617737,215040,0.006730286,0.07845598459243774,0.0037956382,347,9.717411,0.031808034,-0.0051012174,30720,1000.0,23877.723789669995
241,804.4000771045685,215936,0.01304529,0.06462651491165161,0.0055668917,342,9.710718,0.07198661,-0.0053541968,30848,1000.0,23877.723789669995
242,807.0203557014465,216832,0.015554686,0.031849563121795654,0.0067664143,339,9.705338,0.09291295,-0.0038212105,30976,1000.0,23877.723789669995
243,809.6599526405334,217728,0.25752458,0.006222546100616455,0.0017755758,115,9.700821,0.016183035,-0.0017491081,31104,1000.0,25034.397407449997
244,817.4146537780762,218624,0.015021828,0.04061967134475708,0.0029667816,354,9.695176,0.03236607,-0.0043560606,31232,1000.0,25034.397407449997
245,819.9465823173523,219520,0.011468507,0.07762926816940308,0.0050687944,355,9.686591,0.059430808,-0.004443858,31360,1000.0,25034.397407449997
246,822.4660077095032,220416,0.007495993,0.04160946607589722,0.0019541252,335,9.677752,0.014508929,-0.0022703875,31488,1000.0,25034.397407449997
247,825.1405384540558,221312,0.009044704,0.1087958812713623,0.005070522,316,9.672244,0.05664063,-0.005370735,31616,1000.0,25034.397407449997
248,827.97642993927,222208,0.0077219596,-0.0077658891677856445,0.0092287,344,9.670077,0.121372774,-0.008046645,31744,1000.0,25034.397407449997
249,830.577868938446,223104,0.013328839,0.0483890175819397,0.0032835514,350,9.672011,0.020368302,-0.0020580809,31872,1000.0,25034.397407449997
250,833.1329591274261,224000,0.26910543,0.017315328121185303,0.0066374703,110,9.673947,0.0876116,-0.0041431296,32000,1000.0,26286.971141889997
251,841.264007806778,224896,0.010910346,0.16011518239974976,0.0026915187,333,9.672923,0.018415177,-0.00446276,32128,1000.0,26286.971141889997
252,843.9501459598541,225792,0.014427966,0.07057619094848633,0.0024469658,354,9.670778,0.021763394,-0.002042461,32256,1000.0,26286.971141889997
253,846.4778397083282,226688,0.007902351,0.08502697944641113,0.0053644013,340,9.665739,0.06110491,-0.0065979064,32384,1000.0,26286.971141889997
254,849.1119973659515,227584,0.014196987,0.041841208934783936,0.003045956,354,9.667627,0.027901784,-0.0025819882,32512,1000.0,26286.971141889997
255,851.6385080814362,228480,0.0071418257,0.08565843105316162,0.004042777,361,9.672845,0.04520089,-0.003437605,32640,1000.0,26286.971141889997
256,854.1181635856628,229376,0.006657318,0.04773151874542236,0.0057819556,350,9.673893,0.080078125,-0.0065152287,32768,1000.0,26286.971141889997
257,856.6780078411102,230272,0.010683298,0.08926540613174438,0.0029758117,344,9.668814,0.016183035,-0.00093973667,32896,1000.0,26286.971141889997
258,859.2777757644653,231168,0.2776635,-0.0199124813079834,0.0060404083,111,9.664225,0.08035714,-0.0054408377,33024,1000.0,27424.09244587
259,867.3197200298309,232064,0.011341513,0.10472160577774048,0.0020558783,331,9.665556,0.015904019,-0.0030153026,33152,1000.0,27424.09244587
260,870.02201628685,232960,0.009832277,0.1614140272140503,0.006270709,335,9.668625,0.083147325,-0.0050020353,33280,1000.0,27424.09244587
261,872.6936507225037,233856,0.010582735,0.09176218509674072,0.00271673,323,9.667678,0.019252231,-0.0025607895,33408,1000.0,27424.09244587
262,875.4678721427917,234752,0.008715093,0.07081806659698486,0.0033856735,355,9.665921,0.038783483,-0.0027527604,33536,1000.0,27424.09244587
263,877.9887125492096,235648,0.010737125,0.14678466320037842,0.0023398614,337,9.660629,0.020368304,-0.0038545122,33664,1000.0,27424.09244587
264,880.6437056064606,236544,0.010561595,0.09228348731994629,0.004326935,320,9.656042,0.051618304,-0.0018515151,33792,1000.0,27424.09244587
265,883.4400763511658,237440,0.011211397,0.08163803815841675,0.0063417037,336,9.65612,0.090122774,-0.0063646454,33920,1000.0,27424.09244587
266,886.1004631519318,238336,0.26338798,-0.010196566581726074,0.003690239,112,9.65586,0.037667412,-0.0035439613,34048,1000.0,28430.804893629993
267,894.0935106277466,239232,0.010506672,0.06961661577224731,0.003573859,350,9.652584,0.0359933,-0.003191056,34176,1000.0,28430.804893629993
268,896.6487221717834,240128,0.009011562,0.011200547218322754,0.005111074,345,9.652846,0.05440848,-0.005464777,34304,1000.0,28430.804893629993
269,899.2460916042328,241024,0.0103547685,0.05981123447418213,0.0034664497,320,9.654091,0.035156254,-0.0025497484,34432,1000.0,28430.804893629993
270,902.040421962738,241920,0.011286545,0.1273806095123291,0.0030607986,347,9.653349,0.028459823,-0.0024434256,34560,1000.0,28430.804893629993
271,904.6169409751892,242816,0.008770502,0.11993241310119629,0.0070631886,331,9.650952,0.10295759,-0.005391653,34688,1000.0,28430.804893629993
272,907.3208944797516,243712,0.010125956,0.1101730465888977,0.004787519,342,9.6489315,0.06082589,-0.0053037237,34816,1000.0,28430.804893629993
273,909.9411859512329,244608,0.005928873,0.16184842586517334,0.0038579495,346,9.6493435,0.040457588,-0.0039012774,34944,1000.0,28430.804893629993
274,912.5271990299225,245504,0.26600307,-0.027366161346435547,0.0078565,113,9.649511,0.1110491,-0.004531028,35072,1000.0,29308.691971999993
275,920.4446275234222,246400,0.010883449,0.06034582853317261,0.004342287,346,9.646169,0.046316963,-0.0032836199,35200,1000.0,29308.691971999993
276,923.0310776233673,247296,0.015932227,0.09364104270935059,0.004186922,353,9.639169,0.044921875,-0.0059973327,35328,1000.0,29308.691971999993
277,925.5671346187592,248192,0.010149526,0.05474919080734253,0.0059786155,340,9.636945,0.07282366,-0.0058666626,35456,1000.0,29308.691971999993
278,928.1977956295013,249088,0.0071921074,0.006709635257720947,0.0043013482,357,9.635291,0.047712054,-0.005411876,35584,1000.0,29308.691971999993
279,930.7035188674927,249984,0.007404724,0.08812648057937622,0.0043312795,342,9.633466,0.042689733,-0.005083748,35712,1000.0,29308.691971999993
280,933.3183441162109,250880,0.009168303,0.149308443069458,0.0059255874,334,9.631414,0.078125,-0.0069282083,35840,1000.0,29308.691971999993
281,935.9955403804779,251776,0.0053166933,0.041113197803497314,0.005046922,344,9.632067,0.0546875,-0.0057812664,35968,1000.0,29308.691971999993
282,938.5957584381104,252672,0.24204108,-0.014300107955932617,0.0034489848,115,9.632383,0.033203125,-0.0040788488,36096,1000.0,30151.37007223
283,946.3858001232147,253568,0.009551213,0.07697081565856934,0.004996523,338,9.632469,0.060267854,-0.0066579496,36224,1000.0,30151.37007223
284,949.0333003997803,254464,0.011138496,0.06765174865722656,0.0039992672,312,9.629973,0.04575893,-0.0027128889,36352,1000.0,30151.37007223
285,951.8987958431244,255360,0.0075024767,0.0499606728553772,0.0031301905,340,9.627549,0.030412948,-0.0043647825,36480,1000.0,30151.37007223
286,954.532407283783,256256,0.007568009,-0.025629758834838867,0.005791109,342,9.626244,0.0811942,-0.005561615,36608,1000.0,30151.37007223
287,957.1512200832367,257152,0.00721564,0.13231033086776733,0.0056064464,329,9.627737,0.07087053,-0.0054528415,36736,1000.0,30151.37007223
288,959.8680810928345,258048,0.0075894827,0.11020249128341675,0.0065372093,332,9.629158,0.094029024,-0.007257895,36864,1000.0,30151.37007223
289,962.5595223903656,258944,0.009711905,0.07759499549865723,0.002372572,335,9.632177,0.020368304,-0.00265701,36992,1000.0,30151.37007223
290,965.2347769737244,259840,0.17633362,0.0003357529640197754,0.0059389514,117,9.638674,0.08677455,-0.006557517,37120,1000.0,30954.462901630002
291,972.8895466327667,260736,0.011245302,0.20421826839447021,0.0048257997,306,9.644435,0.05580357,-0.0040316097,37248,1000.0,30954.462901630002
292,975.8111991882324,261632,0.0077543943,0.0951271653175354,0.0052077477,315,9.647843,0.06584822,-0.004082889,37376,1000.0,30954.462901630002
293,978.6551089286804,262528,0.010558396,0.09526616334915161,0.0037611767,329,9.648991,0.042689733,-0.003393684,37504,1000.0,30954.462901630002
294,981.3750102519989,263424,0.009437603,0.14178794622421265,0.004274227,348,9.652124,0.055524558,-0.006659501,37632,1000.0,30954.462901630002
295,983.9483976364136,264320,0.00930064,0.16603082418441772,0.002436823,331,9.6554785,0.016462054,-0.0032643834,37760,1000.0,30954.462901630002
296,986.6499118804932,265216,0.011883538,0.1199498176574707,0.00479234,339,9.654169,0.062220983,-0.0046230718,37888,1000.0,30954.462901630002
297,989.2919626235962,266112,0.27323923,-0.024265289306640625,0.005788852,112,9.651875,0.07756697,-0.005926216,38016,1000.0,31767.464805180003
298,997.2573215961456,267008,0.0082881255,0.040045320987701416,0.005028014,319,9.648291,0.05859375,-0.0067395,38144,1000.0,31767.464805180003
299,1000.0619170665741,267904,0.00847831,0.05896633863449097,0.005463769,346,9.641501,0.06975446,-0.0029497407,38272,1000.0,31767.464805180003
300,1002.651978969574,268800,0.009361224,0.15751373767852783,0.0040449128,335,9.635443,0.038504466,-0.0011650255,38400,1000.0,31767.464805180003
301,1005.32208776474,269696,0.009917945,0.07633119821548462,0.0034879274,335,9.633319,0.04436384,-0.0032725462,38528,1000.0,31767.464805180003
302,1007.9909110069275,270592,0.0069181337,0.08096861839294434,0.0039148172,342,9.636565,0.03627232,-0.0057083177,38656,1000.0,31767.464805180003
303,1010.6105878353119,271488,0.009744567,0.07336491346359253,0.0061690058,355,9.637663,0.08872768,-0.005968462,38784,1000.0,31767.464805180003
304,1013.1314852237701,272384,0.011063669,0.0625414252281189,0.009361694,353,9.637674,0.114397325,-0.0052533993,38912,1000.0,31767.464805180003
305,1015.665150642395,273280,0.26916212,-0.01659417152404785,0.0023805778,113,9.636303,0.012834822,-0.0025613366,39040,1000.0,32408.569854499994
306,1023.5691576004028,274176,0.010800942,0.03996175527572632,0.0048700185,356,9.637059,0.051339284,-0.0043042055,39168,1000.0,32408.569854499994
307,1026.0847380161285,275072,0.0063157245,0.028078079223632812,0.002355025,358,9.631968,0.013671875,-0.0017354337,39296,1000.0,32408.569854499994
308,1028.5879242420197,275968,0.009154457,0.13262349367141724,0.004598708,332,9.629456,0.0546875,-0.003510467,39424,1000.0,32408.569854499994
309,1031.286237001419,276864,0.007900586,0.009327292442321777,0.005576968,366,9.632836,0.06863839,-0.0075580967,39552,1000.0,32408.569854499994
310,1033.7302255630493,277760,0.0072393576,0.10340386629104614,0.0045764796,324,9.632221,0.048270088,-0.005532722,39680,1000.0,32408.569854499994
311,1036.4941127300262,278656,0.010456005,0.06442677974700928,0.0048325416,329,9.632657,0.05831473,-0.00490721,39808,1000.0,32408.569854499994
312,1039.211433649063,279552,0.012506614,0.09397619962692261,0.004725189,336,9.634707,0.051339284,-0.0044268277,39936,1000.0,32408.569854499994
313,1041.8770818710327,280448,0.26046428,-0.019583582878112793,0.002577479,108,9.6354685,0.026506696,-0.0016362092,40064,1000.0,33204.53303174
314,1050.165812253952,281344,0.0075627677,0.012928903102874756,0.0030712972,297,9.639608,0.02734375,-0.0031228252,40192,1000.0,33204.53303174
315,1053.1783072948456,282240,0.0075997747,0.05755418539047241,0.007330353,300,9.6455965,0.100446425,-0.0037346173,40320,1000.0,33204.53303174
316,1056.1633079051971,283136,0.008138058,0.09059065580368042,0.007900999,308,9.644916,0.11774553,-0.00587995,40448,1000.0,33204.53303174
317,1059.07346200943,284032,0.006713102,0.13072538375854492,0.0027996162,310,9.643584,0.030691965,-0.004013015,40576,1000.0,33204.53303174
318,1061.962759256363,284928,0.007221689,0.08938241004943848,0.005288854,293,9.642115,0.0672433,-0.004771825,40704,1000.0,33204.53303174
319,1065.020429611206,285824,0.0055891136,0.035382211208343506,0.006676234,338,9.639511,0.087890625,-0.0065659345,40832,1000.0,33204.53303174
320,1067.6749169826508,286720,0.0047464576,-0.01207280158996582,0.0051708044,324,9.635323,0.061941963,-0.005430655,40960,1000.0,33204.53303174
321,1070.4350492954254,287616,0.25050852,-0.02212989330291748,0.0031395575,110,9.63034,0.030412946,-0.0023977396,41088,1000.0,33995.01755508
322,1078.549631357193,288512,0.00816536,0.11482787132263184,0.0041508917,338,9.633229,0.052734375,-0.004476569,41216,1000.0,33995.01755508
323,1081.1994116306305,289408,0.005352855,0.021649420261383057,0.0030638967,354,9.63175,0.024553573,-0.002611788,41344,1000.0,33995.01755508
324,1083.7300391197205,290304,0.0054465937,0.019985496997833252,0.009579461,332,9.628993,0.12025669,-0.0047358135,41472,1000.0,33995.01755508
325,1086.4242851734161,291200,0.007125355,0.010823965072631836,0.0051123253,357,9.628606,0.068359375,-0.008006251,41600,1000.0,33995.01755508
326,1088.9345502853394,292096,0.009519803,0.07725751399993896,0.0035448598,344,9.624348,0.036551338,-0.0039281365,41728,1000.0,33995.01755508
327,1091.5374426841736,292992,0.008377284,0.01830601692199707,0.005659467,354,9.622213,0.07310268,-0.005936952,41856,1000.0,33995.01755508
328,1094.0647675991058,293888,0.004974218,0.1513044834136963,0.004363094,352,9.618183,0.05636161,-0.00382572,41984,1000.0,33995.01755508
329,1096.6069226264954,294784,0.2293111,0.0034035444259643555,0.0057731713,115,9.615108,0.07756696,-0.0071826456,42112,1000.0,34665.40613628
330,1104.3518524169922,295680,0.008003643,0.04364490509033203,0.0026522411,340,9.615107,0.019252233,-0.000988883,42240,1000.0,34665.40613628
331,1106.9816181659698,296576,0.00749835,0.09038412570953369,0.0041702488,353,9.6147375,0.046037946,-0.0035240501,42368,1000.0,34665.40613628
332,1109.516292333603,297472,0.008167797,0.04016321897506714,0.0034741906,346,9.609471,0.03348214,-0.004142353,42496,1000.0,34665.40613628
333,1112.1003925800323,298368,0.0043768766,0.1341944932937622,0.004571421,341,9.606277,0.051060267,-0.002889914,42624,1000.0,34665.40613628
334,1114.7245287895203,299264,0.00868994,0.060505688190460205,0.0034699382,342,9.601194,0.030691965,-0.002785641,42752,1000.0,34665.40613628
335,1117.3402178287506,300160,0.0063785855,0.14314335584640503,0.004971703,337,9.599548,0.06277902,-0.0058819787,42880,1000.0,34665.40613628
336,1119.9955368041992,301056,0.2373513,0.010069787502288818,0.004900687,115,9.60226,0.06501116,-0.0043111495,43008,1000.0,35301.93274898
337,1127.756385564804,301952,0.010383297,0.09503978490829468,0.0029105397,342,9.603295,0.028180804,-0.002288247,43136,1000.0,35301.93274898
338,1130.3715915679932,302848,0.007298298,0.04619431495666504,0.0025015962,355,9.600154,0.014229911,-0.0023170477,43264,1000.0,35301.93274898
339,1132.8922190666199,303744,0.007980341,0.01773017644882202,0.0022771475,339,9.599143,0.023716517,-0.0023128418,43392,1000.0,35301.93274898
340,1135.5310804843903,304640,0.0057941996,0.05662006139755249,0.0033073055,349,9.600514,0.03152902,-0.00022894246,43520,1000.0,35301.93274898
341,1138.0956029891968,305536,0.007097579,0.04427659511566162,0.0060254815,352,9.596871,0.08175223,-0.0055156625,43648,1000.0,35301.93274898
342,1140.6395609378815,306432,0.009895152,0.09215319156646729,0.004342079,350,9.597388,0.04882812,-0.005562182,43776,1000.0,35301.93274898
343,1143.1987237930298,307328,0.006583045,0.03766477108001709,0.0037065512,339,9.592423,0.039899554,-0.00480612,43904,1000.0,35301.93274898
344,1145.8356125354767,308224,0.27438793,0.002801060676574707,0.00435884,118,9.588803,0.04910714,-0.0048655495,44032,1000.0,36072.41471787
345,1153.402601480484,309120,0.006558921,0.007594406604766846,0.006501573,356,9.584386,0.082310274,-0.0063757855,44160,1000.0,36072.41471787
346,1155.9167022705078,310016,0.008293841,0.0920514464378357,0.0066697593,354,9.5800905,0.08398437,1.0857616e-05,44288,1000.0,36072.41471787
347,1158.4478631019592,310912,0.0069884807,0.043123483657836914,0.004672375,355,9.576315,0.05189732,-0.008572279,44416,1000.0,36072.41471787
348,1160.965657711029,311808,0.0065071154,0.12191504240036011,0.004748695,335,9.57762,0.05691964,-0.0032173325,44544,1000.0,36072.41471787
349,1163.6409332752228,312704,0.008365221,0.04020190238952637,0.0047822054,348,9.583111,0.053571433,-0.0030985952,44672,1000.0,36072.41471787
350,1166.2140333652496,313600,0.008273867,0.03212308883666992,0.0043773167,324,9.586882,0.045758925,-0.0053335805,44800,1000.0,36072.41471787
351,1168.9746520519257,314496,0.008090205,0.08655750751495361,0.006457348,343,9.586871,0.08984375,-0.0046798224,44928,1000.0,36072.41471787
352,1171.5817968845367,315392,0.26244622,-0.018242955207824707,0.004589463,114,9.58659,0.05496652,-0.0043447535,45056,1000.0,36656.241334520004
353,1179.3891348838806,316288,0.00741862,0.11993038654327393,0.005159601,344,9.587478,0.059988838,-0.003661253,45184,1000.0,36656.241334520004
354,1181.9880108833313,317184,0.007929421,0.042657434940338135,0.0051157544,332,9.5862665,0.060546875,-0.004921828,45312,1000.0,36656.241334520004
355,1184.6840598583221,318080,0.0048752683,0.10525119304656982,0.004446947,344,9.582858,0.05022322,-0.004494712,45440,1000.0,36656.241334520004
356,1187.2880489826202,318976,0.009556869,0.08449757099151611,0.010837492,338,9.580677,0.13839287,0.0011368119,45568,1000.0,36656.241334520004
357,1189.9340643882751,319872,0.005892157,0.057195842266082764,0.004526108,341,9.578824,0.05357143,-0.0040077353,45696,1000.0,36656.241334520004
358,1192.560383796692,320768,0.0076067057,0.002592742443084717,0.004700844,360,9.57771,0.060267854,-0.0057869153,45824,1000.0,36656.241334520004
359,1195.0499334335327,321664,0.0057317894,0.06934553384780884,0.0056527206,348,9.576269,0.07589286,-0.003783172,45952,1000.0,36656.241334520004
360,1197.6254200935364,322560,0.27138928,-0.0054808855056762695,0.0068337587,112,9.577749,0.09681919,-0.0031450267,46080,1000.0,37380.42135385
361,1205.5958368778229,323456,0.00945649,0.17088103294372559,0.003649537,334,9.575092,0.040457588,-0.002114492,46208,1000.0,37380.42135385
362,1208.2771453857422,324352,0.009075514,0.11465483903884888,0.005236129,347,9.570396,0.06863839,-0.0053431997,46336,1000.0,37380.42135385
363,1210.8565518856049,325248,0.0076430743,0.0024268627166748047,0.0039333133,339,9.568228,0.043247767,-0.002595905,46464,1000.0,37380.42135385
364,1213.4978733062744,326144,0.0076291724,0.04013091325759888,0.0045147357,363,9.564846,0.054129466,-0.0049129436,46592,1000.0,37380.42135385
365,1215.9644808769226,327040,0.005427085,0.05631399154663086,0.005724192,340,9.56495,0.07589285,-0.005156062,46720,1000.0,37380.42135385
366,1218.5999450683594,327936,0.008342685,0.08932679891586304,0.0025747505,334,9.566388,0.018136162,-0.0011404678,46848,1000.0,37380.42135385
367,1221.2800788879395,328832,0.0071957475,0.03271305561065674,0.003721964,348,9.561893,0.03738839,-0.005028128,46976,1000.0,37380.42135385
368,1223.8538341522217,329728,0.25937003,-0.005067706108093262,0.0036716983,110,9.554171,0.03125,-0.0046484345,47104,1000.0,38021.734635739995
369,1231.9836976528168,330624,0.0069982214,0.11263877153396606,0.0032766853,348,9.550811,0.025111608,-0.0026190975,47232,1000.0,38021.734635739995
370,1234.5591900348663,331520,0.008959764,-0.00898134708404541,0.004190536,332,9.553053,0.055245534,-0.006604497,47360,1000.0,38021.734635739995
371,1237.2530934810638,332416,0.008935243,0.025451242923736572,0.0059404834,326,9.555275,0.07952009,-0.005882041,47488,1000.0,38021.734635739995
372,1239.9977779388428,333312,0.007006326,0.028460681438446045,0.0043256152,353,9.554267,0.05106027,-0.0028774773,47616,1000.0,38021.734635739995
373,1242.5349197387695,334208,0.0065926453,-0.014182329177856445,0.004572677,350,9.552963,0.054966517,-0.00606975,47744,1000.0,38021.734635739995
374,1245.0947477817535,335104,0.0074004065,0.07883602380752563,0.0046422584,352,9.55021,0.054408483,-0.0035760493,47872,1000.0,38021.734635739995
375,1247.639685869217,336000,0.2672941,0.004064679145812988,0.0046741697,114,9.546789,0.051339287,0.00070096535,48000,1000.0,38751.50760019
376,1255.4917805194855,336896,0.006833191,0.1591760516166687,0.0029307571,341,9.552922,0.025111606,-0.005501157,48128,1000.0,38751.50760019
377,1258.1153709888458,337792,0.006147491,0.0655813217163086,0.006580928,350,9.555966,0.08203125,-0.002444869,48256,1000.0,38751.50760019
378,1260.6727087497711,338688,0.0048606736,0.0005207657814025879,0.0046796435,353,9.553896,0.057756696,-0.003532297,48384,1000.0,38751.50760019
379,1263.2101655006409,339584,0.0068225637,0.09809607267379761,0.0041160407,358,9.550871,0.03766741,-0.0019159543,48512,1000.0,38751.50760019
380,1265.7121784687042,340480,0.0051027266,-0.0013958215713500977,0.0054795872,338,9.546509,0.07003348,-0.007269103,48640,1000.0,38751.50760019
381,1268.3577585220337,341376,0.0068335063,0.03224921226501465,0.0058512893,357,9.5422735,0.074497774,-0.0018908184,48768,1000.0,38751.50760019
382,1270.8646972179413,342272,0.0057285484,0.06438243389129639,0.0036088636,344,9.537244,0.035993304,-0.0031046078,48896,1000.0,38751.50760019
383,1273.4686977863312,343168,0.26413548,-0.020566344261169434,0.0041584913,117,9.531474,0.041294646,-0.0028377478,49024,1000.0,39422.6897669
384,1281.106612920761,344064,0.0077277096,0.06897467374801636,0.006603463,356,9.530016,0.08956473,-0.008221006,49152,1000.0,39422.6897669
385,1283.6181571483612,344960,0.0075273765,0.07410836219787598,0.005889864,353,9.528238,0.07589286,-0.0054885885,49280,1000.0,39422.6897669
386,1286.15340590477,345856,0.0068770004,0.03553968667984009,0.003811283,367,9.52525,0.039620534,-0.0056427596,49408,1000.0,39422.6897669
387,1288.5907144546509,346752,0.006617854,0.05398690700531006,0.0020641044,358,9.522569,0.011160715,-0.0020044786,49536,1000.0,39422.6897669
388,1291.0883877277374,347648,0.0068849055,-0.027815937995910645,0.005684165,324,9.519679,0.08565848,-0.008243979,49664,1000.0,39422.6897669
